Control #,Rec #,Lang,Source Audio ISBN_13,Course,Unit Num,QZ #,Speaker,Cue,Transliteration,#of words,_Q_or_S,Course Name _Source_,Snippet Name,Skills
283,283,JP,9781508235958,Japanese 5,14,011Q,N,"We send New Year’s postcards, for sure. [informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_283.mp3,"3,9"
284,284,JP,9781508235958,Japanese 5,14,011R,M,年賀状を送るよ。,nengajoo o okuru yo.,4,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_284.mp3,"3,9"
285,285,JP,9781508235958,Japanese 5,15,01Q,N,"At what kind of company, he’s working? [informal]",,,Q,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_285.mp3,"9,20"
286,286,JP,9781508235958,Japanese 5,15,01R,M,どんな会社で働いているの？,Donna kaisha de hataraiteru no?,5,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_286.mp3,"9,20"
287,287,JP,9781508235958,Japanese 5,15,02Q,N,Let me see.,,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_287.mp3,"7,16"
288,288,JP,9781508235958,Japanese 5,15,02R,M,どれどれ。,dore dore.,2,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_288.mp3,"7,16"
289,289,JP,9781508235958,Japanese 5,15,03Q,N,"I got a Christmas card, for sure. [informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_289.mp3,"3,9"
290,290,JP,9781508235958,Japanese 5,15,03R,M,クリスマスカードを貰ったよ。,kurisumasu kaado o moratta yo.,5,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_290.mp3,"3,9"
291,291,JP,9781508235958,Japanese 5,15,04Q,N,I bought New Year’s postcards and came back. [informal],,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_291.mp3,"9,14"
292,292,JP,9781508235958,Japanese 5,15,04R,M,年賀状を買って来た。,nengajoo o katte kita.,4,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_292.mp3,"9,14"
293,293,JP,9781508235958,Japanese 5,15,05Q,N,About how many? [informal],,,Q,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_293.mp3,"7,9,12"
294,294,JP,9781508235958,Japanese 5,15,05R,F,何枚ぐらい？,nan mai gurai?,3,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_294.mp3,"7,9,12"
295,295,JP,9781508235958,Japanese 5,15,06Q,N,"About thirty, I write, for sure. [informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_295.mp3,"9,12"
296,296,JP,9781508235958,Japanese 5,15,06R,F,三十枚ぐらい書くよ。,san juu mai gurai kaku yo.,6,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_296.mp3,"9,12"
297,297,JP,9781508235958,Japanese 5,15,07Q,N,Because today is the fifteenth [informal],,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_297.mp3,"9,12"
298,298,JP,9781508235958,Japanese 5,15,07R,F,今日は15日だから ,kyoo wa juu go nichi da kara,7,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_298.mp3,"9,12"
299,299,JP,9781508235958,Japanese 5,15,08Q,N,Always I enjoy it. [explanation/informal],,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_299.mp3,7
300,300,JP,9781508235958,Japanese 5,15,08R,M,いつも楽しみなんだ。,itsumo tanoshimi nan da.,4,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_300.mp3,7
301,301,JP,9781508235958,Japanese 5,15,09Q,N,Do you receive New Year’s postcards on the morning of New Year’s Day? [informal],,,Q,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_301.mp3,"3,9,17"
302,302,JP,9781508235958,Japanese 5,15,09R,F,元旦に年賀状を受け取るの? ,gantan ni nengajoo o uketoru no?,6,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_302.mp3,"3,9,17"
303,303,JP,9781508235958,Japanese 5,15,010Q,N,I have to write and mail. [informal],,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_303.mp3,"3,9"
304,304,JP,9781508235958,Japanese 5,15,010R,F,書いて出さなくちゃ。,kaite dasanakucha.,2,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_304.mp3,"3,9"
305,305,JP,9781508235958,Japanese 5,16,01Q,N,Don’t you receive them in December? [informal],,,Q,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_305.mp3,"9,17"
306,306,JP,9781508235958,Japanese 5,16,01R,M,十二月に受け取らないの? ,juu ni gatsu ni uketoranai no?,6,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_306.mp3,"9,17"
307,307,JP,9781508235958,Japanese 5,16,02Q,N,Absolutely not. [informal],,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_307.mp3,"7,16"
308,308,JP,9781508235958,Japanese 5,16,02R,M,とんでもない。,tondemonai.,1,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_308.mp3,"7,16"
309,309,JP,9781508235958,Japanese 5,16,03Q,N,"If you get them in December, it would be strange, for sure. [informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_309.mp3,"9,17"
310,310,JP,9781508235958,Japanese 5,16,03R,M,十二月に貰ったら おかしいよ。,juu ni gatsu ni morattara okashii yo.,7,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_310.mp3,"9,17"
311,311,JP,9781508235958,Japanese 5,16,04Q,N,"They are delivered, for sure. [informal/explanation]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_311.mp3,"3,9"
312,312,JP,9781508235958,Japanese 5,16,04R,M,配達されるんだよ。,haitatsusareru n da yo.,4,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_312.mp3,"3,9"
313,313,JP,9781508235958,Japanese 5,16,05Q,N,About how many New Year’s postcards do you write? [informal],,,Q,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_313.mp3,"3,9"
314,314,JP,9781508235958,Japanese 5,16,05R,M,何枚ぐらい 年賀状を書くの? ,nan mai gurai nengajoo o kaku no?,7,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_314.mp3,"3,9"
315,315,JP,9781508235958,Japanese 5,16,06Q,N,By about next week I have to write and mail. [informal],,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_315.mp3,"3,17"
316,316,JP,9781508235958,Japanese 5,16,06R,M,来週ぐらいまでに 書いて出さなくちゃ。,raishuu gurai made ni kaite dasanakucha.,6,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_316.mp3,"3,17"
317,317,JP,9781508235958,Japanese 5,16,07Q,N,"We get them after the year begins, for sure. [informal/explanation]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_317.mp3,"3,17"
318,318,JP,9781508235958,Japanese 5,16,07R,M,年が明けてから貰うんだよ。,toshi ga akete kara morau n da yo.,8,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_318.mp3,"3,17"
319,319,JP,9781508235958,Japanese 5,16,08Q,N,They keep them until the new year and,,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_319.mp3,"3,17"
320,320,JP,9781508235958,Japanese 5,16,08R,F,新年まで取っておいて,shinnen made totte oite,4,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_320.mp3,"3,17"
321,321,JP,9781508235958,Japanese 5,16,09Q,N,Although you write and mail them within December [informal],,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_321.mp3,"3,17"
322,322,JP,9781508235958,Japanese 5,16,09R,F,十二月中に書いて出すけど,juu ni gatsu chuu ni kaite dasu kedo,8,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_322.mp3,"3,17"
323,323,JP,9781508235958,Japanese 5,16,010Q,N,"On the morning of New Year’s Day, all at once. [informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_323.mp3,"9,17"
324,324,JP,9781508235958,Japanese 5,16,010R,F,元旦にまとめて。 ,gantan ni matomete.,3,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_324.mp3,"9,17"
325,325,JP,9781508235958,Japanese 5,17,01Q,N,I didn’t know. [informal],,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_325.mp3,"7,16"
326,326,JP,9781508235958,Japanese 5,17,01R,F,知らなかった。,shiranakatta.,1,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_326.mp3,"7,16"
327,327,JP,9781508235958,Japanese 5,17,02Q,N,"As for January 1st., it's not a holiday? [informal]",,,Q,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_327.mp3,"9,17"
328,328,JP,9781508235958,Japanese 5,17,02R,F,一月一日は休みじゃないの? ,ichi gatsu tsuitachi wa yasumi ja nai no?,8,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_328.mp3,"9,17"
329,329,JP,9781508235958,Japanese 5,17,03Q,N,"As for January 1st, it’s a holiday, for sure. [informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_329.mp3,"9,17"
330,330,JP,9781508235958,Japanese 5,17,03R,M,一月一日は休みだよ。,ichi gatsu tsuitachi wa yasumi da yo.,7,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_330.mp3,"9,17"
331,331,JP,9781508235958,Japanese 5,17,04Q,N,"As for Christmas, it’s not a holiday, though. [informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_331.mp3,"9,17"
332,332,JP,9781508235958,Japanese 5,17,04R,M,クリスマスは休みじゃないけど。,kurisumasu wa yasumi ja nai kedo.,6,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_332.mp3,"9,17"
333,333,JP,9781508235958,Japanese 5,17,05Q,N,"They eat New year’s dishes, for sure. [explanation/informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_333.mp3,6
334,334,JP,9781508235958,Japanese 5,17,05R,M,正月のごちそうを食べるんだよ。,shoogatsu no gochisoo o taberu n da yo.,8,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_334.mp3,6
335,335,JP,9781508235958,Japanese 5,17,06Q,N,"They do watching TV, talking and more, for sure. [explanation/informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_335.mp3,1
336,336,JP,9781508235958,Japanese 5,17,06R,M,テレビを見たり、話したりするんだよ。,"terebi o mitari, hanashitari suru n da yo.",8,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_336.mp3,1
337,337,JP,9781508235958,Japanese 5,17,07Q,N,"It’s tough, though. [informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_337.mp3,7
338,338,JP,9781508235958,Japanese 5,17,07R,M,大変だけど。 ,taihen da kedo.,3,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_338.mp3,7
339,339,JP,9781508235958,Japanese 5,17,08Q,N,"They do talking, watching TV and more, for sure. [explanation/informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_339.mp3,"1,9"
340,340,JP,9781508235958,Japanese 5,17,08R,M,話したり、テレビを見たりするんだよ。,"hanashitari, terebi o mitari suru n da yo.",8,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_340.mp3,"1,9"
341,341,JP,9781508235958,Japanese 5,17,09Q,N,"Because it’s not a day off, it’s tough, isn’t it. [informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_341.mp3,9
342,342,JP,9781508235958,Japanese 5,17,09R,M,休みじゃないから 大変だね。,yasumi ja nai kara taihen da ne.,7,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_342.mp3,9
343,343,JP,9781508235958,Japanese 5,17,010Q,N,"On January 1st, all at once, they are delivered, for sure. [explanation/informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_343.mp3,"3,9,17"
344,344,JP,9781508235958,Japanese 5,17,010R,M,一月一日にまとめて 配達されるんだよ。,ichi gatsu tsuitachi ni matomete haitatsusareru n da yo.,9,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_344.mp3,"3,9,17"
345,345,JP,9781508235958,Japanese 5,18,01Q,N,In the meantime,,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_345.mp3,"7,17"
346,346,JP,9781508235958,Japanese 5,18,01R,M,そうしているうちに ,so shite iru uchi ni,5,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_346.mp3,"7,17"
347,347,JP,9781508235958,Japanese 5,18,02Q,N,"As for knowing their current status, I enjoy it very much. [explanation/informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_347.mp3,"1,9"
348,348,JP,9781508235958,Japanese 5,18,02R,M,近況を知るのは とても楽しみなんだ。,kinkyoo o shiru no wa totemo tanoshimi nan da.,9,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_348.mp3,"1,9"
349,349,JP,9781508235958,Japanese 5,18,03Q,N,I’m hungry. [informal],,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_349.mp3,"6,7,16"
350,350,JP,9781508235958,Japanese 5,18,03R,F,お腹がすいた。,onaka ga suita.,3,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_350.mp3,"6,7,16"
351,351,JP,9781508235958,Japanese 5,18,04Q,N,I want to try to go to a kaitenzushi restaurant. [informal],,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_351.mp3,"1,6"
352,352,JP,9781508235958,Japanese 5,18,04R,F,回転ずしに行ってみたい。,kaitenzushi ni itte mitai.,4,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_352.mp3,"1,6"
353,353,JP,9781508235958,Japanese 5,18,05Q,N,"If the sushi you want to eat comes around, take it. [informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_353.mp3,"6,9"
354,354,JP,9781508235958,Japanese 5,18,05R,F,食べたい寿司が回ってきたら 取って。,tabetai sushi ga mawatte kitara totte.,6,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_354.mp3,"6,9"
355,355,JP,9781508235958,Japanese 5,18,06Q,N,"While doing so, they are delivered, aren’t they. [explanation/informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_355.mp3,"3,9"
356,356,JP,9781508235958,Japanese 5,18,06R,M,そうしているうちに、配達されるんだね。,"soo shite iru uchi ni, haitatsusareru n da ne.",9,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_356.mp3,"3,9"
357,357,JP,9781508235958,Japanese 5,18,07Q,N,different kinds of sushi,,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_357.mp3,"6,9"
358,358,JP,9781508235958,Japanese 5,18,07R,F,色々な種類の寿司 ,iroiro na shurui no sushi,5,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_358.mp3,"6,9"
359,359,JP,9781508235958,Japanese 5,18,08Q,N,"As for January 1st, it’s tough, isn’t it. [informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_359.mp3,"9,17"
360,360,JP,9781508235958,Japanese 5,18,08R,F,一月一日は大変だね。,ichi gatsu tsuitachi wa taihen da ne.,7,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_360.mp3,"9,17"
361,361,JP,9781508235958,Japanese 5,18,09Q,N,"Ordinarily, even persons whom we don’t see often",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_361.mp3,9
362,362,JP,9781508235958,Japanese 5,18,09R,M,普段あまり会ってない人でも ,fudan amari atte nai hito demo,6,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_362.mp3,9
363,363,JP,9781508235958,Japanese 5,18,010Q,N,I also am hungry. [female/informal],,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_363.mp3,"6,16"
364,364,JP,9781508235958,Japanese 5,18,010R,F,あたしもお腹がすいた。,atashi mo onaka ga suita.,5,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_364.mp3,"6,16"
365,365,JP,9781508235958,Japanese 5,19,01Q,N,If the sushi you want doesn’t come around,,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_365.mp3,6
366,366,JP,9781508235958,Japanese 5,19,01R,M,欲しい寿司が回って来なかったら ,hoshii sushi ga mawatte konakattara,5,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_366.mp3,6
367,367,JP,9781508235958,Japanese 5,19,02Q,N,Am I able to order it? [informal],,,Q,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_367.mp3,6
368,368,JP,9781508235958,Japanese 5,19,02R,M,注文することができるの? ,chuumon suru koto ga dekiru no?,6,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_368.mp3,6
369,369,JP,9781508235958,Japanese 5,19,03Q,N,"We ate a lot, didn’t we. [informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_369.mp3,"1,6"
370,370,JP,9781508235958,Japanese 5,19,03R,M,たくさん食べたね。,takusan tabeta ne.,3,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_370.mp3,"1,6"
371,371,JP,9781508235958,Japanese 5,19,04Q,N,"You are able to order, for sure. [informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_371.mp3,"6,14"
372,372,JP,9781508235958,Japanese 5,19,04R,M,注文することができるよ。,chuumon suru koto ga dekiru yo.,6,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_372.mp3,"6,14"
373,373,JP,9781508235958,Japanese 5,19,05Q,N,The price is different.,,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_373.mp3,"11,14"
374,374,JP,9781508235958,Japanese 5,19,05R,F,値段が違います。,nedan ga chigaimasu.,3,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_374.mp3,"11,14"
375,375,JP,9781508235958,Japanese 5,19,06Q,N,"The price is different, isn’t it. [male/informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_375.mp3,"11,14"
376,376,JP,9781508235958,Japanese 5,19,06R,M,値段が違うんだね。,nedan ga chigau n da ne.,6,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_376.mp3,"11,14"
377,377,JP,9781508235958,Japanese 5,19,07Q,N,"Depending on the color of the plates, the price is different, isn’t it. [female/informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_377.mp3,"6,11"
378,378,JP,9781508235958,Japanese 5,19,07R,F,皿の色によって 値段が違うのね。,sara no iro ni yotte nedan ga chigau no ne.,10,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_378.mp3,"6,11"
379,379,JP,9781508235958,Japanese 5,19,08Q,N,"The New Year’s postcards are delivered, aren’t they. [explanation/informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_379.mp3,"3,9"
380,380,JP,9781508235958,Japanese 5,19,08R,M,年賀状が配達されるんだね。,nengajoo ga haitatsusareru n da ne.,6,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_380.mp3,"3,9"
381,381,JP,9781508235958,Japanese 5,19,09Q,N,"Miso soup, desserts and so forth also, we want to eat, don’t we. [informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_381.mp3,6
382,382,JP,9781508235958,Japanese 5,19,09R,F,みそ汁やデザートも 食べたいね。,miso shiru ya dezaato mo tabetai ne.,7,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_382.mp3,6
383,383,JP,9781508235958,Japanese 5,19,010Q,N,"We want to eat dessert also, don’t we. [informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_383.mp3,6
384,384,JP,9781508235958,Japanese 5,19,010R,F,デザートも食べたいね。,dezaato mo tabetai ne.,4,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_384.mp3,6
385,385,JP,9781508235958,Japanese 5,20,01Q,N,What do you want to eat? [informal],,,Q,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_385.mp3,"6,7"
386,386,JP,9781508235958,Japanese 5,20,01R,F,何が食べたい? ,nani ga tabetai?,3,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_386.mp3,"6,7"
387,387,JP,9781508235958,Japanese 5,20,02Q,N,Won’t you go to the kaitenzushi restaurant? [informal],,,Q,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_387.mp3,"1,6"
388,388,JP,9781508235958,Japanese 5,20,02R,F,回転ずしに行かない? ,kaitenzushi ni ikanai?,3,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_388.mp3,"1,6"
389,389,JP,9781508235958,Japanese 5,20,03Q,N,"You are able to order almost anything, for sure. [informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_389.mp3,"6,9"
390,390,JP,9781508235958,Japanese 5,20,03R,M,ほとんど何でも注文することができるよ。,hotondo nandemo chuumon suru koto ga dekiru yo.,8,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_390.mp3,"6,9"
391,391,JP,9781508235958,Japanese 5,20,04Q,N,"Of course, order it. [informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_391.mp3,"6,7"
392,392,JP,9781508235958,Japanese 5,20,04R,M,勿論、注文して。,"mochiron, chuumon shite.",3,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_392.mp3,"6,7"
393,393,JP,9781508235958,Japanese 5,20,05Q,N,"They count the number of plates, for sure. [male/explanation / informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_393.mp3,9
394,394,JP,9781508235958,Japanese 5,20,05R,M,皿の数を数えるんだよ。,sara no kazu o kazoeru n da yo.,8,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_394.mp3,9
395,395,JP,9781508235958,Japanese 5,20,06Q,N,"And you pay the bill, for sure. [male/explanation/informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_395.mp3,"11,14"
396,396,JP,9781508235958,Japanese 5,20,06R,M,そしてお金を払うんだよ。,soshite okane o harau n da yo.,7,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_396.mp3,"11,14"
397,397,JP,9781508235958,Japanese 5,20,07Q,N,"Next week also, won’t you go to the kaitenzushi restautant? [informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_397.mp3,"1,6,17"
398,398,JP,9781508235958,Japanese 5,20,07R,M,来週も回転ずしに行かない? ,raishuu mo kaitenzushi ni ikanai?,5,Q,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_398.mp3,"1,6,17"
399,399,JP,9781508235958,Japanese 5,20,08Q,N,"Compared to the U.S., it’s extremely less expensive, isn’t it. [informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_399.mp3,"9,11,14"
400,400,JP,9781508235958,Japanese 5,20,08R,M,アメリカと比べたら すごく安いね。,amerika to kurabetara sugoku yasui ne.,6,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_400.mp3,"9,11,14"
401,401,JP,9781508235958,Japanese 5,20,09Q,N,Won’t you go to a coffee shop? [informal],,,Q,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_401.mp3,"1,6,7"
402,402,JP,9781508235958,Japanese 5,20,09R,M,喫茶店に行かない? ,kissaten ni ikanai?,3,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_402.mp3,"1,6,7"
403,403,JP,9781508235958,Japanese 5,20,010Q,N,"Compared to the U.S., extremely delicious. [informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_403.mp3,"6,9"
404,404,JP,9781508235958,Japanese 5,20,010R,F,アメリカと比べたら すごくおいしい。,amerika to kurabetara sugoku oishii.,5,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_404.mp3,"6,9"
405,405,JP,9781508235958,Japanese 5,21,01Q,N,I want to try to go by train. [informal],,,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_405.mp3,"1,18"
406,406,JP,9781508235958,Japanese 5,21,01R,F,電車で行ってみたい。 ,densha de itte mitai.,4,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_406.mp3,"1,18"
407,407,JP,9781508235958,Japanese 5,21,02Q,N,Although we crossed the sea by ship [informal],,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_407.mp3,"1,18"
408,408,JP,9781508235958,Japanese 5,21,02R,F,船で海を渡ったけど,fune de umi o watatta kedo,6,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_408.mp3,"1,18"
409,409,JP,9781508235958,Japanese 5,21,03Q,N,"As for now, you can go by train, for sure. [informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_409.mp3,"1,17,18"
410,410,JP,9781508235958,Japanese 5,21,03R,F,今は 電車で行けるよ。,ima wa densha de ikeru yo.,6,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_410.mp3,"1,17,18"
411,411,JP,9781508235958,Japanese 5,21,04Q,N,Because there is an undersea tunnel. [informal],,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_411.mp3,9
412,412,JP,9781508235958,Japanese 5,21,04R,F,海底トンネルがあるから。,kaitei tonneru ga aru kara.,5,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_412.mp3,9
413,413,JP,9781508235958,Japanese 5,21,05Q,N,"Cars can’t go through, for sure. [female/explanation/informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_413.mp3,"9,18"
414,414,JP,9781508235958,Japanese 5,21,05R,F,車は通れないのよ。,kuruma wa toorenai no yo.,5,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_414.mp3,"9,18"
415,415,JP,9781508235958,Japanese 5,21,06Q,N,There were many accidents. [informal],,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_415.mp3,9
416,416,JP,9781508235958,Japanese 5,21,06R,M,たくさん事故があった。,takusan jiko ga atta.,4,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_416.mp3,9
417,417,JP,9781508235958,Japanese 5,21,07Q,N,"During the construction, there were accidents? [informal]",,,Q,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_417.mp3,9
