Rec #,Lang ,Course,Lesson,Cluster,Qz #,Spkr,Cue,Transliteration,MP3 Snippet File Name,MP3 Audio ISBN,Premium ISBN,Skills
355,GK,Greek 1,18,,05Q,N,What would your wife like to drink?,,9781797115375_Greek_1_QZ_355.mp3,9781442319875,9781797115375,"5,6"
356,GK,Greek 1,18,,05R,F,Τι θα ήθελε να πιεί η γυναίκα σας;,Ti tha íthele na pieí i ginéka sas?,9781797115375_Greek_1_QZ_356.mp3,9781442319875,9781797115375,"5,6"
357,GK,Greek 1,18,,06Q,N,What would she like to drink?,,9781797115375_Greek_1_QZ_357.mp3,9781442319875,9781797115375,6
358,GK,Greek 1,18,,06R,M,Τι θα ήθελε να πιεί;,Ti tha íthele na pieí?,9781797115375_Greek_1_QZ_358.mp3,9781442319875,9781797115375,6
359,GK,Greek 1,18,,07Q,N,Thanks a lot.,,9781797115375_Greek_1_QZ_359.mp3,9781442319875,9781797115375,13
360,GK,Greek 1,18,,07R,M,Ευχαριστώ πολύ.,Efharistó polí.,9781797115375_Greek_1_QZ_360.mp3,9781442319875,9781797115375,13
361,GK,Greek 1,18,,08Q,N,Where is your wife?,,9781797115375_Greek_1_QZ_361.mp3,9781442319875,9781797115375,5
362,GK,Greek 1,18,,08R,M,Που είναι η γυναίκα σας;,Pou íne i ginéka sas?,9781797115375_Greek_1_QZ_362.mp3,9781442319875,9781797115375,5
363,GK,Greek 1,18,,09Q,N,My wife? I don’t know.,,9781797115375_Greek_1_QZ_363.mp3,9781442319875,9781797115375,5
364,GK,Greek 1,18,,09R,M,Η γυναίκα μου; Δεν ξέρω.,I ginéka mou? Then kséro.,9781797115375_Greek_1_QZ_364.mp3,9781442319875,9781797115375,5
365,GK,Greek 1,18,,10Q,N,Who is over there?,,9781797115375_Greek_1_QZ_365.mp3,9781442319875,9781797115375,7
366,GK,Greek 1,18,,10R,M,Ποιος είναι εκεί;,Poiós íne ekí?,9781797115375_Greek_1_QZ_366.mp3,9781442319875,9781797115375,7
367,GK,Greek 1,19,,01Q,N,"As for her, she’s not here.",,9781797115375_Greek_1_QZ_367.mp3,9781442319875,9781797115375,5
368,GK,Greek 1,19,,01R,F,Αυτή δεν είναι εδώ.,Aftí then íne ethó.,9781797115375_Greek_1_QZ_368.mp3,9781442319875,9781797115375,5
369,GK,Greek 1,19,,02Q,N,I live with my wife.,,9781797115375_Greek_1_QZ_369.mp3,9781442319875,9781797115375,5
370,GK,Greek 1,19,,02R,F,Μένω με τη γυναίκα μου.,Méno me tí ginéka mou.,9781797115375_Greek_1_QZ_370.mp3,9781442319875,9781797115375,5
371,GK,Greek 1,19,,03Q,N,We live here.,,9781797115375_Greek_1_QZ_371.mp3,9781442319875,9781797115375,7
372,GK,Greek 1,19,,03R,F,Μένουμε εδώ.,Ménoume ethó.,9781797115375_Greek_1_QZ_372.mp3,9781442319875,9781797115375,7
373,GK,Greek 1,19,,04Q,N,It's my husband.,,9781797115375_Greek_1_QZ_373.mp3,9781442319875,9781797115375,5
374,GK,Greek 1,19,,04R,F,Είναι ο άντρας μου.,Ine o ándras mou.,9781797115375_Greek_1_QZ_374.mp3,9781442319875,9781797115375,5
375,GK,Greek 1,19,,05Q,N,My husband and I.,,9781797115375_Greek_1_QZ_375.mp3,9781442319875,9781797115375,5
376,GK,Greek 1,19,,05R,F,O άντρας μου και εγώ.,O ándras mou ke egó.,9781797115375_Greek_1_QZ_376.mp3,9781442319875,9781797115375,5
377,GK,Greek 1,19,,06Q,N,We would like to drink something.,,9781797115375_Greek_1_QZ_377.mp3,9781442319875,9781797115375,6
378,GK,Greek 1,19,,06R,M,Θα θέλαμε να πιούμε κάτι.,Tha thélame na pióume káti.,9781797115375_Greek_1_QZ_378.mp3,9781442319875,9781797115375,6
379,GK,Greek 1,19,,07Q,N,"As for her, she’s over there.",,9781797115375_Greek_1_QZ_379.mp3,9781442319875,9781797115375,5
380,GK,Greek 1,19,,07R,M,Αυτή είναι εκεί.,Aftí íne ekí.,9781797115375_Greek_1_QZ_380.mp3,9781442319875,9781797115375,5
381,GK,Greek 1,19,,08Q,N,Come in!,,9781797115375_Greek_1_QZ_381.mp3,9781442319875,9781797115375,13
382,GK,Greek 1,19,,08R,M,Περάστε!,Peráste!,9781797115375_Greek_1_QZ_382.mp3,9781442319875,9781797115375,13
383,GK,Greek 1,19,,09Q,N,Pleased to meet you.,,9781797115375_Greek_1_QZ_383.mp3,9781442319875,9781797115375,"10,16"
384,GK,Greek 1,19,,09R,M,Χαίρω πολύ.,Chéro polí.,9781797115375_Greek_1_QZ_384.mp3,9781442319875,9781797115375,"10,16"
385,GK,Greek 1,19,,10Q,N,We live in Washington.,,9781797115375_Greek_1_QZ_385.mp3,9781442319875,9781797115375,7
386,GK,Greek 1,19,,10R,M,Μένουμε στην Ουάσιγκτον.,Ménoume stin Ouásigton.,9781797115375_Greek_1_QZ_386.mp3,9781442319875,9781797115375,7
387,GK,Greek 1,20,,01Q,N,We have three children.,,9781797115375_Greek_1_QZ_387.mp3,9781442319875,9781797115375,"5,12"
388,GK,Greek 1,20,,01R,F,Έχουμε τρία παιδιά.,Echoume tría pethiá.,9781797115375_Greek_1_QZ_388.mp3,9781442319875,9781797115375,"5,12"
389,GK,Greek 1,20,,02Q,N,How many children do you have?,,9781797115375_Greek_1_QZ_389.mp3,9781442319875,9781797115375,5
390,GK,Greek 1,20,,02R,F,Πόσα παιδιά έχετε;,Pósa pethiá échete?,9781797115375_Greek_1_QZ_390.mp3,9781442319875,9781797115375,5
391,GK,Greek 1,20,,03Q,N,Where are they?,,9781797115375_Greek_1_QZ_391.mp3,9781442319875,9781797115375,5
392,GK,Greek 1,20,,03R,F,Πού είναι;,Pou íne?,9781797115375_Greek_1_QZ_392.mp3,9781442319875,9781797115375,5
393,GK,Greek 1,20,,04Q,N,The girl is big.,,9781797115375_Greek_1_QZ_393.mp3,9781442319875,9781797115375,5
394,GK,Greek 1,20,,04R,F,Το κορίτσι είναι μεγάλο.,To korítsi íne megálo.,9781797115375_Greek_1_QZ_394.mp3,9781442319875,9781797115375,5
395,GK,Greek 1,20,,05Q,N,The boy is big.,,9781797115375_Greek_1_QZ_395.mp3,9781442319875,9781797115375,5
396,GK,Greek 1,20,,05R,F,Το αγόρι είναι μεγάλο.,To agóri íne megálo.,9781797115375_Greek_1_QZ_396.mp3,9781442319875,9781797115375,5
397,GK,Greek 1,20,,06Q,N,They are with my wife.,,9781797115375_Greek_1_QZ_397.mp3,9781442319875,9781797115375,5
398,GK,Greek 1,20,,06R,M,Είναι με τη γυναίκα μου.,Ine me tí ginéka mou.,9781797115375_Greek_1_QZ_398.mp3,9781442319875,9781797115375,5
399,GK,Greek 1,20,,07Q,N,The boys are very big.,,9781797115375_Greek_1_QZ_399.mp3,9781442319875,9781797115375,5
400,GK,Greek 1,20,,07R,M,Τα αγόρια είναι πολύ μεγάλα.,Ta agória íne polí megála.,9781797115375_Greek_1_QZ_400.mp3,9781442319875,9781797115375,5
401,GK,Greek 1,20,,08Q,N,We have two boys.,,9781797115375_Greek_1_QZ_401.mp3,9781442319875,9781797115375,"5,12"
402,GK,Greek 1,20,,08R,M,Έχουμε δύο αγόρια.,Echoume thío agória.,9781797115375_Greek_1_QZ_402.mp3,9781442319875,9781797115375,"5,12"
403,GK,Greek 1,20,,09Q,N,And we have a girl.,,9781797115375_Greek_1_QZ_403.mp3,9781442319875,9781797115375,5
404,GK,Greek 1,20,,09R,M,Και έχουμε ένα κορίτσι.,Ke échoume éna korítsi.,9781797115375_Greek_1_QZ_404.mp3,9781442319875,9781797115375,5
405,GK,Greek 1,20,,10Q,N,Is she big?,,9781797115375_Greek_1_QZ_405.mp3,9781442319875,9781797115375,5
406,GK,Greek 1,20,,10R,M,Είναι μεγάλη;,Ine megáli?,9781797115375_Greek_1_QZ_406.mp3,9781442319875,9781797115375,5
407,GK,Greek 1,20,,11Q,N,"No, she is not big.",,9781797115375_Greek_1_QZ_407.mp3,9781442319875,9781797115375,5
408,GK,Greek 1,20,,11R,F,"Όχι, δεν είναι μεγάλη.","Ochi, then íne megáli.",9781797115375_Greek_1_QZ_408.mp3,9781442319875,9781797115375,5
409,GK,Greek 1,21,,01Q,N,Your family is big.,,9781797115375_Greek_1_QZ_409.mp3,9781442319875,9781797115375,5
410,GK,Greek 1,21,,01R,F,Η οικογένειά σας είναι μεγάλη.,I ikogénia sas íne megáli.,9781797115375_Greek_1_QZ_410.mp3,9781442319875,9781797115375,5
411,GK,Greek 1,21,,02Q,N,But we can wait.,,9781797115375_Greek_1_QZ_411.mp3,9781442319875,9781797115375,7
412,GK,Greek 1,21,,02R,F,Αλλά μπορούμε να περιμένουμε.,Allá boróume na pereménoume.,9781797115375_Greek_1_QZ_412.mp3,9781442319875,9781797115375,7
413,GK,Greek 1,21,,03Q,N,They are here with us.,,9781797115375_Greek_1_QZ_413.mp3,9781442319875,9781797115375,5
414,GK,Greek 1,21,,03R,F,Είναι εδώ μαζί μας.,Ine ethó mazí mas.,9781797115375_Greek_1_QZ_414.mp3,9781442319875,9781797115375,5
415,GK,Greek 1,21,,04Q,N,You can wait.,,9781797115375_Greek_1_QZ_415.mp3,9781442319875,9781797115375,5
416,GK,Greek 1,21,,04R,F,Μπορείτε να περιμένετε.,Boríte na periménete.,9781797115375_Greek_1_QZ_416.mp3,9781442319875,9781797115375,5
417,GK,Greek 1,21,,05Q,N,The big boys are here.,,9781797115375_Greek_1_QZ_417.mp3,9781442319875,9781797115375,5
418,GK,Greek 1,21,,05R,F,Τα μεγάλα αγόρια είναι εδώ.,Ta megála agória íne ethó.,9781797115375_Greek_1_QZ_418.mp3,9781442319875,9781797115375,5
419,GK,Greek 1,21,,06Q,N,Our little girl?,,9781797115375_Greek_1_QZ_419.mp3,9781442319875,9781797115375,5
420,GK,Greek 1,21,,06R,M,Το μικρό μας κορίτσι;,To mikró mas korítsi?,9781797115375_Greek_1_QZ_420.mp3,9781442319875,9781797115375,5
421,GK,Greek 1,21,,07Q,N,Not the little one.,,9781797115375_Greek_1_QZ_421.mp3,9781442319875,9781797115375,"5,7"
422,GK,Greek 1,21,,07R,M,Όχι το μικρό.,Ochi to mikró.,9781797115375_Greek_1_QZ_422.mp3,9781442319875,9781797115375,"5,7"
423,GK,Greek 1,21,,08Q,N,"Our big girl, or our little girl?",,9781797115375_Greek_1_QZ_423.mp3,9781442319875,9781797115375,5
424,GK,Greek 1,21,,08R,M,"Το μεγάλο μας κορίτσι, ή το μικρό μας κορίτσι;","To megálo mas korítsi, í to mikró mas korítsi?",9781797115375_Greek_1_QZ_424.mp3,9781442319875,9781797115375,5
425,GK,Greek 1,21,,09Q,N,Where is your family?,,9781797115375_Greek_1_QZ_425.mp3,9781442319875,9781797115375,5
426,GK,Greek 1,21,,09R,M,Που είναι η οικογένειά σας;,Pou íne i ikogénia sas?,9781797115375_Greek_1_QZ_426.mp3,9781442319875,9781797115375,5
427,GK,Greek 1,21,,10Q,N,Can you wait?,,9781797115375_Greek_1_QZ_427.mp3,9781442319875,9781797115375,"16,17"
428,GK,Greek 1,21,,10R,M,Μπορείτε να περιμένετε;,Boríte na periménete?,9781797115375_Greek_1_QZ_428.mp3,9781442319875,9781797115375,"16,17"
429,GK,Greek 1,22,,01Q,N,My car is big enough.,,9781797115375_Greek_1_QZ_429.mp3,9781442319875,9781797115375,18
430,GK,Greek 1,22,,01R,F,Το αυτοκίνητο μου είναι αρκετά μεγάλο.,To aftokínito mou íne arketá megálo.,9781797115375_Greek_1_QZ_430.mp3,9781442319875,9781797115375,18
431,GK,Greek 1,22,,02Q,N,It’s too much.,,9781797115375_Greek_1_QZ_431.mp3,9781442319875,9781797115375,"14,16"
432,GK,Greek 1,22,,02R,F,Είναι πάρα πολύ.,Ine pára polí.,9781797115375_Greek_1_QZ_432.mp3,9781442319875,9781797115375,"14,16"
433,GK,Greek 1,22,,03Q,N,I’d like to go to Athens.,,9781797115375_Greek_1_QZ_433.mp3,9781442319875,9781797115375,18
434,GK,Greek 1,22,,03R,F,Θα ήθελα να πάω στην Αθήνα.,Tha íthela na páo stín Athína.,9781797115375_Greek_1_QZ_434.mp3,9781442319875,9781797115375,18
435,GK,Greek 1,22,,04Q,N,Ten liters of gasoline.,,9781797115375_Greek_1_QZ_435.mp3,9781442319875,9781797115375,"12,18"
436,GK,Greek 1,22,,04R,F,Δέκα λίτρα βενζίνη.,Théka lítra venzíni.,9781797115375_Greek_1_QZ_436.mp3,9781442319875,9781797115375,"12,18"
437,GK,Greek 1,22,,05Q,N,Does the car have gasoline?,,9781797115375_Greek_1_QZ_437.mp3,9781442319875,9781797115375,18
438,GK,Greek 1,22,,05R,F,Το αυτοκίνητο έχει βενζίνη;,To aftokínito échi venzíni?,9781797115375_Greek_1_QZ_438.mp3,9781442319875,9781797115375,18
439,GK,Greek 1,22,,06Q,N,How many members are there in your family?,,9781797115375_Greek_1_QZ_439.mp3,9781442319875,9781797115375,5
440,GK,Greek 1,22,,06R,M,Πόσα μέλη είναι στην οικογένειά σας;,Pósa méli íne stín ikogénia sas?,9781797115375_Greek_1_QZ_440.mp3,9781442319875,9781797115375,5
441,GK,Greek 1,22,,07Q,N,How many members?,,9781797115375_Greek_1_QZ_441.mp3,9781442319875,9781797115375,5
442,GK,Greek 1,22,,07R,M,Πόσα μέλη είναι;,Pósa méli íne?,9781797115375_Greek_1_QZ_442.mp3,9781442319875,9781797115375,5
443,GK,Greek 1,22,,08Q,N,How many liters?,,9781797115375_Greek_1_QZ_443.mp3,9781442319875,9781797115375,18
444,GK,Greek 1,22,,08R,M,Πόσα λίτρα;,Pósa lítra?,9781797115375_Greek_1_QZ_444.mp3,9781442319875,9781797115375,18
445,GK,Greek 1,22,,09Q,N,It’s a lot of gasoline.,,9781797115375_Greek_1_QZ_445.mp3,9781442319875,9781797115375,18
446,GK,Greek 1,22,,09R,M,Είναι πολλή βενζίνη.,Ine polí venzíni.,9781797115375_Greek_1_QZ_446.mp3,9781442319875,9781797115375,18
447,GK,Greek 1,22,,10Q,N,Give me twenty-five liters of gasoline.,,9781797115375_Greek_1_QZ_447.mp3,9781442319875,9781797115375,"12,18"
448,GK,Greek 1,22,,10R,M,Δώστε μου είκοσι πέντε λίτρα βενζίνη.,Thóste mou íkosi pénde lítra venzíni.,9781797115375_Greek_1_QZ_448.mp3,9781442319875,9781797115375,"12,18"
449,GK,Greek 1,23,,01Q,N,Athens is far.,,9781797115375_Greek_1_QZ_449.mp3,9781442319875,9781797115375,18
450,GK,Greek 1,23,,01R,F,Η Αθήνα είναι μακριά.,I Athína íne makriá.,9781797115375_Greek_1_QZ_450.mp3,9781442319875,9781797115375,18
451,GK,Greek 1,23,,02Q,N,I’m going to go to Athens.,,9781797115375_Greek_1_QZ_451.mp3,9781442319875,9781797115375,18
452,GK,Greek 1,23,,02R,F,Θα πάω στην Αθήνα.,Tha páo stín Athína.,9781797115375_Greek_1_QZ_452.mp3,9781442319875,9781797115375,18
453,GK,Greek 1,23,,03Q,N,That’s enough gasoline.,,9781797115375_Greek_1_QZ_453.mp3,9781442319875,9781797115375,18
454,GK,Greek 1,23,,03R,F,Είναι αρκετή η βενζίνη.,Ine arketí i venzíni.,9781797115375_Greek_1_QZ_454.mp3,9781442319875,9781797115375,18
455,GK,Greek 1,23,,04Q,N,Which is the route for Athens?,,9781797115375_Greek_1_QZ_455.mp3,9781442319875,9781797115375,18
456,GK,Greek 1,23,,04R,F,Ποιος είναι ο δρόμος για την Αθήνα;,Poiós íne o thrómos gia tín Athína?,9781797115375_Greek_1_QZ_456.mp3,9781442319875,9781797115375,18
457,GK,Greek 1,23,,05Q,N,Which route is it?,,9781797115375_Greek_1_QZ_457.mp3,9781442319875,9781797115375,"4,16"
458,GK,Greek 1,23,,05R,F,Ποιος δρόμος είναι?,Poiós thrómos íne?,9781797115375_Greek_1_QZ_458.mp3,9781442319875,9781797115375,"4,16"
459,GK,Greek 1,23,,06Q,N,Where would you like to go?,,9781797115375_Greek_1_QZ_459.mp3,9781442319875,9781797115375,18
460,GK,Greek 1,23,,06R,M,Που θα θέλατε να πάτε?,Pou tha thélate na páte?,9781797115375_Greek_1_QZ_460.mp3,9781442319875,9781797115375,18
461,GK,Greek 1,23,,07Q,N,"Yes, straight ahead.",,9781797115375_Greek_1_QZ_461.mp3,9781442319875,9781797115375,4
462,GK,Greek 1,23,,07R,M,"Ναι, ευθεία.","Ne, efthía.",9781797115375_Greek_1_QZ_462.mp3,9781442319875,9781797115375,4
463,GK,Greek 1,23,,08Q,N,Just a minute!,,9781797115375_Greek_1_QZ_463.mp3,9781442319875,9781797115375,17
464,GK,Greek 1,23,,08R,M,Ένα λεπτό!,Ena leptó!,9781797115375_Greek_1_QZ_464.mp3,9781442319875,9781797115375,17
465,GK,Greek 1,23,,09Q,N,How many kilometers?,,9781797115375_Greek_1_QZ_465.mp3,9781442319875,9781797115375,"16,18"
466,GK,Greek 1,23,,09R,M,Πόσα χιλιόμετρα;,Pósa chiliómetra?,9781797115375_Greek_1_QZ_466.mp3,9781442319875,9781797115375,"16,18"
467,GK,Greek 1,23,,10Q,N,The car has a lot of gasoline.,,9781797115375_Greek_1_QZ_467.mp3,9781442319875,9781797115375,18
468,GK,Greek 1,23,,10R,M,Το αυτοκίνητο έχει πολλή βενζίνη.,To aftokínito échi polí venzíni.,9781797115375_Greek_1_QZ_468.mp3,9781442319875,9781797115375,18
469,GK,Greek 1,24,,01Q,N,I'm going to go to Athens tomorrow.,,9781797115375_Greek_1_QZ_469.mp3,9781442319875,9781797115375,"17,18"
470,GK,Greek 1,24,,01R,F,Θα πάω στην Αθήνα αύριο.,Tha páo stín Athína ávrio.,9781797115375_Greek_1_QZ_470.mp3,9781442319875,9781797115375,"17,18"
471,GK,Greek 1,24,,02Q,N,Gasoline is expensive.,,9781797115375_Greek_1_QZ_471.mp3,9781442319875,9781797115375,"14,18"
472,GK,Greek 1,24,,02R,F,Η βενζίνη είναι ακριβή.,I Venzíni íne akriví.,9781797115375_Greek_1_QZ_472.mp3,9781442319875,9781797115375,"14,18"
473,GK,Greek 1,24,,03Q,N,Put in a lot of gasoline.,,9781797115375_Greek_1_QZ_473.mp3,9781442319875,9781797115375,18
474,GK,Greek 1,24,,03R,F,Βάλτε πολλή βενζίνη.,Válte polí venzíni.,9781797115375_Greek_1_QZ_474.mp3,9781442319875,9781797115375,18
475,GK,Greek 1,24,,04Q,N,How much does gasoline cost?,,9781797115375_Greek_1_QZ_475.mp3,9781442319875,9781797115375,"14,16,18"
476,GK,Greek 1,24,,04R,F,Πόσο κάνει η βενζίνη;,Póso káni i venzíni?,9781797115375_Greek_1_QZ_476.mp3,9781442319875,9781797115375,"14,16,18"
477,GK,Greek 1,24,,05Q,N,Take the correct route.,,9781797115375_Greek_1_QZ_477.mp3,9781442319875,9781797115375,4
478,GK,Greek 1,24,,05R,F,Πάρτε το σωστό δρόμο.,Párte to sostó thrómo.,9781797115375_Greek_1_QZ_478.mp3,9781442319875,9781797115375,4
479,GK,Greek 1,24,,06Q,N,Go along the route to the right.,,9781797115375_Greek_1_QZ_479.mp3,9781442319875,9781797115375,"4,16"
480,GK,Greek 1,24,,06R,M,Πηγαίνετε στο δρόμο δεξιά.,Pigénete sto thrómo theksía.,9781797115375_Greek_1_QZ_480.mp3,9781442319875,9781797115375,"4,16"
481,GK,Greek 1,24,,07Q,N,Go along the route to the left.,,9781797115375_Greek_1_QZ_481.mp3,9781442319875,9781797115375,"4,16"
482,GK,Greek 1,24,,07R,M,Πηγαίνετε στο δρόμο αριστερά.,Pigénete sto thrómo aristerá.,9781797115375_Greek_1_QZ_482.mp3,9781442319875,9781797115375,"4,16"
483,GK,Greek 1,24,,08Q,N,Take the route for Athens.,,9781797115375_Greek_1_QZ_483.mp3,9781442319875,9781797115375,18
484,GK,Greek 1,24,,08R,M,Πάρτε το δρόμο για την Αθήνα.,Párte to thrómo gia tín Athína.,9781797115375_Greek_1_QZ_484.mp3,9781442319875,9781797115375,18
485,GK,Greek 1,24,,09Q,N,"No, it’s not the correct one.",,9781797115375_Greek_1_QZ_485.mp3,9781442319875,9781797115375,7
486,GK,Greek 1,24,,09R,M,"Όχι, δεν είναι ο σωστός.","Ochi, then íne o sóstos.",9781797115375_Greek_1_QZ_486.mp3,9781442319875,9781797115375,7
487,GK,Greek 1,24,,10Q,N,Two euros per liter.,,9781797115375_Greek_1_QZ_487.mp3,9781442319875,9781797115375,"11,12"
488,GK,Greek 1,24,,10R,M,Δύο ευρώ το λίτρο.,Thío evró to lítro.,9781797115375_Greek_1_QZ_488.mp3,9781442319875,9781797115375,"11,12"
489,GK,Greek 1,25,,01Q,N,Because it's too late.,,9781797115375_Greek_1_QZ_489.mp3,9781442319875,9781797115375,17
490,GK,Greek 1,25,,01R,F,Γιατί είναι πάρα πολύ αργά.,Giatí íne pára polí argá.,9781797115375_Greek_1_QZ_490.mp3,9781442319875,9781797115375,17
491,GK,Greek 1,25,,02Q,N,"No, they are open.",,9781797115375_Greek_1_QZ_491.mp3,9781442319875,9781797115375,14
492,GK,Greek 1,25,,02R,F,"Όχι, είναι ανοιχτά.","Ochi, íne anichtá.",9781797115375_Greek_1_QZ_492.mp3,9781442319875,9781797115375,14
493,GK,Greek 1,25,,03Q,N,They are closed now.,,9781797115375_Greek_1_QZ_493.mp3,9781442319875,9781797115375,"14,16,17"
494,GK,Greek 1,25,,03R,F,Είναι κλειστά τώρα.,Ine klistá tóra.,9781797115375_Greek_1_QZ_494.mp3,9781442319875,9781797115375,"14,16,17"
495,GK,Greek 1,25,,04Q,N,It’s not late.,,9781797115375_Greek_1_QZ_495.mp3,9781442319875,9781797115375,17
496,GK,Greek 1,25,,04R,F,Δεν είναι αργά.,Then íne argá.,9781797115375_Greek_1_QZ_496.mp3,9781442319875,9781797115375,17
497,GK,Greek 1,25,,05Q,N,Why? Because.,,9781797115375_Greek_1_QZ_497.mp3,9781442319875,9781797115375,7
498,GK,Greek 1,25,,05R,F,Γιατί; Γιατί.,Giatí? Giatí.,9781797115375_Greek_1_QZ_498.mp3,9781442319875,9781797115375,7
499,GK,Greek 1,25,,06Q,N,Because I would like to buy something.,,9781797115375_Greek_1_QZ_499.mp3,9781442319875,9781797115375,14
500,GK,Greek 1,25,,06R,M,Γιατί θα ήθελα να αγοράσω κάτι.,Giatí tha íthela na agoráso káti.,9781797115375_Greek_1_QZ_500.mp3,9781442319875,9781797115375,14
501,GK,Greek 1,25,,07Q,N,Eighty-two kilometers.,,9781797115375_Greek_1_QZ_501.mp3,9781442319875,9781797115375,"12,18"
502,GK,Greek 1,25,,07R,M,Oγδόντα δύο χιλιόμετρα.,Ogthónda thío chiliómetra.,9781797115375_Greek_1_QZ_502.mp3,9781442319875,9781797115375,"12,18"
503,GK,Greek 1,25,,08Q,N,With my wife.,,9781797115375_Greek_1_QZ_503.mp3,9781442319875,9781797115375,5
504,GK,Greek 1,25,,08R,M,Mε τη γυναίκα μου.,Me ti gynaíka mou.,9781797115375_Greek_1_QZ_504.mp3,9781442319875,9781797115375,5
505,GK,Greek 1,25,,09Q,N,I'd like to buy something for my wife.,,9781797115375_Greek_1_QZ_505.mp3,9781442319875,9781797115375,"5,14"
506,GK,Greek 1,25,,09R,M,Θα ήθελα να αγοράσω κάτι για τη γυναίκα μου.,Tha íthela na agoráso káti gia ti ginéka mou.,9781797115375_Greek_1_QZ_506.mp3,9781442319875,9781797115375,"5,14"
507,GK,Greek 1,25,,10Q,N,Eighty-five kilometers.,,9781797115375_Greek_1_QZ_507.mp3,9781442319875,9781797115375,"12,18"
508,GK,Greek 1,25,,10R,M,Ογδόντα πέντε χιλιόμετρα.,Ogthónda pénde chiliómetra.,9781797115375_Greek_1_QZ_508.mp3,9781442319875,9781797115375,"12,18"
509,GK,Greek 1,25,,11Q,N,They’re open this evening.,,9781797115375_Greek_1_QZ_509.mp3,9781442319875,9781797115375,"14,16,17"
510,GK,Greek 1,25,,11R,F,Είναι ανοιχτά το βράδυ.,Ine anichtá to vráthi.,9781797115375_Greek_1_QZ_510.mp3,9781442319875,9781797115375,"14,16,17"
511,GK,Greek 1,26,,01Q,N,I’m going to spend a few days there.,,9781797115375_Greek_1_QZ_511.mp3,9781442319875,9781797115375,17
512,GK,Greek 1,26,,01R,F,Θα περάσω μερικές μέρες εκεί.,Tha peráso merikés méres ekí.,9781797115375_Greek_1_QZ_512.mp3,9781442319875,9781797115375,17
513,GK,Greek 1,26,,02Q,N,I’m going to see a few friends.,,9781797115375_Greek_1_QZ_513.mp3,9781442319875,9781797115375,5
514,GK,Greek 1,26,,02R,F,Θα δω μερικούς φίλους.,Tha thó merikoús fílous.,9781797115375_Greek_1_QZ_514.mp3,9781442319875,9781797115375,5
515,GK,Greek 1,26,,03Q,N,I think that I'm going to go with my car.,,9781797115375_Greek_1_QZ_515.mp3,9781442319875,9781797115375,18
516,GK,Greek 1,26,,03R,F,Νομίζω ότι θα πάω με το αυτοκίνητό μου.,Nomízo óti tha páo me to aftokínito mou.,9781797115375_Greek_1_QZ_516.mp3,9781442319875,9781797115375,18
517,GK,Greek 1,26,,04Q,N,Take a taxi.,,9781797115375_Greek_1_QZ_517.mp3,9781442319875,9781797115375,"16,18"
518,GK,Greek 1,26,,04R,F,Πάρτε ένα ταξί.,Párte éna taksí.,9781797115375_Greek_1_QZ_518.mp3,9781442319875,9781797115375,"16,18"
519,GK,Greek 1,26,,05Q,N,I'm going to go in my car.,,9781797115375_Greek_1_QZ_519.mp3,9781442319875,9781797115375,18
520,GK,Greek 1,26,,05R,F,Θα πάω με το αυτοκίνητό μου.,Tha páo me to aftokínito mou.,9781797115375_Greek_1_QZ_520.mp3,9781442319875,9781797115375,18
521,GK,Greek 1,26,,06Q,N,Take a lot of money.,,9781797115375_Greek_1_QZ_521.mp3,9781442319875,9781797115375,11
522,GK,Greek 1,26,,06R,M,Πάρτε πολλά λεφτά.,Párte pollá leftá.,9781797115375_Greek_1_QZ_522.mp3,9781442319875,9781797115375,11
523,GK,Greek 1,26,,07Q,N,I’m going to see Giórgo.,,9781797115375_Greek_1_QZ_523.mp3,9781442319875,9781797115375,5
524,GK,Greek 1,26,,07R,M,Θα δω τον Γιώργο.,Tha thó ton Giórgo.,9781797115375_Greek_1_QZ_524.mp3,9781442319875,9781797115375,5
525,GK,Greek 1,26,,08Q,N,Are you going to work in Thessalonica?,,9781797115375_Greek_1_QZ_525.mp3,9781442319875,9781797115375,18
526,GK,Greek 1,26,,08R,M,Θα δουλέψετε στη Θεσσαλονίκη;,Tha thoulépsete stí Thessaloníki?,9781797115375_Greek_1_QZ_526.mp3,9781442319875,9781797115375,18
527,GK,Greek 1,26,,09Q,N,What are you going to do in Thessalonica?,,9781797115375_Greek_1_QZ_527.mp3,9781442319875,9781797115375,18
528,GK,Greek 1,26,,09R,M,Τι θα κάνετε στη Θεσσαλονίκη;,Ti tha kánete stí Thessaloníki?,9781797115375_Greek_1_QZ_528.mp3,9781442319875,9781797115375,18
529,GK,Greek 1,26,,10Q,N,I’m going to spend three days there.,,9781797115375_Greek_1_QZ_529.mp3,9781442319875,9781797115375,"12,17"
530,GK,Greek 1,26,,10R,M,Θα περάσω τρεις μέρες εκεί.,Tha peráso trís méres ekí.,9781797115375_Greek_1_QZ_530.mp3,9781442319875,9781797115375,"12,17"
531,GK,Greek 1,27,,01Q,N,Are you alone? (f),,9781797115375_Greek_1_QZ_531.mp3,9781442319875,9781797115375,7
532,GK,Greek 1,27,,01R,F,Είστε μόνη σας;,Iste móni sas?,9781797115375_Greek_1_QZ_532.mp3,9781442319875,9781797115375,7
533,GK,Greek 1,27,,02Q,N,"No, I’m with my husband.",,9781797115375_Greek_1_QZ_533.mp3,9781442319875,9781797115375,5
