Control #,Rec #,Lang,Source Audio ISBN_13,Course,Unit Num,QZ #,Speaker,Cue,Transliteration,#of words,_Q_or_S,Course Name _Source_,Snippet Name,Skills
274,274,JP,9781442386495,Japanese 4,12,11R,M,アパートに住んでみたいです。,apaato ni sunde mitai desu.,5,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0274.mp3,1
275,275,JP,9781442386495,Japanese 4,13,01Q,N,The apartment's rent is fairly high.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0275.mp3,"9,11"
276,276,JP,9781442386495,Japanese 4,13,01R,F,アパートの家賃は かなり高いです。,apaato no yachin wa kanari takai desu.,7,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0276.mp3,"9,11"
277,277,JP,9781442386495,Japanese 4,13,02Q,N,"As for moving, it costs money.",,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0277.mp3,"9,11,14"
278,278,JP,9781442386495,Japanese 4,13,02R,F,引っ越しはお金がかかります。,hikkoshi wa okane ga kakarimasu.,5,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0278.mp3,"9,11,14"
279,279,JP,9781442386495,Japanese 4,13,03Q,N,It's so-so.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0279.mp3,"7,16"
280,280,JP,9781442386495,Japanese 4,13,03R,M,まあまあです。,maa maa desu.,3,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0280.mp3,"7,16"
281,281,JP,9781442386495,Japanese 4,13,04Q,N,Everyone speaks exclusively English.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0281.mp3,9
282,282,JP,9781442386495,Japanese 4,13,04R,M,みんな英語だけ話すんです。,minna eigo dake hanasu n desu.,6,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0282.mp3,9
283,283,JP,9781442386495,Japanese 4,13,05Q,N,What don't you like?,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0283.mp3,"7,9"
284,284,JP,9781442386495,Japanese 4,13,05R,F,何が好きじゃないんですか。,nani ga suki ja nai n desu ka.,8,Q,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0284.mp3,"7,9"
285,285,JP,9781442386495,Japanese 4,13,06Q,N,Don't you like the dorm?,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0285.mp3,7
286,286,JP,9781442386495,Japanese 4,13,06R,F,寮が好きじゃないんですか。,ryoo ga suki ja nai n desu ka.,8,Q,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0286.mp3,7
287,287,JP,9781442386495,Japanese 4,13,07Q,N,I want to try cooking. [explaining],,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0287.mp3,"1,6"
288,288,JP,9781442386495,Japanese 4,13,07R,M,料理してみたいんです。,ryoori shite mitai n desu.,5,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0288.mp3,"1,6"
289,289,JP,9781442386495,Japanese 4,13,08Q,N,A friend moved to an apartment.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0289.mp3,"5,9"
290,290,JP,9781442386495,Japanese 4,13,08R,M,友達がアパートに引っ越しました。,tomodachi ga apaato ni hikkoshimashita.,5,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0290.mp3,"5,9"
291,291,JP,9781442386495,Japanese 4,13,09Q,N,Please come to my office.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0291.mp3,"13,20"
292,292,JP,9781442386495,Japanese 4,13,09R,F,私の研究室に来て下さい。,watashi no kenkyuu shitsu ni kite kudasai.,7,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0292.mp3,"13,20"
293,293,JP,9781442386495,Japanese 4,13,10Q,N,The rent is high.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0293.mp3,"9,11"
294,294,JP,9781442386495,Japanese 4,13,10R,F,家賃は高いです。,yachin wa takai desu.,4,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0294.mp3,"9,11"
295,295,JP,9781442386495,Japanese 4,14,01Q,N,I have an older sister and an older brother.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0295.mp3,"5,9"
296,296,JP,9781442386495,Japanese 4,14,01R,M,姉と兄がいます。,ane to ani ga imasu.,5,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0296.mp3,"5,9"
297,297,JP,9781442386495,Japanese 4,14,02Q,N,I have one older sister and one older brother.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0297.mp3,"5,9,12"
298,298,JP,9781442386495,Japanese 4,14,02R,M,兄が一人と姉が一人います。,ani ga hitori to ane ga hitori imasu.,8,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0298.mp3,"5,9,12"
299,299,JP,9781442386495,Japanese 4,14,03Q,N,Do you have any siblings? [polite],,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0299.mp3,"5,9,13"
300,300,JP,9781442386495,Japanese 4,14,03R,F,ご兄弟がいらっしゃいますか。,gokyoodai ga irasshaimasu ka.,4,Q,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0300.mp3,"5,9,13"
301,301,JP,9781442386495,Japanese 4,14,04Q,N,Do you have any siblings?,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0301.mp3,"5,9"
302,302,JP,9781442386495,Japanese 4,14,04R,F,ご兄弟がいますか。,gokyoodai ga imasu ka.,4,Q,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0302.mp3,"5,9"
303,303,JP,9781442386495,Japanese 4,14,05Q,N,How about siblings?,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0303.mp3,"5,7,9"
304,304,JP,9781442386495,Japanese 4,14,05R,F,ご兄弟は？,gokyoodai wa?,2,Q,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0304.mp3,"5,7,9"
305,305,JP,9781442386495,Japanese 4,14,06Q,N,My father is doing cancer research.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0305.mp3,"5,9,20"
306,306,JP,9781442386495,Japanese 4,14,06R,M,私の父は癌の研究をしています。,watashi no chichi wa gan no kenkyuu o shite imasu.,10,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0306.mp3,"5,9,20"
307,307,JP,9781442386495,Japanese 4,14,07Q,N,Where do Tom's parents live?,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0307.mp3,"5,9"
308,308,JP,9781442386495,Japanese 4,14,07R,F,トムさんのご両親はどこに住んでいますか。,tomu san no gryooshin wa doko ni sunde imasu ka.,10,Q,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0308.mp3,"5,9"
309,309,JP,9781442386495,Japanese 4,14,08Q,N,"As for mother, she's a nurse.",,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0309.mp3,"5,9,20"
310,310,JP,9781442386495,Japanese 4,14,08R,M,母は看護師です。,haha wa kangoshi desu.,4,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0310.mp3,"5,9,20"
311,311,JP,9781442386495,Japanese 4,14,09Q,N,Is Tom's mother also a doctor?,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0311.mp3,"5,9,20"
312,312,JP,9781442386495,Japanese 4,14,09R,F,トムさんのお母さんもお医者さんですか。,tomu san no okaasan mo oisha san desu ka.,9,Q,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0312.mp3,"5,9,20"
313,313,JP,9781442386495,Japanese 4,15,01Q,N,How many siblings do you have?,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0313.mp3,"5,7,9"
314,314,JP,9781442386495,Japanese 4,15,01R,M,何人ご兄弟がいますか。,nan nin gokyoodai ga imasu ka.,6,Q,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0314.mp3,"5,7,9"
315,315,JP,9781442386495,Japanese 4,15,02Q,N,What is he teaching?,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0315.mp3,"9,20"
316,316,JP,9781442386495,Japanese 4,15,02R,M,何を教えていますか。,nani o oshiete imasu ka.,5,Q,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0316.mp3,"9,20"
317,317,JP,9781442386495,Japanese 4,15,03Q,N,The person who is wearing glasses.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0317.mp3,9
318,318,JP,9781442386495,Japanese 4,15,03R,M,めがねをかけている人。,megane o kakete iru hito.,5,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0318.mp3,9
319,319,JP,9781442386495,Japanese 4,15,04Q,N,He is famous in that field.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0319.mp3,9
320,320,JP,9781442386495,Japanese 4,15,04R,F,その分野で有名です。,sono bunya de yuumei desu.,5,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0320.mp3,9
321,321,JP,9781442386495,Japanese 4,15,05Q,N,He is teaching psychology.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0321.mp3,"9,20"
322,322,JP,9781442386495,Japanese 4,15,05R,F,心理学 を教えています。,shinrigaku o oshiete imasu.,4,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0322.mp3,"9,20"
323,323,JP,9781442386495,Japanese 4,15,06Q,N,He is a famous psychologist.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0323.mp3,9
324,324,JP,9781442386495,Japanese 4,15,06R,M,有名な心理学者です。,yuumei na shinrigakusha desu.,4,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0324.mp3,9
325,325,JP,9781442386495,Japanese 4,15,07Q,N,"As for the person whose hair is long and height is tall, who is he?",,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0325.mp3,9
326,326,JP,9781442386495,Japanese 4,15,07R,M,髪が長くて背が高い人は誰ですか。,kami ga nagakute se ga takai hito wa dare desu ka.,11,Q,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0326.mp3,9
327,327,JP,9781442386495,Japanese 4,15,08Q,N,I heard he's famous in the field of Art History.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0327.mp3,9
328,328,JP,9781442386495,Japanese 4,15,08R,M,美術史の分野で有名だそうです。,bijutsushi no bunya de yuumei da so desu.,8,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0328.mp3,9
329,329,JP,9781442386495,Japanese 4,15,09Q,N,There's another tall person.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0329.mp3,9
330,330,JP,9781442386495,Japanese 4,15,09R,M,背が高い人がもう一人います。,se ga takai hito ga moo hitori imasu.,8,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0330.mp3,9
331,331,JP,9781442386495,Japanese 4,15,10Q,N,There's another person who is wearing glasses.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0331.mp3,9
332,332,JP,9781442386495,Japanese 4,15,10R,F,めがねをかけている人がもう一人います。,megane o kakete iru hito ga moo hitori imasu.,9,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0332.mp3,9
333,333,JP,9781442386495,Japanese 4,16,01Q,N,May I try the blue shoes on?,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0333.mp3,14
334,334,JP,9781442386495,Japanese 4,16,01R,F,青い靴を履いてみてもいいですか。,aoi kutsu o haite mite mo ii desu ka.,9,Q,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0334.mp3,14
335,335,JP,9781442386495,Japanese 4,16,02Q,N,I don't remember.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0335.mp3,"7,16"
336,336,JP,9781442386495,Japanese 4,16,02R,F,覚えていません。,oboete imasen.,2,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0336.mp3,"7,16"
337,337,JP,9781442386495,Japanese 4,16,03Q,N,May I try them on?,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0337.mp3,"7,14"
338,338,JP,9781442386495,Japanese 4,16,03R,F,履いてみてもいいですか。,haite mite mo ii desu ka.,6,Q,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0338.mp3,"7,14"
339,339,JP,9781442386495,Japanese 4,16,04Q,N,Do you remember this person?,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0339.mp3,9
340,340,JP,9781442386495,Japanese 4,16,04R,M,この人を覚えていますか。,kono hito o oboete imasu ka.,6,Q,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0340.mp3,9
341,341,JP,9781442386495,Japanese 4,16,05Q,N,"As for the person wearing a hat, who is she?",,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0341.mp3,9
342,342,JP,9781442386495,Japanese 4,16,05R,M,帽子をかぶっている人は誰ですか。,booshi o kabutte iru hito wa dare desu ka.,9,Q,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0342.mp3,9
343,343,JP,9781442386495,Japanese 4,16,06Q,N,"As for the older sister, hair is short, isn't it.",,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0343.mp3,"5,9"
344,344,JP,9781442386495,Japanese 4,16,06R,M,お姉さんは髪が短いですね。,oneesan wa kami ga mijikai desu ne.,7,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0344.mp3,"5,9"
345,345,JP,9781442386495,Japanese 4,16,07Q,N,Do you remember the person who is wearing a hat?,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0345.mp3,9
346,346,JP,9781442386495,Japanese 4,16,07R,M,帽子をかぶっている人を覚えていますか。,booshi o kabutte iru hito o oboete imasu ka.,9,Q,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0346.mp3,9
347,347,JP,9781442386495,Japanese 4,16,08Q,N,"As for siblings, I have exclusively one person.",,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0347.mp3,"5,12"
348,348,JP,9781442386495,Japanese 4,16,08R,M,兄弟は一人だけいます。,kyoodai wa hitori dake imasu.,5,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0348.mp3,"5,12"
349,349,JP,9781442386495,Japanese 4,16,09Q,N,His hair is short and height is short.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0349.mp3,9
350,350,JP,9781442386495,Japanese 4,16,09R,F,髪が短くて背が低いです。,kami ga mijikakute se ga hikui desu.,7,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0350.mp3,9
351,351,JP,9781442386495,Japanese 4,16,10Q,N,Shoes are located on the second floor.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0351.mp3,"4,14"
352,352,JP,9781442386495,Japanese 4,16,10R,M,靴は二階にあります。,kutsu wa ni kai ni arimasu.,6,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0352.mp3,"4,14"
353,353,JP,9781442386495,Japanese 4,16,11Q,N,I remember her.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0353.mp3,7
354,354,JP,9781442386495,Japanese 4,16,11R,F,覚えています。,oboete imasu.,2,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0354.mp3,7
355,355,JP,9781442386495,Japanese 4,17,01Q,N,What floor are they located on?,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0355.mp3,"4,9"
356,356,JP,9781442386495,Japanese 4,17,01R,M,何階にありますか。,nan kai ni arimasu ka.,5,Q,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0356.mp3,"4,9"
357,357,JP,9781442386495,Japanese 4,17,02Q,N,Shoes are located on the fourth floor. [polite],,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0357.mp3,"4,9,12"
358,358,JP,9781442386495,Japanese 4,17,02R,F,靴は四階にございます。,kutsu wa yon ki. ni gozaimasu.,6,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0358.mp3,"4,9,12"
359,359,JP,9781442386495,Japanese 4,17,03Q,N,It's a little bit tight.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0359.mp3,14
360,360,JP,9781442386495,Japanese 4,17,03R,M,ちょっときついです。,chotto kitsui desu.,3,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0360.mp3,14
361,361,JP,9781442386495,Japanese 4,17,04Q,N,It's too tight.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0361.mp3,"7,14"
362,362,JP,9781442386495,Japanese 4,17,04R,M,きつすぎます。,kitsusugimasu.,1,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0362.mp3,"7,14"
363,363,JP,9781442386495,Japanese 4,17,05Q,N,"As for blue ones, are there any?",,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0363.mp3,"9,14"
364,364,JP,9781442386495,Japanese 4,17,05R,M,青いのはありますか。,aoi no wa arimasu ka.,5,Q,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0364.mp3,"9,14"
365,365,JP,9781442386495,Japanese 4,17,06Q,N,How about a green one? [polite],,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0365.mp3,"9,14"
366,366,JP,9781442386495,Japanese 4,17,06R,F,緑のはいかがですか。,midori no wa ikaga desu ka.,6,Q,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0366.mp3,"9,14"
367,367,JP,9781442386495,Japanese 4,17,07Q,N,May I try it on? [for items from the waist up],,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0367.mp3,"7,14"
368,368,JP,9781442386495,Japanese 4,17,07R,F,着てみてもいいですか。,kite mite mo ii desu ka.,6,Q,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0368.mp3,"7,14"
369,369,JP,9781442386495,Japanese 4,17,08Q,N,May I try on the green shirt?,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0369.mp3,"7,14"
370,370,JP,9781442386495,Japanese 4,17,08R,M,緑のシャツを着てみてもいいですか。,midori no shatsu o kite mite mo ii desu ka.,10,Q,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0370.mp3,"7,14"
371,371,JP,9781442386495,Japanese 4,17,09Q,N,Which person is it?,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0371.mp3,"7,9"
372,372,JP,9781442386495,Japanese 4,17,09R,M,どの人ですか。,dono hito desu ka.,4,Q,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0372.mp3,"7,9"
373,373,JP,9781442386495,Japanese 4,17,10Q,N,"As for the white one, the size is all right.",,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0373.mp3,"7,14"
374,374,JP,9781442386495,Japanese 4,17,10R,M,白いのは、サイズはいいです。,"shiroi no wa, saizu wa ii desu.",7,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0374.mp3,"7,14"
375,375,JP,9781442386495,Japanese 4,18,01Q,N,"I can't find the book,",,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0375.mp3,"7,16"
376,376,JP,9781442386495,Japanese 4,18,01R,M,本が見つかりません。,hon ga mitsukarimasen.,3,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0376.mp3,"7,16"
377,377,JP,9781442386495,Japanese 4,18,02Q,N,When will it be returned?,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0377.mp3,"7,9"
378,378,JP,9781442386495,Japanese 4,18,02R,M,いつ返ってきますか。,itsu kaette kimasu ka.,4,Q,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0378.mp3,"7,9"
379,379,JP,9781442386495,Japanese 4,18,03Q,N,I have an assignment.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0379.mp3,"7,9"
380,380,JP,9781442386495,Japanese 4,18,03R,M,宿題があります。,shukudai ga arimasu.,3,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0380.mp3,"7,9"
381,381,JP,9781442386495,Japanese 4,18,04Q,N,I'm looking for this book.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0381.mp3,"7,16"
382,382,JP,9781442386495,Japanese 4,18,04R,M,この本を探しているんですが。,kono hon o sagashite iru n desu ga.,8,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0382.mp3,"7,16"
383,383,JP,9781442386495,Japanese 4,18,05Q,N,Wouldn't you please contact me?,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0383.mp3,"13,16"
384,384,JP,9781442386495,Japanese 4,18,05R,M,連絡していただけませんか。,renraku shite itadakemasen ka.,4,Q,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0384.mp3,"13,16"
385,385,JP,9781442386495,Japanese 4,18,06Q,N,The assignment's deadline is this Friday. [explaining],,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0385.mp3,"9,17"
386,386,JP,9781442386495,Japanese 4,18,06R,M,宿題の締め切りが今週の金曜日なんです。,shukudai no shimekiri ga konshuu no kin yoobi nan desu.,10,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0386.mp3,"9,17"
387,387,JP,9781442386495,Japanese 4,18,07Q,N,"As for the assignment, I haven't done it yet.",,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0387.mp3,9
388,388,JP,9781442386495,Japanese 4,18,07R,M,宿題は まだしていません。,shukudai wa mada shite imasen.,5,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0388.mp3,9
389,389,JP,9781442386495,Japanese 4,18,08Q,N,I have to read that book.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0389.mp3,"1,9"
390,390,JP,9781442386495,Japanese 4,18,08R,M,その本を読まなくてはいけないんです。,sono hon o yomanakutewa ikenai n desu.,7,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0390.mp3,"1,9"
391,391,JP,9781442386495,Japanese 4,18,09Q,N,It's next Tuesday.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0391.mp3,"9,17"
392,392,JP,9781442386495,Japanese 4,18,09R,F,来週の火曜日です。,raishuu no kayoobi desu.,5,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0392.mp3,"9,17"
393,393,JP,9781442386495,Japanese 4,19,01Q,N,I heard tomorrow is snow.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0393.mp3,"17,19"
394,394,JP,9781442386495,Japanese 4,19,01R,M,明日は雪だそうです。,ashita wa yuki da so desu.,6,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0394.mp3,"17,19"
395,395,JP,9781442386495,Japanese 4,19,02Q,N,I like winter sports.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0395.mp3,"1,9"
396,396,JP,9781442386495,Japanese 4,19,02R,F,冬のスポーツが好きです。,fuyu no supootsu ga suki desu.,6,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0396.mp3,"1,9"
397,397,JP,9781442386495,Japanese 4,19,03Q,N,I want to try to go.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0397.mp3,"1,7"
398,398,JP,9781442386495,Japanese 4,19,03R,F,行ってみたいです。,itte mitai desu.,3,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0398.mp3,"1,7"
399,399,JP,9781442386495,Japanese 4,19,04Q,N,"As for sightseeing, where is recommended?",,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0399.mp3,"1,9"
400,400,JP,9781442386495,Japanese 4,19,04R,F,観光は どこがおすすめですか。,kankoo wa doko ga osusume desu ka.,7,Q,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0400.mp3,"1,9"
401,401,JP,9781442386495,Japanese 4,19,05Q,N,It's every February.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0401.mp3,"9,17"
402,402,JP,9781442386495,Japanese 4,19,05R,M,毎年二月です。,mai toshi ni gatsu desu.,5,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0402.mp3,"9,17"
403,403,JP,9781442386495,Japanese 4,19,06Q,N,That zoo is very popular.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0403.mp3,9
404,404,JP,9781442386495,Japanese 4,19,06R,M,その動物園はとても人気があります。,sono doobutsuen wa totemo ninki ga arimasu.,7,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0404.mp3,9
405,405,JP,9781442386495,Japanese 4,19,07Q,N,There are many places to ski.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0405.mp3,"1,9"
406,406,JP,9781442386495,Japanese 4,19,07R,M,スキーをするところがたくさんあります。,sukii o suru tokoro ga takusan arimasu.,7,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0406.mp3,"1,9"
407,407,JP,9781442386495,Japanese 4,19,08Q,N,"Every year, many people go.",,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0407.mp3,"9,17,18"
408,408,JP,9781442386495,Japanese 4,19,08R,M,毎年たくさんの人が行きます。,mai toshi takusan no hito ga ikimasu.,7,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0408.mp3,"9,17,18"
409,409,JP,9781442386495,Japanese 4,19,09Q,N,That book will be returned to the library.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0409.mp3,9
410,410,JP,9781442386495,Japanese 4,19,09R,M,図書館に その本が返ってきます。,toshokan ni sono hon ga kaette kimasu.,7,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0410.mp3,9
411,411,JP,9781442386495,Japanese 4,19,10Q,N,"By all means, I have to go to that zoo, don't I?",,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0411.mp3,1
412,412,JP,9781442386495,Japanese 4,19,10R,F,ぜひ その動物園に行かなくてはいけませんね。,zehi sono doobutsuen ni ikanakutewa ikemasen ne.,7,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0412.mp3,1
