Control #,Rec #,Lang,Source Audio ISBN_13,Course,Unit Num,start,stop,Cluster,QZ #,Speaker,Cue,#of words,Q or S,Course Name (Source),Snippet Name,Skills
985,985,BP,9781508286752,Brazilian Portuguese 5,16,,,U16-04,04Q_A,N,He also is a civil right lawyer.,,S,Portuguese (Brazilian) Level 5,,20
986,986,BP,9781508286752,Brazilian Portuguese 5,16,,,U16-04,04R_A,M,Ele também é advogado de direitos civis.,,S,Portuguese (Brazilian) Level 5,,20
987,987,BP,9781508286752,Brazilian Portuguese 5,16,,,U16-04,04Q_B,N,He also is a teacher.,,S,Portuguese (Brazilian) Level 5,,"1,20"
988,988,BP,9781508286752,Brazilian Portuguese 5,16,,,U16-04,04R_B,M,Ele também é professor.,,S,Portuguese (Brazilian) Level 5,,"1,20"
989,989,BP,9781508286752,Brazilian Portuguese 5,16,,,U16-04,04Q_C,N,He also is a photographer.,,S,Portuguese (Brazilian) Level 5,,20
990,990,BP,9781508286752,Brazilian Portuguese 5,16,,,U16-04,04R_C,M,Ele também é fotógrafo.,,S,Portuguese (Brazilian) Level 5,,20
991,991,BP,9781508286752,Brazilian Portuguese 5,16,,,U16-04,04Q_D,N,He also is a fisherman.,,S,Portuguese (Brazilian) Level 5,,20
992,992,BP,9781508286752,Brazilian Portuguese 5,16,,,U16-04,04R_D,F,Ele também é pescador.,,S,Portuguese (Brazilian) Level 5,,20
993,993,BP,9781508286752,Brazilian Portuguese 5,16,,,U16-05,05Q_A,N,I never got married.,,S,Portuguese (Brazilian) Level 5,,7
994,994,BP,9781508286752,Brazilian Portuguese 5,16,,,U16-05,05R_A,F,Eu nunca me casei.,,S,Portuguese (Brazilian) Level 5,,7
995,995,BP,9781508286752,Brazilian Portuguese 5,16,,,U16-05,05Q_B,N,I got married.,,S,Portuguese (Brazilian) Level 5,,7
996,996,BP,9781508286752,Brazilian Portuguese 5,16,,,U16-05,05R_B,F,Eu me casei.,,S,Portuguese (Brazilian) Level 5,,7
997,997,BP,9781508286752,Brazilian Portuguese 5,16,,,U16-05,05Q_C,N,I also got married.,,S,Portuguese (Brazilian) Level 5,,7
998,998,BP,9781508286752,Brazilian Portuguese 5,16,,,U16-05,05R_C,F,Eu também me casei.,,S,Portuguese (Brazilian) Level 5,,7
999,999,BP,9781508286752,Brazilian Portuguese 5,16,,,U16-05,05Q_D,N,I almost got married.,,S,Portuguese (Brazilian) Level 5,,7
1000,1000,BP,9781508286752,Brazilian Portuguese 5,16,,,U16-05,05R_D,F,Eu quase me casei.,,S,Portuguese (Brazilian) Level 5,,7
1001,1001,BP,9781508286752,Brazilian Portuguese 5,16,,,U16-06,06Q_A,N,I got married to Ricardo.,,S,Portuguese (Brazilian) Level 5,,7
1002,1002,BP,9781508286752,Brazilian Portuguese 5,16,,,U16-06,06R_A,F,Eu me casei com o Ricardo.,,S,Portuguese (Brazilian) Level 5,,7
1003,1003,BP,9781508286752,Brazilian Portuguese 5,16,,,U16-06,06Q_B,N,I didn't get married to Ricardo.,,S,Portuguese (Brazilian) Level 5,,7
1004,1004,BP,9781508286752,Brazilian Portuguese 5,16,,,U16-06,06R_B,F,Eu não me casei com o Ricardo.,,S,Portuguese (Brazilian) Level 5,,7
1005,1005,BP,9781508286752,Brazilian Portuguese 5,16,,,U16-06,06Q_C,N,I almost got married to Ricardo.,,S,Portuguese (Brazilian) Level 5,,7
1006,1006,BP,9781508286752,Brazilian Portuguese 5,16,,,U16-06,06R_C,F,Eu quase me casei com o Ricardo.,,S,Portuguese (Brazilian) Level 5,,7
1007,1007,BP,9781508286752,Brazilian Portuguese 5,16,,,U16-06,06Q_D,N,I never got married to Ricardo.,,S,Portuguese (Brazilian) Level 5,,7
1008,1008,BP,9781508286752,Brazilian Portuguese 5,16,,,U16-06,06R_D,F,Eu nunca me casei com o Ricardo.,,S,Portuguese (Brazilian) Level 5,,7
1009,1009,BP,9781508286752,Brazilian Portuguese 5,16,,,U16-07,07Q_A,N,I have the job of my dreams.,,S,Portuguese (Brazilian) Level 5,,20
1010,1010,BP,9781508286752,Brazilian Portuguese 5,16,,,U16-07,07R_A,M,Tenho o emprego dos meus sonhos.,,S,Portuguese (Brazilian) Level 5,,20
1011,1011,BP,9781508286752,Brazilian Portuguese 5,16,,,U16-07,07Q_B,N,I have the car of my dreams.,,S,Portuguese (Brazilian) Level 5,,7
1012,1012,BP,9781508286752,Brazilian Portuguese 5,16,,,U16-07,07R_B,F,Tenho o carro dos meus sonhos.,,S,Portuguese (Brazilian) Level 5,,7
1013,1013,BP,9781508286752,Brazilian Portuguese 5,16,,,U16-07,07Q_C,N,I have the house of my dreams.,,S,Portuguese (Brazilian) Level 5,,7
1014,1014,BP,9781508286752,Brazilian Portuguese 5,16,,,U16-07,07R_C,F,Tenho a casa dos meus sonhos.,,S,Portuguese (Brazilian) Level 5,,7
1015,1015,BP,9781508286752,Brazilian Portuguese 5,16,,,U16-07,07Q_D,N,I have the husband of my dreams.,,S,Portuguese (Brazilian) Level 5,,5
1016,1016,BP,9781508286752,Brazilian Portuguese 5,16,,,U16-07,07R_D,F,Tenho o marido dos meus sonhos.,,S,Portuguese (Brazilian) Level 5,,5
1017,1017,BP,9781508286752,Brazilian Portuguese 5,16,,,U16-08,08Q_A,N,I feel myself at ease with my co-workers.,,S,Portuguese (Brazilian) Level 5,,20
1018,1018,BP,9781508286752,Brazilian Portuguese 5,16,,,U16-08,08R_A,F,Eu me sinto à vontade com meus colegas. ,,S,Portuguese (Brazilian) Level 5,,20
1019,1019,BP,9781508286752,Brazilian Portuguese 5,16,,,U16-08,08Q_B,N,I feel myself at ease with her.,,S,Portuguese (Brazilian) Level 5,,7
1020,1020,BP,9781508286752,Brazilian Portuguese 5,16,,,U16-08,08R_B,F,Eu me sinto à vontade com ela. ,,S,Portuguese (Brazilian) Level 5,,7
1021,1021,BP,9781508286752,Brazilian Portuguese 5,16,,,U16-08,08Q_C,N,I feel myself at ease with him.,,S,Portuguese (Brazilian) Level 5,,7
1022,1022,BP,9781508286752,Brazilian Portuguese 5,16,,,U16-08,08R_C,M,Eu me sinto à vontade com ele. ,,S,Portuguese (Brazilian) Level 5,,7
1023,1023,BP,9781508286752,Brazilian Portuguese 5,16,,,U16-08,08Q_D,N,I feel myself at ease with you.,,S,Portuguese (Brazilian) Level 5,,7
1024,1024,BP,9781508286752,Brazilian Portuguese 5,16,,,U16-08,08R_D,M,Eu me sinto à vontade com você. ,,S,Portuguese (Brazilian) Level 5,,7
1025,1025,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-01,01Q_A,N,Now I am a nurse (m.).,,S,Portuguese (Brazilian) Level 5,,20
1026,1026,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-01,01R_A,M,Agora sou enfermeiro. ,,S,Portuguese (Brazilian) Level 5,,20
1027,1027,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-01,01Q_B,N,I dreamed about being a nurse (m.).,,S,Portuguese (Brazilian) Level 5,,20
1028,1028,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-01,01R_B,M,Eu sonhava em ser enfermeiro.,,S,Portuguese (Brazilian) Level 5,,20
1029,1029,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-01,01Q_C,N,I never dreamed about being a nurse (m.).,,S,Portuguese (Brazilian) Level 5,,20
1030,1030,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-01,01R_C,M,Eu nunca sonhava em ser enfermeiro.,,S,Portuguese (Brazilian) Level 5,,20
1031,1031,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-01,01Q_D,N,I wanted to be a nurse (m.).,,S,Portuguese (Brazilian) Level 5,,20
1032,1032,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-01,01R_D,M,Eu queria ser enfermeiro.,,S,Portuguese (Brazilian) Level 5,,20
1033,1033,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-02,02Q_A,N,I dreamed about traveling.,,S,Portuguese (Brazilian) Level 5,,18
1034,1034,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-02,02R_A,F,Eu sonhava em viajar. ,,S,Portuguese (Brazilian) Level 5,,18
1035,1035,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-02,02Q_B,N,I dreamed about helping people.,,S,Portuguese (Brazilian) Level 5,,7
1036,1036,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-02,02R_B,F,Eu sonhava em ajudar as pessoas. ,,S,Portuguese (Brazilian) Level 5,,7
1037,1037,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-02,02Q_C,N,I always dreamed about traveling.,,S,Portuguese (Brazilian) Level 5,,18
1038,1038,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-02,02R_C,F,Eu sempre sonhava em viajar. ,,S,Portuguese (Brazilian) Level 5,,18
1039,1039,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-02,02Q_D,N,I always dreamed about helping people.,,S,Portuguese (Brazilian) Level 5,,7
1040,1040,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-02,02R_D,M,Eu sempre sonhava em ajudar as pessoas. ,,S,Portuguese (Brazilian) Level 5,,7
1041,1041,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-03,03Q_A,N,I don’t like to talk about the future.,,S,Portuguese (Brazilian) Level 5,,"7,15"
1042,1042,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-03,03R_A,M,Não gosto de falar do futuro.,,S,Portuguese (Brazilian) Level 5,,"7,15"
1043,1043,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-03,03Q_B,N,I don’t like to think about the future.,,S,Portuguese (Brazilian) Level 5,,7
1044,1044,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-03,03R_B,M,Não gosto de pensar no futuro. ,,S,Portuguese (Brazilian) Level 5,,7
1045,1045,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-03,03Q_C,N,I like to talk about the future.,,S,Portuguese (Brazilian) Level 5,,"7,15"
1046,1046,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-03,03R_C,M,Gosto de falar do futuro.,,S,Portuguese (Brazilian) Level 5,,"7,15"
1047,1047,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-03,03Q_D,N,I like to think about the future.,,S,Portuguese (Brazilian) Level 5,,7
1048,1048,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-03,03R_D,M,Gosto de pensar no futuro. ,,S,Portuguese (Brazilian) Level 5,,7
1049,1049,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-04,04Q_A,N,You are an excellent nurse (m.).,,S,Portuguese (Brazilian) Level 5,,20
1050,1050,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-04,04R_A,M,Você é um ótimo enfermeiro.,,S,Portuguese (Brazilian) Level 5,,20
1051,1051,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-04,04Q_B,N,You are an excellent nurse (f.).,,S,Portuguese (Brazilian) Level 5,,20
1052,1052,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-04,04R_B,F,Você é uma ótima enfermeira.,,S,Portuguese (Brazilian) Level 5,,20
1053,1053,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-04,04Q_C,N,You are an excellent teacher (m.).,,S,Portuguese (Brazilian) Level 5,,"1,20"
1054,1054,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-04,04R_C,M,Você é um ótimo professor.,,S,Portuguese (Brazilian) Level 5,,"1,20"
1055,1055,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-04,04Q_D,N,You are an excellent teacher (f.).,,S,Portuguese (Brazilian) Level 5,,"1,20"
1056,1056,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-04,04R_D,F,Você é uma ótima professora.,,S,Portuguese (Brazilian) Level 5,,"1,20"
1057,1057,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-05,05Q_A,N,What will you have done by the end of the year?,,Q,Portuguese (Brazilian) Level 5,,"17,20"
1058,1058,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-05,05R_A,F,O que você terá feito até o fim do ano?,,Q,Portuguese (Brazilian) Level 5,,"17,20"
1059,1059,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-05,05Q_B,N,What will you have done by the end of the day?,,Q,Portuguese (Brazilian) Level 5,,"17,20"
1060,1060,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-05,05R_B,M,O que você terá feito até o fim do dia?,,Q,Portuguese (Brazilian) Level 5,,"17,20"
1061,1061,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-05,05Q_C,N,What will you have done by the end of the month?,,Q,Portuguese (Brazilian) Level 5,,"17,20"
1062,1062,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-05,05R_C,M,O que você terá feito até o fim do mês?,,Q,Portuguese (Brazilian) Level 5,,"17,20"
1063,1063,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-05,05Q_D,N,What will you have done by the end of the week?,,Q,Portuguese (Brazilian) Level 5,,"17,20"
1064,1064,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-05,05R_D,M,O que você terá feito até o fim da semana?,,Q,Portuguese (Brazilian) Level 5,,"17,20"
1065,1065,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-06,06Q_A,N,By the end of the year.,,S,Portuguese (Brazilian) Level 5,,17
1066,1066,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-06,06R_A,M,Até o fim do ano.,,S,Portuguese (Brazilian) Level 5,,17
1067,1067,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-06,06Q_B,N,By the end of the day.,,S,Portuguese (Brazilian) Level 5,,17
1068,1068,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-06,06R_B,M,Até o fim do dia.,,S,Portuguese (Brazilian) Level 5,,17
1069,1069,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-06,06Q_C,N,By the end of the month.,,S,Portuguese (Brazilian) Level 5,,17
1070,1070,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-06,06R_C,F,Até o fim do mês.,,S,Portuguese (Brazilian) Level 5,,17
1071,1071,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-06,06Q_D,N,By the end of the week.,,S,Portuguese (Brazilian) Level 5,,17
1072,1072,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-06,06R_D,F,Até o fim da semana.,,S,Portuguese (Brazilian) Level 5,,17
1073,1073,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-07,07Q_A,N,I want to have my own house.,,S,Portuguese (Brazilian) Level 5,,7
1074,1074,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-07,07R_A,F,Quero ter casa própria.,,S,Portuguese (Brazilian) Level 5,,7
1075,1075,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-07,07Q_B,N,I want to live in the present.,,S,Portuguese (Brazilian) Level 5,,7
1076,1076,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-07,07R_B,F,Quero viver no presente.,,S,Portuguese (Brazilian) Level 5,,7
1077,1077,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-07,07Q_C,N,I prefer to have my own house.,,S,Portuguese (Brazilian) Level 5,,7
1078,1078,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-07,07R_C,F,Prefiro ter casa própria.,,S,Portuguese (Brazilian) Level 5,,7
1079,1079,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-07,07Q_D,N,I prefer to live in the present.,,S,Portuguese (Brazilian) Level 5,,7
1080,1080,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-07,07R_D,M,Prefiro viver no presente.,,S,Portuguese (Brazilian) Level 5,,7
1081,1081,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-08,08Q_A,N,In order to accomplish your dreams.,,S,Portuguese (Brazilian) Level 5,,7
1082,1082,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-08,08R_A,M,Para realizar seus sonhos.,,S,Portuguese (Brazilian) Level 5,,7
1083,1083,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-08,08Q_B,N,In order to accomplish my dreams.,,S,Portuguese (Brazilian) Level 5,,7
1084,1084,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-08,08R_B,M,Para realizar meus sonhos.,,S,Portuguese (Brazilian) Level 5,,7
1085,1085,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-08,08Q_C,N,In order to accomplish something.,,S,Portuguese (Brazilian) Level 5,,7
1086,1086,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-08,08R_C,M,Para realizar alguma coisa.,,S,Portuguese (Brazilian) Level 5,,7
1087,1087,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-08,08Q_D,N,In order to accomplish a dream.,,S,Portuguese (Brazilian) Level 5,,7
1088,1088,BP,9781508286752,Brazilian Portuguese 5,17,,,U17-08,08R_D,M,Para realizar um sonho.,,S,Portuguese (Brazilian) Level 5,,7
1089,1089,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-01,01Q_A,N,I think that I will have written a book.,,S,Portuguese (Brazilian) Level 5,,"1,7"
1090,1090,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-01,01R_A,F,Acho que terei escrito um livro.,,S,Portuguese (Brazilian) Level 5,,"1,7"
1091,1091,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-01,01Q_B,N,I think that we will have had one more child.,,S,Portuguese (Brazilian) Level 5,,"5,12"
1092,1092,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-01,01R_B,F,Acho que teremos tido mais um filho. ,,S,Portuguese (Brazilian) Level 5,,"5,12"
1093,1093,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-01,01Q_C,N,I think that my wife has that blouse.,,S,Portuguese (Brazilian) Level 5,,5
1094,1094,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-01,01R_C,M,Acho que minha esposa tem essa blusa. ,,S,Portuguese (Brazilian) Level 5,,5
1095,1095,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-01,01Q_D,N,I think that you are super chic.,,S,Portuguese (Brazilian) Level 5,,5
1096,1096,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-01,01R_D,F,Acho que você é super chique. ,,S,Portuguese (Brazilian) Level 5,,5
1097,1097,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-02,02Q_A,N,I am not an only child (m.).,,S,Portuguese (Brazilian) Level 5,,5
1098,1098,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-02,02R_A,M,Eu não sou filho único.,,S,Portuguese (Brazilian) Level 5,,5
1099,1099,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-02,02Q_B,N,I am an only child (m.).,,S,Portuguese (Brazilian) Level 5,,5
1100,1100,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-02,02R_B,M,Eu sou filho único.,,S,Portuguese (Brazilian) Level 5,,5
1101,1101,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-02,02Q_C,N,I also am an only child (m.).,,S,Portuguese (Brazilian) Level 5,,5
1102,1102,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-02,02R_C,M,Eu também sou filho único. ,,S,Portuguese (Brazilian) Level 5,,5
1103,1103,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-02,02Q_D,N,I have one child (m.).,,S,Portuguese (Brazilian) Level 5,,"5,12"
1104,1104,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-02,02R_D,M,Eu tenho um filho.,,S,Portuguese (Brazilian) Level 5,,"5,12"
1105,1105,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-03,03Q_A,N,Our daughter is an only child.,,S,Portuguese (Brazilian) Level 5,,5
1106,1106,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-03,03R_A,M,Nossa filha é filha única.,,S,Portuguese (Brazilian) Level 5,,5
1107,1107,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-03,03Q_B,N,Our son is an only child.,,S,Portuguese (Brazilian) Level 5,,5
1108,1108,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-03,03R_B,F,Nosso filho é filho único.,,S,Portuguese (Brazilian) Level 5,,5
1109,1109,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-03,03Q_C,N,Our daughter is not an only child.,,S,Portuguese (Brazilian) Level 5,,5
1110,1110,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-03,03R_C,F,Nossa filha não é filha única.,,S,Portuguese (Brazilian) Level 5,,5
1111,1111,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-03,03Q_D,N,Our son is not an only child.,,S,Portuguese (Brazilian) Level 5,,5
1112,1112,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-03,03R_D,F,Nosso filho não é filho único.,,S,Portuguese (Brazilian) Level 5,,5
1113,1113,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-04,04Q_A,N,Our dream always was to have three children.,,S,Portuguese (Brazilian) Level 5,,"5,12"
1114,1114,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-04,04R_A,F,Nosso sonho sempre foi ter três filhos.,,S,Portuguese (Brazilian) Level 5,,"5,12"
1115,1115,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-04,04Q_B,N,Our dream always was to have two children.,,S,Portuguese (Brazilian) Level 5,,"5,12"
1116,1116,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-04,04R_B,F,Nosso sonho sempre foi ter dois filhos.,,S,Portuguese (Brazilian) Level 5,,"5,12"
1117,1117,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-04,04Q_C,N,Our dream always was to have four children.,,S,Portuguese (Brazilian) Level 5,,"5,12"
1118,1118,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-04,04R_C,M,Nosso sonho sempre foi ter quatro filhos.,,S,Portuguese (Brazilian) Level 5,,"5,12"
1119,1119,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-04,04Q_D,N,Our dream always was to have five children.,,S,Portuguese (Brazilian) Level 5,,"5,12"
1120,1120,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-04,04R_D,M,Nosso sonho sempre foi ter cinco filhos.,,S,Portuguese (Brazilian) Level 5,,"5,12"
1121,1121,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-05,05Q_A,N,I will have learned one more foreign language.,,S,Portuguese (Brazilian) Level 5,,"1,12"
1122,1122,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-05,05R_A,M,Terei aprendido mais uma língua estrangeira.,,S,Portuguese (Brazilian) Level 5,,"1,12"
1123,1123,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-05,05Q_B,N,I will have bought a new house.,,S,Portuguese (Brazilian) Level 5,,"7,14"
1124,1124,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-05,05R_B,M,Terei comprado uma nova casa. ,,S,Portuguese (Brazilian) Level 5,,"7,14"
1125,1125,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-05,05Q_C,N,I will have written a book.,,S,Portuguese (Brazilian) Level 5,,20
1126,1126,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-05,05R_C,M,Terei escrito um livro.,,S,Portuguese (Brazilian) Level 5,,20
1127,1127,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-05,05Q_D,N,I will have lived in two other countries.,,S,Portuguese (Brazilian) Level 5,,"12,18"
1128,1128,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-05,05R_D,F,Terei morado em dois outros países.,,S,Portuguese (Brazilian) Level 5,,"12,18"
1129,1129,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-06,06Q_A,N,We will have bought a new house.,,S,Portuguese (Brazilian) Level 5,,"7,14"
1130,1130,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-06,06R_A,F,Teremos comprado uma nova casa.,,S,Portuguese (Brazilian) Level 5,,"7,14"
1131,1131,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-06,06Q_B,N,We will have had two more children.,,S,Portuguese (Brazilian) Level 5,,"5,12"
1132,1132,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-06,06R_B,F,Teremos tido mais dois filhos.,,S,Portuguese (Brazilian) Level 5,,"5,12"
1133,1133,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-06,06Q_C,N,We will have had one more child.,,S,Portuguese (Brazilian) Level 5,,"5,12"
1134,1134,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-06,06R_C,F,Teremos tido mais um filho.,,S,Portuguese (Brazilian) Level 5,,"5,12"
1135,1135,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-06,06Q_D,N,We will have bought a house.,,S,Portuguese (Brazilian) Level 5,,"7,14"
1136,1136,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-06,06R_D,F,Teremos comprado uma casa.,,S,Portuguese (Brazilian) Level 5,,"7,14"
1137,1137,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-07,07Q_A,N,To have your own house always was one of your dreams.,,S,Portuguese (Brazilian) Level 5,,"7,12"
1138,1138,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-07,07R_A,M,Ter casa própria sempre foi um dos seus sonhos.,,S,Portuguese (Brazilian) Level 5,,"7,12"
1139,1139,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-07,07Q_B,N,To have your own house also was one of your dreams.,,S,Portuguese (Brazilian) Level 5,,"7,12"
1140,1140,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-07,07R_B,M,Ter casa própria também foi um dos seus sonhos.,,S,Portuguese (Brazilian) Level 5,,"7,12"
1141,1141,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-07,07Q_C,N,To have two children always was one of your dreams.,,S,Portuguese (Brazilian) Level 5,,"5,7,12"
1142,1142,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-07,07R_C,M,Ter dois filhos sempre foi um dos seus sonhos.,,S,Portuguese (Brazilian) Level 5,,"5,7,12"
1143,1143,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-07,07Q_D,N,To have two children also was one of your dreams.,,S,Portuguese (Brazilian) Level 5,,"5,7,12"
1144,1144,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-07,07R_D,M,Ter dois filhos também foi um dos seus sonhos.,,S,Portuguese (Brazilian) Level 5,,"5,7,12"
1145,1145,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-08,08Q_A,N,Do you (pl.) want more children?,,Q,Portuguese (Brazilian) Level 5,,5
1146,1146,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-08,08R_A,M,Vocês querem mais filhos?,,Q,Portuguese (Brazilian) Level 5,,5
1147,1147,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-08,08Q_B,N,Do you (pl.) want to dive?,,Q,Portuguese (Brazilian) Level 5,,1
1148,1148,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-08,08R_B,F,Vocês querem mergulhar?,,Q,Portuguese (Brazilian) Level 5,,1
1149,1149,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-08,08Q_C,N,Do you (pl.) want to get married?,,Q,Portuguese (Brazilian) Level 5,,1
1150,1150,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-08,08R_C,F,Vocês querem se casar?,,Q,Portuguese (Brazilian) Level 5,,1
1151,1151,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-08,08Q_D,N,Do you (pl.) want to do it?,,Q,Portuguese (Brazilian) Level 5,,1
1152,1152,BP,9781508286752,Brazilian Portuguese 5,18,,,U18-08,08R_D,F,Vocês querem fazê-lo?,,Q,Portuguese (Brazilian) Level 5,,1
1153,1153,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-01,01Q_A,N,I want to run a marathon.,,S,Portuguese (Brazilian) Level 5,,1
1154,1154,BP,9781508286752,Brazilian Portuguese 5,19,,,U19-01,01R_A,F,Quero correr uma maratona.,,S,Portuguese (Brazilian) Level 5,,1
