Rec #,Lang,ISBN-13,Course,Unit Num,start,stop,QZ #,line #,spkr,Cue,# of words,Q or S,Course Name (Source),Skills
347,FR,978-1-4423-4864-6,French 1,18,0:14:56,0:14:58,09Q,163,N,Your husband would like to eat something right now.,,,"French Phase 1, Units 1-30 (2001)","5,6,17"
348,FR,978-1-4423-4864-6,French 1,18,0:15:04,0:15:07,09R,164,M,Votre mari voudrait manger quelque chose maintenant.,7,S,"French Phase 1, Units 1-30 (2001)","5,6,17"
349,FR,978-1-4423-4864-6,French 1,18,0:16:35,0:16:36,10Q,180,N,Who is over there?,,,"French Phase 1, Units 1-30 (2001)","4,7"
350,FR,978-1-4423-4864-6,French 1,18,0:16:39,0:16:40,10R,181,M,Qui est là-bas?,4,Q,"French Phase 1, Units 1-30 (2001)","4,7"
351,FR,978-1-4423-4864-6,French 1,19,0:02:14,0:02:15,01Q,42,N,Much too fast.,,,"French Phase 1, Units 1-30 (2001)",15
352,FR,978-1-4423-4864-6,French 1,19,0:02:18,0:02:19,01R,43,M,Beaucoup trop vite.,3,S,"French Phase 1, Units 1-30 (2001)",15
353,FR,978-1-4423-4864-6,French 1,19,0:05:03,0:05:06,02Q,70,N,I’m going to give you fifty-three euros.,,,"French Phase 1, Units 1-30 (2001)","11,12"
354,FR,978-1-4423-4864-6,French 1,19,0:05:12,0:05:14,02R,71,F,Je vais vous donner cinquante-trois euros.,7,S,"French Phase 1, Units 1-30 (2001)","11,12"
355,FR,978-1-4423-4864-6,French 1,19,0:06:35,0:06:35,03Q,84,N,He’s over there.,,,"French Phase 1, Units 1-30 (2001)",4
356,FR,978-1-4423-4864-6,French 1,19,0:06:38,0:06:39,03R,85,F,Il est là-bas.,4,S,"French Phase 1, Units 1-30 (2001)",4
357,FR,978-1-4423-4864-6,French 1,19,0:07:03,0:07:03,04Q,88,N,She’s over there.,,,"French Phase 1, Units 1-30 (2001)",4
358,FR,978-1-4423-4864-6,French 1,19,0:07:06,0:07:07,04R,89,M,Elle est là-bas.,4,S,"French Phase 1, Units 1-30 (2001)",4
359,FR,978-1-4423-4864-6,French 1,19,0:09:04,0:09:05,05Q,110,N,Come in!,,,"French Phase 1, Units 1-30 (2001)",13
360,FR,978-1-4423-4864-6,French 1,19,0:09:08,0:09:08,05R,111,F,Entrez!,1,S,"French Phase 1, Units 1-30 (2001)",13
361,FR,978-1-4423-4864-6,French 1,19,0:09:26,0:09:27,06Q,115,N,Pleased to meet you.,,,"French Phase 1, Units 1-30 (2001)","10,13,16"
362,FR,978-1-4423-4864-6,French 1,19,0:09:30,0:09:31,06R,116,F,Enchantée.,1,S,"French Phase 1, Units 1-30 (2001)","10,13,16"
363,FR,978-1-4423-4864-6,French 1,19,0:11:06,0:11:07,07Q,135,N,Where do you live?,,,"French Phase 1, Units 1-30 (2001)","7,10"
364,FR,978-1-4423-4864-6,French 1,19,0:11:10,0:11:11,07R,136,M,Où habitez-vous?,3,Q,"French Phase 1, Units 1-30 (2001)","7,10"
365,FR,978-1-4423-4864-6,French 1,19,0:13:21,0:13:21,08Q,157,N,We live here.,,,"French Phase 1, Units 1-30 (2001)",9
366,FR,978-1-4423-4864-6,French 1,19,0:13:24,0:13:26,08R,158,M,Nous habitons ici.,3,S,"French Phase 1, Units 1-30 (2001)",9
367,FR,978-1-4423-4864-6,French 1,19,0:15:32,0:15:34,09Q,177,N,We’d like to drink some coffee.,,,"French Phase 1, Units 1-30 (2001)",6
368,FR,978-1-4423-4864-6,French 1,19,0:15:38,0:15:40,09R,178,F,Nous voudrions boire du café.,5,S,"French Phase 1, Units 1-30 (2001)",6
369,FR,978-1-4423-4864-6,French 1,19,0:21:01,0:21:03,10Q,239,N,"Now we can drink something, and talk.",,,"French Phase 1, Units 1-30 (2001)","6,17"
370,FR,978-1-4423-4864-6,French 1,19,0:21:10,0:21:13,10R,240,M,"Maintenant nous pouvons boire quelque chose, et parler.",8,S,"French Phase 1, Units 1-30 (2001)","6,17"
371,FR,978-1-4423-4864-6,French 1,20,0:03:21,0:03:22,01Q,54,N,I would like some coffee.,,,"French Phase 1, Units 1-30 (2001)",6
372,FR,978-1-4423-4864-6,French 1,20,0:03:25,0:03:26,01R,55,F,Je voudrais du café.,4,S,"French Phase 1, Units 1-30 (2001)",6
373,FR,978-1-4423-4864-6,French 1,20,0:04:33,0:04:34,02Q,67,N,I don’t know where he is.,,,"French Phase 1, Units 1-30 (2001)",4
374,FR,978-1-4423-4864-6,French 1,20,0:04:37,0:04:38,02R,68,F,Je ne sais pas où il est.,7,S,"French Phase 1, Units 1-30 (2001)",4
375,FR,978-1-4423-4864-6,French 1,20,0:05:58,0:05:59,03Q,76,N,He is in America.,,,"French Phase 1, Units 1-30 (2001)",9
376,FR,978-1-4423-4864-6,French 1,20,0:06:02,0:06:03,03R,77,F,Il est en Amérique.,4,S,"French Phase 1, Units 1-30 (2001)",9
377,FR,978-1-4423-4864-6,French 1,20,0:06:31,0:06:32,04Q,85,N,Do you have any children?,,,"French Phase 1, Units 1-30 (2001)",5
378,FR,978-1-4423-4864-6,French 1,20,0:06:35,0:06:36,04R,86,M,Est-ce que vous avez des enfants?,6,Q,"French Phase 1, Units 1-30 (2001)",5
379,FR,978-1-4423-4864-6,French 1,20,0:07:13,0:07:14,05Q,91,N,We have children.,,,"French Phase 1, Units 1-30 (2001)",5
380,FR,978-1-4423-4864-6,French 1,20,0:07:18,0:07:19,05R,92,M,Nous avons des enfants.,4,S,"French Phase 1, Units 1-30 (2001)",5
381,FR,978-1-4423-4864-6,French 1,20,0:07:32,0:07:34,06Q,94,N,How many children do you have?,,,"French Phase 1, Units 1-30 (2001)",5
382,FR,978-1-4423-4864-6,French 1,20,0:07:37,0:07:38,06R,95,F,Combien d’enfants avez-vous?,4,Q,"French Phase 1, Units 1-30 (2001)",5
383,FR,978-1-4423-4864-6,French 1,20,0:09:16,0:09:17,07Q,113,N,We have one girl.,,,"French Phase 1, Units 1-30 (2001)","5,12"
384,FR,978-1-4423-4864-6,French 1,20,0:09:21,0:09:23,07R,114,M,Nous avons une fille.,4,S,"French Phase 1, Units 1-30 (2001)","5,12"
385,FR,978-1-4423-4864-6,French 1,20,0:10:42,0:10:44,08Q,126,N,"We would like a boy, too.",,,"French Phase 1, Units 1-30 (2001)",5
386,FR,978-1-4423-4864-6,French 1,20,0:10:49,0:10:51,08R,127,M,Nous voudrions aussi un garçon.,5,S,"French Phase 1, Units 1-30 (2001)",5
387,FR,978-1-4423-4864-6,French 1,20,0:12:52,0:12:54,09Q,146,N,The boy is big.,,,"French Phase 1, Units 1-30 (2001)",5
388,FR,978-1-4423-4864-6,French 1,20,0:12:57,0:12:59,09R,147,M,Le garcon est grand.,4,S,"French Phase 1, Units 1-30 (2001)",5
389,FR,978-1-4423-4864-6,French 1,20,0:19:58,0:19:59,10Q,223,N,"You’re American, right?",,,"French Phase 1, Units 1-30 (2001)","10,16"
390,FR,978-1-4423-4864-6,French 1,20,0:20:02,0:20:04,10R,225,F,"Vous êtes américain, n’est-ce pas?",5,Q,"French Phase 1, Units 1-30 (2001)","10,16"
391,FR,978-1-4423-4864-6,French 1,21,0:03:25,0:03:26,01Q,58,N,We have a big girl.,,,"French Phase 1, Units 1-30 (2001)",5
392,FR,978-1-4423-4864-6,French 1,21,0:03:31,0:03:32,01R,59,M,Nous avons une grande fille.,5,S,"French Phase 1, Units 1-30 (2001)",5
393,FR,978-1-4423-4864-6,French 1,21,0:04:24,0:04:24,02Q,67,N,We can wait.,,,"French Phase 1, Units 1-30 (2001)",7
394,FR,978-1-4423-4864-6,French 1,21,0:04:28,0:04:29,02R,68,M,Nous pouvons attendre.,3,S,"French Phase 1, Units 1-30 (2001)",7
395,FR,978-1-4423-4864-6,French 1,21,0:04:46,0:04:47,03Q,70,N,Can you wait?,,,"French Phase 1, Units 1-30 (2001)",7
396,FR,978-1-4423-4864-6,French 1,21,0:04:51,0:04:53,03R,71,M,Est-ce que vous pouvez attendre?,5,Q,"French Phase 1, Units 1-30 (2001)",7
397,FR,978-1-4423-4864-6,French 1,21,0:05:29,0:05:31,04Q,77,N,We want a lot of children.,,,"French Phase 1, Units 1-30 (2001)","5,12"
398,FR,978-1-4423-4864-6,French 1,21,0:05:35,0:05:36,04R,78,M,Nous voulons beaucoup d’enfants.,4,S,"French Phase 1, Units 1-30 (2001)","5,12"
399,FR,978-1-4423-4864-6,French 1,21,0:10:19,0:10:21,05Q,120,N,Our boy is little.,,,"French Phase 1, Units 1-30 (2001)",5
400,FR,978-1-4423-4864-6,French 1,21,0:10:24,0:10:25,05R,121,M,Notre garçon est petit.,4,S,"French Phase 1, Units 1-30 (2001)",5
401,FR,978-1-4423-4864-6,French 1,21,0:11:16,0:11:17,06Q,129,N,Really?,,,"French Phase 1, Units 1-30 (2001)",7
402,FR,978-1-4423-4864-6,French 1,21,0:11:20,0:11:20,06R,130,F,Vraiment?,1,Q,"French Phase 1, Units 1-30 (2001)",7
403,FR,978-1-4423-4864-6,French 1,21,0:11:40,0:11:41,07Q,133,N,He is really little.,,,"French Phase 1, Units 1-30 (2001)","5,7"
404,FR,978-1-4423-4864-6,French 1,21,0:11:44,0:11:46,07R,134,M,Il est vraiment petit.,4,S,"French Phase 1, Units 1-30 (2001)","5,7"
405,FR,978-1-4423-4864-6,French 1,21,0:13:55,0:13:56,08Q,156,N,Where is the bathroom?,,,"French Phase 1, Units 1-30 (2001)","7,16"
406,FR,978-1-4423-4864-6,French 1,21,0:13:59,0:14:00,08R,157,M,Où sont les toilettes?,4,Q,"French Phase 1, Units 1-30 (2001)","7,16"
407,FR,978-1-4423-4864-6,French 1,21,0:19:19,0:19:20,09Q,207,N,You have a big family.,,,"French Phase 1, Units 1-30 (2001)",5
408,FR,978-1-4423-4864-6,French 1,21,0:19:25,0:19:26,09R,208,F,Vous avez une grande famille.,5,S,"French Phase 1, Units 1-30 (2001)",5
409,FR,978-1-4423-4864-6,French 1,21,0:22:51,0:22:53,10Q,245,N,We are going down there.,,,"French Phase 1, Units 1-30 (2001)","4,9"
410,FR,978-1-4423-4864-6,French 1,21,0:22:57,0:22:58,10R,246,M,Nous allons là-bas.,4,S,"French Phase 1, Units 1-30 (2001)","4,9"
411,FR,978-1-4423-4864-6,French 1,22,0:04:15,0:04:16,01Q,63,N,Where are the boys?,,,"French Phase 1, Units 1-30 (2001)",5
412,FR,978-1-4423-4864-6,French 1,22,0:04:20,0:04:21,01R,64,F,Ou sont les garçons?,4,Q,"French Phase 1, Units 1-30 (2001)",5
413,FR,978-1-4423-4864-6,French 1,22,0:05:17,0:05:18,02Q,75,N,How many people?,,,"French Phase 1, Units 1-30 (2001)","5,12"
414,FR,978-1-4423-4864-6,French 1,22,0:05:21,0:05:22,02R,76,F,Combien de personnes?,3,Q,"French Phase 1, Units 1-30 (2001)","5,12"
415,FR,978-1-4423-4864-6,French 1,22,0:07:03,0:07:05,03Q,92,N,There are how many people in your family?,,,"French Phase 1, Units 1-30 (2001)","5,12"
416,FR,978-1-4423-4864-6,French 1,22,0:07:10,0:07:13,03R,93,F,Il y a combien de personnes dans votre famille?,9,Q,"French Phase 1, Units 1-30 (2001)","5,12"
417,FR,978-1-4423-4864-6,French 1,22,0:07:49,0:07:50,04Q,99,N,In my car.,,,"French Phase 1, Units 1-30 (2001)",18
418,FR,978-1-4423-4864-6,French 1,22,0:07:53,0:07:54,04R,100,M,Dans ma voiture.,3,S,"French Phase 1, Units 1-30 (2001)",18
419,FR,978-1-4423-4864-6,French 1,22,0:10:23,0:10:25,05Q,126,N,There are five people in my family.,,,"French Phase 1, Units 1-30 (2001)","5,12"
420,FR,978-1-4423-4864-6,French 1,22,0:10:30,0:10:32,05R,127,M,Il y a cinq personnes dans ma famille.,8,S,"French Phase 1, Units 1-30 (2001)","5,12"
421,FR,978-1-4423-4864-6,French 1,22,0:13:48,0:13:49,06Q,161,N,I speak French a little.,,,"French Phase 1, Units 1-30 (2001)","10,15"
422,FR,978-1-4423-4864-6,French 1,22,0:13:57,0:13:58,06R,163,M,Je parle un peu le français.,6,S,"French Phase 1, Units 1-30 (2001)","10,15"
423,FR,978-1-4423-4864-6,French 1,22,0:16:03,0:16:04,07Q,182,N,We want some gas.,,,"French Phase 1, Units 1-30 (2001)","9,18"
424,FR,978-1-4423-4864-6,French 1,22,0:16:07,0:16:08,07R,183,M,Nous voulons de l’essence.,4,S,"French Phase 1, Units 1-30 (2001)","9,18"
425,FR,978-1-4423-4864-6,French 1,22,0:18:14,0:18:15,08Q,201,N,Give me some gas.,,,"French Phase 1, Units 1-30 (2001)","9,18"
426,FR,978-1-4423-4864-6,French 1,22,0:18:19,0:18:21,08R,202,M,Donnez-moi de l’essence.,4,S,"French Phase 1, Units 1-30 (2001)","9,18"
427,FR,978-1-4423-4864-6,French 1,22,0:21:12,0:21:14,09Q,231,N,There are many American cars.,,,"French Phase 1, Units 1-30 (2001)","9,18"
428,FR,978-1-4423-4864-6,French 1,22,0:21:18,0:21:20,09R,232,F,Il y a beaucoup de voitures américaines.,7,S,"French Phase 1, Units 1-30 (2001)","9,18"
429,FR,978-1-4423-4864-6,French 1,22,0:22:00,0:22:03,10Q,238,N,Is there gas in the car?,,,"French Phase 1, Units 1-30 (2001)",18
430,FR,978-1-4423-4864-6,French 1,22,0:22:06,0:22:08,10R,239,M,Est-ce qu’il y a de l’essence dans la voiture?,9,Q,"French Phase 1, Units 1-30 (2001)",18
431,FR,978-1-4423-4864-6,French 1,22,0:22:13,0:22:14,11Q,240,N,How many liters?,,,"French Phase 1, Units 1-30 (2001)","12,14"
432,FR,978-1-4423-4864-6,French 1,22,0:22:18,0:22:18,11R,241,M,Combien de litres?,3,Q,"French Phase 1, Units 1-30 (2001)","12,14"
433,FR,978-1-4423-4864-6,French 1,22,0:23:15,0:23:16,12Q,252,N,How many kilometers?,,,"French Phase 1, Units 1-30 (2001)","12,18"
434,FR,978-1-4423-4864-6,French 1,22,0:23:20,0:23:21,12R,253,F,Combien de kilomètres?,3,Q,"French Phase 1, Units 1-30 (2001)","12,18"
435,FR,978-1-4423-4864-6,French 1,22,0:24:32,0:24:34,13Q,265,N,It’s enough for fifty kilometers.,,,"French Phase 1, Units 1-30 (2001)","12,18"
436,FR,978-1-4423-4864-6,French 1,22,0:24:39,0:24:41,13R,266,M,Ça suffit pour cinquante kilomètres.,5,S,"French Phase 1, Units 1-30 (2001)","12,18"
437,FR,978-1-4423-4864-6,French 1,23,0:03:22,0:03:24,01Q,49,N,Our family is big.,,,"French Phase 1, Units 1-30 (2001)",5
438,FR,978-1-4423-4864-6,French 1,23,0:03:28,0:03:30,01R,50,M,Notre famille est grande.,4,S,"French Phase 1, Units 1-30 (2001)",5
439,FR,978-1-4423-4864-6,French 1,23,0:04:00,0:04:02,02Q,55,N,The little one (f) is over there.,,,"French Phase 1, Units 1-30 (2001)",5
440,FR,978-1-4423-4864-6,French 1,23,0:04:06,0:04:07,02R,56,M,La petite est là-bas.,5,S,"French Phase 1, Units 1-30 (2001)",5
441,FR,978-1-4423-4864-6,French 1,23,0:06:25,0:06:27,03Q,79,N,Our car is too big.,,,"French Phase 1, Units 1-30 (2001)",18
442,FR,978-1-4423-4864-6,French 1,23,0:06:31,0:06:33,03R,80,M,Notre voiture est trop grande.,5,S,"French Phase 1, Units 1-30 (2001)",18
443,FR,978-1-4423-4864-6,French 1,23,0:07:54,0:07:55,04Q,92,N,Put in ten liters.,,,"French Phase 1, Units 1-30 (2001)",12
444,FR,978-1-4423-4864-6,French 1,23,0:07:58,0:07:59,04R,93,F,Mettez dix litres.,3,S,"French Phase 1, Units 1-30 (2001)",12
445,FR,978-1-4423-4864-6,French 1,23,0:08:58,0:08:58,05Q,103,N,Wait!,,,"French Phase 1, Units 1-30 (2001)",7
446,FR,978-1-4423-4864-6,French 1,23,0:09:02,0:09:03,05R,104,M,Attendez!,1,S,"French Phase 1, Units 1-30 (2001)",7
447,FR,978-1-4423-4864-6,French 1,23,0:11:35,0:11:36,06Q,130,N,It’s far.,,,"French Phase 1, Units 1-30 (2001)","4,18"
448,FR,978-1-4423-4864-6,French 1,23,0:11:39,0:11:39,06R,131,M,C’est loin.,2,S,"French Phase 1, Units 1-30 (2001)","4,18"
449,FR,978-1-4423-4864-6,French 1,23,0:15:53,0:15:55,07Q,174,N,There are seventy-five kilometers.,,,"French Phase 1, Units 1-30 (2001)","12,18"
450,FR,978-1-4423-4864-6,French 1,23,0:15:59,0:16:01,07R,175,F,Il y a soixante-quinze kilomètres.,6,S,"French Phase 1, Units 1-30 (2001)","12,18"
451,FR,978-1-4423-4864-6,French 1,23,0:16:14,0:16:14,08Q,178,N,Which route is it?,,,"French Phase 1, Units 1-30 (2001)","4,18"
452,FR,978-1-4423-4864-6,French 1,23,0:16:17,0:16:18,08R,179,F,C’est quelle route?,3,Q,"French Phase 1, Units 1-30 (2001)","4,18"
453,FR,978-1-4423-4864-6,French 1,23,0:16:47,0:16:48,09Q,183,N,Which is the route?,,,"French Phase 1, Units 1-30 (2001)","4,18"
454,FR,978-1-4423-4864-6,French 1,23,0:16:51,0:16:52,09R,184,F,Quelle est la route?,4,Q,"French Phase 1, Units 1-30 (2001)","4,18"
455,FR,978-1-4423-4864-6,French 1,23,0:18:21,0:18:22,10Q,199,N,It’s straight ahead.,,,"French Phase 1, Units 1-30 (2001)",4
456,FR,978-1-4423-4864-6,French 1,23,0:18:25,0:18:26,10R,198,M,C’est tout droit.,3,S,"French Phase 1, Units 1-30 (2001)",4
457,FR,978-1-4423-4864-6,French 1,24,0:02:25,0:02:27,01Q,38,N,There are many American cars in France.,,,"French Phase 1, Units 1-30 (2001)","9,18"
458,FR,978-1-4423-4864-6,French 1,24,0:02:32,0:02:35,01R,39,M,Il y a beaucoup de voitures américaines en France.,9,S,"French Phase 1, Units 1-30 (2001)","9,18"
459,FR,978-1-4423-4864-6,French 1,24,0:03:15,0:03:16,02Q,47,N,Two euros per liter.,,,"French Phase 1, Units 1-30 (2001)","11,12"
460,FR,978-1-4423-4864-6,French 1,24,0:03:20,0:03:24,02R,49,M,Deux euros le litre.,4,S,"French Phase 1, Units 1-30 (2001)","11,12"
461,FR,978-1-4423-4864-6,French 1,24,0:04:04,0:04:06,03Q,56,N,"Put in forty liters, please.",,,"French Phase 1, Units 1-30 (2001)",12
462,FR,978-1-4423-4864-6,French 1,24,0:04:10,0:04:12,03R,57,M,"Mettez quarante litres, s’il vous plaît.",6,S,"French Phase 1, Units 1-30 (2001)",12
463,FR,978-1-4423-4864-6,French 1,24,0:05:56,0:05:58,04Q,78,N,Which is the route to go to Paris?,,,"French Phase 1, Units 1-30 (2001)","4,18"
464,FR,978-1-4423-4864-6,French 1,24,0:06:03,0:06:04,04R,80,M,Quelle est la route pour aller à Paris?,8,Q,"French Phase 1, Units 1-30 (2001)","4,18"
465,FR,978-1-4423-4864-6,French 1,24,0:08:49,0:08:50,05Q,104,N,Take the Paris route.,,,"French Phase 1, Units 1-30 (2001)","4,18"
466,FR,978-1-4423-4864-6,French 1,24,0:08:53,0:08:54,05R,105,F,Prenez la route de Paris.,5,S,"French Phase 1, Units 1-30 (2001)","4,18"
467,FR,978-1-4423-4864-6,French 1,24,0:10:11,0:10:12,06Q,118,N,It’s to the right.,,,"French Phase 1, Units 1-30 (2001)",4
468,FR,978-1-4423-4864-6,French 1,24,0:10:15,0:10:16,06R,119,F,C’est à droite.,3,S,"French Phase 1, Units 1-30 (2001)",4
469,FR,978-1-4423-4864-6,French 1,24,0:11:31,0:11:33,07Q,130,N,The correct route is to the right.,,,"French Phase 1, Units 1-30 (2001)","4,18"
470,FR,978-1-4423-4864-6,French 1,24,0:11:36,0:11:39,07R,131,F,La bonne route est à droite.,6,S,"French Phase 1, Units 1-30 (2001)","4,18"
471,FR,978-1-4423-4864-6,French 1,24,0:12:40,0:12:41,08Q,142,N,Go straight ahead.,,,"French Phase 1, Units 1-30 (2001)",4
472,FR,978-1-4423-4864-6,French 1,24,0:12:46,0:12:48,08R,143,F,Prenez tout droit.,3,S,"French Phase 1, Units 1-30 (2001)",4
473,FR,978-1-4423-4864-6,French 1,24,0:13:05,0:13:06,09Q,146,N,The correct route is to the left.,,,"French Phase 1, Units 1-30 (2001)","4,18"
474,FR,978-1-4423-4864-6,French 1,24,0:13:09,0:13:11,09R,147,F,La bonne route est à gauche.,6,S,"French Phase 1, Units 1-30 (2001)","4,18"
475,FR,978-1-4423-4864-6,French 1,24,0:15:57,0:15:58,10Q,174,N,And then straight ahead.,,,"French Phase 1, Units 1-30 (2001)",4
476,FR,978-1-4423-4864-6,French 1,24,0:16:01,0:16:02,10R,175,F,Et puis tout droit.,4,S,"French Phase 1, Units 1-30 (2001)",4
477,FR,978-1-4423-4864-6,French 1,24,0:20:03,0:20:04,11Q,218,N,The good route is here.,,,"French Phase 1, Units 1-30 (2001)","4,18"
478,FR,978-1-4423-4864-6,French 1,24,0:20:08,0:20:11,11R,219,F,La bonne route est ici.,5,S,"French Phase 1, Units 1-30 (2001)","4,18"
479,FR,978-1-4423-4864-6,French 1,25,0:00:57,0:00:57,01Q,23,N,Where are you going?,,,"French Phase 1, Units 1-30 (2001)","7,18"
480,FR,978-1-4423-4864-6,French 1,25,0:01:00,0:01:02,01R,24,F,Où allez-vous?,3,Q,"French Phase 1, Units 1-30 (2001)","7,18"
481,FR,978-1-4423-4864-6,French 1,25,0:05:51,0:05:53,02Q,75,N,There are eighty kilometers.,,,"French Phase 1, Units 1-30 (2001)","12,18"
482,FR,978-1-4423-4864-6,French 1,25,0:05:56,0:05:58,02R,76,F,Il y a quatre-vingts kilomètres.,6,S,"French Phase 1, Units 1-30 (2001)","12,18"
483,FR,978-1-4423-4864-6,French 1,25,0:08:10,0:08:11,03Q,99,N,Can I buy something?,,,"French Phase 1, Units 1-30 (2001)",14
484,FR,978-1-4423-4864-6,French 1,25,0:08:16,0:08:18,03R,100,M,Est-ce que je peux acheter quelque chose?,7,Q,"French Phase 1, Units 1-30 (2001)",14
485,FR,978-1-4423-4864-6,French 1,25,0:11:35,0:11:36,04Q,135,N,The stores are closed.,,,"French Phase 1, Units 1-30 (2001)",14
486,FR,978-1-4423-4864-6,French 1,25,0:11:39,0:11:40,04R,136,F,Les magasins sont fermés.,4,S,"French Phase 1, Units 1-30 (2001)",14
487,FR,978-1-4423-4864-6,French 1,25,0:12:40,0:12:42,05Q,146,N,Because the stores are closed.,,,"French Phase 1, Units 1-30 (2001)",14
488,FR,978-1-4423-4864-6,French 1,25,0:12:46,0:12:48,05R,147,F,Parce que les magasins sont fermés.,6,S,"French Phase 1, Units 1-30 (2001)",14
489,FR,978-1-4423-4864-6,French 1,25,0:14:38,0:14:40,06Q,167,N,The department stores are open now.,,,"French Phase 1, Units 1-30 (2001)","14,17"
490,FR,978-1-4423-4864-6,French 1,25,0:14:45,0:14:47,06R,168,M,Les grands magasins sont ouverts maintenant.,6,S,"French Phase 1, Units 1-30 (2001)","14,17"
491,FR,978-1-4423-4864-6,French 1,25,0:16:18,0:16:19,07Q,183,N,Because it’s late.,,,"French Phase 1, Units 1-30 (2001)",17
492,FR,978-1-4423-4864-6,French 1,25,0:16:24,0:16:25,07R,184,F,Parce qu’il est tard.,4,S,"French Phase 1, Units 1-30 (2001)",17
493,FR,978-1-4423-4864-6,French 1,25,0:20:03,0:20:04,08Q,218,N,In a department store.,,,"French Phase 1, Units 1-30 (2001)",14
494,FR,978-1-4423-4864-6,French 1,25,0:20:08,0:20:10,08R,219,M,Dans un grand magasin.,4,S,"French Phase 1, Units 1-30 (2001)",14
495,FR,978-1-4423-4864-6,French 1,25,0:21:08,0:21:10,09Q,228,N,Because they are open this evening.,,,"French Phase 1, Units 1-30 (2001)","14,17"
496,FR,978-1-4423-4864-6,French 1,25,0:21:14,0:21:16,09R,229,F,Parce qu’ils sont ouverts ce soir.,6,S,"French Phase 1, Units 1-30 (2001)","14,17"
497,FR,978-1-4423-4864-6,French 1,25,0:23:38,0:23:39,10Q,252,N,It’s enough for me.,,,"French Phase 1, Units 1-30 (2001)",7
498,FR,978-1-4423-4864-6,French 1,25,0:23:43,0:23:44,10R,253,M,Ça suffit pour moi.,4,S,"French Phase 1, Units 1-30 (2001)",7
499,FR,978-1-4423-4864-6,French 1,26,0:02:01,0:02:02,01Q,47,N,Which is the correct route?,,,"French Phase 1, Units 1-30 (2001)","4,18"
500,FR,978-1-4423-4864-6,French 1,26,0:02:06,0:02:07,01R,48,M,Quelle est la bonne route?,5,Q,"French Phase 1, Units 1-30 (2001)","4,18"
501,FR,978-1-4423-4864-6,French 1,26,0:03:04,0:03:05,02Q,59,N,Twenty kilometers farther.,,,"French Phase 1, Units 1-30 (2001)","4,12,18"
502,FR,978-1-4423-4864-6,French 1,26,0:03:09,0:03:10,02R,60,F,Vingt kilomètres plus loin.,4,S,"French Phase 1, Units 1-30 (2001)","4,12,18"
503,FR,978-1-4423-4864-6,French 1,26,0:04:13,0:04:14,03Q,71,N,How much is it per liter?,,,"French Phase 1, Units 1-30 (2001)",14
504,FR,978-1-4423-4864-6,French 1,26,0:04:17,0:04:18,03R,72,M,C’est combien le litre?,4,Q,"French Phase 1, Units 1-30 (2001)",14
505,FR,978-1-4423-4864-6,French 1,26,0:09:07,0:09:07,04Q,120,N,Take a taxi.,,,"French Phase 1, Units 1-30 (2001)",18
506,FR,978-1-4423-4864-6,French 1,26,0:09:11,0:09:12,04R,121,M,Prenez un taxi.,3,S,"French Phase 1, Units 1-30 (2001)",18
507,FR,978-1-4423-4864-6,French 1,26,0:09:23,0:09:24,05Q,122,N,I’m going to take my car.,,,"French Phase 1, Units 1-30 (2001)",18
508,FR,978-1-4423-4864-6,French 1,26,0:09:27,0:09:29,05R,123,F,Je vais prendre ma voiture.,5,S,"French Phase 1, Units 1-30 (2001)",18
509,FR,978-1-4423-4864-6,French 1,26,0:13:39,0:13:40,06Q,161,N,I have a few friends down there.,,,"French Phase 1, Units 1-30 (2001)","5,9"
510,FR,978-1-4423-4864-6,French 1,26,0:13:45,0:13:46,06R,162,F,"J’ai quelques amis, là-bas.",5,S,"French Phase 1, Units 1-30 (2001)","5,9"
511,FR,978-1-4423-4864-6,French 1,26,0:14:52,0:14:54,07Q,171,N,I am going to see my friends.,,,"French Phase 1, Units 1-30 (2001)","5,9"
512,FR,978-1-4423-4864-6,French 1,26,0:14:58,0:14:59,07R,172,F,Je vais voir mes amis.,5,S,"French Phase 1, Units 1-30 (2001)","5,9"
513,FR,978-1-4423-4864-6,French 1,26,0:15:08,0:15:10,08Q,173,N,I’m going to spend three days there.,,,"French Phase 1, Units 1-30 (2001)","12,18"
514,FR,978-1-4423-4864-6,French 1,26,0:15:13,0:15:15,08R,174,F,Je vais passer trois jours là-bas.,7,S,"French Phase 1, Units 1-30 (2001)","12,18"
515,FR,978-1-4423-4864-6,French 1,26,0:19:06,0:19:07,09Q,209,N,I don’t believe so.,,,"French Phase 1, Units 1-30 (2001)","7,9"
516,FR,978-1-4423-4864-6,French 1,26,0:19:09,0:19:10,09R,210,F,Je ne crois pas.,4,S,"French Phase 1, Units 1-30 (2001)","7,9"
517,FR,978-1-4423-4864-6,French 1,26,0:19:50,0:19:51,10Q,217,N,Are you going to see him?,,,"French Phase 1, Units 1-30 (2001)",9
518,FR,978-1-4423-4864-6,French 1,26,0:19:54,0:19:55,10R,218,M,Est-ce que vous allez le voir?,6,Q,"French Phase 1, Units 1-30 (2001)",9
519,FR,978-1-4423-4864-6,French 1,27,0:06:32,0:06:33,01Q,86,N,I’m going to see him.,,,"French Phase 1, Units 1-30 (2001)",9
520,FR,978-1-4423-4864-6,French 1,27,0:06:37,0:06:38,01R,87,F,Je vais le voir.,4,S,"French Phase 1, Units 1-30 (2001)",9
