"Control#","Rec #","Lang","Source Audio ISBN-13","Course","Unit Num","Start","Stop","QZ #","line #","Speaker","Cue","#of words","Q or S","Course Name (Source)","Snippet Name","Skills"
"260","260","BP","9781442311718","BrazPort 2","13","","","10R","146","M","Nós fomos juntos.","3","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_260.mp3","1,9"
"261","261","BP","9781442311718","BrazPort 2","14","","","01Q","","N","How’s the weather?","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_261.mp3","9,16,19"
"262","262","BP","9781442311718","BrazPort 2","14","","","01R","226","F","Como é o tempo?","4","Q","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_262.mp3","9,16,19"
"263","263","BP","9781442311718","BrazPort 2","14","","","02Q","","N","The taxi goes faster.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_263.mp3","4,18"
"264","264","BP","9781442311718","BrazPort 2","14","","","02R","166","M","O táxi vai mais depressa.","5","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_264.mp3","4,18"
"265","265","BP","9781442311718","BrazPort 2","14","","","03Q","","N","Why is it better?","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_265.mp3","7"
"266","266","BP","9781442311718","BrazPort 2","14","","","03R","164","F","Por que é melhor?","4","Q","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_266.mp3","7"
"267","267","BP","9781442311718","BrazPort 2","14","","","04Q","","N","Yes, it was a shame.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_267.mp3","7"
"268","268","BP","9781442311718","BrazPort 2","14","","","04R","62","F","Sim, foi uma pena.","4","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_268.mp3","7"
"269","269","BP","9781442311718","BrazPort 2","14","","","05Q","","N","It was an important day for me.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_269.mp3","9,17"
"270","270","BP","9781442311718","BrazPort 2","14","","","05R","113","F","Foi um dia importante para mim.","6","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_270.mp3","9,17"
"271","271","BP","9781442311718","BrazPort 2","14","","","06Q","","N","I understand what happened.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_271.mp3","9"
"272","272","BP","9781442311718","BrazPort 2","14","","","06R","138","M","Eu entendo o que aconteceu.","5","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_272.mp3","9"
"273","273","BP","9781442311718","BrazPort 2","14","","","07Q","","N","The weather is good --- hopefully!","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_273.mp3","1,19"
"274","274","BP","9781442311718","BrazPort 2","14","","","07R","246","M","O tempo é bom --- tomara!","5","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_274.mp3","1,19"
"275","275","BP","9781442311718","BrazPort 2","14","","","08Q","","N","We went to a concert together.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_275.mp3","1,9"
"276","276","BP","9781442311718","BrazPort 2","14","","","08R","38","F","Nós fomos a um concerto juntos.","6","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_276.mp3","1,9"
"277","277","BP","9781442311718","BrazPort 2","14","","","09Q","","N","Yes, I know a music store.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_277.mp3","4,14"
"278","278","BP","9781442311718","BrazPort 2","14","","","09R","144","M","Sim, eu conheço uma loja de música.","7","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_278.mp3","4,14"
"279","279","BP","9781442311718","BrazPort 2","14","","","10Q","","N","We could go to Bahia together.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_279.mp3","1,18"
"280","280","BP","9781442311718","BrazPort 2","14","","","10R","268","F","Nós poderíamos ir à Bahia juntos.","6","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_280.mp3","1,18"
"281","281","BP","9781442311718","BrazPort 2","15","","","01Q","","N","He is a colleague.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_281.mp3","9,20"
"282","282","BP","9781442311718","BrazPort 2","15","","","01R","125","M","Ele é um colega.","4","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_282.mp3","9,20"
"283","283","BP","9781442311718","BrazPort 2","15","","","02Q","","N","It’s hot. (beverage)","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_283.mp3","6"
"284","284","BP","9781442311718","BrazPort 2","15","","","02R","169","F","Está quente.","2","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_284.mp3","6"
"285","285","BP","9781442311718","BrazPort 2","15","","","03Q","","N","It’s cold. (weather)","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_285.mp3","19"
"286","286","BP","9781442311718","BrazPort 2","15","","","03R","57","F","Faz frio.","2","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_286.mp3","19"
"287","287","BP","9781442311718","BrazPort 2","15","","","04Q","","N","It’s already four o’clock.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_287.mp3","12,17"
"288","288","BP","9781442311718","BrazPort 2","15","","","04R","232","M","Já são quatro horas.","4","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_288.mp3","12,17"
"289","289","BP","9781442311718","BrazPort 2","15","","","05Q","","N","I’m here on business.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_289.mp3","18,20"
"290","290","BP","9781442311718","BrazPort 2","15","","","05R","152","M","Eu estou aqui a negócios.","5","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_290.mp3","18,20"
"291","291","BP","9781442311718","BrazPort 2","15","","","06Q","","N","In January it’s cold in New York.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_291.mp3","17,19"
"292","292","BP","9781442311718","BrazPort 2","15","","","06R","112","M","Em janeiro faz frio em Nova Iorque.","7","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_292.mp3","17,19"
"293","293","BP","9781442311718","BrazPort 2","15","","","07Q","","N","I only spoke with him about business.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_293.mp3","9,20"
"294","294","BP","9781442311718","BrazPort 2","15","","","07R","205","M","Eu só falei com ele sobre negócios.","7","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_294.mp3","9,20"
"295","295","BP","9781442311718","BrazPort 2","15","","","08Q","","N","Would you (m, form) like to have a cup of coffee?","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_295.mp3","6,13"
"296","296","BP","9781442311718","BrazPort 2","15","","","08R","162","F","O senhor gostaria de tomar um cafezinho?","7","Q","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_296.mp3","6,13"
"297","297","BP","9781442311718","BrazPort 2","15","","","09Q","","N","I take my coffee with milk.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_297.mp3","6,9"
"298","298","BP","9781442311718","BrazPort 2","15","","","09R","190","F","Eu tomo o meu café com leite.","7","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_298.mp3","6,9"
"299","299","BP","9781442311718","BrazPort 2","15","","","10Q","","N","Is it cold in New York?","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_299.mp3","18,19"
"300","300","BP","9781442311718","BrazPort 2","15","","","10R","61","F","Faz frio em Nova Iorque?","5","Q","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_300.mp3","18,19"
"301","301","BP","9781442311718","BrazPort 2","16","","","01Q","","N","How’s the weather?","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_301.mp3","9,16,19"
"302","302","BP","9781442311718","BrazPort 2","16","","","01R","150","F","Como está o tempo?","4","Q","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_302.mp3","9,16,19"
"303","303","BP","9781442311718","BrazPort 2","16","","","02Q","","N","It’s expensive.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_303.mp3","14"
"304","304","BP","9781442311718","BrazPort 2","16","","","02R","240","M","É caro.","2","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_304.mp3","14"
"305","305","BP","9781442311718","BrazPort 2","16","","","03Q","","N","Is someone else coming?","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_305.mp3","1,7,9"
"306","306","BP","9781442311718","BrazPort 2","16","","","03R","139","M","Vem mais alguém?","3","Q","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_306.mp3","1,7,9"
"307","307","BP","9781442311718","BrazPort 2","16","","","04Q","","N","No one else is going with him.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_307.mp3","1,9"
"308","308","BP","9781442311718","BrazPort 2","16","","","04R","89","F","Ninguém mais vai com ele.","5","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_308.mp3","1,9"
"309","309","BP","9781442311718","BrazPort 2","16","","","05Q","","N","Is the weather bad?","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_309.mp3","18,19"
"310","310","BP","9781442311718","BrazPort 2","16","","","05R","152","F","O tempo está ruim?","4","Q","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_310.mp3","18,19"
"311","311","BP","9781442311718","BrazPort 2","16","","","06Q","","N","We have to go out of the building.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_311.mp3","16,20"
"312","312","BP","9781442311718","BrazPort 2","16","","","06R","198","F","Nós temos que sair do prédio.","6","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_312.mp3","16,20"
"313","313","BP","9781442311718","BrazPort 2","16","","","07Q","","N","But, not without going out.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_313.mp3","1,7"
"314","314","BP","9781442311718","BrazPort 2","16","","","07R","193","M","Mas, não sem sair.","4","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_314.mp3","1,7"
"315","315","BP","9781442311718","BrazPort 2","16","","","08Q","","N","I prefer to go to a cold place.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_315.mp3","18,19"
"316","316","BP","9781442311718","BrazPort 2","16","","","08R","223","M","Eu prefiro ir a um lugar frio.","7","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_316.mp3","18,19"
"317","317","BP","9781442311718","BrazPort 2","16","","","09Q","","N","I take my coffee without sugar.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_317.mp3","6,9"
"318","318","BP","9781442311718","BrazPort 2","16","","","09R","104","M","Eu tomo o meu café sem açúcar.","7","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_318.mp3","6,9"
"319","319","BP","9781442311718","BrazPort 2","16","","","10Q","","N","Yes, I also could eat.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_319.mp3","6"
"320","320","BP","9781442311718","BrazPort 2","16","","","10R","131","M","Sim, eu também poderia comer.","5","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_320.mp3","6"
"321","321","BP","9781442311718","BrazPort 2","17","","","01Q","","N","I never take hot coffee.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_321.mp3","6,9,17"
"322","322","BP","9781442311718","BrazPort 2","17","","","01R","45","F","Eu nunca tomo café quente.","5","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_322.mp3","6,9,17"
"323","323","BP","9781442311718","BrazPort 2","17","","","02Q","","N","Yes, it’s very hot. (weather)","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_323.mp3","18,19"
"324","324","BP","9781442311718","BrazPort 2","17","","","02R","57","M","Sim, faz muito calor.","4","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_324.mp3","18,19"
"325","325","BP","9781442311718","BrazPort 2","17","","","03Q","","N","Look at the time!","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_325.mp3","13,17"
"326","326","BP","9781442311718","BrazPort 2","17","","","03R","235","F","Olhe a hora!","3","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_326.mp3","13,17"
"327","327","BP","9781442311718","BrazPort 2","17","","","04Q","","N","How many children does he have?","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_327.mp3","5,10"
"328","328","BP","9781442311718","BrazPort 2","17","","","04R","151","F","Quantos filhos ele tem?","4","Q","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_328.mp3","5,10"
"329","329","BP","9781442311718","BrazPort 2","17","","","05Q","","N","Could you go to eat now?","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_329.mp3","6,17"
"330","330","BP","9781442311718","BrazPort 2","17","","","05R","25","F","Você poderia ir comer agora?","5","Q","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_330.mp3","6,17"
"331","331","BP","9781442311718","BrazPort 2","17","","","06Q","","N","You’re right.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_331.mp3","7,13"
"332","332","BP","9781442311718","BrazPort 2","17","","","06R","218","F","Você tem razão.","3","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_332.mp3","7,13"
"333","333","BP","9781442311718","BrazPort 2","17","","","07Q","","N","The children are still small.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_333.mp3","5,10"
"334","334","BP","9781442311718","BrazPort 2","17","","","07R","157","M","As crianças ainda são pequenas.","5","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_334.mp3","5,10"
"335","335","BP","9781442311718","BrazPort 2","17","","","08Q","","N","I could bring a dessert.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_335.mp3","1,6"
"336","336","BP","9781442311718","BrazPort 2","17","","","08R","87","M","Eu poderia trazer uma sobremesa.","5","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_336.mp3","1,6"
"337","337","BP","9781442311718","BrazPort 2","17","","","09Q","","N","I’d like to invite you. (f)","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_337.mp3","1,10,13"
"338","338","BP","9781442311718","BrazPort 2","17","","","09R","103","M","Eu gostaria de convidá-la.","4","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_338.mp3","1,10,13"
"339","339","BP","9781442311718","BrazPort 2","17","","","10Q","","N","I could bring something to eat.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_339.mp3","6"
"340","340","BP","9781442311718","BrazPort 2","17","","","10R","78","M","Eu poderia trazer alguma coisa para comer.","7","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_340.mp3","6"
"341","341","BP","9781442311718","BrazPort 2","18","","","01Q","","N","I’m learning English.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_341.mp3","9,10"
"342","342","BP","9781442311718","BrazPort 2","18","","","01R","164","F","Eu estou aprendendo inglês.","4","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_342.mp3","9,10"
"343","343","BP","9781442311718","BrazPort 2","18","","","02Q","","N","I have to think about that.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_343.mp3","7,16"
"344","344","BP","9781442311718","BrazPort 2","18","","","02R","258","M","Eu tenho que pensar nisso.","5","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_344.mp3","7,16"
"345","345","BP","9781442311718","BrazPort 2","18","","","03Q","","N","You have to buy the plane ticket.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_345.mp3","14,18"
"346","346","BP","9781442311718","BrazPort 2","18","","","03R","221","F","Você tem que comprar a passagem de avião.","8","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_346.mp3","14,18"
"347","347","BP","9781442311718","BrazPort 2","18","","","04Q","","N","Sometimes I have to travel every day.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_347.mp3","17,18,20"
"348","348","BP","9781442311718","BrazPort 2","18","","","04R","213","M","Às vezes eu tenho que viajar todos os dias.","9","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_348.mp3","17,18,20"
"349","349","BP","9781442311718","BrazPort 2","18","","","05Q","","N","It’s going to be for the children.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_349.mp3","5,9,14"
"350","350","BP","9781442311718","BrazPort 2","18","","","05R","99","F","Vai ser para as crianças.","5","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_350.mp3","5,9,14"
"351","351","BP","9781442311718","BrazPort 2","18","","","06Q","","N","You have to find gifts.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_351.mp3","14,18"
"352","352","BP","9781442311718","BrazPort 2","18","","","06R","249","F","Você tem que achar presentes.","5","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_352.mp3","14,18"
"353","353","BP","9781442311718","BrazPort 2","18","","","07Q","","N","I’m going to travel to many places.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_353.mp3","1,18"
"354","354","BP","9781442311718","BrazPort 2","18","","","07R","146","M","Eu vou viajar a muitos lugares.","6","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_354.mp3","1,18"
"355","355","BP","9781442311718","BrazPort 2","18","","","08Q","","N","That’s why I want to bring some gifts.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_355.mp3","14,18"
"356","356","BP","9781442311718","BrazPort 2","18","","","08R","272","M","Por isso eu quero trazer uns presentes.","7","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_356.mp3","14,18"
"357","357","BP","9781442311718","BrazPort 2","18","","","09Q","","N","Yes, to another place.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_357.mp3","4,18"
"358","358","BP","9781442311718","BrazPort 2","18","","","09R","209","M","Sim, a um outro lugar.","5","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_358.mp3","4,18"
"359","359","BP","9781442311718","BrazPort 2","18","","","10Q","","N","To other places.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_359.mp3","4,18"
"360","360","BP","9781442311718","BrazPort 2","18","","","10R","211","M","A outros lugares.","3","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_360.mp3","4,18"
"361","361","BP","9781442311718","BrazPort 2","19","","","01Q","","N","It’s almost one o’clock.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_361.mp3","12,17"
"362","362","BP","9781442311718","BrazPort 2","19","","","01R","197","M","É quase uma hora.","4","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_362.mp3","12,17"
"363","363","BP","9781442311718","BrazPort 2","19","","","02Q","","N","I’d like to invite you. (m)","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_363.mp3","1,10,13"
"364","364","BP","9781442311718","BrazPort 2","19","","","02R","24","F","Eu gostaria de convidá-lo.","4","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_364.mp3","1,10,13"
"365","365","BP","9781442311718","BrazPort 2","19","","","03Q","","N","I’d like to very much.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_365.mp3","7,13"
"366","366","BP","9781442311718","BrazPort 2","19","","","03R","28","M","Eu gostaria muito.","3","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_366.mp3","7,13"
"367","367","BP","9781442311718","BrazPort 2","19","","","04Q","","N","I have to read them.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_367.mp3","1,7"
"368","368","BP","9781442311718","BrazPort 2","19","","","04R","149","F","Eu tenho que lê-los.","4","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_368.mp3","1,7"
"369","369","BP","9781442311718","BrazPort 2","19","","","05Q","","N","It’s a very beautiful house.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_369.mp3","9,13"
"370","370","BP","9781442311718","BrazPort 2","19","","","05R","260","M","É uma casa muito bonita.","5","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_370.mp3","9,13"
"371","371","BP","9781442311718","BrazPort 2","19","","","06Q","","N","It’s almost eleven-thirty.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_371.mp3","12,17"
"372","372","BP","9781442311718","BrazPort 2","19","","","06R","118","M","São quase onze e meia.","5","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_372.mp3","12,17"
"373","373","BP","9781442311718","BrazPort 2","19","","","07Q","","N","Yes, I have to read the papers.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_373.mp3","1,20"
"374","374","BP","9781442311718","BrazPort 2","19","","","07R","143","F","Sim, eu tenho que ler os papéis.","7","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_374.mp3","1,20"
"375","375","BP","9781442311718","BrazPort 2","19","","","08Q","","N","I have to study them.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_375.mp3","1,20"
"376","376","BP","9781442311718","BrazPort 2","19","","","08R","158","F","Eu tenho que estudá-los.","4","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_376.mp3","1,20"
"377","377","BP","9781442311718","BrazPort 2","19","","","09Q","","N","No, the boy is not sick.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_377.mp3","5"
"378","378","BP","9781442311718","BrazPort 2","19","","","09R","79","F","Não, o menino não está doente.","6","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_378.mp3","5"
"379","379","BP","9781442311718","BrazPort 2","19","","","10Q","","N","But the girl is very sick.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_379.mp3","5"
"380","380","BP","9781442311718","BrazPort 2","19","","","10R","81","F","Mas a menina está muito doente.","6","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_380.mp3","5"
"381","381","BP","9781442311718","BrazPort 2","20","","","01Q","","N","She’s in college.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_381.mp3","5,20"
"382","382","BP","9781442311718","BrazPort 2","20","","","01R","209","M","Ela está na faculdade.","4","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_382.mp3","5,20"
"383","383","BP","9781442311718","BrazPort 2","20","","","02Q","","N","She wants to be a doctor.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_383.mp3","5,20"
"384","384","BP","9781442311718","BrazPort 2","20","","","02R","234","M","Ela quer ser médica.","4","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_384.mp3","5,20"
"385","385","BP","9781442311718","BrazPort 2","20","","","03Q","","N","She’s twenty years old.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_385.mp3","5,12"
"386","386","BP","9781442311718","BrazPort 2","20","","","03R","201","M","Ela tem vinte anos.","4","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_386.mp3","5,12"
"387","387","BP","9781442311718","BrazPort 2","20","","","04Q","","N","He likes music.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_387.mp3","1,5"
"388","388","BP","9781442311718","BrazPort 2","20","","","04R","256","M","Ele gosta de música.","4","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_388.mp3","1,5"
"389","389","BP","9781442311718","BrazPort 2","20","","","05Q","","N","And I’m learning to read.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_389.mp3","1"
