Control #,Rec #,Lang,Source Audio ISBN_13,Course,Unit Num,start,stop,Cluster,QZ #,Speaker,Cue,#of words,_Q_or_S,Course Name _Source_,Snippet Name,Skills
1025,1025,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-01,01Q_A,N,I need new walking shoes.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1025.mp3,9
1026,1026,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-01,01R_A,M,Necesito zapatos nuevos para caminar.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1026.mp3,9
1027,1027,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-01,01Q_B,N,One needs comfortable walking shoes.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1027.mp3,9
1028,1028,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-01,01R_B,F,Se necesitan zapatos cómodos para caminar.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1028.mp3,9
1029,1029,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-01,01Q_C,N,Good walking shoes are expensive.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1029.mp3,"1,14"
1030,1030,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-01,01R_C,M,Los zapatos buenos para caminar son caros.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1030.mp3,"1,14"
1031,1031,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-01,01Q_D,N,These new walking shows are very comfortable.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1031.mp3,"1,14"
1032,1032,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-01,01R_D,F,Estos zapatos para caminar nuevos son muy cómodos.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1032.mp3,"1,14"
1033,1033,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-02,02Q_A,N,Don't forget your umbrella. (informal),,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1033.mp3,"9,19"
1034,1034,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-02,02R_A,M,No olvides tu paraguas.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1034.mp3,"9,19"
1035,1035,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-02,02Q_B,N,Don't forget your umbrella. (formal),,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1035.mp3,"9,19"
1036,1036,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-02,02R_B,F,No olvide su paraguas.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1036.mp3,"9,19"
1037,1037,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-02,02Q_C,N,You forgot your umbrella. (informal sg),,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1037.mp3,"9,19"
1038,1038,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-02,02R_C,M,Se te olvidó tu paraguas.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1038.mp3,"9,19"
1039,1039,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-02,02Q_D,N,I forgot your umbrella. (formal sg),,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1039.mp3,"9,19"
1040,1040,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-02,02R_D,F,Se me olvidó su paraguas.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1040.mp3,"9,19"
1041,1041,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-03,03Q_A,N,"I knew it, but I had forgotten.",,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1041.mp3,7
1042,1042,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-03,03R_A,M,"Lo sabía, pero se me había olvidado.",,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1042.mp3,7
1043,1043,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-03,03Q_B,N,"I used to know it, but I forgot.",,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1043.mp3,7
1044,1044,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-03,03R_B,F,"Lo sabía, pero se me olvidó.",,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1044.mp3,7
1045,1045,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-03,03Q_C,N,I had forgotten that you didn't know.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1045.mp3,7
1046,1046,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-03,03R_C,M,Se me había olvidado que no sabías.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1046.mp3,7
1047,1047,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-03,03Q_D,N,"I used to know it, but I no longer am sure.",,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1047.mp3,7
1048,1048,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-03,03R_D,F,"Lo sabía, pero ya no estoy seguro.",,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1048.mp3,7
1049,1049,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-04,04Q_A,N,I like to sit by the window.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1049.mp3,9
1050,1050,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-04,04R_A,M,Me gusta sentarme junto a la ventana.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1050.mp3,9
1051,1051,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-04,04Q_B,N,There's a table by the window.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1051.mp3,9
1052,1052,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-04,04R_B,F,Hay una mesa junto a la ventana.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1052.mp3,9
1053,1053,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-04,04Q_C,N,Many trains have large windows.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1053.mp3,18
1054,1054,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-04,04R_C,M,Muchos trenes tienen ventanas grandes.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1054.mp3,18
1055,1055,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-04,04Q_D,N,I'd like a table by the window.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1055.mp3,9
1056,1056,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-04,04R_D,F,Me gustaría una mesa junto a la ventana.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1056.mp3,9
1057,1057,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-05,05Q_A,N,I should have gone in June.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1057.mp3,17
1058,1058,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-05,05R_A,M,Debí haber ido en junio.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1058.mp3,17
1059,1059,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-05,05Q_B,N,It should be good weather in June.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1059.mp3,"17,19"
1060,1060,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-05,05R_B,M,Debe hacer buen tiempo en junio.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1060.mp3,"17,19"
1061,1061,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-05,05Q_C,N,I'd like to go in June.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1061.mp3,17
1062,1062,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-05,05R_C,F,Me gustaría ir en junio.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1062.mp3,17
1063,1063,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-05,05Q_D,N,I went there in June.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1063.mp3,17
1064,1064,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-05,05R_D,F,Fue allí en junio.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1064.mp3,17
1065,1065,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-06,06Q_A,N,I ordered a black decaf coffee.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1065.mp3,6
1066,1066,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-06,06R_A,M,Pedí un café negro descafeinado.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1066.mp3,6
1067,1067,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-06,06Q_B,N,I ordered a decaf coffee with milk.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1067.mp3,6
1068,1068,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-06,06R_B,F,Pedí un café descafeinado con leche.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1068.mp3,6
1069,1069,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-06,06Q_C,N,I'm going to have a black decaf coffee.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1069.mp3,6
1070,1070,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-06,06R_C,M,Voy a tomar un café negro descafeinado.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1070.mp3,6
1071,1071,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-06,06Q_D,N,I need a black decaf coffee.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1071.mp3,6
1072,1072,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-06,06R_D,F,Necesito un café negro descafeinado.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1072.mp3,6
1073,1073,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-07,07Q_A,N,Already I want that it were the meeting.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1073.mp3,20
1074,1074,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-07,07R_A,M,Ya quiero que sea la hora de la reunión.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1074.mp3,20
1075,1075,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-07,07Q_B,N,The meeting will take more or less one hour.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1075.mp3,"17,20"
1076,1076,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-07,07R_B,F,La reunión tomará más o menos una hora.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1076.mp3,"17,20"
1077,1077,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-07,07Q_C,N,I also had a meeting yesterday.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1077.mp3,"17,20"
1078,1078,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-07,07R_C,M,También tuve una reunión ayer.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1078.mp3,"17,20"
1079,1079,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-07,07Q_D,N,I have another meeting tomorrow.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1079.mp3,"17,20"
1080,1080,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-07,07R_D,F,Tengo otra reunión mañana.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1080.mp3,"17,20"
1081,1081,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-08,08Q_A,N,I made a mistake.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1081.mp3,7
1082,1082,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-08,08R_A,M,Cometí un error.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1082.mp3,7
1083,1083,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-08,08Q_B,N,There's a mistake.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1083.mp3,"7,16"
1084,1084,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-08,08R_B,M,Hay un error.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1084.mp3,"7,16"
1085,1085,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-08,08Q_C,N,I was mistaken.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1085.mp3,"7,16"
1086,1086,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-08,08R_C,M,Me equivoqué.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1086.mp3,"7,16"
1087,1087,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-08,08Q_D,N,It may have been a mistake.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1087.mp3,"7,16"
1088,1088,SP,Spanish 5,9781442386167,17,N/A,N/A,U17-08,08R_D,M,Es posible que haya sido un error.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1088.mp3,"7,16"
1089,1089,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-01,01Q_A,N,I have no coins.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1089.mp3,9
1090,1090,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-01,01R_A,M,No tengo monedas.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1090.mp3,9
1091,1091,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-01,01Q_B,N,I don't have change.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1091.mp3,"9,16"
1092,1092,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-01,01R_B,F,No tengo cambio.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1092.mp3,"9,16"
1093,1093,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-01,01Q_C,N,I have coins of fifty pesos.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1093.mp3,"11,12"
1094,1094,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-01,01R_C,M,Tengo monedas de cincuenta pesos.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1094.mp3,"11,12"
1095,1095,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-01,01Q_D,N,Keep the change.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1095.mp3,"9,16"
1096,1096,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-01,01R_D,F,Quédese con el vuelto.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1096.mp3,"9,16"
1097,1097,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-02,02Q_A,N,I'm going to retire in the fall.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1097.mp3,"17,20"
1098,1098,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-02,02R_A,M,Voy a jubilarme en el otoño.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1098.mp3,"17,20"
1099,1099,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-02,02Q_B,N,He's going to retire in the winter.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1099.mp3,"17,20"
1100,1100,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-02,02R_B,F,Va a jubilarse en el invierno.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1100.mp3,"17,20"
1101,1101,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-02,02Q_C,N,I'd like to travel when I retire.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1101.mp3,"18,20"
1102,1102,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-02,02R_C,M,Me gustaría viajar más cuando me jubile.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1102.mp3,"18,20"
1103,1103,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-02,02Q_D,N,Next year I'm going to retire.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1103.mp3,"17,20"
1104,1104,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-02,02R_D,F,El año entrante voy a jubilarme.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1104.mp3,"17,20"
1105,1105,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-03,03Q_A,N,Had I told you yet?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1105.mp3,7
1106,1106,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-03,03R_A,M,Ya le había dicho?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1106.mp3,7
1107,1107,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-03,03Q_B,N,Had I told you (informal) yet?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1107.mp3,7
1108,1108,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-03,03R_B,F,Ya te había dicho?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1108.mp3,7
1109,1109,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-03,03Q_C,N,Who told you that?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1109.mp3,7
1110,1110,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-03,03R_C,M,Quién te dijo eso?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1110.mp3,7
1111,1111,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-03,03Q_D,N,Have I told you yet?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1111.mp3,7
1112,1112,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-03,03R_D,F,Ya le he dicho?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1112.mp3,7
1113,1113,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-04,04Q_A,N,I haven't thought about it either.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1113.mp3,7
1114,1114,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-04,04R_A,M,No he pensado sobre eso tampoco.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1114.mp3,7
1115,1115,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-04,04Q_B,N,I'm not going to think about it either.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1115.mp3,7
1116,1116,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-04,04R_B,F,No voy a pensar sobre eso tampoco.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1116.mp3,7
1117,1117,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-04,04Q_C,N,One must not think about it.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1117.mp3,7
1118,1118,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-04,04R_C,M,No se debe pensar en eso.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1118.mp3,7
1119,1119,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-04,04Q_D,N,I haven't been thinking about it either.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1119.mp3,7
1120,1120,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-04,04R_D,F,No he estado pensando sobre eso tampoco.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1120.mp3,7
1121,1121,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-05,05Q_A,N,In summer frequently there are downpours.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1121.mp3,"9,19"
1122,1122,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-05,05R_A,M,En verano con frecuencia hay aguaceros.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1122.mp3,"9,19"
1123,1123,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-05,05Q_B,N,This morning fell a heavy downpour.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1123.mp3,"17,19"
1124,1124,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-05,05R_B,F,Esta mañana cayó un fuerte aguacero.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1124.mp3,"17,19"
1125,1125,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-05,05Q_C,N,Also yesterday fell a very heavy downpour.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1125.mp3,"17,19"
1126,1126,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-05,05R_C,M,También ayer cayó un aguacero muy fuerte.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1126.mp3,"17,19"
1127,1127,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-05,05Q_D,N,There are downpours in summer.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1127.mp3,19
1128,1128,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-05,05R_D,F,Hay aguaceros en verano.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1128.mp3,19
1129,1129,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-06,06Q_A,N,My wife got sick.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1129.mp3,"5,8,16"
1130,1130,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-06,06R_A,M,Mi esposa se enfermó.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1130.mp3,"5,8,16"
1131,1131,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-06,06Q_B,N,My wife was sick.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1131.mp3,"5,8"
1132,1132,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-06,06R_B,M,Mi esposa estaba enferma.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1132.mp3,"5,8"
1133,1133,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-06,06Q_C,N,My wife is sick.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1133.mp3,"5,8,16"
1134,1134,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-06,06R_C,M,Mi esposa está enferma.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1134.mp3,"5,8,16"
1135,1135,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-06,06Q_D,N,My husband got sick.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1135.mp3,"5,8,16"
1136,1136,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-06,06R_D,F,Mi esposo se enfermó.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1136.mp3,"5,8,16"
1137,1137,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-07,07Q_A,N,She couldn't go outside much.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1137.mp3,9
1138,1138,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-07,07R_A,M,No pudo salir mucho.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1138.mp3,9
1139,1139,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-07,07Q_B,N,She couldn't leave the hotel.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1139.mp3,18
1140,1140,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-07,07R_B,F,No pudo salir del hotel.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1140.mp3,18
1141,1141,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-07,07Q_C,N,She's not going to go outside.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1141.mp3,9
1142,1142,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-07,07R_C,M,No va a salir.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1142.mp3,9
1143,1143,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-07,07Q_D,N,She doesn't have to leave the hotel.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1143.mp3,18
1144,1144,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-07,07R_D,F,No tiene que salir del hotel.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1144.mp3,18
1145,1145,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-08,08Q_A,N,What are you going to do when you retire?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1145.mp3,"1,20"
1146,1146,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-08,08R_A,M,¿Qué va a hacer cuando se jubile?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1146.mp3,"1,20"
1147,1147,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-08,08Q_B,N,Also you are going to retire?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1147.mp3,20
1148,1148,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-08,08R_B,F,¿También tú vas a jubilarte?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1148.mp3,20
1149,1149,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-08,08Q_C,N,When are you going to retire?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1149.mp3,20
1150,1150,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-08,08R_C,M,¿Cuándo va a jubilarse?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1150.mp3,20
1151,1151,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-08,08Q_D,N,Where are you going to go when you retire?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1151.mp3,20
1152,1152,SP,Spanish 5,9781442386167,18,N/A,N/A,U18-08,08R_D,F,¿Adónde va a ir cuando se jubile?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1152.mp3,20
1153,1153,SP,Spanish 5,9781442386167,19,N/A,N/A,U19-01,01Q_A,N,How long does it last?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1153.mp3,7
1154,1154,SP,Spanish 5,9781442386167,19,N/A,N/A,U19-01,01R_A,M,¿Cuánto tiempo dura?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1154.mp3,7
