Control #,Rec #,Lang,Source Audio ISBN-13,Course,Unit Num,start,stop,QZ #,line #,Speaker,Cue,Transliteration,#of words,Q or S,Course Name (Source),Snippet Name,Skills
539,539,JP,9781442310964,Japanese 3,25,,,06Q,,N,May he take care of himself. (said to a sick person),,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0539.mp3,"7,8"
540,540,JP,9781442310964,Japanese 3,25,,,06R,,M,どうぞお大事に。,dozo odaiji ni.,3,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0540.mp3,"7,8"
541,541,JP,9781442310964,Japanese 3,25,,,07Q,,N,Are you going to go to a doctor? (polite),,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0541.mp3,"8,14,16"
542,542,JP,9781442310964,Japanese 3,25,,,07R,,M,お医者さんへいきますか。,oisha san e ikimasu ka.,5,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0542.mp3,"8,14,16"
543,543,JP,9781442310964,Japanese 3,25,,,08Q,,N,Wouldn't you go to the pharmacy for me?,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0543.mp3,"8,13,16"
544,544,JP,9781442310964,Japanese 3,25,,,08R,,F,薬局へ行って下さいませんか。,yakkyoku e itte kudasaimasen ka.,5,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0544.mp3,"8,13,16"
545,545,JP,9781442310964,Japanese 3,25,,,09Q,,N,I'm leaving right now.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0545.mp3,"17,18"
546,546,JP,9781442310964,Japanese 3,25,,,09R,,M,今すぐ、行ってきます。,ima sugu itte kimasu.,4,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0546.mp3,"17,18"
547,547,JP,9781442310964,Japanese 3,25,,,10Q,,N,Shall I bring some ice?,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0547.mp3,8
548,548,JP,9781442310964,Japanese 3,25,,,10R,,M,氷を持ってきましょうか。,koori o motte kimashoo ka.,5,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0548.mp3,8
549,549,JP,9781442310964,Japanese 3,25,,,11Q,,N,How is he feeling?,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0549.mp3,8
550,550,JP,9781442310964,Japanese 3,25,,,11R,,M,どうですか。,doo desu ka.,3,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0550.mp3,8
551,551,JP,9781442310964,Japanese 3,26,,,01Q,,N,"Give me in ten thousand yen bills, please.",,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0551.mp3,"11,12"
552,552,JP,9781442310964,Japanese 3,26,,,01R,,M,一万円札で下さい。,ichi man en satsu de kudasai.,6,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0552.mp3,"11,12"
553,553,JP,9781442310964,Japanese 3,26,,,02Q,,N,Please fill out this form.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0553.mp3,9
554,554,JP,9781442310964,Japanese 3,26,,,02R,,F,この用紙に記入して下さい。,kono yooshi ni kinyuu shite kudasai.,6,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0554.mp3,9
555,555,JP,9781442310964,Japanese 3,26,,,03Q,,N,"Sign here, please.",,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0555.mp3,9
556,556,JP,9781442310964,Japanese 3,26,,,03R,,F,ここにサインをして下さい。,koko ni sain o shite kudasai.,6,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0556.mp3,9
557,557,JP,9781442310964,Japanese 3,26,,,04Q,,N,"Give me some coins, please.",,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0557.mp3,"11,16"
558,558,JP,9781442310964,Japanese 3,26,,,04R,,M,硬貨を少し下さい。,kooka o sukoshi kudasai.,4,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0558.mp3,"11,16"
559,559,JP,9781442310964,Japanese 3,26,,,05Q,,N,Please sign.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0559.mp3,"7,16"
560,560,JP,9781442310964,Japanese 3,26,,,05R,,F,サインをして下さい。,sain o shite kudasai.,4,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0560.mp3,"7,16"
561,561,JP,9781442310964,Japanese 3,26,,,06Q,,N,Can you change traveler's checks to cash?,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0561.mp3,"11,18"
562,562,JP,9781442310964,Japanese 3,26,,,06R,,M,トラベラーズチェックを現金に換えられますか.,toraberaazu chekku o genkin ni kaeraremasu ka.,7,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0562.mp3,"11,18"
563,563,JP,9781442310964,Japanese 3,26,,,07Q,,N,I have traveler's checks.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0563.mp3,"11,18"
564,564,JP,9781442310964,Japanese 3,26,,,07R,,M,トラベラーズチェックを持っています。,toraberaazu chekku o motte imasu.,5,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0564.mp3,"11,18"
565,565,JP,9781442310964,Japanese 3,26,,,08Q,,N,I don't have cash.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0565.mp3,"9,11,14,16"
566,566,JP,9781442310964,Japanese 3,26,,,08R,,M,現金を持っていません。,genkin o motte imasen.,4,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0566.mp3,"9,11,14,16"
567,567,JP,9781442310964,Japanese 3,26,,,09Q,,N,I am able.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0567.mp3,"7,9,16"
568,568,JP,9781442310964,Japanese 3,26,,,09R,,F,できます。,dekimasu.,1,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0568.mp3,"7,9,16"
569,569,JP,9781442310964,Japanese 3,27,,,01Q,,N,Since I was in middle school.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0569.mp3,9
570,570,JP,9781442310964,Japanese 3,27,,,01R,,F,中学校の時から。,chuu gakko no toki kara.,5,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0570.mp3,9
571,571,JP,9781442310964,Japanese 3,27,,,02Q,,N,What kind of books do you read?,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0571.mp3,"1,9"
572,572,JP,9781442310964,Japanese 3,27,,,02R,,F,どんな本を読みますか.,donna hon o yomimasu ka.,5,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0572.mp3,"1,9"
573,573,JP,9781442310964,Japanese 3,27,,,03Q,,N,I read books.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0573.mp3,"1,9"
574,574,JP,9781442310964,Japanese 3,27,,,03R,,M,本を読みます。,hon o yomimasu.,3,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0574.mp3,"1,9"
575,575,JP,9781442310964,Japanese 3,27,,,04Q,,N,I played the piano.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0575.mp3,"1,9"
576,576,JP,9781442310964,Japanese 3,27,,,04R,,M,ピアノをしました。,piano o shimashita.,3,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0576.mp3,"1,9"
577,577,JP,9781442310964,Japanese 3,27,,,05Q,,N,"As for hobbies, I have many.",,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0577.mp3,"1,9"
578,578,JP,9781442310964,Japanese 3,27,,,05R,,M,趣味はたくさんあります。,shumi wa takusan arimasu.,4,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0578.mp3,"1,9"
579,579,JP,9781442310964,Japanese 3,27,,,06Q,,N,"Especially, I like classical music.",,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0579.mp3,"1,9"
580,580,JP,9781442310964,Japanese 3,27,,,06R,,F,特にクラシック音楽が好きです。,tokuni kurashikku ongaku ga suki desu.,6,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0580.mp3,"1,9"
581,581,JP,9781442310964,Japanese 3,27,,,07Q,,N,I often read mystery novels.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0581.mp3,"1,9"
582,582,JP,9781442310964,Japanese 3,27,,,07R,,M,よく推理小説を読みます。,yoku suiri shoosetsu o yomimasu.,5,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0582.mp3,"1,9"
583,583,JP,9781442310964,Japanese 3,27,,,08Q,,N,"As for the name, where should I enter it?",,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0583.mp3,"7,9"
584,584,JP,9781442310964,Japanese 3,27,,,08R,,M,名前はどこに記入したらいいですか.,namae wa doko ni kinyuu shitara ii desu ka.,9,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0584.mp3,"7,9"
585,585,JP,9781442310964,Japanese 3,27,,,09Q,,N,It's near the middle school.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0585.mp3,"4,9"
586,586,JP,9781442310964,Japanese 3,27,,,09R,,F,中学校のそばにあります。,chuu gakko no soba ni arimasu.,6,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0586.mp3,"4,9"
587,587,JP,9781442310964,Japanese 3,27,,,10Q,,N,When I was in middle school I played tennis.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0587.mp3,"1,9"
588,588,JP,9781442310964,Japanese 3,27,,,10R,,F,中学校の時 テニスをしました。,chuu gakko no toki tenisu o shimashita.,7,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0588.mp3,"1,9"
589,589,JP,9781442310964,Japanese 3,27,,,11Q,,N,"Ms. Sato, what is your hobby?",,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0589.mp3,"1,9"
590,590,JP,9781442310964,Japanese 3,27,,,11R,,M,佐藤さんの趣味は何ですか。,sato san no shumi wa nan desu ka.,8,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0590.mp3,"1,9"
591,591,JP,9781442310964,Japanese 3,28,,,01Q,,N,I'm impressed.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0591.mp3,7
592,592,JP,9781442310964,Japanese 3,28,,,01R,,F,偉いですね。,erai desu ne.,3,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0592.mp3,7
593,593,JP,9781442310964,Japanese 3,28,,,02Q,,N,"Last night, what time did you go to bed?",,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0593.mp3,"9,17"
594,594,JP,9781442310964,Japanese 3,28,,,02R,,M,昨日の晩何時に寝ましたか。,kino no ban nan ji ni nemashita ka.,8,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0594.mp3,"9,17"
595,595,JP,9781442310964,Japanese 3,28,,,03Q,,N,Before work I study Japanese.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0595.mp3,"1,9,20"
596,596,JP,9781442310964,Japanese 3,28,,,03R,,M,仕事の前日本語を勉強します。,shigoto no mae nihongo o benkyoo shimasu.,7,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0596.mp3,"1,9,20"
597,597,JP,9781442310964,Japanese 3,28,,,04Q,,N,I listen to a Pimsleur's CD.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0597.mp3,"1,9,15"
598,598,JP,9781442310964,Japanese 3,28,,,04R,,M,ピンズラーのCDを聞きます。,pinzuraa no cd o kikimasu.,5,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0598.mp3,"1,9,15"
599,599,JP,9781442310964,Japanese 3,28,,,05Q,,N,"But as for this morning, I got up at seven o'clock.",,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0599.mp3,"9,12,17"
600,600,JP,9781442310964,Japanese 3,28,,,05R,,F,でもけさは七時に起きました。,demo kesa wa shichi ji ni okimashita.,7,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0600.mp3,"9,12,17"
601,601,JP,9781442310964,Japanese 3,28,,,06Q,,N,I get up at six-thirty.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0601.mp3,"9,12,17"
602,602,JP,9781442310964,Japanese 3,28,,,06R,,F,六時半に起きます。,roku ji han ni okimasu.,5,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0602.mp3,"9,12,17"
603,603,JP,9781442310964,Japanese 3,28,,,07Q,,N,I exercise everyday.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0603.mp3,"1,9"
604,604,JP,9781442310964,Japanese 3,28,,,07R,,M,毎日運動をします。,mainichi undo o shimasu.,4,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0604.mp3,"1,9"
605,605,JP,9781442310964,Japanese 3,28,,,08Q,,N,I jog.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0605.mp3,"1,9"
606,606,JP,9781442310964,Japanese 3,28,,,08R,,M,ジョギングをします。,jogingu o shimasu.,3,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0606.mp3,"1,9"
607,607,JP,9781442310964,Japanese 3,28,,,09Q,,N,What time do you get up?,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0607.mp3,"9,17"
608,608,JP,9781442310964,Japanese 3,28,,,09R,,M,何時に起きますか。,nan ji ni okimasu ka.,5,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0608.mp3,"9,17"
609,609,JP,9781442310964,Japanese 3,29,,,01Q,,N,I haven't bought any yet.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0609.mp3,"9,14"
610,610,JP,9781442310964,Japanese 3,29,,,01R,,M,まだ買っていません。,mada katte imasen.,3,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0610.mp3,"9,14"
611,611,JP,9781442310964,Japanese 3,29,,,02Q,,N,I have to buy a souvenir for the daughter.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0611.mp3,"5,14"
612,612,JP,9781442310964,Japanese 3,29,,,02R,,M,娘におみやげを買わなくてはいけません。,musume ni omiyage o kawanakutewa ikemasen.,6,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0612.mp3,"5,14"
613,613,JP,9781442310964,Japanese 3,29,,,03Q,,N,What will be good?,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0613.mp3,"7,9,14"
614,614,JP,9781442310964,Japanese 3,29,,,03R,,M,何がいいでしょうか。,nani ga ii deshoo ka.,5,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0614.mp3,"7,9,14"
615,615,JP,9781442310964,Japanese 3,29,,,04Q,,N,How about a toy car?,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0615.mp3,14
616,616,JP,9781442310964,Japanese 3,29,,,04R,,F,おもちゃの車はどうですか。,omocha no kuruma wa doo desu ka.,7,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0616.mp3,14
617,617,JP,9781442310964,Japanese 3,29,,,05Q,,N,There is a tennis court near the Post Office.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0617.mp3,1
618,618,JP,9781442310964,Japanese 3,29,,,05R,,F,郵便局のそばにテニスコートがあります。,yuubinkyoku no soba ni tenisu kooto ga arimasu.,8,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0618.mp3,1
619,619,JP,9781442310964,Japanese 3,29,,,06Q,,N,About how many kilometers do you jog?,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0619.mp3,"1,12"
620,620,JP,9781442310964,Japanese 3,29,,,06R,,M,何キロぐらいジョギングをしますか。,nan kiro gurai jogingu o shimasu ka.,7,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0620.mp3,"1,12"
621,621,JP,9781442310964,Japanese 3,29,,,07Q,,N,"You get up awfully early, don't you.",,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0621.mp3,17
622,622,JP,9781442310964,Japanese 3,29,,,07R,,M,随分早く起きますね。,zuibun hayaku okimasu ne.,4,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0622.mp3,17
623,623,JP,9781442310964,Japanese 3,30,,,01Q,,N,Thank you for everything.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0623.mp3,"7,13,16"
624,624,JP,9781442310964,Japanese 3,30,,,01R,,M,いろいろおせわになりました。,iroiro osewa ni narimashita.,4,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0624.mp3,"7,13,16"
625,625,JP,9781442310964,Japanese 3,30,,,02Q,,N,Please give my regards to your wife.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0625.mp3,"5,7,13,16"
626,626,JP,9781442310964,Japanese 3,30,,,02R,,F,奥さんによろしくお伝えください。,okusan ni yoroshiku otsutae kudasai.,5,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0626.mp3,"5,7,13,16"
627,627,JP,9781442310964,Japanese 3,30,,,03Q,,N,"You know my address, don't you.",,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0627.mp3,"3,7,9"
628,628,JP,9781442310964,Japanese 3,30,,,03R,,M,私の新しい住所を知っていますね。,watashi no atarashii juusho o shitte imasu ne.,8,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0628.mp3,"3,7,9"
629,629,JP,9781442310964,Japanese 3,30,,,04Q,,N,What would be good for my wife?,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0629.mp3,"5,9,14"
630,630,JP,9781442310964,Japanese 3,30,,,04R,,M,妻には何がいいでしょうか.,tsuma ni wa nani ga ii deshoo ka.,8,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0630.mp3,"5,9,14"
631,631,JP,9781442310964,Japanese 3,30,,,05Q,,N,See you next year in America.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0631.mp3,"7,17,18"
632,632,JP,9781442310964,Japanese 3,30,,,05R,,M,じゃあまた来年、アメリカで。,"jaa mata rai nen, amerika de.",6,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0632.mp3,"7,17,18"
633,633,JP,9781442310964,Japanese 3,30,,,06Q,,N,I will have become skilled.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0633.mp3,"9,15"
634,634,JP,9781442310964,Japanese 3,30,,,06R,,M,上手になっているでしょう。,jozu ni natte iru deshoo.,5,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0634.mp3,"9,15"
635,635,JP,9781442310964,Japanese 3,30,,,07Q,,N,"By that time, my Japanese will have become skilled a little.",,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0635.mp3,"9,15,17"
636,636,JP,9781442310964,Japanese 3,30,,,07R,,M,それまでには私の日本語は少し上手になっているでしょう。,sore made ni wa watashi no nihongo wa sukoshi joozu ni natte iru deshoo.,14,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0636.mp3,"9,15,17"
