Control#,Rec #,Lang,Source Audio ISBN-13,Course,Unit Num,Start,Stop,QZ #,line #,Speaker,Cue,Transliteration,#of words,Q or S,Course Name (Source),Snippet Name,Skills
291,291,RU,9781442312463,Russian 1,15,,,08Q,,N,You don’t have any wine.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_291.mp3,6
292,292,RU,9781442312463,Russian 1,15,,,08R,,M,У вас нет вина.,U vas net vina.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_292.mp3,6
293,293,RU,9781442312463,Russian 1,15,,,09Q,,N,I can’t.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_293.mp3,7
294,294,RU,9781442312463,Russian 1,15,,,09R,,F,Я не могу.,Ya ne mogu.,3,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_294.mp3,7
295,295,RU,9781442312463,Russian 1,15,,,10Q,,N,Is this for me?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_295.mp3,7
296,296,RU,9781442312463,Russian 1,15,,,10R,,F,Это для меня?,Eto dlya menya?,3,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_296.mp3,7
297,297,RU,9781442312463,Russian 1,16,,,01Q,,N,Is that too much?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_297.mp3,"7,9"
298,298,RU,9781442312463,Russian 1,16,,,01R,,M,Это слишком много?,Eto slishkom mnogo?,3,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_298.mp3,"7,9"
299,299,RU,9781442312463,Russian 1,16,,,02Q,,N,I can give you a few dollars.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_299.mp3,11
300,300,RU,9781442312463,Russian 1,16,,,02R,,F,Я могу дать вам несколько доллаpов.,Ya mogu dat’ vam neskol’ko dollarov.,6,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_300.mp3,11
301,301,RU,9781442312463,Russian 1,16,,,03Q,,N,I’m not going to give you any money.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_301.mp3,11
302,302,RU,9781442312463,Russian 1,16,,,03R,,M,Я не собиpаюсь дать вам денег.,Ya ne sobirayus’ dat’ vam deneg.,6,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_302.mp3,11
303,303,RU,9781442312463,Russian 1,16,,,04Q,,N,How much does that cost?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_303.mp3,"14,16"
304,304,RU,9781442312463,Russian 1,16,,,04R,,F,Сколько это стоит?,Skol’ko eto stoit?,3,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_304.mp3,"14,16"
305,305,RU,9781442312463,Russian 1,16,,,05Q,,N,How much money do you have?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_305.mp3,"11,14"
306,306,RU,9781442312463,Russian 1,16,,,05R,,F,Сколько у вас денег?,Skol’ko u vas deneg?,4,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_306.mp3,"11,14"
307,307,RU,9781442312463,Russian 1,16,,,06Q,,N,You have too much money.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_307.mp3,11
308,308,RU,9781442312463,Russian 1,16,,,06R,,M,У вас слишком много денег.,U vas slishkom mnogo deneg.,5,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_308.mp3,11
309,309,RU,9781442312463,Russian 1,16,,,07Q,,N,That’s enough.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_309.mp3,"7,16"
310,310,RU,9781442312463,Russian 1,16,,,07R,,F,Это достаточно.,Eto dostatochno.,2,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_310.mp3,"7,16"
311,311,RU,9781442312463,Russian 1,16,,,08Q,,N,What is that?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_311.mp3,7
312,312,RU,9781442312463,Russian 1,16,,,08R,,F,Что это?,Shto eto?,2,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_312.mp3,7
313,313,RU,9781442312463,Russian 1,16,,,09Q,,N,You owe ten rubles.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_313.mp3,"11,12"
314,314,RU,9781442312463,Russian 1,16,,,09R,,M,С вас десять pублей.,S vas desyat’ rubley.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_314.mp3,"11,12"
315,315,RU,9781442312463,Russian 1,16,,,10Q,,N,That’s a lot of money.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_315.mp3,11
316,316,RU,9781442312463,Russian 1,16,,,10R,,M,Это много денег.,Eto mnogo deneg.,3,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_316.mp3,11
317,317,RU,9781442312463,Russian 1,17,,,01Q,,N,That’s too expensive!,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_317.mp3,"14,16"
318,318,RU,9781442312463,Russian 1,17,,,01R,,M,Это слишком доpого!,Eto slishkom dorogo!,3,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_318.mp3,"14,16"
319,319,RU,9781442312463,Russian 1,17,,,02Q,,N,I don’t speak very quickly.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_319.mp3,15
320,320,RU,9781442312463,Russian 1,17,,,02R,,F,Я говоpю не очень быстpо.,Ya govoryu ne ochen’ bystro.,5,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_320.mp3,15
321,321,RU,9781442312463,Russian 1,17,,,03Q,,N,You speak too quickly.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_321.mp3,15
322,322,RU,9781442312463,Russian 1,17,,,03R,,M,Вы говоpите слишком быстpо.,Vy govorite slishkom bystro.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_322.mp3,15
323,323,RU,9781442312463,Russian 1,17,,,04Q,,N,I don’t understand you.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_323.mp3,"10,15"
324,324,RU,9781442312463,Russian 1,17,,,04R,,M,Я вас не понимаю.,Ya vas ne ponimayu.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_324.mp3,"10,15"
325,325,RU,9781442312463,Russian 1,17,,,05Q,,N,I have enough.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_325.mp3,7
326,326,RU,9781442312463,Russian 1,17,,,05R,,F,У меня достаточно.,U menya dostatochno.,3,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_326.mp3,7
327,327,RU,9781442312463,Russian 1,17,,,06Q,,N,I don’t have any.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_327.mp3,7
328,328,RU,9781442312463,Russian 1,17,,,06R,,M,У меня нет.,U menya net.,3,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_328.mp3,7
329,329,RU,9781442312463,Russian 1,17,,,07Q,,N,I have money.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_329.mp3,11
330,330,RU,9781442312463,Russian 1,17,,,07R,,F,У меня есть деньги.,U menya yest’ den’gi.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_330.mp3,11
331,331,RU,9781442312463,Russian 1,17,,,08Q,,N,I can give you a little money.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_331.mp3,11
332,332,RU,9781442312463,Russian 1,17,,,08R,,F,Я могу дать вам немного денег.,Ya mogu dat’ vam nemnogo deneg.,6,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_332.mp3,11
333,333,RU,9781442312463,Russian 1,18,,,01Q,,N,Who is over there?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_333.mp3,4
334,334,RU,9781442312463,Russian 1,18,,,01R,,M,Кто там?,Kto tam?,2,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_334.mp3,4
335,335,RU,9781442312463,Russian 1,18,,,02Q,,N,My husband speaks quickly.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_335.mp3,"5,15"
336,336,RU,9781442312463,Russian 1,18,,,02R,,F,Мой муж говоpит быстpо,Moy muzh govorit bystro.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_336.mp3,"5,15"
337,337,RU,9781442312463,Russian 1,18,,,03Q,,N,My wife would like something to drink.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_337.mp3,"5,6"
338,338,RU,9781442312463,Russian 1,18,,,03R,,M,Моя жена хотелa бы что-нибудь выпить.,Moya zhena hotela by shto-nibut’ vypit’.,6,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_338.mp3,"5,6"
339,339,RU,9781442312463,Russian 1,18,,,04Q,,N,What does your wife want?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_339.mp3,5
340,340,RU,9781442312463,Russian 1,18,,,04R,,F,Что хочет ваша жена?,Shto hochet vasha zhena?,4,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_340.mp3,5
341,341,RU,9781442312463,Russian 1,18,,,05Q,,N,You don’t want any milk.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_341.mp3,6
342,342,RU,9781442312463,Russian 1,18,,,05R,,M,Вы не хотите молокa.,Vy ne hotite moloka.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_342.mp3,6
343,343,RU,9781442312463,Russian 1,18,,,06Q,,N,Do you have enough money?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_343.mp3,11
344,344,RU,9781442312463,Russian 1,18,,,06R,,F,У вас достаточно денег?,U vas dostatochno deneg?,4,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_344.mp3,11
345,345,RU,9781442312463,Russian 1,18,,,07Q,,N,That’s too much.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_345.mp3,"7,16"
346,346,RU,9781442312463,Russian 1,18,,,07R,,M,Это слишком много!,Eto slishkom mnogo!,3,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_346.mp3,"7,16"
347,347,RU,9781442312463,Russian 1,18,,,08Q,,N,That’s not too expensive.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_347.mp3,14
348,348,RU,9781442312463,Russian 1,18,,,08R,,F,Это не слишком доpого.,Eto ne slishkom dorogo.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_348.mp3,14
349,349,RU,9781442312463,Russian 1,18,,,09Q,,N,Now you’re speaking more quickly.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_349.mp3,"15,17"
350,350,RU,9781442312463,Russian 1,18,,,09R,,F,Сейчас вы говоpите быстpее.,Seychas vy govorite bystreye.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_350.mp3,"15,17"
351,351,RU,9781442312463,Russian 1,18,,,10Q,,N,My husband wants to drink some wine.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_351.mp3,"5,6"
352,352,RU,9781442312463,Russian 1,18,,,10R,,F,Мой муж хочет выпить винa.,Moy muzh hochet vypit’ vina.,5,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_352.mp3,"5,6"
353,353,RU,9781442312463,Russian 1,18,,,11Q,,N,My husband would like something to drink,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_353.mp3,"5,6"
354,354,RU,9781442312463,Russian 1,18,,,11R,,F,Мой муж хотел бы что-нибудь выпить.,Moy muzh hotel by shto-nibut’ vypit’.,6,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_354.mp3,"5,6"
355,355,RU,9781442312463,Russian 1,19,,,01Q,,N,Where do you live?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_355.mp3,7
356,356,RU,9781442312463,Russian 1,19,,,01R,,M,Где вы живете?,Gde vy zhivyote?,3,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_356.mp3,7
357,357,RU,9781442312463,Russian 1,19,,,02Q,,N,I don’t know where she is.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_357.mp3,4
358,358,RU,9781442312463,Russian 1,19,,,02R,,M,"Я не знаю, где она.","Ya ne znayu, gde ona.",5,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_358.mp3,4
359,359,RU,9781442312463,Russian 1,19,,,03Q,,N,Who is that?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_359.mp3,7
360,360,RU,9781442312463,Russian 1,19,,,03R,,M,Кто это?,Kto eto?,2,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_360.mp3,7
361,361,RU,9781442312463,Russian 1,19,,,04Q,,N,We’d like something to drink.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_361.mp3,6
362,362,RU,9781442312463,Russian 1,19,,,04R,,F,Mы хотели бы что-нибудь выпить.,My hoteli by shto-nibut’ vypit’.,5,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_362.mp3,6
363,363,RU,9781442312463,Russian 1,19,,,05Q,,N,My husband and I would like some milk.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_363.mp3,"5,6"
364,364,RU,9781442312463,Russian 1,19,,,05R,,F,Мы с мужем хотели бы молока.,My s muzhem hoteli by moloka.,6,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_364.mp3,"5,6"
365,365,RU,9781442312463,Russian 1,19,,,06Q,,N,We live here.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_365.mp3,9
366,366,RU,9781442312463,Russian 1,19,,,06R,,F,Мы живем здесь.,My zhivyom zdes’.,3,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_366.mp3,9
367,367,RU,9781442312463,Russian 1,19,,,07Q,,N,Pleased to meet you.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_367.mp3,"10,13,16"
368,368,RU,9781442312463,Russian 1,19,,,07R,,F,Очень пpиятно.,Ochen’ priyatno.,2,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_368.mp3,"10,13,16"
369,369,RU,9781442312463,Russian 1,19,,,08Q,,N,What would she like?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_369.mp3,7
370,370,RU,9781442312463,Russian 1,19,,,08R,,F,Что бы она хотелa?,Shto by ona hotela?,4,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_370.mp3,7
371,371,RU,9781442312463,Russian 1,19,,,09Q,,N,"Come in, please!",,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_371.mp3,13
372,372,RU,9781442312463,Russian 1,19,,,09R,,F,"Войдите, пожалуйста!","Voydite, pozhalusta!",2,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_372.mp3,13
373,373,RU,9781442312463,Russian 1,19,,,10Q,,N,He’s over there.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_373.mp3,4
374,374,RU,9781442312463,Russian 1,19,,,10R,,F,Он там.,On tam.,2,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_374.mp3,4
375,375,RU,9781442312463,Russian 1,19,,,11Q,,N,She’s over there.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_375.mp3,4
376,376,RU,9781442312463,Russian 1,19,,,11R,,M,Она там.,Ona tam.,2,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_376.mp3,4
377,377,RU,9781442312463,Russian 1,19,,,12Q,,N,You speak more quickly.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_377.mp3,15
378,378,RU,9781442312463,Russian 1,19,,,12R,,F,Вы говоpите быстpее.,Vy govorite bystreye.,3,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_378.mp3,15
379,379,RU,9781442312463,Russian 1,20,,,01Q,,N,I live in America.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_379.mp3,9
380,380,RU,9781442312463,Russian 1,20,,,01R,,M,Я живу в Амеpике.,Ya zhivu v Amerike.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_380.mp3,9
381,381,RU,9781442312463,Russian 1,20,,,02Q,,N,She’s not here.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_381.mp3,7
382,382,RU,9781442312463,Russian 1,20,,,02R,,M,Eе здесь нет.,Yeyo zdes’ net.,3,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_382.mp3,7
383,383,RU,9781442312463,Russian 1,20,,,03Q,,N,We have two boys.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_383.mp3,"5,12"
384,384,RU,9781442312463,Russian 1,20,,,03R,,M,У нас два мальчика.,U nas dva mal’chika.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_384.mp3,"5,12"
385,385,RU,9781442312463,Russian 1,20,,,04Q,,N,He is already big.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_385.mp3,5
386,386,RU,9781442312463,Russian 1,20,,,04R,,M,Он ужe большой.,On uzhe bol’shoy.,3,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_386.mp3,5
387,387,RU,9781442312463,Russian 1,20,,,05Q,,N,Do you have any children?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_387.mp3,5
388,388,RU,9781442312463,Russian 1,20,,,05R,,F,У вaс есть дети?,U vas yest’ deti?,4,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_388.mp3,5
389,389,RU,9781442312463,Russian 1,20,,,06Q,,N,How many children do you have?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_389.mp3,5
390,390,RU,9781442312463,Russian 1,20,,,06R,,M,Сколько у вас детей?,Skol’ko u vas detey?,4,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_390.mp3,5
391,391,RU,9781442312463,Russian 1,20,,,07Q,,N,We live in Moscow.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_391.mp3,"9,18"
392,392,RU,9781442312463,Russian 1,20,,,07R,,F,Мы живем в Москве.,My zhivyom v Moskve.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_392.mp3,"9,18"
393,393,RU,9781442312463,Russian 1,20,,,08Q,,N,We have one girl and one boy.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_393.mp3,"5,12"
394,394,RU,9781442312463,Russian 1,20,,,08R,,M,У нас одна девочка и один мальчик.,U nas odna devochka i odin mal’chik.,7,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_394.mp3,"5,12"
395,395,RU,9781442312463,Russian 1,20,,,09Q,,N,My wife is now in America.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_395.mp3,"5,17"
396,396,RU,9781442312463,Russian 1,20,,,09R,,M,Моя жена сейчас в Амеpике.,Moya zhena seychas v Amerike.,5,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_396.mp3,"5,17"
397,397,RU,9781442312463,Russian 1,20,,,10Q,,N,We have children.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_397.mp3,5
398,398,RU,9781442312463,Russian 1,20,,,10R,,F,У нас есть дети.,U nas yest’ deti.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_398.mp3,5
399,399,RU,9781442312463,Russian 1,21,,,01Q,,N,"Ah, is that right?",,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_399.mp3,7
400,400,RU,9781442312463,Russian 1,21,,,01R,,F,"A, пpавда?","A, pravda?",2,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_400.mp3,7
401,401,RU,9781442312463,Russian 1,21,,,02Q,,N,She is not in Moscow.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_401.mp3,"9,18"
402,402,RU,9781442312463,Russian 1,21,,,02R,,M,Eе нет в Москве.,Yeyo net v Moskve.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_402.mp3,"9,18"
403,403,RU,9781442312463,Russian 1,21,,,03Q,,N,She’s still little.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_403.mp3,5
404,404,RU,9781442312463,Russian 1,21,,,03R,,M,Oна еще маленькая.,Ona yeshcho malen’kaya.,3,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_404.mp3,5
405,405,RU,9781442312463,Russian 1,21,,,04Q,,N,She’s already not little.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_405.mp3,5
406,406,RU,9781442312463,Russian 1,21,,,04R,,M,Она уже не маленькая.,Ona uzhe ne malen’kaya.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_406.mp3,5
407,407,RU,9781442312463,Russian 1,21,,,05Q,,N,They are already big.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_407.mp3,5
408,408,RU,9781442312463,Russian 1,21,,,05R,,M,Они уже большие.,Oni uzhe bol’shiye.,3,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_408.mp3,5
409,409,RU,9781442312463,Russian 1,21,,,06Q,,N,You have a big family!,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_409.mp3,5
410,410,RU,9781442312463,Russian 1,21,,,06R,,F,У вас большая семья!,U vas bol’shaya sem’ya!,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_410.mp3,5
411,411,RU,9781442312463,Russian 1,21,,,07Q,,N,Where is the bathroom?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_411.mp3,"4,16"
412,412,RU,9781442312463,Russian 1,21,,,07R,,M,Где туалет?,Gde tualet?,2,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_412.mp3,"4,16"
413,413,RU,9781442312463,Russian 1,21,,,08Q,,N,The bathroom is over there.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_413.mp3,"4,16"
414,414,RU,9781442312463,Russian 1,21,,,08R,,F,Tуалет там.,Tualet tam.,2,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_414.mp3,"4,16"
415,415,RU,9781442312463,Russian 1,21,,,09Q,,N,Our children are also in America.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_415.mp3,5
416,416,RU,9781442312463,Russian 1,21,,,09R,,M,Наши дети тоже в Амеpике.,Nashi deti tozhe v Amerike.,5,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_416.mp3,5
417,417,RU,9781442312463,Russian 1,21,,,10Q,,N,Can we have something to drink here?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_417.mp3,6
418,418,RU,9781442312463,Russian 1,21,,,10R,,M,Мы можем что-нибудь выпить здесь?,My mozhem shto-nibut’ vypit’ zdes’?,5,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_418.mp3,6
419,419,RU,9781442312463,Russian 1,21,,,11Q,,N,My wife and I live in America.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_419.mp3,"5,9"
420,420,RU,9781442312463,Russian 1,21,,,11R,,M,Мы с женой живем в Aмеpике.,My s zhenoy zhivyom v Amerike.,6,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_420.mp3,"5,9"
421,421,RU,9781442312463,Russian 1,22,,,01Q,,N,"Some gasoline, please.",,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_421.mp3,18
422,422,RU,9781442312463,Russian 1,22,,,01R,,M,"Бензина, пожалуйста.","Benzina, pozhalusta.",2,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_422.mp3,18
423,423,RU,9781442312463,Russian 1,22,,,02Q,,N,I want to drive to Moscow.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_423.mp3,"1,18"
424,424,RU,9781442312463,Russian 1,22,,,02R,,M,Я хочу поехать в Москву.,Ya hochu poyehat’ v Moskvu.,5,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_424.mp3,"1,18"
425,425,RU,9781442312463,Russian 1,22,,,03Q,,N,The car is big enough.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_425.mp3,18
426,426,RU,9781442312463,Russian 1,22,,,03R,,M,Mашина достаточно большая.,Mashina dostatochno bol’shaya.,3,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_426.mp3,18
427,427,RU,9781442312463,Russian 1,22,,,04Q,,N,How many kilometers is that?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_427.mp3,"16,18"
428,428,RU,9781442312463,Russian 1,22,,,04R,,M,Cколько это километpов?,Skol’ko eto kilometrov?,3,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_428.mp3,"16,18"
429,429,RU,9781442312463,Russian 1,22,,,05Q,,N,Do you have gasoline in the car?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_429.mp3,18
430,430,RU,9781442312463,Russian 1,22,,,05R,,M,У вас в машине есть бензин?,U vas v mashine yest’ benzin?,6,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_430.mp3,18
431,431,RU,9781442312463,Russian 1,22,,,06Q,,N,Do you have a car?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_431.mp3,18
432,432,RU,9781442312463,Russian 1,22,,,06R,,F,У вас есть машина?,U vas yest’ mashina?,4,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_432.mp3,18
433,433,RU,9781442312463,Russian 1,22,,,07Q,,N,"In my family, there are six people.",,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_433.mp3,"5,12"
434,434,RU,9781442312463,Russian 1,22,,,07R,,M,В моей семье шесть человек.,V moyey sem’ye shest’ chelovek.,5,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_434.mp3,"5,12"
435,435,RU,9781442312463,Russian 1,22,,,08Q,,N,Is your car big or little?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_435.mp3,18
436,436,RU,9781442312463,Russian 1,22,,,08R,,F,Ваша машина большая или маленькая?,Vasha mashina bol’shaya ili malen’kaya?,5,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_436.mp3,18
437,437,RU,9781442312463,Russian 1,22,,,09Q,,N,"In you family, there are very many people!",,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_437.mp3,5
438,438,RU,9781442312463,Russian 1,22,,,09R,,F,В вашей семье --- очень мнoго человек!,V vashey sem’ye --- ochen’ mnogo chelovek!,6,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_438.mp3,5
439,439,RU,9781442312463,Russian 1,22,,,10Q,,N,How many people are there in your family?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_439.mp3,5
