Control #,Rec #,Lang,Source Audio ISBN-13,Course,Unit Num,start,stop,Cluster,Quiz #,Spkr,Cue,Transliteration,#of words,Q or S,Course Name (Source),Snippet Name,Skills
991,991,RU,9.78151E+12,Russian 5,16,,,U16-03,03Q_D,N,ItÕs an exhibit of a wonderful photographer.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0991.mp3,1
992,992,RU,9.78151E+12,Russian 5,16,,,U16-03,03R_D,F,___ ________ ______________ _________.,éto vystavka zamechatelÕnovo fotografa.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0992.mp3,1
993,993,RU,9.78151E+12,Russian 5,16,,,U16-04,04Q_A,N,We made a deal to meet up at the exhibition.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0993.mp3,"1,5"
994,994,RU,9.78151E+12,Russian 5,16,,,U16-04,04R_A,M,__ ____________ ___________ __ ________.,My dogovorilisÕ vstretitÕsia na vystavke.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0994.mp3,"1,5"
995,995,RU,9.78151E+12,Russian 5,16,,,U16-04,04Q_B,N,We made a deal to meet up at the station.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0995.mp3,"1,5"
996,996,RU,9.78151E+12,Russian 5,16,,,U16-04,04R_B,M,__ ____________ ___________ __ _______.,My dogovorilisÕ vstretitÕsia na vokzale.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0996.mp3,"1,5"
997,997,RU,9.78151E+12,Russian 5,16,,,U16-04,04Q_C,N,We made a deal to meet up at the square.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0997.mp3,"1,5"
998,998,RU,9.78151E+12,Russian 5,16,,,U16-04,04R_C,M,__ ____________ ___________ __ _______.,My dogovorilisÕ vstretitÕsia na ploshchadi.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0998.mp3,"1,5"
999,999,RU,9.78151E+12,Russian 5,16,,,U16-04,04Q_D,N,We made a deal to meet up at the beach.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0999.mp3,"1,5"
1000,1000,RU,9.78151E+12,Russian 5,16,,,U16-04,04R_D,M,__ ____________ ___________ __ _____.,My dogovorilisÕ vstretitÕsia na pliazhe.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1000.mp3,"1,5"
1001,1001,RU,9.78151E+12,Russian 5,16,,,U16-05,05Q_A,N,We are already on the way.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1001.mp3,18
1002,1002,RU,9.78151E+12,Russian 5,16,,,U16-05,05R_A,M,__ ___ _ ____.,My uzhe v puti.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1002.mp3,18
1003,1003,RU,9.78151E+12,Russian 5,16,,,U16-05,05Q_B,N,We are already retired.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1003.mp3,7
1004,1004,RU,9.78151E+12,Russian 5,16,,,U16-05,05R_B,F,__ ___ __ ______.,My uzhe na pensii.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1004.mp3,7
1005,1005,RU,9.78151E+12,Russian 5,16,,,U16-05,05Q_C,N,We are already in the village.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1005.mp3,18
1006,1006,RU,9.78151E+12,Russian 5,16,,,U16-05,05R_C,F,__ ___ _ _______.,My uzhe v derevne.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1006.mp3,18
1007,1007,RU,9.78151E+12,Russian 5,16,,,U16-05,05Q_D,N,We are already at the consulate.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1007.mp3,"16,18"
1008,1008,RU,9.78151E+12,Russian 5,16,,,U16-05,05R_D,F,__ ___ _ ___________.,My uzhe v konsulÕstve.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1008.mp3,"16,18"
1009,1009,RU,9.78151E+12,Russian 5,16,,,U16-06,06Q_A,N,DonÕt you know where the coat check is here?,,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1009.mp3,"4,16"
1010,1010,RU,9.78151E+12,Russian 5,16,,,U16-06,06R_A,F,"__ __ ______, ___ _____ ________?","Vy ne znaete, gde zdesÕ garderob?",,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1010.mp3,"4,16"
1011,1011,RU,9.78151E+12,Russian 5,16,,,U16-06,06Q_B,N,DonÕt you know where the ATM is here?,,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1011.mp3,"4,11,16"
1012,1012,RU,9.78151E+12,Russian 5,16,,,U16-06,06R_B,F,"__ __ ______, ___ _____ ________?","Vy ne znaete, gde zdesÕ bankomat?",,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1012.mp3,"4,11,16"
1013,1013,RU,9.78151E+12,Russian 5,16,,,U16-06,06Q_C,N,DonÕt you know where the post office is here?,,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1013.mp3,"4,16"
1014,1014,RU,9.78151E+12,Russian 5,16,,,U16-06,06R_C,M,"__ __ ______, ___ _____ _____?","Vy ne znaete, gde zdesÕ pochta?",,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1014.mp3,"4,16"
1015,1015,RU,9.78151E+12,Russian 5,16,,,U16-06,06Q_D,N,DonÕt you know where the mall is here?,,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1015.mp3,"4,14"
1016,1016,RU,9.78151E+12,Russian 5,16,,,U16-06,06R_D,M,"__ __ ______, ___ _____ ________ _____?","Vy ne znaete, gde zdesÕ torgovyj tsentr?",,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1016.mp3,"4,14"
1017,1017,RU,9.78151E+12,Russian 5,16,,,U16-07,07Q_A,N,We need at first to go to coat check.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1017.mp3,7
1018,1018,RU,9.78151E+12,Russian 5,16,,,U16-07,07R_A,M,___ _______ ____ _ ________.,Nam snachala nado v garderob.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1018.mp3,7
1019,1019,RU,9.78151E+12,Russian 5,16,,,U16-07,07Q_B,N,We need at first to go to the dry cleaner.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1019.mp3,7
1020,1020,RU,9.78151E+12,Russian 5,16,,,U16-07,07R_B,M,___ _______ ____ _ _________.,Nam snachala nado v himchistku.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1020.mp3,7
1021,1021,RU,9.78151E+12,Russian 5,16,,,U16-07,07Q_C,N,We need at first to go to the pharmacy.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1021.mp3,8
1022,1022,RU,9.78151E+12,Russian 5,16,,,U16-07,07R_C,M,___ _______ ____ _ ______.,Nam snachala nado v apteku.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1022.mp3,8
1023,1023,RU,9.78151E+12,Russian 5,16,,,U16-07,07Q_D,N,We need at first to go to the pastry shop.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1023.mp3,"6,14"
1024,1024,RU,9.78151E+12,Russian 5,16,,,U16-07,07R_D,F,___ _______ ____ _ ____________,Nam snachala nado v konditerskuiu.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1024.mp3,"6,14"
1025,1025,RU,9.78151E+12,Russian 5,16,,,U16-08,08Q_A,N,I will let you know as soon as IÕll be home.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1025.mp3,7
1026,1026,RU,9.78151E+12,Russian 5,16,,,U16-08,08R_A,F,"_ ______ ___, ___ ______ _ ____ ____.","Ia soobshchu Vam, kak tolÕko ia budu doma.",,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1026.mp3,7
1027,1027,RU,9.78151E+12,Russian 5,16,,,U16-08,08Q_B,N,IÕll let them know where I am.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1027.mp3,7
1028,1028,RU,9.78151E+12,Russian 5,16,,,U16-08,08R_B,F,"_ ______ __, ___ _.","Ia soobshchu im, gde ia.",,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1028.mp3,7
1029,1029,RU,9.78151E+12,Russian 5,16,,,U16-08,08Q_C,N,"IÕll let them know, that IÕm already on the way.",,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1029.mp3,7
1030,1030,RU,9.78151E+12,Russian 5,16,,,U16-08,08R_C,F,"_ ______ __, ___ _ ___ _ ____.","Ia soobshchu im, chto ia uzhe v puti.",,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1030.mp3,7
1031,1031,RU,9.78151E+12,Russian 5,16,,,U16-08,08Q_D,N,I will let you know when IÕll be home.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1031.mp3,7
1032,1032,RU,9.78151E+12,Russian 5,16,,,U16-08,08R_D,F,"_ ______ ___, _____ _ ____ ____.","Ia soobshchu Vam, kogda ia budu doma.",,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1032.mp3,7
1033,1033,RU,9.78151E+12,Russian 5,17,,,U17-01,01Q_A,N,What do you think regarding the exhibit?,,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1033.mp3,1
1034,1034,RU,9.78151E+12,Russian 5,17,,,U17-01,01R_A,M,___ __ _______ __ ______ ________?,Chto Vy dumaete po povodu vystavki?,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1034.mp3,1
1035,1035,RU,9.78151E+12,Russian 5,17,,,U17-01,01Q_B,N,What do you think regarding the film festival?,,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1035.mp3,1
1036,1036,RU,9.78151E+12,Russian 5,17,,,U17-01,01R_B,M,___ __ _______ __ ______ _____________?,Chto Vy dumaete po povodu kinofestivali_?,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1036.mp3,1
1037,1037,RU,9.78151E+12,Russian 5,17,,,U17-01,01Q_C,N,What do you think regarding the excursion?,,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1037.mp3,"1,7,18"
1038,1038,RU,9.78151E+12,Russian 5,17,,,U17-01,01R_C,M,___ __ _______ __ ______ _________?,Chto Vy dumaete po povodu kskursii?,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1038.mp3,"1,7,18"
1039,1039,RU,9.78151E+12,Russian 5,17,,,U17-01,01Q_D,N,What do you think regarding the trip?,,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1039.mp3,18
1040,1040,RU,9.78151E+12,Russian 5,17,,,U17-01,01R_D,M,___ __ _______ __ ______ _______?,Chto Vy dumaete po povodu poezdki?,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1040.mp3,18
1041,1041,RU,9.78151E+12,Russian 5,17,,,U17-02,02Q_A,N,IÕm glad that I took a big umbrella. (f),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1041.mp3,7
1042,1042,RU,9.78151E+12,Russian 5,17,,,U17-02,02R_A,F,"_ ___a, ___ _ ____a _______ ____.","Ia rada, chto ia vziala bolÕshoj zont.",,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1042.mp3,7
1043,1043,RU,9.78151E+12,Russian 5,17,,,U17-02,02Q_B,N,IÕm glad that I bought a big umbrella. (f),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1043.mp3,7
1044,1044,RU,9.78151E+12,Russian 5,17,,,U17-02,02R_B,F,"_ ___a, ___ _ _____a _______ ____.","Ia rada, chto ia kupila bolÕshoj zont.",,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1044.mp3,7
1045,1045,RU,9.78151E+12,Russian 5,17,,,U17-02,02Q_C,N,IÕm glad that I didnÕt lose this umbrella. (f),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1045.mp3,7
1046,1046,RU,9.78151E+12,Russian 5,17,,,U17-02,02R_C,F,"_ ____, ___ _ __ ________ ____ ____.","Ia rada, chto ia ne poteriala tot zont.",,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1046.mp3,7
1047,1047,RU,9.78151E+12,Russian 5,17,,,U17-02,02Q_D,N,IÕm glad that I found this umbrella. (f),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1047.mp3,7
1048,1048,RU,9.78151E+12,Russian 5,17,,,U17-02,02R_D,F,"_ ____, ___ _ _____ ____ ____.","Ia rada, chto ia nashla tot zont.",,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1048.mp3,7
1049,1049,RU,9.78151E+12,Russian 5,17,,,U17-03,03Q_A,N,I promised to call him.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1049.mp3,3
1050,1050,RU,9.78151E+12,Russian 5,17,,,U17-03,03R_A,F,_ _______ ___ _________.,Ia obeshchala emu pozvonitÕ.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1050.mp3,3
1051,1051,RU,9.78151E+12,Russian 5,17,,,U17-03,03Q_B,N,I promised to call him back.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1051.mp3,3
1052,1052,RU,9.78151E+12,Russian 5,17,,,U17-03,03R_B,F,_ _______ ___ ___________.,Ia obeshchala emu perezvonitÕ.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1052.mp3,3
1053,1053,RU,9.78151E+12,Russian 5,17,,,U17-03,03Q_C,N,I reminded him to call.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1053.mp3,3
1054,1054,RU,9.78151E+12,Russian 5,17,,,U17-03,03R_C,F,_ _________ ___ _________.,Ia napomnila emu pozvonitÕ.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1054.mp3,3
1055,1055,RU,9.78151E+12,Russian 5,17,,,U17-03,03Q_D,N,I just remembered that I need to call.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1055.mp3,3
1056,1056,RU,9.78151E+12,Russian 5,17,,,U17-03,03R_D,F,"_ ______ ___ _________, ___ ___ ____ _________.","Ia tolÕko chto vspomnila, chto mne nado pozvonitÕ.",,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1056.mp3,3
1057,1057,RU,9.78151E+12,Russian 5,17,,,U17-04,04Q_A,N,in any case,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1057.mp3,7
1058,1058,RU,9.78151E+12,Russian 5,17,,,U17-04,04R_A,F,_ _____ ______,v liubom sluchae,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1058.mp3,7
1059,1059,RU,9.78151E+12,Russian 5,17,,,U17-04,04Q_B,N,on this weekend,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1059.mp3,17
1060,1060,RU,9.78151E+12,Russian 5,17,,,U17-04,04R_B,F,_ ___ ________,v ti vyhodnye,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1060.mp3,17
1061,1061,RU,9.78151E+12,Russian 5,17,,,U17-04,04Q_C,N,this week,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1061.mp3,17
1062,1062,RU,9.78151E+12,Russian 5,17,,,U17-04,04R_C,M,__ ____ ______,na toj nedele,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1062.mp3,17
1063,1063,RU,9.78151E+12,Russian 5,17,,,U17-04,04Q_D,N,for one week,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1063.mp3,17
1064,1064,RU,9.78151E+12,Russian 5,17,,,U17-04,04R_D,M,__ ____ ______,na odnu nedeliu,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1064.mp3,17
1065,1065,RU,9.78151E+12,Russian 5,17,,,U17-05,05Q_A,N,Keep me posted.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1065.mp3,3
1066,1066,RU,9.78151E+12,Russian 5,17,,,U17-05,05R_A,M,_______ ____ _ _____.,Derzhite menia v kurse.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1066.mp3,3
1067,1067,RU,9.78151E+12,Russian 5,17,,,U17-05,05Q_B,N,Call me at noon.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1067.mp3,"3,17"
1068,1068,RU,9.78151E+12,Russian 5,17,,,U17-05,05R_B,M,_________ ___ _ _______.,Pozvonite mne v poldenÕ.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1068.mp3,"3,17"
1069,1069,RU,9.78151E+12,Russian 5,17,,,U17-05,05Q_C,N,Look there.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1069.mp3,7
1070,1070,RU,9.78151E+12,Russian 5,17,,,U17-05,05R_C,M,________ ____.,Smotrite tuda.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1070.mp3,7
1071,1071,RU,9.78151E+12,Russian 5,17,,,U17-05,05Q_D,N,Come in swiftly.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1071.mp3,7
1072,1072,RU,9.78151E+12,Russian 5,17,,,U17-05,05R_D,F,________ ______.,Zahodite skoree.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1072.mp3,7
1073,1073,RU,9.78151E+12,Russian 5,17,,,U17-06,06Q_A,N,Can you take a picture of me?,,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1073.mp3,"13,16"
1074,1074,RU,9.78151E+12,Russian 5,17,,,U17-06,06R_A,F,__ ______ ____ ________________?,Vy mozhete menia sfotografirovatÕ?,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1074.mp3,"13,16"
1075,1075,RU,9.78151E+12,Russian 5,17,,,U17-06,06Q_B,N,Can you accompany me?,,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1075.mp3,7
1076,1076,RU,9.78151E+12,Russian 5,17,,,U17-06,06R_B,F,__ ______ ____ _________?,Vy mozhete menia provoditÕ?,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1076.mp3,7
1077,1077,RU,9.78151E+12,Russian 5,17,,,U17-06,06Q_C,N,Can you remind me?,,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1077.mp3,7
1078,1078,RU,9.78151E+12,Russian 5,17,,,U17-06,06R_C,F,__ ______ ___ _________?,Vy mozhete mne napomnitÕ?,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1078.mp3,7
1079,1079,RU,9.78151E+12,Russian 5,17,,,U17-06,06Q_D,N,Can you write me?,,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1079.mp3,3
1080,1080,RU,9.78151E+12,Russian 5,17,,,U17-06,06R_D,F,__ ______ ___ ________?,Vy mozhete mne napisatÕ?,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1080.mp3,3
1081,1081,RU,9.78151E+12,Russian 5,17,,,U17-07,07Q_A,N,I promised you to meet up at seven oÕclock. (f),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1081.mp3,"5,17"
1082,1082,RU,9.78151E+12,Russian 5,17,,,U17-07,07R_A,F,_ _______ ____ ___________ _ ____ _____.,Ia obeshchala tebe vstretitÕsia v semÕ chasov.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1082.mp3,"5,17"
1083,1083,RU,9.78151E+12,Russian 5,17,,,U17-07,07Q_B,N,I promised you to meet up at the exhibit. (f),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1083.mp3,"1,5"
1084,1084,RU,9.78151E+12,Russian 5,17,,,U17-07,07R_B,F,_ _______ ____ ___________ __ ________.,Ia obeshchala tebe vstretitÕsia na vystavke.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1084.mp3,"1,5"
1085,1085,RU,9.78151E+12,Russian 5,17,,,U17-07,07Q_C,N,I promised to call you at seven oÕclock. (f),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1085.mp3,"3,5,17"
1086,1086,RU,9.78151E+12,Russian 5,17,,,U17-07,07R_C,F,_ _______ _________ ____ _ ____ _____.,Ia obeshchala pozvonitÕ tebe v semÕ chasov.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1086.mp3,"3,5,17"
1087,1087,RU,9.78151E+12,Russian 5,17,,,U17-07,07Q_D,N,I promised you to help you at seven oÕclock. (f),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1087.mp3,"5,17"
1088,1088,RU,9.78151E+12,Russian 5,17,,,U17-07,07R_D,F,_ _______ ______ ____ _ ____ _____.,Ia obeshchala pomochÕ tebe v semÕ chasov.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1088.mp3,"5,17"
1089,1089,RU,9.78151E+12,Russian 5,17,,,U17-08,08Q_A,N,I especially liked the black and white portraits.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1089.mp3,1
1090,1090,RU,9.78151E+12,Russian 5,17,,,U17-08,08R_A,M,___ ________ ___________ _____-_____ ________.,Mne osobenno ponravilisÕ chiorno-belye portrety.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1090.mp3,1
1091,1091,RU,9.78151E+12,Russian 5,17,,,U17-08,08Q_B,N,I especially liked the chocolate pastries.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1091.mp3,6
1092,1092,RU,9.78151E+12,Russian 5,17,,,U17-08,08R_B,M,___ ________ ___________ __________ ________.,Mne osobenno ponravilisÕ shokoladnije pirozhnije.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1092.mp3,6
1093,1093,RU,9.78151E+12,Russian 5,17,,,U17-08,08Q_C,N,I especially liked the feature movies.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1093.mp3,1
1094,1094,RU,9.78151E+12,Russian 5,17,,,U17-08,08R_C,M,___ ________ ___________ ______________ ______.,Mne osobenno ponravilisÕ hudozhestvennije filÕmy.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1094.mp3,1
1095,1095,RU,9.78151E+12,Russian 5,17,,,U17-08,08Q_D,N,I especially liked the bright flowers.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1095.mp3,"1,7"
1096,1096,RU,9.78151E+12,Russian 5,17,,,U17-08,08R_D,M,___ ________ ___________ _____ _____.,Mne osobenno ponravilisÕ iarkie tsvety.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1096.mp3,"1,7"
1097,1097,RU,9.78151E+12,Russian 5,18,,,U18-01,01Q_A,N,WhatÕs inside?,,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1097.mp3,7
1098,1098,RU,9.78151E+12,Russian 5,18,,,U18-01,01R_A,M,___ ______?,Chto vnutri?,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1098.mp3,7
1099,1099,RU,9.78151E+12,Russian 5,18,,,U18-01,01Q_B,N,What does that mean?,,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1099.mp3,"15,16"
1100,1100,RU,9.78151E+12,Russian 5,18,,,U18-01,01R_B,F,___ ___ ______?,Chto to znachit?,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1100.mp3,"15,16"
1101,1101,RU,9.78151E+12,Russian 5,18,,,U18-01,01Q_C,N,What to try?,,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1101.mp3,7
1102,1102,RU,9.78151E+12,Russian 5,18,,,U18-01,01R_C,F,___ ___________?,Chto poprobovatÕ?,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1102.mp3,7
1103,1103,RU,9.78151E+12,Russian 5,18,,,U18-01,01Q_D,N,What does this word mean?,,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1103.mp3,"15,16"
1104,1104,RU,9.78151E+12,Russian 5,18,,,U18-01,01R_D,F,___ ______ ___ _____?,Chto znachit to slovo?,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1104.mp3,"15,16"
1105,1105,RU,9.78151E+12,Russian 5,18,,,U18-02,02Q_A,N,I think you took an umbrella not in vain.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1105.mp3,7
1106,1106,RU,9.78151E+12,Russian 5,18,,,U18-02,02R_A,F,"_ _____, __ _____ ____ __ ___.","Ia dumaiu, ty vziala zont ne zria.",,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1106.mp3,7
1107,1107,RU,9.78151E+12,Russian 5,18,,,U18-02,02Q_B,N,I think you bought an umbrella not in vain.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1107.mp3,7
1108,1108,RU,9.78151E+12,Russian 5,18,,,U18-02,02R_B,F,"_ _____, __ ______ ____ __ ___.","Ia dumaiu, ty kupila zont ne zria.",,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1108.mp3,7
1109,1109,RU,9.78151E+12,Russian 5,18,,,U18-02,02Q_C,N,I think you ordered a sofa not in vain.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1109.mp3,14
1110,1110,RU,9.78151E+12,Russian 5,18,,,U18-02,02R_C,M,"_ _____, __ ________ _____ __ ___.","Ia dumaiu, ty zakazala divan ne zria.",,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1110.mp3,14
1111,1111,RU,9.78151E+12,Russian 5,18,,,U18-02,02Q_D,N,I think you bought a dress not in vain.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1111.mp3,14
1112,1112,RU,9.78151E+12,Russian 5,18,,,U18-02,02R_D,M,"_ _____, __ ______ ______ __ ___.","Ia dumaiu, ty kupila platÕe ne zria.",,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1112.mp3,14
1113,1113,RU,9.78151E+12,Russian 5,18,,,U18-03,03Q_A,N,According to the forecast in the evening will be rain.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1113.mp3,19
1114,1114,RU,9.78151E+12,Russian 5,18,,,U18-03,03R_A,M,__ ________ _______ _____ _____.,Po prognozu vecherom budet dozhdÕ.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1114.mp3,19
1115,1115,RU,9.78151E+12,Russian 5,18,,,U18-03,03Q_B,N,According to the forecast in the evening will be snow.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1115.mp3,19
1116,1116,RU,9.78151E+12,Russian 5,18,,,U18-03,03R_B,M,__ ________ _______ _____ ____.,Po prognozu vecherom budet sneg.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1116.mp3,19
1117,1117,RU,9.78151E+12,Russian 5,18,,,U18-03,03Q_C,N,According to the forecast in the evening will be cold.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1117.mp3,19
1118,1118,RU,9.78151E+12,Russian 5,18,,,U18-03,03R_C,M,__ ________ _______ _____ _______.,Po prognozu vecherom budet holodno.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1118.mp3,19
1119,1119,RU,9.78151E+12,Russian 5,18,,,U18-03,03Q_D,N,According to the forecast in the evening will be warm.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1119.mp3,19
