Rec #,Lang,ISBN-13,Course,Unit Num,start,stop,QZ #,line #,spkr,Cue,#of words,Q or S,Course Name (Source),Snippet Name,Skills,,
281,FR,9781797109213,French 3,12,N/A,N/A,07Q,N/A,N,I have my glasses on me.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_281.mp3,7,,
282,FR,9781797109213,French 3,12,N/A,N/A,07R,N/A,M,J’ai mes lunettes sur moi.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_282.mp3,7,,
283,FR,9781797109213,French 3,12,N/A,N/A,08Q,N/A,N,I would quite like to come back.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_283.mp3,7,,
284,FR,9781797109213,French 3,12,N/A,N/A,08R,N/A,M,J’aimerais bien revenir.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_284.mp3,7,,
285,FR,9781797109213,French 3,12,N/A,N/A,09Q,N/A,N,I’m still looking for my sunglasses.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_285.mp3,"7,16",,
286,FR,9781797109213,French 3,12,N/A,N/A,09R,N/A,M,Je cherche toujours mes lunettes de soleil.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_286.mp3,"7,16",,
287,FR,9781797109213,French 3,12,N/A,N/A,10Q,N/A,N,Here it is.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_287.mp3,7,,
288,FR,9781797109213,French 3,12,N/A,N/A,10R,N/A,M,La voilà.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_288.mp3,7,,
289,FR,9781797109213,French 3,12,N/A,N/A,11Q,N/A,N,The restaurant just across?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_289.mp3,6,,
290,FR,9781797109213,French 3,12,N/A,N/A,11R,N/A,M,Le restaurant juste en face?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_290.mp3,6,,
291,FR,9781797109213,French 3,12,N/A,N/A,12Q,N/A,N,"But me, I would quite like to stay outside.",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_291.mp3,"6,16",,
292,FR,9781797109213,French 3,12,N/A,N/A,12R,N/A,F,"Mais moi, j’aimerais bien rester dehors.",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_292.mp3,"6,16",,
293,FR,9781797109213,French 3,12,N/A,N/A,13Q,N/A,N,We can have dinner together.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_293.mp3,"1,6,16",,
294,FR,9781797109213,French 3,12,N/A,N/A,13R,N/A,F,On peut dîner ensemble.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_294.mp3,"1,6,16",,
295,FR,9781797109213,French 3,12,N/A,N/A,14Q,N/A,N,Why don’t you park in the back?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_295.mp3,"4,16",,
296,FR,9781797109213,French 3,12,N/A,N/A,14R,N/A,F,Pourquoi est-ce que tu ne te gares pas derrière?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_296.mp3,"4,16",,
297,FR,9781797109213,French 3,12,N/A,N/A,15Q,N/A,N,"Somewhere, not far from here.",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_297.mp3,4,,
298,FR,9781797109213,French 3,12,N/A,N/A,15R,N/A,F,"Quelque part, pas loin d’ici.",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_298.mp3,4,,
299,FR,9781797109213,French 3,12,N/A,N/A,16Q,N/A,N,If you’re interested.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_299.mp3,7,,
300,FR,9781797109213,French 3,12,N/A,N/A,16R,N/A,F,Si ça vous dit.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_300.mp3,7,,
301,FR,9781797109213,French 3,12,N/A,N/A,17Q,N/A,N,Everyone wants to have lunch outside.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_301.mp3,6,,
302,FR,9781797109213,French 3,12,N/A,N/A,17R,N/A,M,Tout le monde veut déjeuner dehors.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_302.mp3,6,,
303,FR,9781797109213,French 3,13,N/A,N/A,01Q,N/A,N,There’s still no answer.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_303.mp3,"7,16",,
304,FR,9781797109213,French 3,13,N/A,N/A,01R,N/A,M,Ça ne répond toujours pas.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_304.mp3,"7,16",,
305,FR,9781797109213,French 3,13,N/A,N/A,02Q,N/A,N,It’s just across from my place.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_305.mp3,4,,
306,FR,9781797109213,French 3,13,N/A,N/A,02R,N/A,M,C’est juste en face de chez moi.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_306.mp3,4,,
307,FR,9781797109213,French 3,13,N/A,N/A,03Q,N/A,N,That’s nice.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_307.mp3,"7,16",,
308,FR,9781797109213,French 3,13,N/A,N/A,03R,N/A,M,C’est sympa.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_308.mp3,"7,16",,
309,FR,9781797109213,French 3,13,N/A,N/A,04Q,N/A,N,Could I wash my hands?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_309.mp3,"7,16",,
310,FR,9781797109213,French 3,13,N/A,N/A,04R,N/A,M,Est-ce que je pourrais me laver les mains?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_310.mp3,"7,16",,
311,FR,9781797109213,French 3,13,N/A,N/A,05Q,N/A,N,There are some nice cafés.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_311.mp3,6,,
312,FR,9781797109213,French 3,13,N/A,N/A,05R,N/A,F,Il y a des cafés sympa.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_312.mp3,6,,
313,FR,9781797109213,French 3,13,N/A,N/A,06Q,N/A,N,I know a nice store.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_313.mp3,14,,
314,FR,9781797109213,French 3,13,N/A,N/A,06R,N/A,F,Je connais un magasin sympa.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_314.mp3,14,,
315,FR,9781797109213,French 3,13,N/A,N/A,07Q,N/A,N,I’m coming with you.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_315.mp3,7,,
316,FR,9781797109213,French 3,13,N/A,N/A,07R,N/A,F,Je t’accompagne.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_316.mp3,7,,
317,FR,9781797109213,French 3,13,N/A,N/A,08Q,N/A,N,I’m going to try the cellphone.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_317.mp3,"3,16",,
318,FR,9781797109213,French 3,13,N/A,N/A,08R,N/A,F,Je vais essayer le portable.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_318.mp3,"3,16",,
319,FR,9781797109213,French 3,13,N/A,N/A,09Q,N/A,N,I would like to wash my hands.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_319.mp3,"7,16",,
320,FR,9781797109213,French 3,13,N/A,N/A,09R,N/A,F,Je voudrais me laver les mains.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_320.mp3,"7,16",,
321,FR,9781797109213,French 3,13,N/A,N/A,10Q,N/A,N,The headphones are not too expensive.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_321.mp3,14,,
322,FR,9781797109213,French 3,13,N/A,N/A,10R,N/A,M,Les écouteurs ne sont pas trop chers.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_322.mp3,14,,
323,FR,9781797109213,French 3,13,N/A,N/A,11Q,N/A,N,We’re going to drink a glass somewhere.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_323.mp3,6,,
324,FR,9781797109213,French 3,13,N/A,N/A,11R,N/A,M,On va boire un verre quelque part.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_324.mp3,6,,
325,FR,9781797109213,French 3,13,N/A,N/A,12Q,N/A,N,"If it rains, me, I prefer to eat inside.",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_325.mp3,"6,19",,
326,FR,9781797109213,French 3,13,N/A,N/A,12R,N/A,M,"S’il pleut, moi, je préfère manger dedans.",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_326.mp3,"6,19",,
327,FR,9781797109213,French 3,13,N/A,N/A,13Q,N/A,N,You still have the number?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_327.mp3,"3,16",,
328,FR,9781797109213,French 3,13,N/A,N/A,13R,N/A,M,Tu as toujours le numéro?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_328.mp3,"3,16",,
329,FR,9781797109213,French 3,14,N/A,N/A,01Q,N/A,N,Who was it?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_329.mp3,"3,7",,
330,FR,9781797109213,French 3,14,N/A,N/A,01R,N/A,M,C’était qui?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_330.mp3,"3,7",,
331,FR,9781797109213,French 3,14,N/A,N/A,02Q,N/A,N,She left a message with her information.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_331.mp3,3,,
332,FR,9781797109213,French 3,14,N/A,N/A,02R,N/A,F,Elle a laissé un message avec ses coordonnées.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_332.mp3,3,,
333,FR,9781797109213,French 3,14,N/A,N/A,03Q,N/A,N,Could I leave a message?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_333.mp3,"3,16",,
334,FR,9781797109213,French 3,14,N/A,N/A,03R,N/A,F,Est-ce que je pourrais laisser un message?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_334.mp3,"3,16",,
335,FR,9781797109213,French 3,14,N/A,N/A,04Q,N/A,N,Could I phone from here?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_335.mp3,"3,16",,
336,FR,9781797109213,French 3,14,N/A,N/A,04R,N/A,F,Est-ce que je pourrais téléphoner d’ici?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_336.mp3,"3,16",,
337,FR,9781797109213,French 3,14,N/A,N/A,05Q,N/A,N,Could we come back tomorrow?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_337.mp3,17,,
338,FR,9781797109213,French 3,14,N/A,N/A,05R,N/A,F,Est-ce qu’on pourrait revenir demain?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_338.mp3,17,,
339,FR,9781797109213,French 3,14,N/A,N/A,06Q,N/A,N,He didn’t leave any message.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_339.mp3,3,,
340,FR,9781797109213,French 3,14,N/A,N/A,06R,N/A,F,Il n’a pas laissé de message.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_340.mp3,3,,
341,FR,9781797109213,French 3,14,N/A,N/A,07Q,N/A,N,There is a good website on the museums.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_341.mp3,1,,
342,FR,9781797109213,French 3,14,N/A,N/A,07R,N/A,M,Il y a un bon site web sur les musées.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_342.mp3,1,,
343,FR,9781797109213,French 3,14,N/A,N/A,08Q,N/A,N,I have her information.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_343.mp3,"3,7",,
344,FR,9781797109213,French 3,14,N/A,N/A,08R,N/A,M,J’ai ses coordonnées.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_344.mp3,"3,7",,
345,FR,9781797109213,French 3,14,N/A,N/A,09Q,N/A,N,I’m going to contact her.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_345.mp3,"3,16",,
346,FR,9781797109213,French 3,14,N/A,N/A,09R,N/A,M,Je vais la contacter.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_346.mp3,"3,16",,
347,FR,9781797109213,French 3,14,N/A,N/A,10Q,N/A,N,The man didn’t leave his information.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_347.mp3,3,,
348,FR,9781797109213,French 3,14,N/A,N/A,10R,N/A,M,L’homme n’a pas laissé ses coordonnées.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_348.mp3,3,,
349,FR,9781797109213,French 3,14,N/A,N/A,11Q,N/A,N,We could go in this store.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_349.mp3,14,,
350,FR,9781797109213,French 3,14,N/A,N/A,11R,N/A,M,On pourrait aller dans ce magasin.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_350.mp3,14,,
351,FR,9781797109213,French 3,14,N/A,N/A,12Q,N/A,N,When did she phone?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_351.mp3,3,,
352,FR,9781797109213,French 3,14,N/A,N/A,12R,N/A,F,Quand est-ce qu’elle a téléphoné?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_352.mp3,3,,
353,FR,9781797109213,French 3,14,N/A,N/A,13Q,N/A,N,Here is my information.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_353.mp3,"3,16",,
354,FR,9781797109213,French 3,14,N/A,N/A,13R,N/A,F,Voilà mes coordonnées.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_354.mp3,"3,16",,
355,FR,9781797109213,French 3,15,N/A,N/A,01Q,N/A,N,That’s all.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_355.mp3,7,,
356,FR,9781797109213,French 3,15,N/A,N/A,01R,N/A,F,C’est tout.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_356.mp3,7,,
357,FR,9781797109213,French 3,15,N/A,N/A,02Q,N/A,N,That’s going to last how long?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_357.mp3,17,,
358,FR,9781797109213,French 3,15,N/A,N/A,02R,N/A,F,Ça va durer combien de temps?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_358.mp3,17,,
359,FR,9781797109213,French 3,15,N/A,N/A,03Q,N/A,N,"It’s going to last half an hour, give or take.",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_359.mp3,17,,
360,FR,9781797109213,French 3,15,N/A,N/A,03R,N/A,F,"Ça va durer une demi-heure, à peu près.",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_360.mp3,17,,
361,FR,9781797109213,French 3,15,N/A,N/A,04Q,N/A,N,It’s an important meeting.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_361.mp3,20,,
362,FR,9781797109213,French 3,15,N/A,N/A,04R,N/A,M,C’est une réunion importante.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_362.mp3,20,,
363,FR,9781797109213,French 3,15,N/A,N/A,05Q,N/A,N,How long is that going to last?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_363.mp3,7,,
364,FR,9781797109213,French 3,15,N/A,N/A,05R,N/A,M,Combien de temps est-ce que ça va durer?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_364.mp3,7,,
365,FR,9781797109213,French 3,15,N/A,N/A,06Q,N/A,N,It’s necessary to attend it.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_365.mp3,7,,
366,FR,9781797109213,French 3,15,N/A,N/A,06R,N/A,M,Il faut y assister.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_366.mp3,7,,
367,FR,9781797109213,French 3,15,N/A,N/A,07Q,N/A,N,He will call back.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_367.mp3,"3,16",,
368,FR,9781797109213,French 3,15,N/A,N/A,07R,N/A,M,Il rappellera.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_368.mp3,"3,16",,
369,FR,9781797109213,French 3,15,N/A,N/A,08Q,N/A,N,He will call you back this afternoon.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_369.mp3,"3,17",,
370,FR,9781797109213,French 3,15,N/A,N/A,08R,N/A,M,Il vous rappellera cet après-midi.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_370.mp3,"3,17",,
371,FR,9781797109213,French 3,15,N/A,N/A,09Q,N/A,N,There’s a meeting online this afternoon.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_371.mp3,"3,17,20",,
372,FR,9781797109213,French 3,15,N/A,N/A,09R,N/A,F,Il y a une réunion en ligne cet après-midi.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_372.mp3,"3,17,20",,
373,FR,9781797109213,French 3,15,N/A,N/A,10Q,N/A,N,I’m going to attend it.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_373.mp3,"3,16",,
374,FR,9781797109213,French 3,15,N/A,N/A,10R,N/A,F,Je vais y assister.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_374.mp3,"3,16",,
375,FR,9781797109213,French 3,15,N/A,N/A,11Q,N/A,N,Where can I contact her?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_375.mp3,"3,16",,
376,FR,9781797109213,French 3,15,N/A,N/A,11R,N/A,F,Où est-ce que je peux la contacter?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_376.mp3,"3,16",,
377,FR,9781797109213,French 3,15,N/A,N/A,12Q,N/A,N,By chance?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_377.mp3,7,,
378,FR,9781797109213,French 3,15,N/A,N/A,12R,N/A,F,Par hasard?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_378.mp3,7,,
379,FR,9781797109213,French 3,15,N/A,N/A,13Q,N/A,N,No one else?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_379.mp3,7,,
380,FR,9781797109213,French 3,15,N/A,N/A,13R,N/A,F,Personne d’autre?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_380.mp3,7,,
381,FR,9781797109213,French 3,15,N/A,N/A,14Q,N/A,N,Someone phoned around two o’clock.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_381.mp3,"3,12,17",,
382,FR,9781797109213,French 3,15,N/A,N/A,14R,N/A,M,Quelqu’un a téléphoné vers deux heures.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_382.mp3,"3,12,17",,
383,FR,9781797109213,French 3,15,N/A,N/A,15Q,N/A,N,Around what time?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_383.mp3,"16,17",,
384,FR,9781797109213,French 3,15,N/A,N/A,15R,N/A,M,Vers quelle heure?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_384.mp3,"16,17",,
385,FR,9781797109213,French 3,16,N/A,N/A,01Q,N/A,N,It’s a bit of a pain.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_385.mp3,7,,
386,FR,9781797109213,French 3,16,N/A,N/A,01R,N/A,M,C’est un peu casse-pied.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_386.mp3,7,,
387,FR,9781797109213,French 3,16,N/A,N/A,02Q,N/A,N,It will be pretty long.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_387.mp3,7,,
388,FR,9781797109213,French 3,16,N/A,N/A,02R,N/A,M,Ça sera assez long.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_388.mp3,7,,
389,FR,9781797109213,French 3,16,N/A,N/A,03Q,N/A,N,It was the caterer?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_389.mp3,6,,
390,FR,9781797109213,French 3,16,N/A,N/A,03R,N/A,M,C’était le traiteur?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_390.mp3,6,,
391,FR,9781797109213,French 3,16,N/A,N/A,04Q,N/A,N,How long is it going to last?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_391.mp3,17,,
392,FR,9781797109213,French 3,16,N/A,N/A,04R,N/A,F,Combien de temps est-ce qu’elle va durer?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_392.mp3,17,,
393,FR,9781797109213,French 3,16,N/A,N/A,05Q,N/A,N,She’ll call you back in an hour.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_393.mp3,17,,
394,FR,9781797109213,French 3,16,N/A,N/A,05R,N/A,F,Elle vous rappellera dans une heure.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_394.mp3,17,,
395,FR,9781797109213,French 3,16,N/A,N/A,06Q,N/A,N,Is it going to be long?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_395.mp3,17,,
396,FR,9781797109213,French 3,16,N/A,N/A,06R,N/A,F,Est-ce que ça va être long?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_396.mp3,17,,
397,FR,9781797109213,French 3,16,N/A,N/A,07Q,N/A,N,He left you a message.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_397.mp3,"3,16",,
398,FR,9781797109213,French 3,16,N/A,N/A,07R,N/A,F,Il vous a laissé un message.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_398.mp3,"3,16",,
399,FR,9781797109213,French 3,16,N/A,N/A,08Q,N/A,N,I’m hungry too now.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_399.mp3,"6,16",,
400,FR,9781797109213,French 3,16,N/A,N/A,08R,N/A,F,J’ai faim aussi maintenant.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_400.mp3,"6,16",,
401,FR,9781797109213,French 3,16,N/A,N/A,09Q,N/A,N,I have his email address.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_401.mp3,"3,16",,
402,FR,9781797109213,French 3,16,N/A,N/A,09R,N/A,M,J’ai son adresse mail.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_402.mp3,"3,16",,
403,FR,9781797109213,French 3,16,N/A,N/A,10Q,N/A,N,I will be there.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_403.mp3,7,,
404,FR,9781797109213,French 3,16,N/A,N/A,10R,N/A,M,Je serai là.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_404.mp3,7,,
405,FR,9781797109213,French 3,16,N/A,N/A,11Q,N/A,N,I will call you back as soon as possible.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_405.mp3,"3,16",,
406,FR,9781797109213,French 3,16,N/A,N/A,11R,N/A,M,Je vous rappellerai le plus tôt possible.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_406.mp3,"3,16",,
407,FR,9781797109213,French 3,16,N/A,N/A,12Q,N/A,N,As soon as possible.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_407.mp3,7,,
408,FR,9781797109213,French 3,16,N/A,N/A,12R,N/A,M,Le plus tôt possible.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_408.mp3,7,,
409,FR,9781797109213,French 3,16,N/A,N/A,13Q,N/A,N,"Me, I’m not hungry.",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_409.mp3,"6,16",,
410,FR,9781797109213,French 3,16,N/A,N/A,13R,N/A,M,"Moi, je n’ai pas faim.",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_410.mp3,"6,16",,
411,FR,9781797109213,French 3,16,N/A,N/A,14Q,N/A,N,He will call you back around ten o’clock.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_411.mp3,"3,12,17",,
412,FR,9781797109213,French 3,16,N/A,N/A,14R,N/A,F,Il vous rappellera vers dix heures.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_412.mp3,"3,12,17",,
413,FR,9781797109213,French 3,17,N/A,N/A,01Q,N/A,N,Seat yourself.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_413.mp3,"6,16",,
414,FR,9781797109213,French 3,17,N/A,N/A,01R,N/A,F,Assieds-toi.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_414.mp3,"6,16",,
415,FR,9781797109213,French 3,17,N/A,N/A,02Q,N/A,N,It won’t be long.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_415.mp3,7,,
416,FR,9781797109213,French 3,17,N/A,N/A,02R,N/A,F,Ça ne sera pas long.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_416.mp3,7,,
417,FR,9781797109213,French 3,17,N/A,N/A,03Q,N/A,N,It’s not going to be long.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_417.mp3,7,,
418,FR,9781797109213,French 3,17,N/A,N/A,03R,N/A,F,Ça ne va pas être long.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_418.mp3,7,,
419,FR,9781797109213,French 3,17,N/A,N/A,04Q,N/A,N,Excuse me for bothering you.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_419.mp3,"10,13,16",,
420,FR,9781797109213,French 3,17,N/A,N/A,04R,N/A,F,Excuse-moi de te déranger.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_420.mp3,"10,13,16",,
