Control #,Rec #,Lang,Source Audio ISBN_13,Course,Unit Num,start,stop,QZ #,line #,Speaker,Cue,Transliteration,#of words,_Q_or_S,Course Name _Source_,Snippet Name,Skills
238,238,MA,9781442316409,Mandarin 2,12,,,06R,,M,我姓田。,wǒ xìng tián.,3,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_238.mp3,"5,9"
239,239,MA,9781442316409,Mandarin 2,12,,,07Q,,N,I have too much work.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_239.mp3,20
240,240,MA,9781442316409,Mandarin 2,12,,,07R,,M,我有太多的工作了。,wǒ yǒu tài duō de gōng zuò le.,8,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_240.mp3,20
241,241,MA,9781442316409,Mandarin 2,12,,,08Q,,N,Next week I’m going to take a vacation.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_241.mp3,"1,17"
242,242,MA,9781442316409,Mandarin 2,12,,,08R,,F,下个星期我要度假。,xià gè xīng qī wǒ yào dù jià.,8,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_242.mp3,"1,17"
243,243,MA,9781442316409,Mandarin 2,12,,,09Q,,N,This person is Mr. Tian.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_243.mp3,"9,10"
244,244,MA,9781442316409,Mandarin 2,12,,,09R,,M,这位是田先生。,zhè wèi shì tián xiān sheng.,6,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_244.mp3,"9,10"
245,245,MA,9781442316409,Mandarin 2,12,,,10Q,,N,I don’t like cold tea.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_245.mp3,6
246,246,MA,9781442316409,Mandarin 2,12,,,10R,,F,我不喜欢冷茶。,wǒ bù xǐ huan lěng chá.,6,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_246.mp3,6
247,247,MA,9781442316409,Mandarin 2,12,,,11Q,,N,I go to Suzhou for vacation.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_247.mp3,"1,18"
248,248,MA,9781442316409,Mandarin 2,12,,,11R,,M,我去苏州度假。,wǒ qù sū zhōu dù jià.,6,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_248.mp3,"1,18"
249,249,MA,9781442316409,Mandarin 2,13,,,01Q,,N,It’s not very cold.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_249.mp3,19
250,250,MA,9781442316409,Mandarin 2,13,,,01R,,M,不是很冷,bú shì hěn lěng.,4,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_250.mp3,19
251,251,MA,9781442316409,Mandarin 2,13,,,02Q,,N,Taipei is a very beautiful place.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_251.mp3,18
252,252,MA,9781442316409,Mandarin 2,13,,,02R,,M,台北是一个很美的地方。,tái běi shì yí gè hěn měi de dì fang.,10,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_252.mp3,18
253,253,MA,9781442316409,Mandarin 2,13,,,03Q,,N,They lived in America.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_253.mp3,"5,9"
254,254,MA,9781442316409,Mandarin 2,13,,,03R,,M,他们在美国住了。,tā men zài měi guó zhù le.,7,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_254.mp3,"5,9"
255,255,MA,9781442316409,Mandarin 2,13,,,04Q,,N,To Hong Kong?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_255.mp3,18
256,256,MA,9781442316409,Mandarin 2,13,,,04R,,F,去香港吗？,qù xiāng gǎng ma?,4,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_256.mp3,18
257,257,MA,9781442316409,Mandarin 2,13,,,05Q,,N,"No, to Taiwan.",,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_257.mp3,18
258,258,MA,9781442316409,Mandarin 2,13,,,05R,,M,"不, 去台湾。","bù, qù tái wān.",4,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_258.mp3,18
259,259,MA,9781442316409,Mandarin 2,13,,,06Q,,N,How’s the weather in Taiwan?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_259.mp3,"18,19"
260,260,MA,9781442316409,Mandarin 2,13,,,06R,,F,台湾的天气怎么样？,tái wān de tiān qì zěn me yàng?,8,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_260.mp3,"18,19"
261,261,MA,9781442316409,Mandarin 2,13,,,07Q,,N,Taiwan is a very nice place.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_261.mp3,18
262,262,MA,9781442316409,Mandarin 2,13,,,07R,,F,台湾是一个很好的地方。,tái wān shì yí gè hěn hǎo de dì fang.,10,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_262.mp3,18
263,263,MA,9781442316409,Mandarin 2,13,,,08Q,,N,The weather is very good.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_263.mp3,19
264,264,MA,9781442316409,Mandarin 2,13,,,08R,,M,天气很好。,tiān qì hěn hǎo.,4,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_264.mp3,19
265,265,MA,9781442316409,Mandarin 2,13,,,09Q,,N,How’s the weather?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_265.mp3,"7,16,19"
266,266,MA,9781442316409,Mandarin 2,13,,,09R,,F,天气怎么样?,tiān qì zěn me yàng?,5,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_266.mp3,"7,16,19"
267,267,MA,9781442316409,Mandarin 2,13,,,10Q,,N,Is it cold?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_267.mp3,19
268,268,MA,9781442316409,Mandarin 2,13,,,10R,,F,冷吗?,lěng ma?,2,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_268.mp3,19
269,269,MA,9781442316409,Mandarin 2,13,,,11Q,,N,Taipei is a very interesting place.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_269.mp3,18
270,270,MA,9781442316409,Mandarin 2,13,,,11R,,M,台北是一个很有意思的地方。,tái běi shì yí gè hěn yǒu yì si de dì fang.,12,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_270.mp3,18
271,271,MA,9781442316409,Mandarin 2,13,,,12Q,,N,"Yesterday it was very hot, isn’t that so?",,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_271.mp3,19
272,272,MA,9781442316409,Mandarin 2,13,,,12R,,F,"昨天很热, 是吧?","zuó tiān hěn rè, shì ba?",6,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_272.mp3,19
273,273,MA,9781442316409,Mandarin 2,14,,,01Q,,N,It’s too embarrassing.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_273.mp3,7
274,274,MA,9781442316409,Mandarin 2,14,,,01R,,M,太不好意思了。,tài bù hǎo yì si le.,6,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_274.mp3,7
275,275,MA,9781442316409,Mandarin 2,14,,,02Q,,N,"To travel, (you) need a lot of money.",,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_275.mp3,"11,18"
276,276,MA,9781442316409,Mandarin 2,14,,,02R,,M,旅行需要很多钱。,lǚ xíng xū yào hěn duō qián.,7,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_276.mp3,"11,18"
277,277,MA,9781442316409,Mandarin 2,14,,,03Q,,N,"That’s right, it wasn’t expensive.",,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_277.mp3,"4,14"
278,278,MA,9781442316409,Mandarin 2,14,,,03R,,M,"是的, 不贵。","shì de, bú guì.",4,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_278.mp3,"4,14"
279,279,MA,9781442316409,Mandarin 2,14,,,04Q,,N,It’s embarrassing.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_279.mp3,7
280,280,MA,9781442316409,Mandarin 2,14,,,04R,,M,不好意思了。,bù hǎo yì si le.,5,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_280.mp3,7
281,281,MA,9781442316409,Mandarin 2,14,,,05Q,,N,Could I bother you to give this to Mrs. Chen?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_281.mp3,13
282,282,MA,9781442316409,Mandarin 2,14,,,05R,,F,我能麻烦您把这个给陈太太吗？,wǒ néng má fán nín bǎ zhè gè gěi chén tài tai ma?,13,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_282.mp3,13
283,283,MA,9781442316409,Mandarin 2,14,,,06Q,,N,I’d like to travel to Taiwan.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_283.mp3,18
284,284,MA,9781442316409,Mandarin 2,14,,,06R,,F,我想去台湾旅行。,wǒ xiǎng qù tái wān lǚ xíng.,7,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_284.mp3,18
285,285,MA,9781442316409,Mandarin 2,14,,,07Q,,N,I agree.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_285.mp3,"7,13"
286,286,MA,9781442316409,Mandarin 2,14,,,07R,,F,我同意。,wǒ tóng yì.,3,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_286.mp3,"7,13"
287,287,MA,9781442316409,Mandarin 2,14,,,08Q,,N,It wasn’t expensive?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_287.mp3,"11,14"
288,288,MA,9781442316409,Mandarin 2,14,,,08R,,F,不贵吗?,bú guì ma?,3,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_288.mp3,"11,14"
289,289,MA,9781442316409,Mandarin 2,14,,,09Q,,N,Could I bother you to give this to Mr. Lu?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_289.mp3,13
290,290,MA,9781442316409,Mandarin 2,14,,,09R,,M,我能麻烦您把这个给陆先生吗 ?,wǒ néng má fán nín bǎ zhè gè gěi lǔ xiān sheng ma?,13,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_290.mp3,13
291,291,MA,9781442316409,Mandarin 2,14,,,10Q,,N,I’d like to invite you to come to my place for dinner.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_291.mp3,6
292,292,MA,9781442316409,Mandarin 2,14,,,10R,,F,我想请您来我那儿吃晚饭。,wǒ xiǎng qǐng nín lái wǒ nàr chī wǎn fàn.,10,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_292.mp3,6
293,293,MA,9781442316409,Mandarin 2,15,,,01Q,,N,The dishes were all very delicious.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_293.mp3,"6,13"
294,294,MA,9781442316409,Mandarin 2,15,,,01R,,M,菜都很好吃。,cài dōu hěn hǎo chī.,5,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_294.mp3,"6,13"
295,295,MA,9781442316409,Mandarin 2,15,,,02Q,,N,I come over every day.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_295.mp3,"7,18"
296,296,MA,9781442316409,Mandarin 2,15,,,02R,,M,我每天都来。,wǒ měi tiān dōu lái.,5,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_296.mp3,"7,18"
297,297,MA,9781442316409,Mandarin 2,15,,,03Q,,N,There wasn’t anything to eat.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_297.mp3,6
298,298,MA,9781442316409,Mandarin 2,15,,,03R,,F,没有什么东西吃。,méi yǒu shén me dōng xi chī.,7,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_298.mp3,6
299,299,MA,9781442316409,Mandarin 2,15,,,04Q,,N,How big are your children?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_299.mp3,5
300,300,MA,9781442316409,Mandarin 2,15,,,04R,,F,您的小孩儿多大？,nín de xiǎo háir duō dà?,6,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_300.mp3,5
301,301,MA,9781442316409,Mandarin 2,15,,,05Q,,N,My son is fifteen this year.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_301.mp3,"5,12"
302,302,MA,9781442316409,Mandarin 2,15,,,05R,,M,我的儿子今年十五。,wǒ de ér zi jīn nián shí wǔ.,8,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_302.mp3,"5,12"
303,303,MA,9781442316409,Mandarin 2,15,,,06Q,,N,I drink coffee every day.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_303.mp3,6
304,304,MA,9781442316409,Mandarin 2,15,,,06R,,M,我每天都喝咖啡。,wǒ měi tiān dōu hē kā fēi.,7,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_304.mp3,6
305,305,MA,9781442316409,Mandarin 2,15,,,07Q,,N,Mr. Ma is also going to come over.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_305.mp3,9
306,306,MA,9781442316409,Mandarin 2,15,,,07R,,M,马先生也要来。,mă xiān sheng yě yào lái.,6,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_306.mp3,9
307,307,MA,9781442316409,Mandarin 2,15,,,08Q,,N,The tea is also very delicious.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_307.mp3,6
308,308,MA,9781442316409,Mandarin 2,15,,,08R,,F,茶也很好喝。,chá yě hěn hǎo hē.,5,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_308.mp3,6
309,309,MA,9781442316409,Mandarin 2,15,,,09Q,,N,Would you like to eat?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_309.mp3,"6,7"
310,310,MA,9781442316409,Mandarin 2,15,,,09R,,F,您想吃饭吗?,nín xiǎng chī fàn ma?,5,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_310.mp3,"6,7"
311,311,MA,9781442316409,Mandarin 2,15,,,10Q,,N,Today Miss Lin is not in.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_311.mp3,"9,10"
312,312,MA,9781442316409,Mandarin 2,15,,,10R,,F,今天林小姐不在。,jīn tiān lín xiǎo jie bú zài.,7,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_312.mp3,"9,10"
313,313,MA,9781442316409,Mandarin 2,16,,,02Q,,N,I’d like to make a telephone call.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_313.mp3,3
314,314,MA,9781442316409,Mandarin 2,16,,,02R,,F,我想打一个电话。,wŏ xiǎng dǎ yí gè diàn huà.,7,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_314.mp3,3
315,315,MA,9781442316409,Mandarin 2,16,,,03Q,,N,Do you need a telephone book?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_315.mp3,3
316,316,MA,9781442316409,Mandarin 2,16,,,03R,,M,你需要电话簿吗?,nǐ xū yào diàn huà bù ma?,7,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_316.mp3,3
317,317,MA,9781442316409,Mandarin 2,16,,,04Q,,N,I know the telephone number.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_317.mp3,3
318,318,MA,9781442316409,Mandarin 2,16,,,04R,,F,我知道电话号码。,wǒ zhī dào diàn huà hào mǎ,7,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_318.mp3,3
319,319,MA,9781442316409,Mandarin 2,16,,,05Q,,N,Mrs. Lin has gone to Hong Kong.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_319.mp3,"9,18"
320,320,MA,9781442316409,Mandarin 2,16,,,05R,,M,林太太去香港了。,lín tài tai qù xiāng gǎng le.,7,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_320.mp3,"9,18"
321,321,MA,9781442316409,Mandarin 2,16,,,06Q,,N,I work every day.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_321.mp3,"18,20"
322,322,MA,9781442316409,Mandarin 2,16,,,06R,,M,我每天都工作。,wǒ měi tiān dōu gōng zuò .,7,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_322.mp3,"18,20"
323,323,MA,9781442316409,Mandarin 2,16,,,07Q,,N,One works at a bank.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_323.mp3,"11,20"
324,324,MA,9781442316409,Mandarin 2,16,,,07R,,M,一个在一家银行工作。,yí gè zài yì jiā yín háng gōng zuò.,9,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_324.mp3,"11,20"
325,325,MA,9781442316409,Mandarin 2,16,,,08Q,,N,I’m going to make a telephone call.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_325.mp3,3
326,326,MA,9781442316409,Mandarin 2,16,,,08R,,F,我要打一个电话。,wó yào dǎ yí gè diàn huà.,7,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_326.mp3,3
327,327,MA,9781442316409,Mandarin 2,16,,,09Q,,N,I worked in a company in Beijing.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_327.mp3,20
328,328,MA,9781442316409,Mandarin 2,16,,,09R,,M,我在北京的一家公司工作。,wǒ zài běi jīng de yì jiā gōng sī gōng zuò.,11,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_328.mp3,20
329,329,MA,9781442316409,Mandarin 2,16,,,10Q,,N,They’re very grown up.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_329.mp3,5
330,330,MA,9781442316409,Mandarin 2,16,,,10R,,M,他们很大了。,tā men hěn dà le.,5,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_330.mp3,5
331,331,MA,9781442316409,Mandarin 2,17,,,01Q,,N,He’s at a university in Beijing., ,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_331.mp3,"5,9"
332,332,MA,9781442316409,Mandarin 2,17,,,01R,,M,他在北京的一所大学。,tā zài běi jīng de yì suǒ dà xué.,9,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_332.mp3,"5,9"
333,333,MA,9781442316409,Mandarin 2,17,,,02Q,,N,My daughter is also a university student.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_333.mp3,5
334,334,MA,9781442316409,Mandarin 2,17,,,02R,,M,我的女儿也是一个大学生。,wǒ de nǚ ér yě shì yí gè dà xué shēng.,11,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_334.mp3,5
335,335,MA,9781442316409,Mandarin 2,17,,,03Q,,N,My son is a high school student.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_335.mp3,5
336,336,MA,9781442316409,Mandarin 2,17,,,03R,,M,我的儿子是一个中学生。,wǒ de ér zi shì yí gè zhōng xué shēng.,10,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_336.mp3,5
337,337,MA,9781442316409,Mandarin 2,17,,,04Q,,N,She’s working there today.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_337.mp3,20
338,338,MA,9781442316409,Mandarin 2,17,,,04R,,M,她今天在那儿工作。,tā jīn tiān zài nàr gōng zuò.,7,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_338.mp3,20
339,339,MA,9781442316409,Mandarin 2,17,,,05Q,,N,She’s studying English.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_339.mp3,5
340,340,MA,9781442316409,Mandarin 2,17,,,05R,,M,她学英文。,tā xué yīng wén.,4,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_340.mp3,5
341,341,MA,9781442316409,Mandarin 2,17,,,06Q,,N,I’m looking for a post office.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_341.mp3,4
342,342,MA,9781442316409,Mandarin 2,17,,,06R,,F,我在找邮局。,wǒ zài zhǎo yóu jú.,5,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_342.mp3,4
343,343,MA,9781442316409,Mandarin 2,17,,,07Q,,N,What is he studying?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_343.mp3,5
344,344,MA,9781442316409,Mandarin 2,17,,,07R,,F,他学什么？,tā xué shén me?,4,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_344.mp3,5
345,345,MA,9781442316409,Mandarin 2,17,,,08Q,,N,"Go straight ahead fifty meters, more or less.",,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_345.mp3,"4,12"
346,346,MA,9781442316409,Mandarin 2,17,,,08R,,M,一直往前走五十米左右。,yì zhí wǎng qián zǒu wǔ shí mǐ zuǒ yòu.,10,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_346.mp3,"4,12"
347,347,MA,9781442316409,Mandarin 2,17,,,09Q,,N,Next to the bank there is a telephone.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_347.mp3,"3,4,11"
348,348,MA,9781442316409,Mandarin 2,17,,,09R,,M,银行的旁边有一个电话。,yín háng de páng biān yǒu yí gè diàn huà.,10,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_348.mp3,"3,4,11"
349,349,MA,9781442316409,Mandarin 2,17,,,10Q,,N,My son is a university student.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_349.mp3,5
350,350,MA,9781442316409,Mandarin 2,17,,,10R,,F,我的儿子是一个大学生。,wǒ de ér zi shì yí gè dà xué shēng.,10,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_350.mp3,5
351,351,MA,9781442316409,Mandarin 2,18,,,01Q,,N,My wife is not too comfortable.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_351.mp3,5
352,352,MA,9781442316409,Mandarin 2,18,,,01R,,M,我的太太不太舒服。,wǒ de tài tai bú tài shū fu.,8,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_352.mp3,5
353,353,MA,9781442316409,Mandarin 2,18,,,02Q,,N,Turn right.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_353.mp3,4
354,354,MA,9781442316409,Mandarin 2,18,,,02R,,F,向右拐。,xiàng yòu guǎi.,3,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_354.mp3,4
355,355,MA,9781442316409,Mandarin 2,18,,,03Q,,N,Then go straight ahead.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_355.mp3,4
356,356,MA,9781442316409,Mandarin 2,18,,,03R,,F,然后一直往前走。,rán hòu yì zhí wǎng qián zǒu.,7,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_356.mp3,4
357,357,MA,9781442316409,Mandarin 2,18,,,04Q,,N,Then turn right.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_357.mp3,4
358,358,MA,9781442316409,Mandarin 2,18,,,04R,,F,然后向右拐。,rán hòu xiàng yòu guǎi.,5,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_358.mp3,4
359,359,MA,9781442316409,Mandarin 2,18,,,05Q,,N,The post office is on the left.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_359.mp3,4
