Control #,Rec #,Lang,Source Audio ISBN-13,Course,Unit Num,QZ #,Speaker,Cue,#of words,Q or S,Course Name (Source),Snippet Name,Skills
288,288,ESL_SP,9781442329423,,14,08R,M,Who called?,2,Q,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_288.mp3,"3,20"
289,289,ESL_SP,9781442329423,,14,09Q,N,Era un hombre.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_289.mp3,9
290,290,ESL_SP,9781442329423,,14,09R,F,It was a man.,4,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_290.mp3,9
291,291,ESL_SP,9781442329423,,14,10Q,N,He aquí otra manera de decir esto.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_291.mp3,"3,20"
292,292,ESL_SP,9781442329423,,14,10R,F,There was no message.,4,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_292.mp3,"3,20"
293,293,ESL_SP,9781442329423,,14,11Q,N,Llamó un hombre hace como quince minutos.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_293.mp3,"3,12,17"
294,294,ESL_SP,9781442329423,,14,11R,F,A man called about fifteen minutes ago.,7,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_294.mp3,"3,12,17"
295,295,ESL_SP,9781442329423,,14,12Q,N,¿Le gustaría dejar un mensaje?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_295.mp3,"3,20"
296,296,ESL_SP,9781442329423,,14,12R,F,Would you like to leave a message?,7,Q,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_296.mp3,"3,20"
297,297,ESL_SP,9781442329423,,15,01Q,N,¿Cuánto va a durar la reunión?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_297.mp3,"18,20"
298,298,ESL_SP,9781442329423,,15,01R,M,How long is the meeting going to last?,8,Q,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_298.mp3,"18,20"
299,299,ESL_SP,9781442329423,,15,02Q,N,¿Llamó alguien más?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_299.mp3,"3,20"
300,300,ESL_SP,9781442329423,,15,02R,M,Did anyone else call?,4,Q,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_300.mp3,"3,20"
301,301,ESL_SP,9781442329423,,15,03Q,N,Lo llamaré de vuelta.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_301.mp3,"3,20"
302,302,ESL_SP,9781442329423,,15,03R,M,I'll call him back.,4,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_302.mp3,"3,20"
303,303,ESL_SP,9781442329423,,15,04Q,N,Va a llamar de vuelta más tarde.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_303.mp3,"3,17,20"
304,304,ESL_SP,9781442329423,,15,04R,F,He's going to call back later.,6,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_304.mp3,"3,17,20"
305,305,ESL_SP,9781442329423,,15,05Q,N,Alguien llamó como a las dos.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_305.mp3,"3,12,17,20"
306,306,ESL_SP,9781442329423,,15,05R,F,Someone called about two o'clock.,5,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_306.mp3,"3,12,17,20"
307,307,ESL_SP,9781442329423,,15,06Q,N,No me acuerdo quién era.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_307.mp3,9
308,308,ESL_SP,9781442329423,,15,06R,F,I don't remember who it was.,6,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_308.mp3,9
309,309,ESL_SP,9781442329423,,15,07Q,N,Nadie más llamó.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_309.mp3,"3,20"
310,310,ESL_SP,9781442329423,,15,07R,F,No one else called.,4,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_310.mp3,"3,20"
311,311,ESL_SP,9781442329423,,15,08Q,N,Dejó un mensaje.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_311.mp3,"3,20"
312,312,ESL_SP,9781442329423,,15,08R,F,He left a message.,4,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_312.mp3,"3,20"
313,313,ESL_SP,9781442329423,,15,09Q,N,Llamaré de vuelta más tarde.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_313.mp3,"3,17,20"
314,314,ESL_SP,9781442329423,,15,09R,M,I'll call back later.,4,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_314.mp3,"3,17,20"
315,315,ESL_SP,9781442329423,,15,10Q,N,Llamará de vuelta esta tarde.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_315.mp3,"3,17,20"
316,316,ESL_SP,9781442329423,,15,10R,F,He'll call back this afternoon.,5,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_316.mp3,"3,17,20"
317,317,ESL_SP,9781442329423,,15,11Q,N,Es una reunión importante.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_317.mp3,"9,20"
318,318,ESL_SP,9781442329423,,15,11R,F,It's an important meeting.,4,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_318.mp3,"9,20"
319,319,ESL_SP,9781442329423,,15,12Q,N,Va a durar como media hora.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_319.mp3,"12,17"
320,320,ESL_SP,9781442329423,,15,12R,F,It's going to last about half an hour.,8,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_320.mp3,"12,17"
321,321,ESL_SP,9781442329423,,16,01Q,N,Todos deberán estar allí.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_321.mp3,"9,20"
322,322,ESL_SP,9781442329423,,16,01R,F,Everyone should be there.,4,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_322.mp3,"9,20"
323,323,ESL_SP,9781442329423,,16,02Q,N,Será una reunión larga.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_323.mp3,"17,20"
324,324,ESL_SP,9781442329423,,16,02R,F,It will be a long meeting.,6,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_324.mp3,"17,20"
325,325,ESL_SP,9781442329423,,16,03Q,N,Va a ser una reunión larga.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_325.mp3,"17,20"
326,326,ESL_SP,9781442329423,,16,03R,F,It's going to be a long meeting.,7,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_326.mp3,"17,20"
327,327,ESL_SP,9781442329423,,16,04Q,N,Quizá llame de vuelta.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_327.mp3,"3,20"
328,328,ESL_SP,9781442329423,,16,04R,M,Maybe she'll call back.,4,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_328.mp3,"3,20"
329,329,ESL_SP,9781442329423,,16,05Q,N,Tengo hambre.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_329.mp3,"6,16"
330,330,ESL_SP,9781442329423,,16,05R,M,I'm hungry.,2,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_330.mp3,"6,16"
331,331,ESL_SP,9781442329423,,16,06Q,N,No tengo mucha hanbre.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_331.mp3,"6,16"
332,332,ESL_SP,9781442329423,,16,06R,F,I'm not very hungry.,4,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_332.mp3,"6,16"
333,333,ESL_SP,9781442329423,,16,07Q,N,Quiere que lo llame de vuelta.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_333.mp3,"3,20"
334,334,ESL_SP,9781442329423,,16,07R,F,He wants you to call him back.,7,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_334.mp3,"3,20"
335,335,ESL_SP,9781442329423,,16,08Q,N,Lo llamaré de vuelta ahora mismo.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_335.mp3,"3,17,20"
336,336,ESL_SP,9781442329423,,16,08R,M,I'll call him back right now.,6,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_336.mp3,"3,17,20"
337,337,ESL_SP,9781442329423,,16,09Q,N,Es un cliente importante.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_337.mp3,20
338,338,ESL_SP,9781442329423,,16,09R,F,He's an important client.,4,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_338.mp3,20
339,339,ESL_SP,9781442329423,,16,10Q,N,La reunión será el viernes por la mañana a las diez.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_339.mp3,"12,17,20"
340,340,ESL_SP,9781442329423,,16,10R,F,The meeting will be Friday morning at ten o'clock.,9,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_340.mp3,"12,17,20"
341,341,ESL_SP,9781442329423,,17,01Q,N,Una amiga me ha invitado visitarla.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_341.mp3,"5,9,18"
342,342,ESL_SP,9781442329423,,17,01R,M,A friend has invited me to visit her.,8,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_342.mp3,"5,9,18"
343,343,ESL_SP,9781442329423,,17,02Q,N,No voy a estar aquí.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_343.mp3,9
344,344,ESL_SP,9781442329423,,17,02R,M,I won't be here.,4,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_344.mp3,9
345,345,ESL_SP,9781442329423,,17,03Q,N,Mi esposo y yo quisiéramos invitarlo a nuestra casa.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_345.mp3,"1,5"
346,346,ESL_SP,9781442329423,,17,03R,F,My husband and I would like to invite you to our place.,12,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_346.mp3,"1,5"
347,347,ESL_SP,9781442329423,,17,04Q,N,Siento molestarla.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_347.mp3,"7,13,16"
348,348,ESL_SP,9781442329423,,17,04R,M,Sorry to bother you.,4,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_348.mp3,"7,13,16"
349,349,ESL_SP,9781442329423,,17,05Q,N,¿A qué hora es nuestra reunión esta tarde?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_349.mp3,"17,20"
350,350,ESL_SP,9781442329423,,17,05R,M,What time is our meeting this afternoon?,7,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_350.mp3,"17,20"
351,351,ESL_SP,9781442329423,,17,06Q,N,Nuestro nuevo cliente estará en la reunión.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_351.mp3,"9,20"
352,352,ESL_SP,9781442329423,,17,06R,F,Our new client will be at the meeting.,8,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_352.mp3,"9,20"
353,353,ESL_SP,9781442329423,,17,07Q,N,Todos los de la oficina estarán allí.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_353.mp3,"9,20"
354,354,ESL_SP,9781442329423,,17,07R,F,Everyone from the office will be there.,7,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_354.mp3,"9,20"
355,355,ESL_SP,9781442329423,,17,08Q,N,Me ha invitado a visitarla este fin de semana.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_355.mp3,"17,18"
356,356,ESL_SP,9781442329423,,17,08R,M,She's invited me to visit her this weekend.,8,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_356.mp3,"17,18"
357,357,ESL_SP,9781442329423,,17,09Q,N,No va a ser una reunión larga.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_357.mp3,"17,20"
358,358,ESL_SP,9781442329423,,17,09R,M,It won't be a long meeting.,6,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_358.mp3,"17,20"
359,359,ESL_SP,9781442329423,,17,10Q,N,No va a estar en su oficina mañana.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_359.mp3,"17,20"
360,360,ESL_SP,9781442329423,,17,10R,F,She won't be in her office tomorrow.,7,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_360.mp3,"17,20"
361,361,ESL_SP,9781442329423,,18,01Q,N,Él quiere que lo llame esta mañana.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_361.mp3,"3,17,20"
362,362,ESL_SP,9781442329423,,18,01R,M,He wants me to call him this morning.,8,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_362.mp3,"3,17,20"
363,363,ESL_SP,9781442329423,,18,02Q,N,Voy a almorzar con mi sobrina y con su mejor amiga.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_363.mp3,"1,5,6,17"
364,364,ESL_SP,9781442329423,,18,02R,F,I'm going to have lunch with my niece and her best friend.,12,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_364.mp3,"1,5,6,17"
365,365,ESL_SP,9781442329423,,18,03Q,N,Quisiéramos invitarlo a cenar.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_365.mp3,"1,6"
366,366,ESL_SP,9781442329423,,18,03R,F,We'd like to invite you to dinner.,7,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_366.mp3,"1,6"
367,367,ESL_SP,9781442329423,,18,04Q,N,Esta tarde no estará en su oficina.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_367.mp3,"17,20"
368,368,ESL_SP,9781442329423,,18,04R,M,This afternoon he won't be in his office.,8,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_368.mp3,"17,20"
369,369,ESL_SP,9781442329423,,18,05Q,N,¿Dónde está nuestra mesera?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_369.mp3,"6,16"
370,370,ESL_SP,9781442329423,,18,05R,M,Where's our waitress?,3,Q,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_370.mp3,"6,16"
371,371,ESL_SP,9781442329423,,18,06Q,N,Mi sobrina viene de visita.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_371.mp3,"5,18"
372,372,ESL_SP,9781442329423,,18,06R,M,My niece is coming to visit.,6,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_372.mp3,"5,18"
373,373,ESL_SP,9781442329423,,18,07Q,N,Mi sobrina acaba de graduarse de la universidad.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_373.mp3,"5,20"
374,374,ESL_SP,9781442329423,,18,07R,M,My niece just graduated from college.,6,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_374.mp3,"5,20"
375,375,ESL_SP,9781442329423,,18,08Q,N,Ella se graduó.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_375.mp3,"5,20"
376,376,ESL_SP,9781442329423,,18,08R,M,She graduated.,2,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_376.mp3,"5,20"
377,377,ESL_SP,9781442329423,,18,09Q,N,Ambas se acaban de graduar de la universidad.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_377.mp3,"5,20"
378,378,ESL_SP,9781442329423,,18,09R,F,They both just graduated from college.,6,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_378.mp3,"5,20"
379,379,ESL_SP,9781442329423,,18,10Q,N,¿Qué estudiaron?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_379.mp3,"5,20"
380,380,ESL_SP,9781442329423,,18,10R,M,What did they study?,4,Q,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_380.mp3,"5,20"
381,381,ESL_SP,9781442329423,,19,01Q,N,¿Por cuánto tiempo?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_381.mp3,"7,17"
382,382,ESL_SP,9781442329423,,19,01R,M,For how long?,3,Q,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_382.mp3,"7,17"
383,383,ESL_SP,9781442329423,,19,02Q,N,¿En su opinión adónde deben ir?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_383.mp3,"9,18"
384,384,ESL_SP,9781442329423,,19,02R,F,In your opinion where should they go?,7,Q,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_384.mp3,"9,18"
385,385,ESL_SP,9781442329423,,19,03Q,N,¿Son dos semanas suficientes?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_385.mp3,"12,17"
386,386,ESL_SP,9781442329423,,19,03R,F,Is two weeks enough time?,5,Q,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_386.mp3,"12,17"
387,387,ESL_SP,9781442329423,,19,04Q,N,Mi esposo y yo quisiéramos invitarlo a cenar.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_387.mp3,"1,5,6"
388,388,ESL_SP,9781442329423,,19,04R,F,My husband and I would like to invite you to dinner.,11,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_388.mp3,"1,5,6"
389,389,ESL_SP,9781442329423,,19,05Q,N,Acaba de comprar un coche nuevo.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_389.mp3,"9,14"
390,390,ESL_SP,9781442329423,,19,05R,F,She just bought a new car.,6,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_390.mp3,"9,14"
391,391,ESL_SP,9781442329423,,19,06Q,N,Siéntese.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_391.mp3,"7,10"
392,392,ESL_SP,9781442329423,,19,06R,M,Sit down.,2,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_392.mp3,"7,10"
393,393,ESL_SP,9781442329423,,19,07Q,N,Justamente hablábamos de México.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_393.mp3,"7,18"
394,394,ESL_SP,9781442329423,,19,07R,F,We were just talking about Mexico.,6,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_394.mp3,"7,18"
395,395,ESL_SP,9781442329423,,19,08Q,N,¿Hablaban de México?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_395.mp3,18
396,396,ESL_SP,9781442329423,,19,08R,M,You were talking about Mexico?,5,Q,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_396.mp3,18
397,397,ESL_SP,9781442329423,,19,09Q,N,Estarán en mi casa este fin de semana.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_397.mp3,"1,17,18"
398,398,ESL_SP,9781442329423,,19,09R,F,They'll be at my place this weekend.,7,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_398.mp3,"1,17,18"
399,399,ESL_SP,9781442329423,,19,10Q,N,Pase y siéntese.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_399.mp3,"7,10,13"
400,400,ESL_SP,9781442329423,,19,10R,M,Come in and sit down.,5,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_400.mp3,"7,10,13"
401,401,ESL_SP,9781442329423,,19,11Q,N,Dos semanas son suficientes para ver las dos ciudades.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_401.mp3,"12,17,18"
402,402,ESL_SP,9781442329423,,19,11R,M,Two weeks is enough time to see both cities.,9,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_402.mp3,"12,17,18"
403,403,ESL_SP,9781442329423,,19,12Q,N,¿Tienen suficiente tiempo para ver cuatro ciudades?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_403.mp3,"12,17,18"
404,404,ESL_SP,9781442329423,,19,12R,F,Do they have enough time to see four cities?,9,Q,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_404.mp3,"12,17,18"
405,405,ESL_SP,9781442329423,,20,01Q,N,¿Tuvo tiempo para ver el museo?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_405.mp3,"1,17"
406,406,ESL_SP,9781442329423,,20,01R,F,Did you have time to see the museum?,8,Q,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_406.mp3,"1,17"
407,407,ESL_SP,9781442329423,,20,02Q,N,¿Cómo estuvo su viaje?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_407.mp3,"1,18"
408,408,ESL_SP,9781442329423,,20,02R,F,How was your trip?,4,Q,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_408.mp3,"1,18"
409,409,ESL_SP,9781442329423,,20,03Q,N,Le gustaría hacer un viaje.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_409.mp3,"1,18"
410,410,ESL_SP,9781442329423,,20,03R,F,He'd like to take a trip.,6,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_410.mp3,"1,18"
411,411,ESL_SP,9781442329423,,20,04Q,N,Tuve un poco de tiempo.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_411.mp3,"7,17"
412,412,ESL_SP,9781442329423,,20,04R,M,I had a little time.,5,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_412.mp3,"7,17"
413,413,ESL_SP,9781442329423,,20,05Q,N,La próxima vez me gustaría quedarme allí más tiempo.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_413.mp3,"17,18"
414,414,ESL_SP,9781442329423,,20,05R,M,Next time I'd like to stay there longer.,8,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_414.mp3,"17,18"
415,415,ESL_SP,9781442329423,,20,06Q,N,¿Viaja sola?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_415.mp3,"9,18"
416,416,ESL_SP,9781442329423,,20,06R,M,Is she traveling alone?,4,Q,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_416.mp3,"9,18"
417,417,ESL_SP,9781442329423,,20,07Q,N,Estuvo muy bien.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_417.mp3,7
418,418,ESL_SP,9781442329423,,20,07R,M,It went very well.,4,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_418.mp3,7
419,419,ESL_SP,9781442329423,,20,08Q,N,Está haciendo un viaje.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_419.mp3,"1,18"
420,420,ESL_SP,9781442329423,,20,08R,F,She's taking a trip.,4,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_420.mp3,"1,18"
421,421,ESL_SP,9781442329423,,20,09Q,N,Tuvimos una reunión larga.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_421.mp3,"17,20"
422,422,ESL_SP,9781442329423,,20,09R,M,We had a long meeting.,5,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_422.mp3,"17,20"
423,423,ESL_SP,9781442329423,,20,10Q,N,Justamente hablaba con mi sobrina.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_423.mp3,"1,5"
424,424,ESL_SP,9781442329423,,20,10R,F,I was just talking with my niece.,7,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_424.mp3,"1,5"
425,425,ESL_SP,9781442329423,,20,11Q,N,Ésa es mi hija y su novio.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_425.mp3,5
426,426,ESL_SP,9781442329423,,20,11R,F,That's my daughter and her boyfriend.,6,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_426.mp3,5
427,427,ESL_SP,9781442329423,,20,12Q,N,Valió la pena.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_427.mp3,"7,9"
428,428,ESL_SP,9781442329423,,20,12R,M,It was worthwhile.,3,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_428.mp3,"7,9"
429,429,ESL_SP,9781442329423,,21,01Q,N,¿Vino por carretera?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_429.mp3,"4,18"
