"Control#","Rec #","Lang","Source Audio ISBN-13","Course","Unit Num","Start","Stop","QZ #","line #","Speaker","Cue","#of words","Q or S","Course Name (Source)","Snippet Name","Skills"
"268","268","BP","9781442374140","BrazPort 1","14","","","07R","","M","É tarde.","2","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_268.mp3","7,17"
"269","269","BP","9781442374140","BrazPort 1","14","","","08Q","","N","Is there something good?","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_269.mp3","9,14"
"270","270","BP","9781442374140","BrazPort 1","14","","","08R","","M","Há alguma coisa boa?","4","Q","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_270.mp3","9,14"
"271","271","BP","9781442374140","BrazPort 1","14","","","09Q","","N","You too.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_271.mp3","9"
"272","272","BP","9781442374140","BrazPort 1","14","","","09R","","M","Você também.","2","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_272.mp3","9"
"273","273","BP","9781442374140","BrazPort 1","14","","","10Q","","N","It’s three o’clock.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_273.mp3","12,17"
"274","274","BP","9781442374140","BrazPort 1","14","","","10R","","F","São três horas.","3","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_274.mp3","12,17"
"275","275","BP","9781442374140","BrazPort 1","15","","","01Q","","N","With whom?","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_275.mp3","1,7"
"276","276","BP","9781442374140","BrazPort 1","15","","","01R","","M","Com quem?","2","Q","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_276.mp3","1,7"
"277","277","BP","9781442374140","BrazPort 1","15","","","02Q","","N","But later?","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_277.mp3","1,17"
"278","278","BP","9781442374140","BrazPort 1","15","","","02R","","M","Mas e mais tarde?","4","Q","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_278.mp3","1,17"
"279","279","BP","9781442374140","BrazPort 1","15","","","03Q","","N","What are we going to do?","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_279.mp3","1,9"
"280","280","BP","9781442374140","BrazPort 1","15","","","03R","","F","O que nós vamos fazer?","4","Q","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_280.mp3","1,9"
"281","281","BP","9781442374140","BrazPort 1","15","","","04Q","","N","We’re going to talk together.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_281.mp3","1,9"
"282","282","BP","9781442374140","BrazPort 1","15","","","04R","","F","Nós vamos conversar juntos.","4","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_282.mp3","1,9"
"283","283","BP","9781442374140","BrazPort 1","15","","","05Q","","N","It’s too much.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_283.mp3","7,12"
"284","284","BP","9781442374140","BrazPort 1","15","","","05R","","M","É demais.","2","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_284.mp3","7,12"
"285","285","BP","9781442374140","BrazPort 1","15","","","06Q","","N","Let’s go together.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_285.mp3","1,18"
"286","286","BP","9781442374140","BrazPort 1","15","","","06R","","M","Vamos juntos.","2","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_286.mp3","1,18"
"287","287","BP","9781442374140","BrazPort 1","15","","","07Q","","N","I want to talk with you.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_287.mp3","1"
"288","288","BP","9781442374140","BrazPort 1","15","","","07R","","F","Eu quero conversar com você.","5","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_288.mp3","1"
"289","289","BP","9781442374140","BrazPort 1","15","","","08Q","","N","You and me?","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_289.mp3","7"
"290","290","BP","9781442374140","BrazPort 1","15","","","08R","","F","Você e eu?","3","Q","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_290.mp3","7"
"291","291","BP","9781442374140","BrazPort 1","15","","","09Q","","N","He isn’t here.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_291.mp3","4,9"
"292","292","BP","9781442374140","BrazPort 1","15","","","09R","","M","Ele não está aqui.","4","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_292.mp3","4,9"
"293","293","BP","9781442374140","BrazPort 1","15","","","10Q","","N","I’m not going to do anything.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_293.mp3","1,9"
"294","294","BP","9781442374140","BrazPort 1","15","","","10R","","M","Eu não vou fazer nada.","5","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_294.mp3","1,9"
"295","295","BP","9781442374140","BrazPort 1","16","","","01Q","","N","We have too much time.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_295.mp3","12,17"
"296","296","BP","9781442374140","BrazPort 1","16","","","01R","","M","Nós temos tempo demais.","4","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_296.mp3","12,17"
"297","297","BP","9781442374140","BrazPort 1","16","","","02Q","","N","I have a friend.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_297.mp3","5,9"
"298","298","BP","9781442374140","BrazPort 1","16","","","02R","","F","Eu tenho um amigo.","4","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_298.mp3","5,9"
"299","299","BP","9781442374140","BrazPort 1","16","","","03Q","","N","Where is she?","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_299.mp3","4,5"
"300","300","BP","9781442374140","BrazPort 1","16","","","03R","","F","Onde ela está?","3","Q","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_300.mp3","4,5"
"301","301","BP","9781442374140","BrazPort 1","16","","","04Q","","N","We don’t have time for that now.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_301.mp3","1,17"
"302","302","BP","9781442374140","BrazPort 1","16","","","04R","","M","Nós não temos tempo para isso agora.","7","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_302.mp3","1,17"
"303","303","BP","9781442374140","BrazPort 1","16","","","05Q","","N","Who’s going to pay?","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_303.mp3","6,11,14"
"304","304","BP","9781442374140","BrazPort 1","16","","","05R","","M","Quem vai pagar?","3","Q","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_304.mp3","6,11,14"
"305","305","BP","9781442374140","BrazPort 1","16","","","06Q","","N","What’s he going to do?","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_305.mp3","1"
"306","306","BP","9781442374140","BrazPort 1","16","","","06R","","M","O que ele vai fazer?","4","Q","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_306.mp3","1"
"307","307","BP","9781442374140","BrazPort 1","16","","","07Q","","N","My husband isn’t here.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_307.mp3","4,5"
"308","308","BP","9781442374140","BrazPort 1","16","","","07R","","F","O meu marido não está aqui.","5","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_308.mp3","4,5"
"309","309","BP","9781442374140","BrazPort 1","16","","","08Q","","N","She’s not here.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_309.mp3","4,9"
"310","310","BP","9781442374140","BrazPort 1","16","","","08R","","M","Ela não está aqui.","4","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_310.mp3","4,9"
"311","311","BP","9781442374140","BrazPort 1","16","","","09Q","","N","We have one hour.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_311.mp3","12,17"
"312","312","BP","9781442374140","BrazPort 1","16","","","09R","","M","Nós temos uma hora.","4","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_312.mp3","12,17"
"313","313","BP","9781442374140","BrazPort 1","17","","","01Q","","N","It’s too much time.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_313.mp3","12,17"
"314","314","BP","9781442374140","BrazPort 1","17","","","01R","","F","É tempo demais.","3","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_314.mp3","12,17"
"315","315","BP","9781442374140","BrazPort 1","17","","","02Q","","N","We don’t know.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_315.mp3","7,9"
"316","316","BP","9781442374140","BrazPort 1","17","","","02R","","F","Nós não sabemos.","3","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_316.mp3","7,9"
"317","317","BP","9781442374140","BrazPort 1","17","","","03Q","","N","We have money for eating.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_317.mp3","6,11"
"318","318","BP","9781442374140","BrazPort 1","17","","","03R","","M","Nós temos dinheiro para comer.","5","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_318.mp3","6,11"
"319","319","BP","9781442374140","BrazPort 1","17","","","04Q","","N","Is he going to eat alone?","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_319.mp3","6"
"320","320","BP","9781442374140","BrazPort 1","17","","","04R","","M","Ele vai comer sozinho?","4","Q","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_320.mp3","6"
"321","321","BP","9781442374140","BrazPort 1","17","","","05Q","","N","Do you have time for talking?","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_321.mp3","1,17"
"322","322","BP","9781442374140","BrazPort 1","17","","","05R","","M","Você tem tempo para conversar?","5","Q","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_322.mp3","1,17"
"323","323","BP","9781442374140","BrazPort 1","17","","","06Q","","N","He’s not going to eat with us.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_323.mp3","6,9"
"324","324","BP","9781442374140","BrazPort 1","17","","","06R","","F","Ele não vai comer conosco.","5","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_324.mp3","6,9"
"325","325","BP","9781442374140","BrazPort 1","17","","","07Q","","N","Can we buy something?","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_325.mp3","14"
"326","326","BP","9781442374140","BrazPort 1","17","","","07R","","F","Nós podemos comprar alguma coisa?","5","Q","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_326.mp3","14"
"327","327","BP","9781442374140","BrazPort 1","17","","","08Q","","N","We’re Americans.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_327.mp3","9,10,16"
"328","328","BP","9781442374140","BrazPort 1","17","","","08R","","F","Nós somos americanos.","3","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_328.mp3","9,10,16"
"329","329","BP","9781442374140","BrazPort 1","18","","","01Q","","N","I’m ready.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_329.mp3","7"
"330","330","BP","9781442374140","BrazPort 1","18","","","01R","","M","Eu estou pronto.","3","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_330.mp3","7"
"331","331","BP","9781442374140","BrazPort 1","18","","","02Q","","N","We are in Brazil.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_331.mp3","9,18"
"332","332","BP","9781442374140","BrazPort 1","18","","","02R","","M","Nós estamos no Brasil.","4","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_332.mp3","9,18"
"333","333","BP","9781442374140","BrazPort 1","18","","","03Q","","N","Are you ready?","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_333.mp3","1,7"
"334","334","BP","9781442374140","BrazPort 1","18","","","03R","","F","Você está pronto?","3","Q","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_334.mp3","1,7"
"335","335","BP","9781442374140","BrazPort 1","18","","","04Q","","N","My friends are also going.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_335.mp3","1,5"
"336","336","BP","9781442374140","BrazPort 1","18","","","04R","","F","Os meus amigos também vão.","4","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_336.mp3","1,5"
"337","337","BP","9781442374140","BrazPort 1","18","","","05Q","","N","It’s not enough.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_337.mp3","7,12"
"338","338","BP","9781442374140","BrazPort 1","18","","","05R","","F","Não é suficiente.","3","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_338.mp3","7,12"
"339","339","BP","9781442374140","BrazPort 1","18","","","06Q","","N","We have enough money.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_339.mp3","11,12,14"
"340","340","BP","9781442374140","BrazPort 1","18","","","06R","","F","Nós temos dinheiro suficiente.","4","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_340.mp3","11,12,14"
"341","341","BP","9781442374140","BrazPort 1","18","","","07Q","","N","I’m leaving.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_341.mp3","18"
"342","342","BP","9781442374140","BrazPort 1","18","","","07R","","M","Eu vou embora.","3","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_342.mp3","18"
"343","343","BP","9781442374140","BrazPort 1","18","","","08Q","","N","I have enough money.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_343.mp3","11,12,14"
"344","344","BP","9781442374140","BrazPort 1","18","","","08R","","M","Eu tenho dinheiro suficiente.","4","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_344.mp3","11,12,14"
"345","345","BP","9781442374140","BrazPort 1","18","","","09Q","","N","We’re friends.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_345.mp3","5"
"346","346","BP","9781442374140","BrazPort 1","18","","","09R","","M","Nós somos amigos.","3","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_346.mp3","5"
"347","347","BP","9781442374140","BrazPort 1","18","","","10Q","","N","You alone don’t have enough money.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_347.mp3","11,12,14"
"348","348","BP","9781442374140","BrazPort 1","18","","","10R","","F","Você sozinho não tem dinheiro suficiente.","6","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_348.mp3","11,12,14"
"349","349","BP","9781442374140","BrazPort 1","18","","","11Q","","N","I want to know.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_349.mp3","7"
"350","350","BP","9781442374140","BrazPort 1","18","","","11R","","M","Eu quero saber.","3","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_350.mp3","7"
"351","351","BP","9781442374140","BrazPort 1","19","","","01Q","","N","In one hour.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_351.mp3","12,17"
"352","352","BP","9781442374140","BrazPort 1","19","","","01R","","M","Daqui a uma hora.","3","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_352.mp3","12,17"
"353","353","BP","9781442374140","BrazPort 1","19","","","02Q","","N","Are you leaving the hotel?","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_353.mp3","18"
"354","354","BP","9781442374140","BrazPort 1","19","","","02R","","M","Você vai embora do hotel?","5","Q","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_354.mp3","18"
"355","355","BP","9781442374140","BrazPort 1","19","","","03Q","","N","I want more.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_355.mp3","7,12"
"356","356","BP","9781442374140","BrazPort 1","19","","","03R","","F","Eu quero mais.","3","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_356.mp3","7,12"
"357","357","BP","9781442374140","BrazPort 1","19","","","04Q","","N","We speak together in Portuguese.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_357.mp3","1,15"
"358","358","BP","9781442374140","BrazPort 1","19","","","04R","","F","Nós falamos juntos em português.","5","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_358.mp3","1,15"
"359","359","BP","9781442374140","BrazPort 1","19","","","05Q","","N","Are they leaving?","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_359.mp3","18"
"360","360","BP","9781442374140","BrazPort 1","19","","","05R","","M","Eles vão embora?","3","Q","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_360.mp3","18"
"361","361","BP","9781442374140","BrazPort 1","19","","","06Q","","N","There are Brazilian and American friends.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_361.mp3","5,9"
"362","362","BP","9781442374140","BrazPort 1","19","","","06R","","F","Há amigos brasileiros e americanos.","5","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_362.mp3","5,9"
"363","363","BP","9781442374140","BrazPort 1","19","","","07Q","","N","We all are leaving.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_363.mp3","18"
"364","364","BP","9781442374140","BrazPort 1","19","","","07R","","F","Nós todos vamos embora.","4","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_364.mp3","18"
"365","365","BP","9781442374140","BrazPort 1","19","","","08Q","","N","I’m going to a churrascaria.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_365.mp3","1,6"
"366","366","BP","9781442374140","BrazPort 1","19","","","08R","","F","Eu vou a uma churrascaria.","5","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_366.mp3","1,6"
"367","367","BP","9781442374140","BrazPort 1","19","","","09Q","","N","At three P.M.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_367.mp3","12,17"
"368","368","BP","9781442374140","BrazPort 1","19","","","09R","","F","Às três da tarde.","4","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_368.mp3","12,17"
"369","369","BP","9781442374140","BrazPort 1","19","","","10Q","","N","In a week or two.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_369.mp3","12,17"
"370","370","BP","9781442374140","BrazPort 1","19","","","10R","","F","Daqui a uma semana ou duas.","5","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_370.mp3","12,17"
"371","371","BP","9781442374140","BrazPort 1","19","","","11Q","","N","When are you leaving?","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_371.mp3","17,18"
"372","372","BP","9781442374140","BrazPort 1","19","","","11R","","M","Quando você vai embora?","4","Q","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_372.mp3","17,18"
"373","373","BP","9781442374140","BrazPort 1","19","","","12Q","","N","They’re leaving in two months.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_373.mp3","12,17,18"
"374","374","BP","9781442374140","BrazPort 1","19","","","12R","","F","Eles vão embora daqui a dois meses.","6","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_374.mp3","12,17,18"
"375","375","BP","9781442374140","BrazPort 1","20","","","01Q","","N","He doesn’t speak slowly.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_375.mp3","15"
"376","376","BP","9781442374140","BrazPort 1","20","","","01R","","F","Ele não fala devagar.","4","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_376.mp3","15"
"377","377","BP","9781442374140","BrazPort 1","20","","","02Q","","N","Am ready.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_377.mp3","7"
"378","378","BP","9781442374140","BrazPort 1","20","","","02R","","F","Estou pronta.","2","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_378.mp3","7"
"379","379","BP","9781442374140","BrazPort 1","20","","","03Q","","N","How long is he going to be located there?","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_379.mp3","4,17"
"380","380","BP","9781442374140","BrazPort 1","20","","","03R","","F","Quanto tempo ele vai ficar lá?","6","Q","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_380.mp3","4,17"
"381","381","BP","9781442374140","BrazPort 1","20","","","04Q","","N","Perhaps two weeks more.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_381.mp3","12,17"
"382","382","BP","9781442374140","BrazPort 1","20","","","04R","","M","Talvez mais duas semanas.","4","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_382.mp3","12,17"
"383","383","BP","9781442374140","BrazPort 1","20","","","05Q","","N","Isn’t that so?","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_383.mp3","7"
"384","384","BP","9781442374140","BrazPort 1","20","","","05R","","F","Não é?","2","Q","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_384.mp3","7"
"385","385","BP","9781442374140","BrazPort 1","20","","","06Q","","N","That’s true.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_385.mp3","7"
"386","386","BP","9781442374140","BrazPort 1","20","","","06R","","M","É verdade.","2","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_386.mp3","7"
"387","387","BP","9781442374140","BrazPort 1","20","","","07Q","","N","They’re leaving earlier.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_387.mp3","17,18"
"388","388","BP","9781442374140","BrazPort 1","20","","","07R","","M","Eles vão embora mais cedo.","5","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_388.mp3","17,18"
"389","389","BP","9781442374140","BrazPort 1","20","","","08Q","","N","That isn’t so.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_389.mp3","7"
"390","390","BP","9781442374140","BrazPort 1","20","","","08R","","M","Não é.","2","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_390.mp3","7"
"391","391","BP","9781442374140","BrazPort 1","20","","","09Q","","N","You speak quickly.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_391.mp3","15"
"392","392","BP","9781442374140","BrazPort 1","20","","","09R","","F","Você fala depressa.","3","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_392.mp3","15"
"393","393","BP","9781442374140","BrazPort 1","20","","","10Q","","N","This person speaks too quickly.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_393.mp3","15"
"394","394","BP","9781442374140","BrazPort 1","20","","","10R","","M","Esta pessoa fala depressa demais.","5","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_394.mp3","15"
"395","395","BP","9781442374140","BrazPort 1","20","","","11Q","","N","More quickly than I?","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_395.mp3","7,15"
"396","396","BP","9781442374140","BrazPort 1","20","","","11R","","F","Mais depressa que eu?","4","Q","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_396.mp3","7,15"
"397","397","BP","9781442374140","BrazPort 1","21","","","01Q","","N","Give me that glass.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_397.mp3","6,14"
"398","398","BP","9781442374140","BrazPort 1","21","","","01R","","M","Dê-me esse copo.","3","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_398.mp3","6,14"
"399","399","BP","9781442374140","BrazPort 1","21","","","02Q","","N","How unfortunate!","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_399.mp3","7"
"400","400","BP","9781442374140","BrazPort 1","21","","","02R","","M","Que pena!","2","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_400.mp3","7"
