"Rec #","Lang","ISBN-13","Course","Unit Num","start","stop","QZ #","line #","spkr","Cue","#of words","Q or S","Course Name (Source)","Skills"
"318","IT","978-1-4423-4866-0","Italian Level 1","17","0:02:35","0:02:37","01R","41","F","Vado a comprare delle caramelle.","5","S","Italian Phase 1, Units 1 - 30 (2002)","6,14"
"319","IT","978-1-4423-4866-0","Italian Level 1","17","0:05:17","0:05:19","02Q","72","N","I can give you some money.","","","Italian Phase 1, Units 1 - 30 (2002)","11"
"320","IT","978-1-4423-4866-0","Italian Level 1","17","0:05:22","0:05:24","02R","73","F","Le posso dare dei soldi.","5","S","Italian Phase 1, Units 1 - 30 (2002)","11"
"321","IT","978-1-4423-4866-0","Italian Level 1","17","0:06:28","0:06:29","03Q","83","N","I have enough.","","","Italian Phase 1, Units 1 - 30 (2002)","9,14,15"
"322","IT","978-1-4423-4866-0","Italian Level 1","17","0:06:32","0:06:33","03R","84","F","Ne ho abbastanza.","3","S","Italian Phase 1, Units 1 - 30 (2002)","9,14,15"
"323","IT","978-1-4423-4866-0","Italian Level 1","17","0:10:33","0:10:34","04Q","128","N","Are you going to buy something?","","","Italian Phase 1, Units 1 - 30 (2002)","14"
"324","IT","978-1-4423-4866-0","Italian Level 1","17","0:10:39","0:10:40","04R","129","M","Va a comprare qualcosa?","4","Q","Italian Phase 1, Units 1 - 30 (2002)","14"
"325","IT","978-1-4423-4866-0","Italian Level 1","17","0:11:10","0:11:11","05Q","134","N","That’s too expensive.","","","Italian Phase 1, Units 1 - 30 (2002)","11,14,16"
"326","IT","978-1-4423-4866-0","Italian Level 1","17","0:11:13","0:11:14","05R","135","M","È troppo caro.","3","S","Italian Phase 1, Units 1 - 30 (2002)","11,14,16"
"327","IT","978-1-4423-4866-0","Italian Level 1","17","0:14:06","0:14:07","06Q","162","N","I speak Italian.","","","Italian Phase 1, Units 1 - 30 (2002)","10,15,16"
"328","IT","978-1-4423-4866-0","Italian Level 1","17","0:14:10","0:14:11","06R","163","F","Parlo italiano.","2","S","Italian Phase 1, Units 1 - 30 (2002)","10,15,16"
"329","IT","978-1-4423-4866-0","Italian Level 1","17","0:14:51","0:14:52","07Q","167","N","You speak Italian.","","","Italian Phase 1, Units 1 - 30 (2002)","15,16"
"330","IT","978-1-4423-4866-0","Italian Level 1","17","0:14:55","0:14:56","07R","168","M","Parla italiano.","2","S","Italian Phase 1, Units 1 - 30 (2002)","15,16"
"331","IT","978-1-4423-4866-0","Italian Level 1","17","0:15:52","0:15:54","08Q","175","N","I don’t talk fast.","","","Italian Phase 1, Units 1 - 30 (2002)","15"
"332","IT","978-1-4423-4866-0","Italian Level 1","17","0:15:58","0:16:00","08R","176","F","Non parlo velocemente.","3","S","Italian Phase 1, Units 1 - 30 (2002)","15"
"333","IT","978-1-4423-4866-0","Italian Level 1","17","0:17:27","0:17:29","09Q","188","N","You talk too fast for me.","","","Italian Phase 1, Units 1 - 30 (2002)","15"
"334","IT","978-1-4423-4866-0","Italian Level 1","17","0:17:33","0:17:35","09R","189","M","Parla troppo velocemente per me.","5","S","Italian Phase 1, Units 1 - 30 (2002)","15"
"335","IT","978-1-4423-4866-0","Italian Level 1","18","0:06:09","0:06:10","01Q","84","N","You speak faster.","","","Italian Phase 1, Units 1 - 30 (2002)","15"
"336","IT","978-1-4423-4866-0","Italian Level 1","18","0:06:13","0:06:14","01R","85","F","Parla più velocemente.","3","S","Italian Phase 1, Units 1 - 30 (2002)","15"
"337","IT","978-1-4423-4866-0","Italian Level 1","18","0:07:49","0:07:51","02Q","100","N","My husband speaks quickly.","","","Italian Phase 1, Units 1 - 30 (2002)","5,15"
"338","IT","978-1-4423-4866-0","Italian Level 1","18","0:07:55","0:07:57","02R","101","F","Mio marito parla velocemente.","4","S","Italian Phase 1, Units 1 - 30 (2002)","5,15"
"339","IT","978-1-4423-4866-0","Italian Level 1","18","0:08:56","0:08:58","03Q","113","N","My wife is over there.","","","Italian Phase 1, Units 1 - 30 (2002)","4,5"
"340","IT","978-1-4423-4866-0","Italian Level 1","18","0:09:01","0:09:02","03R","114","M","Mia moglie è lì.","4","S","Italian Phase 1, Units 1 - 30 (2002)","4,5"
"341","IT","978-1-4423-4866-0","Italian Level 1","18","0:11:45","0:11:46","04Q","138","N","You would like to drink some water.","","","Italian Phase 1, Units 1 - 30 (2002)","6"
"342","IT","978-1-4423-4866-0","Italian Level 1","18","0:11:49","0:11:50","04R","139","M","Vorrebbe bere dell’acqua.","3","S","Italian Phase 1, Units 1 - 30 (2002)","6"
"343","IT","978-1-4423-4866-0","Italian Level 1","18","0:12:55","0:12:57","05Q","150","N","Your wife is here.","","","Italian Phase 1, Units 1 - 30 (2002)","5"
"344","IT","978-1-4423-4866-0","Italian Level 1","18","0:13:00","0:13:00","05R","151","M","Sua moglie è qui.","4","S","Italian Phase 1, Units 1 - 30 (2002)","5"
"345","IT","978-1-4423-4866-0","Italian Level 1","18","0:13:26","0:13:27","06Q","156","N","Where’s my husband?","","","Italian Phase 1, Units 1 - 30 (2002)","4,5"
"346","IT","978-1-4423-4866-0","Italian Level 1","18","0:13:30","0:13:31","06R","157","F","Dov’è mio marito?","3","Q","Italian Phase 1, Units 1 - 30 (2002)","4,5"
"347","IT","978-1-4423-4866-0","Italian Level 1","18","0:15:46","0:15:47","07Q","178","N","Who is over there?","","","Italian Phase 1, Units 1 - 30 (2002)","4,7,16"
"348","IT","978-1-4423-4866-0","Italian Level 1","18","0:15:50","0:15:50","07R","179","M","Chi è lì?","3","Q","Italian Phase 1, Units 1 - 30 (2002)","4,7,16"
"349","IT","978-1-4423-4866-0","Italian Level 1","18","0:17:19","0:17:21","08Q","195","N","Your wife can drink water.","","","Italian Phase 1, Units 1 - 30 (2002)","5,6"
"350","IT","978-1-4423-4866-0","Italian Level 1","18","0:17:25","0:17:27","08R","196","F","Sua moglie può bere dell’acqua.","5","S","Italian Phase 1, Units 1 - 30 (2002)","5,6"
"351","IT","978-1-4423-4866-0","Italian Level 1","18","0:19:18","0:19:19","09Q","216","N","Where are you going?","","","Italian Phase 1, Units 1 - 30 (2002)","4,7"
"352","IT","978-1-4423-4866-0","Italian Level 1","18","0:19:21","0:19:21","09R","217","M","Dove va?","2","Q","Italian Phase 1, Units 1 - 30 (2002)","4,7"
"353","IT","978-1-4423-4866-0","Italian Level 1","18","0:20:01","0:20:03","10Q","221","N","I’m having dinner with my husband.","","","Italian Phase 1, Units 1 - 30 (2002)","5,6"
"354","IT","978-1-4423-4866-0","Italian Level 1","18","0:20:07","0:20:08","10R","222","F","Ceno con mio marito.","4","S","Italian Phase 1, Units 1 - 30 (2002)","5,6"
"355","IT","978-1-4423-4866-0","Italian Level 1","18","0:20:31","0:20:33","11Q","225","N","Well then, would you like to drink something?","","","Italian Phase 1, Units 1 - 30 (2002)","6"
"356","IT","978-1-4423-4866-0","Italian Level 1","18","0:20:38","0:20:39","11R","226","M","Allora, vorrebbe bere qualcosa?","4","Q","Italian Phase 1, Units 1 - 30 (2002)","6"
"357","IT","978-1-4423-4866-0","Italian Level 1","19","0:05:53","0:05:54","01Q","73","N","He’s over there.","","","Italian Phase 1, Units 1 - 30 (2002)","4,9,16"
"358","IT","978-1-4423-4866-0","Italian Level 1","19","0:05:56","0:05:57","01R","74","F","Lui è lì.","3","S","Italian Phase 1, Units 1 - 30 (2002)","4,9,16"
"359","IT","978-1-4423-4866-0","Italian Level 1","19","0:06:22","0:06:23","02Q","77","N","She’s over there.","","","Italian Phase 1, Units 1 - 30 (2002)","4,9,16"
"360","IT","978-1-4423-4866-0","Italian Level 1","19","0:06:25","0:06:25","02R","78","M","Lei è lì.","3","S","Italian Phase 1, Units 1 - 30 (2002)","4,9,16"
"361","IT","978-1-4423-4866-0","Italian Level 1","19","0:07:43","0:07:45","03Q","89","N","What would he like to drink?","","","Italian Phase 1, Units 1 - 30 (2002)","6"
"362","IT","978-1-4423-4866-0","Italian Level 1","19","0:07:49","0:07:51","03R","90","M","Che cosa lui vorrebbe bere?","5","Q","Italian Phase 1, Units 1 - 30 (2002)","6"
"363","IT","978-1-4423-4866-0","Italian Level 1","19","0:08:50","0:08:51","04Q","100","N","Come in.","","","Italian Phase 1, Units 1 - 30 (2002)","10,13"
"364","IT","978-1-4423-4866-0","Italian Level 1","19","0:08:53","0:08:54","04R","101","F","Entri.","1","S","Italian Phase 1, Units 1 - 30 (2002)","10,13"
"365","IT","978-1-4423-4866-0","Italian Level 1","19","0:09:15","0:09:16","05Q","105","N","Pleased to meet you.","","","Italian Phase 1, Units 1 - 30 (2002)","10,13,16"
"366","IT","978-1-4423-4866-0","Italian Level 1","19","0:09:18","0:09:19","05R","106","M","Piacere.","1","S","Italian Phase 1, Units 1 - 30 (2002)","10,13,16"
"367","IT","978-1-4423-4866-0","Italian Level 1","19","0:11:03","0:11:04","06Q","126","N","Where do you live?","","","Italian Phase 1, Units 1 - 30 (2002)","4,7"
"368","IT","978-1-4423-4866-0","Italian Level 1","19","0:11:06","0:11:08","06R","127","M","Dove abita?","2","Q","Italian Phase 1, Units 1 - 30 (2002)","4,7"
"369","IT","978-1-4423-4866-0","Italian Level 1","19","0:12:57","0:12:58","07Q","146","N","We live here.","","","Italian Phase 1, Units 1 - 30 (2002)","9,16"
"370","IT","978-1-4423-4866-0","Italian Level 1","19","0:13:00","0:13:01","07R","147","M","Noi abitiamo qui.","3","S","Italian Phase 1, Units 1 - 30 (2002)","9,16"
"371","IT","978-1-4423-4866-0","Italian Level 1","19","0:15:33","0:15:35","08Q","167","N","My husband and I.","","","Italian Phase 1, Units 1 - 30 (2002)","5"
"372","IT","978-1-4423-4866-0","Italian Level 1","19","0:15:41","0:15:42","08R","168","F","Io e mio marito.","4","S","Italian Phase 1, Units 1 - 30 (2002)","5"
"373","IT","978-1-4423-4866-0","Italian Level 1","19","0:16:58","0:16:59","09Q","179","N","We’d like to drink some water.","","","Italian Phase 1, Units 1 - 30 (2002)","6,17"
"374","IT","978-1-4423-4866-0","Italian Level 1","19","0:17:03","0:17:04","09R","180","M","Noi vorremmo bere dell’acqua.","4","S","Italian Phase 1, Units 1 - 30 (2002)","6,17"
"375","IT","978-1-4423-4866-0","Italian Level 1","19","0:18:00","0:18:02","10Q","188","N","He’s going to the restaurant.","","","Italian Phase 1, Units 1 - 30 (2002)","1,6"
"376","IT","978-1-4423-4866-0","Italian Level 1","19","0:18:06","0:18:07","10R","189","F","Lui va al ristorante.","4","S","Italian Phase 1, Units 1 - 30 (2002)","1,6"
"377","IT","978-1-4423-4866-0","Italian Level 1","20","0:02:15","0:02:17","01Q","42","N","We can speak Italian.","","","Italian Phase 1, Units 1 - 30 (2002)","1,15"
"378","IT","978-1-4423-4866-0","Italian Level 1","20","0:02:20","0:02:22","01R","43","F","Possiamo parlare italiano.","3","S","Italian Phase 1, Units 1 - 30 (2002)","1,15"
"379","IT","978-1-4423-4866-0","Italian Level 1","20","0:06:41","0:06:42","02Q","86","N","Do you have any children?","","","Italian Phase 1, Units 1 - 30 (2002)","5"
"380","IT","978-1-4423-4866-0","Italian Level 1","20","0:06:44","0:06:45","02R","87","M","Ha figli?","2","Q","Italian Phase 1, Units 1 - 30 (2002)","5"
"381","IT","978-1-4423-4866-0","Italian Level 1","20","0:07:16","0:07:17","03Q","91","N","We have children.","","","Italian Phase 1, Units 1 - 30 (2002)","5"
"382","IT","978-1-4423-4866-0","Italian Level 1","20","0:07:20","0:07:21","03R","92","M","Abbiamo figli.","2","S","Italian Phase 1, Units 1 - 30 (2002)","5"
"383","IT","978-1-4423-4866-0","Italian Level 1","20","0:07:36","0:07:37","04Q","94","N","How many children do you have?","","","Italian Phase 1, Units 1 - 30 (2002)","5,12"
"384","IT","978-1-4423-4866-0","Italian Level 1","20","0:07:41","0:07:42","04R","95","F","Quanti figli ha?","3","Q","Italian Phase 1, Units 1 - 30 (2002)","5,12"
"385","IT","978-1-4423-4866-0","Italian Level 1","20","0:08:45","0:08:46","05Q","104","N","We have two boys.","","","Italian Phase 1, Units 1 - 30 (2002)","5,12"
"386","IT","978-1-4423-4866-0","Italian Level 1","20","0:08:50","0:08:51","05R","105","M","Abbiamo due figli maschi.","4","S","Italian Phase 1, Units 1 - 30 (2002)","5,12"
"387","IT","978-1-4423-4866-0","Italian Level 1","20","0:09:26","0:09:27","06Q","111","N","We have one daughter.","","","Italian Phase 1, Units 1 - 30 (2002)","5,17"
"388","IT","978-1-4423-4866-0","Italian Level 1","20","0:09:31","0:09:32","06R","112","M","Abbiamo una figlia.","3","S","Italian Phase 1, Units 1 - 30 (2002)","5,17"
"389","IT","978-1-4423-4866-0","Italian Level 1","20","0:10:04","0:10:05","07Q","117","N","We have no sons.","","","Italian Phase 1, Units 1 - 30 (2002)","5"
"390","IT","978-1-4423-4866-0","Italian Level 1","20","0:10:09","0:10:10","07R","118","M","Non abbiamo figli maschi.","4","S","Italian Phase 1, Units 1 - 30 (2002)","5"
"391","IT","978-1-4423-4866-0","Italian Level 1","20","0:13:18","0:13:19","08Q","150","N","The boy is big.","","","Italian Phase 1, Units 1 - 30 (2002)","5"
"392","IT","978-1-4423-4866-0","Italian Level 1","20","0:13:21","0:13:22","08R","151","M","Il figlio è grande.","4","S","Italian Phase 1, Units 1 - 30 (2002)","5"
"393","IT","978-1-4423-4866-0","Italian Level 1","20","0:16:00","0:16:02","09Q","176","N","They are grown up.","","","Italian Phase 1, Units 1 - 30 (2002)","5"
"394","IT","978-1-4423-4866-0","Italian Level 1","20","0:16:04","0:16:05","09R","177","M","Loro sono grandi.","3","S","Italian Phase 1, Units 1 - 30 (2002)","5"
"395","IT","978-1-4423-4866-0","Italian Level 1","20","0:18:21","0:18:23","10Q","199","N","The boys are very big.","","","Italian Phase 1, Units 1 - 30 (2002)","5"
"396","IT","978-1-4423-4866-0","Italian Level 1","20","0:18:25","0:18:27","10R","200","M","I figli maschi sono molto grandi.","5","S","Italian Phase 1, Units 1 - 30 (2002)","5"
"397","IT","978-1-4423-4866-0","Italian Level 1","21","0:03:08","0:03:10","01Q","53","N","I can give you some candy.","","","Italian Phase 1, Units 1 - 30 (2002)","6"
"398","IT","978-1-4423-4866-0","Italian Level 1","21","0:03:13","0:03:14","01R","54","M","Le posso dare delle caramelle.","5","S","Italian Phase 1, Units 1 - 30 (2002)","6"
"399","IT","978-1-4423-4866-0","Italian Level 1","21","0:03:39","0:03:40","02Q","58","N","We can wait.","","","Italian Phase 1, Units 1 - 30 (2002)","9,16"
"400","IT","978-1-4423-4866-0","Italian Level 1","21","0:03:42","0:03:43","02R","59","M","Possiamo aspettare.","2","S","Italian Phase 1, Units 1 - 30 (2002)","9,16"
"401","IT","978-1-4423-4866-0","Italian Level 1","21","0:04:01","0:04:02","03Q","61","N","Can you wait?","","","Italian Phase 1, Units 1 - 30 (2002)","7,16"
"402","IT","978-1-4423-4866-0","Italian Level 1","21","0:04:05","0:04:06","03R","62","M","Può aspettare?","2","Q","Italian Phase 1, Units 1 - 30 (2002)","7,16"
"403","IT","978-1-4423-4866-0","Italian Level 1","21","0:05:28","0:05:30","04Q","76","N","We would like a lot of children.","","","Italian Phase 1, Units 1 - 30 (2002)","5,12"
"404","IT","978-1-4423-4866-0","Italian Level 1","21","0:05:33","0:05:34","04R","77","M","Vorremmo molti figli.","3","S","Italian Phase 1, Units 1 - 30 (2002)","5,12"
"405","IT","978-1-4423-4866-0","Italian Level 1","21","0:09:35","0:09:36","05Q","115","N","Our son is little.","","","Italian Phase 1, Units 1 - 30 (2002)","5,12"
"406","IT","978-1-4423-4866-0","Italian Level 1","21","0:09:39","0:09:40","05R","116","M","Nostro figlio è piccolo.","4","S","Italian Phase 1, Units 1 - 30 (2002)","5,12"
"407","IT","978-1-4423-4866-0","Italian Level 1","21","0:10:27","0:10:27","06Q","124","N","Really?","","","Italian Phase 1, Units 1 - 30 (2002)","5"
"408","IT","978-1-4423-4866-0","Italian Level 1","21","0:10:30","0:10:31","06R","125","F","Veramente?","1","Q","Italian Phase 1, Units 1 - 30 (2002)","5"
"409","IT","978-1-4423-4866-0","Italian Level 1","21","0:11:25","0:11:26","07Q","133","N","Where is your daughter?","","","Italian Phase 1, Units 1 - 30 (2002)","4,5"
"410","IT","978-1-4423-4866-0","Italian Level 1","21","0:11:29","0:11:30","07R","134","F","Dov’è vostra figlia?","3","Q","Italian Phase 1, Units 1 - 30 (2002)","4,5"
"411","IT","978-1-4423-4866-0","Italian Level 1","21","0:13:07","0:13:08","08Q","151","N","Where is the bathroom?","","","Italian Phase 1, Units 1 - 30 (2002)","4,16"
"412","IT","978-1-4423-4866-0","Italian Level 1","21","0:13:10","0:13:12","08R","152","M","Dov’è il bagno?","3","Q","Italian Phase 1, Units 1 - 30 (2002)","4,16"
"413","IT","978-1-4423-4866-0","Italian Level 1","21","0:20:47","0:20:48","09Q","224","N","Your family is really big.","","","Italian Phase 1, Units 1 - 30 (2002)","5"
"414","IT","978-1-4423-4866-0","Italian Level 1","21","0:20:53","0:20:55","09R","225","F","La vostra famiglia è veramente grande.","6","S","Italian Phase 1, Units 1 - 30 (2002)","5"
"415","IT","978-1-4423-4866-0","Italian Level 1","21","0:22:58","0:23:00","10Q","250","N","We are going over there.","","","Italian Phase 1, Units 1 - 30 (2002)","4"
"416","IT","978-1-4423-4866-0","Italian Level 1","21","0:23:02","0:23:03","10R","251","M","Andiamo lì.","2","S","Italian Phase 1, Units 1 - 30 (2002)","4"
"417","IT","978-1-4423-4866-0","Italian Level 1","21","0:23:31","0:23:32","11Q","256","N","You have a big family.","","","Italian Phase 1, Units 1 - 30 (2002)","5"
"418","IT","978-1-4423-4866-0","Italian Level 1","21","0:23:36","0:23:37","11R","257","F","Ha una famiglia grande.","4","S","Italian Phase 1, Units 1 - 30 (2002)","5"
"419","IT","978-1-4423-4866-0","Italian Level 1","22","0:05:57","0:05:59","01Q","72","N","How many people are there?","","","Italian Phase 1, Units 1 - 30 (2002)","7,12"
"420","IT","978-1-4423-4866-0","Italian Level 1","22","0:06:01","0:06:02","01R","73","F","Quante persone ci sono?","4","Q","Italian Phase 1, Units 1 - 30 (2002)","7,12"
"421","IT","978-1-4423-4866-0","Italian Level 1","22","0:10:20","0:10:22","02Q","114","N","There are five people in my family.","","","Italian Phase 1, Units 1 - 30 (2002)","5,12"
"422","IT","978-1-4423-4866-0","Italian Level 1","22","0:10:26","0:10:28","02R","115","M","Ci sono cinque persone nella mia famiglia.","7","S","Italian Phase 1, Units 1 - 30 (2002)","5,12"
"423","IT","978-1-4423-4866-0","Italian Level 1","22","0:11:59","0:12:01","03Q","130","N","My car is big enough.","","","Italian Phase 1, Units 1 - 30 (2002)","18"
"424","IT","978-1-4423-4866-0","Italian Level 1","22","0:12:04","0:12:06","03R","131","M","La mia macchina è abbastanza grande.","6","S","Italian Phase 1, Units 1 - 30 (2002)","18"
"425","IT","978-1-4423-4866-0","Italian Level 1","22","0:17:08","0:17:09","04Q","181","N","We want gas.","","","Italian Phase 1, Units 1 - 30 (2002)","18"
"426","IT","978-1-4423-4866-0","Italian Level 1","22","0:17:12","0:17:13","04R","182","182","Vogliamo della benzina.","3","S","Italian Phase 1, Units 1 - 30 (2002)","18"
"427","IT","978-1-4423-4866-0","Italian Level 1","22","0:20:58","0:20:59","05Q","214","N","We have an Italian car.","","","Italian Phase 1, Units 1 - 30 (2002)","18"
"428","IT","978-1-4423-4866-0","Italian Level 1","22","0:21:03","0:21:04","05R","215","M","Abbiamo una macchina italiana.","4","S","Italian Phase 1, Units 1 - 30 (2002)","18"
"429","IT","978-1-4423-4866-0","Italian Level 1","22","0:22:37","0:22:41","06Q","229","N","There are not a lot of American cars in Italy.","","","Italian Phase 1, Units 1 - 30 (2002)","7,12,18"
"430","IT","978-1-4423-4866-0","Italian Level 1","22","0:22:45","0:22:47","06R","230","M","Non ci sono molte macchine americane in Italia.","8","S","Italian Phase 1, Units 1 - 30 (2002)","7,12,18"
"431","IT","978-1-4423-4866-0","Italian Level 1","22","0:23:29","0:23:31","07Q","237","N","Is there gas in the car?","","","Italian Phase 1, Units 1 - 30 (2002)","16,18"
"432","IT","978-1-4423-4866-0","Italian Level 1","22","0:23:35","0:23:36","07R","238","M","C’è della benzina nella macchina?","5","Q","Italian Phase 1, Units 1 - 30 (2002)","16,18"
"433","IT","978-1-4423-4866-0","Italian Level 1","22","0:24:46","0:24:48","08Q","252","N","How many kilometers?","","","Italian Phase 1, Units 1 - 30 (2002)","7,12,18"
"434","IT","978-1-4423-4866-0","Italian Level 1","22","0:24:51","0:24:52","08R","253","F","Quanti chilometri?","2","Q","Italian Phase 1, Units 1 - 30 (2002)","7,12,18"
"435","IT","978-1-4423-4866-0","Italian Level 1","22","0:27:24","0:27:26","09Q","276","N","We would like to go to Rome.","","","Italian Phase 1, Units 1 - 30 (2002)","7,18"
"436","IT","978-1-4423-4866-0","Italian Level 1","22","0:27:29","0:27:31","09R","277","F","Vorremmo andare a Roma.","4","S","Italian Phase 1, Units 1 - 30 (2002)","7,18"
"437","IT","978-1-4423-4866-0","Italian Level 1","22","0:29:26","0:29:28","10Q","297","N","There’s a lot of gas in the car.","","","Italian Phase 1, Units 1 - 30 (2002)","12,18"
"438","IT","978-1-4423-4866-0","Italian Level 1","22","0:29:32","0:29:34","10R","298","M","C’è molta benzina nella macchina.","5","S","Italian Phase 1, Units 1 - 30 (2002)","12,18"
"439","IT","978-1-4423-4866-0","Italian Level 1","23","0:08:04","0:08:05","01Q","98","N","Put in ten liters.","","","Italian Phase 1, Units 1 - 30 (2002)","12"
"440","IT","978-1-4423-4866-0","Italian Level 1","23","0:08:08","0:08:09","01R","99","F","Metta dieci litri.","3","S","Italian Phase 1, Units 1 - 30 (2002)","12"
"441","IT","978-1-4423-4866-0","Italian Level 1","23","0:08:32","0:08:32","02Q","102","N","Wait.","","","Italian Phase 1, Units 1 - 30 (2002)","4,16,18"
"442","IT","978-1-4423-4866-0","Italian Level 1","23","0:08:37","0:08:37","02R","103","M","Aspetti.","1","S","Italian Phase 1, Units 1 - 30 (2002)","4,16,18"
"443","IT","978-1-4423-4866-0","Italian Level 1","23","0:10:05","0:10:08","03Q","119","N","I would like to go to Rome tomorrow.","","","Italian Phase 1, Units 1 - 30 (2002)","1,17,18"
"444","IT","978-1-4423-4866-0","Italian Level 1","23","0:10:11","0:10:12","03R","120","F","Vorrei andare a Roma domani.","5","S","Italian Phase 1, Units 1 - 30 (2002)","1,17,18"
"445","IT","978-1-4423-4866-0","Italian Level 1","23","0:11:19","0:11:20","04Q","131","N","Rome is far.","","","Italian Phase 1, Units 1 - 30 (2002)","4"
"446","IT","978-1-4423-4866-0","Italian Level 1","23","0:11:22","0:11:24","04R","132","M","Roma è lontana.","3","S","Italian Phase 1, Units 1 - 30 (2002)","4"
"447","IT","978-1-4423-4866-0","Italian Level 1","23","0:16:53","0:16:54","05Q","190","N","Which is the way to Rome?","","","Italian Phase 1, Units 1 - 30 (2002)","4,18"
"448","IT","978-1-4423-4866-0","Italian Level 1","23","0:16:58","0:16:59","05R","191","F","Qual’è la strada per Roma?","5","Q","Italian Phase 1, Units 1 - 30 (2002)","4,18"
"449","IT","978-1-4423-4866-0","Italian Level 1","23","0:17:45","0:17:46","06Q","200","N","It’s straight ahead.","","","Italian Phase 1, Units 1 - 30 (2002)","4"
"450","IT","978-1-4423-4866-0","Italian Level 1","23","0:17:49","0:17:49","06R","201","M","È diritto.","2","S","Italian Phase 1, Units 1 - 30 (2002)","4"
"451","IT","978-1-4423-4866-0","Italian Level 1","23","0:18:29","0:18:31","07Q","207","N","It’s not the way to Rome.","","","Italian Phase 1, Units 1 - 30 (2002)","18"
"452","IT","978-1-4423-4866-0","Italian Level 1","23","0:18:34","0:18:36","07R","208","F","Non è la strada per Roma.","6","S","Italian Phase 1, Units 1 - 30 (2002)","18"
"453","IT","978-1-4423-4866-0","Italian Level 1","23","0:20:59","0:21:00","08Q","236","N","It’s not far.","","","Italian Phase 1, Units 1 - 30 (2002)","4"
"454","IT","978-1-4423-4866-0","Italian Level 1","23","0:21:03","0:21:04","08R","237","M","Non è lontano.","3","S","Italian Phase 1, Units 1 - 30 (2002)","4"
"455","IT","978-1-4423-4866-0","Italian Level 1","23","0:23:29","0:23:32","09Q","261","N","Don’t go too fast.","","","Italian Phase 1, Units 1 - 30 (2002)","18"
"456","IT","978-1-4423-4866-0","Italian Level 1","23","0:23:33","0:23:35","09R","262","F","Non vada troppo velocemente.","4","S","Italian Phase 1, Units 1 - 30 (2002)","18"
"457","IT","978-1-4423-4866-0","Italian Level 1","23","0:24:09","0:24:10","10Q","266","N","Go faster.","","","Italian Phase 1, Units 1 - 30 (2002)","4,18"
"458","IT","978-1-4423-4866-0","Italian Level 1","23","0:24:13","0:24:15","10R","267","M","Vada più velocemente.","3","S","Italian Phase 1, Units 1 - 30 (2002)","4,18"
"459","IT","978-1-4423-4866-0","Italian Level 1","24","0:07:30","0:07:31","01Q","88","N","How much does it cost?","","","Italian Phase 1, Units 1 - 30 (2002)","12,14,16"
"460","IT","978-1-4423-4866-0","Italian Level 1","24","0:07:34","0:07:36","01R","89","M","Quanto costa?","2","Q","Italian Phase 1, Units 1 - 30 (2002)","12,14,16"
"461","IT","978-1-4423-4866-0","Italian Level 1","24","0:07:54","0:07:56","02Q","92","N","Take the road to Rome.","","","Italian Phase 1, Units 1 - 30 (2002)","4"
"462","IT","978-1-4423-4866-0","Italian Level 1","24","0:07:59","0:08:00","02R","93","F","Prenda la strada per Roma.","5","S","Italian Phase 1, Units 1 - 30 (2002)","4"
"463","IT","978-1-4423-4866-0","Italian Level 1","24","0:09:08","0:09:09","03Q","105","N","It’s to the right.","","","Italian Phase 1, Units 1 - 30 (2002)","4"
"464","IT","978-1-4423-4866-0","Italian Level 1","24","0:09:12","0:09:13","03R","106","F","È a destra.","3","S","Italian Phase 1, Units 1 - 30 (2002)","4"
"465","IT","978-1-4423-4866-0","Italian Level 1","24","0:10:38","0:10:39","04Q","119","N","Which is the correct road?","","","Italian Phase 1, Units 1 - 30 (2002)","4"
"466","IT","978-1-4423-4866-0","Italian Level 1","24","0:10:43","0:10:44","04R","120","M","Qual’è la strada giusta?","4","Q","Italian Phase 1, Units 1 - 30 (2002)","4"
"467","IT","978-1-4423-4866-0","Italian Level 1","24","0:10:54","0:10:54","05Q","121","N","To the right?","","","Italian Phase 1, Units 1 - 30 (2002)","4"
"468","IT","978-1-4423-4866-0","Italian Level 1","24","0:10:57","0:10:58","05R","122","M","A destra?","2","Q","Italian Phase 1, Units 1 - 30 (2002)","4"
"469","IT","978-1-4423-4866-0","Italian Level 1","24","0:15:36","0:15:37","06Q","173","N","You can’t miss it.","","","Italian Phase 1, Units 1 - 30 (2002)","4"
"470","IT","978-1-4423-4866-0","Italian Level 1","24","0:15:40","0:15:42","06R","174","F","Non si può sbagliare.","4","S","Italian Phase 1, Units 1 - 30 (2002)","4"
"471","IT","978-1-4423-4866-0","Italian Level 1","24","0:16:52","0:16:54","07Q","185","N","And don’t speak too fast.","","","Italian Phase 1, Units 1 - 30 (2002)","15,16"
"472","IT","978-1-4423-4866-0","Italian Level 1","24","0:16:57","0:16:59","07R","186","M","E non parli troppo velocemente.","5","S","Italian Phase 1, Units 1 - 30 (2002)","15,16"
"473","IT","978-1-4423-4866-0","Italian Level 1","24","0:20:00","0:20:01","08Q","216","N","How many kilometers are there?","","","Italian Phase 1, Units 1 - 30 (2002)","4,7,12,18"
"474","IT","978-1-4423-4866-0","Italian Level 1","24","0:20:05","0:20:06","08R","217","M","Quanti chilometri ci sono?","4","Q","Italian Phase 1, Units 1 - 30 (2002)","4,7,12,18"
"475","IT","978-1-4423-4866-0","Italian Level 1","24","0:20:28","0:20:30","09Q","221","N","If you take the correct road.","","","Italian Phase 1, Units 1 - 30 (2002)","4"
