Control #,Rec #,Lang,Source Audio ISBN_13,Course,Unit Num,start,stop,Cluster,QZ #,Speaker,Cue,Snippet Name,Skills
999,999,GR,978-1-4423-7056-2,German 4,16,,,U16-05,05Q_D,N,I’m leaving on the twenty-fourth of June.,9781442370562_German_4_QZ_0999.mp3,"12,17,18"
1000,1000,GR,978-1-4423-7056-2,German 4,16,,,U16-05,05R_D,F,Ich fahre am vierundzwanzigsten Juni weg.,9781442370562_German_4_QZ_1000.mp3,"12,17,18"
1001,1001,GR,978-1-4423-7056-2,German 4,16,,,U16-06,06Q_A,N,It depends on when I visit my cousin.,9781442370562_German_4_QZ_1001.mp3,"5,17,18"
1002,1002,GR,978-1-4423-7056-2,German 4,16,,,U16-06,06R_A,M,"Es kommt darauf an, wann ich meine Kusine besuche.",9781442370562_German_4_QZ_1002.mp3,"5,17,18"
1003,1003,GR,978-1-4423-7056-2,German 4,16,,,U16-06,06Q_B,N,It depends on when I visit your cousin.,9781442370562_German_4_QZ_1003.mp3,"5,17,18"
1004,1004,GR,978-1-4423-7056-2,German 4,16,,,U16-06,06R_B,F,"Es kommt darauf an, wann ich deine Kusine besuche.",9781442370562_German_4_QZ_1004.mp3,"5,17,18"
1005,1005,GR,978-1-4423-7056-2,German 4,16,,,U16-06,06Q_C,N,It depends on whether I visit my cousin.,9781442370562_German_4_QZ_1005.mp3,"5,17,18"
1006,1006,GR,978-1-4423-7056-2,German 4,16,,,U16-06,06R_C,M,"Es kommt darauf an, ob ich meine Kusine besuche.",9781442370562_German_4_QZ_1006.mp3,"5,17,18"
1007,1007,GR,978-1-4423-7056-2,German 4,16,,,U16-06,06Q_D,N,It depends on when my cousin visits me.,9781442370562_German_4_QZ_1007.mp3,"5,17,18"
1008,1008,GR,978-1-4423-7056-2,German 4,16,,,U16-06,06R_D,F,"Es kommt darauf an, wann meine Kusine mich besucht.",9781442370562_German_4_QZ_1008.mp3,"5,17,18"
1009,1009,GR,978-1-4423-7056-2,German 4,16,,,U16-07,07Q_A,N,I already have a cold.,9781442370562_German_4_QZ_1009.mp3,"8,17"
1010,1010,GR,978-1-4423-7056-2,German 4,16,,,U16-07,07R_A,M,Ich bin schon erkältet.,9781442370562_German_4_QZ_1010.mp3,"8,17"
1011,1011,GR,978-1-4423-7056-2,German 4,16,,,U16-07,07Q_B,N,I have a slight cold.,9781442370562_German_4_QZ_1011.mp3,8
1012,1012,GR,978-1-4423-7056-2,German 4,16,,,U16-07,07R_B,F,Ich bin etwas erkältet.,9781442370562_German_4_QZ_1012.mp3,8
1013,1013,GR,978-1-4423-7056-2,German 4,16,,,U16-07,07Q_C,N,I don’t have a cold.,9781442370562_German_4_QZ_1013.mp3,8
1014,1014,GR,978-1-4423-7056-2,German 4,16,,,U16-07,07R_C,M,Ich bin nicht erkältet.,9781442370562_German_4_QZ_1014.mp3,8
1015,1015,GR,978-1-4423-7056-2,German 4,16,,,U16-07,07Q_D,N,I really have a cold.,9781442370562_German_4_QZ_1015.mp3,8
1016,1016,GR,978-1-4423-7056-2,German 4,16,,,U16-07,07R_D,F,Ich bin wirklich erkältet.,9781442370562_German_4_QZ_1016.mp3,8
1017,1017,GR,978-1-4423-7056-2,German 4,16,,,U16-08,08Q_A,N,Would you like a piece of cake?,9781442370562_German_4_QZ_1017.mp3,6
1018,1018,GR,978-1-4423-7056-2,German 4,16,,,U16-08,08R_A,M,Möchtest du ein Stück Kuchen?,9781442370562_German_4_QZ_1018.mp3,6
1019,1019,GR,978-1-4423-7056-2,German 4,16,,,U16-08,08Q_B,N,Are you having a piece of cake?,9781442370562_German_4_QZ_1019.mp3,6
1020,1020,GR,978-1-4423-7056-2,German 4,16,,,U16-08,08R_B,F,Nimmst du ein Stück Kuchen?,9781442370562_German_4_QZ_1020.mp3,6
1021,1021,GR,978-1-4423-7056-2,German 4,16,,,U16-08,08Q_C,N,Would you like another piece?,9781442370562_German_4_QZ_1021.mp3,"6,7"
1022,1022,GR,978-1-4423-7056-2,German 4,16,,,U16-08,08R_C,M,Möchtest du noch ein Stück?,9781442370562_German_4_QZ_1022.mp3,"6,7"
1023,1023,GR,978-1-4423-7056-2,German 4,16,,,U16-08,08Q_D,N,Are you ordering a piece ?,9781442370562_German_4_QZ_1023.mp3,"6,14"
1024,1024,GR,978-1-4423-7056-2,German 4,16,,,U16-08,08R_D,F,Bestellst du ein Stück?,9781442370562_German_4_QZ_1024.mp3,"6,14"
1025,1025,GR,978-1-4423-7056-2,German 4,17,,,U17-01,01Q_A,N,That’s because of the time difference.,9781442370562_German_4_QZ_1025.mp3,"17,18"
1026,1026,GR,978-1-4423-7056-2,German 4,17,,,U17-01,01R_A,M,Das ist wegen der Zeitverschiebung.,9781442370562_German_4_QZ_1026.mp3,"17,18"
1027,1027,GR,978-1-4423-7056-2,German 4,17,,,U17-01,01Q_B,N,That’s because of the work.,9781442370562_German_4_QZ_1027.mp3,20
1028,1028,GR,978-1-4423-7056-2,German 4,17,,,U17-01,01R_B,F,Das ist wegen der Arbeit.,9781442370562_German_4_QZ_1028.mp3,20
1029,1029,GR,978-1-4423-7056-2,German 4,17,,,U17-01,01Q_C,N,That’s because of the trade fair.,9781442370562_German_4_QZ_1029.mp3,20
1030,1030,GR,978-1-4423-7056-2,German 4,17,,,U17-01,01R_C,M,Das ist wegen der Fachmesse.,9781442370562_German_4_QZ_1030.mp3,20
1031,1031,GR,978-1-4423-7056-2,German 4,17,,,U17-01,01Q_D,N,That’s because of the traffic light.,9781442370562_German_4_QZ_1031.mp3,"4,18"
1032,1032,GR,978-1-4423-7056-2,German 4,17,,,U17-01,01R_D,F,Das ist wegen der Ampel.,9781442370562_German_4_QZ_1032.mp3,"4,18"
1033,1033,GR,978-1-4423-7056-2,German 4,17,,,U17-02,02Q_A,N,The cake looks delicious.,9781442370562_German_4_QZ_1033.mp3,"6,9"
1034,1034,GR,978-1-4423-7056-2,German 4,17,,,U17-02,02R_A,M,Der Kuchen sieht lecker aus.,9781442370562_German_4_QZ_1034.mp3,"6,9"
1035,1035,GR,978-1-4423-7056-2,German 4,17,,,U17-02,02Q_B,N,The cake is delicious.,9781442370562_German_4_QZ_1035.mp3,"6,9"
1036,1036,GR,978-1-4423-7056-2,German 4,17,,,U17-02,02R_B,F,Der Kuchen ist lecker.,9781442370562_German_4_QZ_1036.mp3,"6,9"
1037,1037,GR,978-1-4423-7056-2,German 4,17,,,U17-02,02Q_C,N,Your cake looks delicious.,9781442370562_German_4_QZ_1037.mp3,"6,9"
1038,1038,GR,978-1-4423-7056-2,German 4,17,,,U17-02,02R_C,M,Dein Kuchen sieht lecker aus.,9781442370562_German_4_QZ_1038.mp3,"6,9"
1039,1039,GR,978-1-4423-7056-2,German 4,17,,,U17-02,02Q_D,N,Your cake was delicious.,9781442370562_German_4_QZ_1039.mp3,"6,9"
1040,1040,GR,978-1-4423-7056-2,German 4,17,,,U17-02,02R_D,F,Dein Kuchen war lecker.,9781442370562_German_4_QZ_1040.mp3,"6,9"
1041,1041,GR,978-1-4423-7056-2,German 4,17,,,U17-03,03Q_A,N,He’s staying here until the seventh of July.,9781442370562_German_4_QZ_1041.mp3,"12,17,18"
1042,1042,GR,978-1-4423-7056-2,German 4,17,,,U17-03,03R_A,M,Er bleibt bis zum siebten Juli hier.,9781442370562_German_4_QZ_1042.mp3,"12,17,18"
1043,1043,GR,978-1-4423-7056-2,German 4,17,,,U17-03,03Q_B,N,He’s staying there until the seventh of July.,9781442370562_German_4_QZ_1043.mp3,"12,17,18"
1044,1044,GR,978-1-4423-7056-2,German 4,17,,,U17-03,03R_B,F,Er bleibt bis zum siebten Juli dort.,9781442370562_German_4_QZ_1044.mp3,"12,17,18"
1045,1045,GR,978-1-4423-7056-2,German 4,17,,,U17-03,03Q_C,N,He’s staying here until the seventh.,9781442370562_German_4_QZ_1045.mp3,"12,18"
1046,1046,GR,978-1-4423-7056-2,German 4,17,,,U17-03,03R_C,M,Er bleibt bis zum siebten hier.,9781442370562_German_4_QZ_1046.mp3,"12,18"
1047,1047,GR,978-1-4423-7056-2,German 4,17,,,U17-03,03Q_D,N,He’s staying here until the seventeenth.,9781442370562_German_4_QZ_1047.mp3,"12,18"
1048,1048,GR,978-1-4423-7056-2,German 4,17,,,U17-03,03R_D,F,Er bleibt bis zum siebzehnten hier.,9781442370562_German_4_QZ_1048.mp3,"12,18"
1049,1049,GR,978-1-4423-7056-2,German 4,17,,,U17-04,04Q_A,N,Every day is too much.,9781442370562_German_4_QZ_1049.mp3,"12,17"
1050,1050,GR,978-1-4423-7056-2,German 4,17,,,U17-04,04R_A,M,Jeden Tag ist zu viel.,9781442370562_German_4_QZ_1050.mp3,"12,17"
1051,1051,GR,978-1-4423-7056-2,German 4,17,,,U17-04,04Q_B,N,Every day is a lot.,9781442370562_German_4_QZ_1051.mp3,"12,17"
1052,1052,GR,978-1-4423-7056-2,German 4,17,,,U17-04,04R_B,F,Jeden Tag ist sehr viel.,9781442370562_German_4_QZ_1052.mp3,"12,17"
1053,1053,GR,978-1-4423-7056-2,German 4,17,,,U17-04,04Q_C,N,Every day is not much.,9781442370562_German_4_QZ_1053.mp3,"12,17"
1054,1054,GR,978-1-4423-7056-2,German 4,17,,,U17-04,04R_C,M,Jeden Tag ist nicht viel.,9781442370562_German_4_QZ_1054.mp3,"12,17"
1055,1055,GR,978-1-4423-7056-2,German 4,17,,,U17-04,04Q_D,N,Every day is too often.,9781442370562_German_4_QZ_1055.mp3,"12,17"
1056,1056,GR,978-1-4423-7056-2,German 4,17,,,U17-04,04R_D,F,Jeden Tag ist zu oft.,9781442370562_German_4_QZ_1056.mp3,"12,17"
1057,1057,GR,978-1-4423-7056-2,German 4,17,,,U17-05,05Q_A,N,My father-in-law is much older.,9781442370562_German_4_QZ_1057.mp3,"5,12"
1058,1058,GR,978-1-4423-7056-2,German 4,17,,,U17-05,05R_A,M,Mein Schwiegervater ist viel älter.,9781442370562_German_4_QZ_1058.mp3,"5,12"
1059,1059,GR,978-1-4423-7056-2,German 4,17,,,U17-05,05Q_B,N,My father-in-law is somewhat older.,9781442370562_German_4_QZ_1059.mp3,"5,12"
1060,1060,GR,978-1-4423-7056-2,German 4,17,,,U17-05,05R_B,M,Mein Schwiegervater ist etwas älter.,9781442370562_German_4_QZ_1060.mp3,"5,12"
1061,1061,GR,978-1-4423-7056-2,German 4,17,,,U17-05,05Q_C,N,My father-in-law is a little older.,9781442370562_German_4_QZ_1061.mp3,"5,12"
1062,1062,GR,978-1-4423-7056-2,German 4,17,,,U17-05,05R_C,F,Mein Schwiegervater ist ein bißchen älter.,9781442370562_German_4_QZ_1062.mp3,"5,12"
1063,1063,GR,978-1-4423-7056-2,German 4,17,,,U17-05,05Q_D,N,My father-in-law is probably older.,9781442370562_German_4_QZ_1063.mp3,5
1064,1064,GR,978-1-4423-7056-2,German 4,17,,,U17-05,05R_D,F,Mein Schwiegervater ist wahrscheinlich älter.,9781442370562_German_4_QZ_1064.mp3,5
1065,1065,GR,978-1-4423-7056-2,German 4,17,,,U17-06,06Q_A,N,I’m sorry that she’s sick.,9781442370562_German_4_QZ_1065.mp3,"8,13"
1066,1066,GR,978-1-4423-7056-2,German 4,17,,,U17-06,06R_A,M,"Es tut mir leid, dass sie krank ist.",9781442370562_German_4_QZ_1066.mp3,"8,13"
1067,1067,GR,978-1-4423-7056-2,German 4,17,,,U17-06,06Q_B,N,I’m sorry that she was sick.,9781442370562_German_4_QZ_1067.mp3,"8,13"
1068,1068,GR,978-1-4423-7056-2,German 4,17,,,U17-06,06R_B,F,"Es tut mir leid, dass sie krank war.",9781442370562_German_4_QZ_1068.mp3,"8,13"
1069,1069,GR,978-1-4423-7056-2,German 4,17,,,U17-06,06Q_C,N,I’m sorry that you’re sick.,9781442370562_German_4_QZ_1069.mp3,"8,13"
1070,1070,GR,978-1-4423-7056-2,German 4,17,,,U17-06,06R_C,M,"Es tut mir leid, dass ihr krank seid.",9781442370562_German_4_QZ_1070.mp3,"8,13"
1071,1071,GR,978-1-4423-7056-2,German 4,17,,,U17-06,06Q_D,N,She’s sorry that you’re sick.,9781442370562_German_4_QZ_1071.mp3,"8,13"
1072,1072,GR,978-1-4423-7056-2,German 4,17,,,U17-06,06R_D,F,"Es tut ihr leid, dass ihr krank seid.",9781442370562_German_4_QZ_1072.mp3,"8,13"
1073,1073,GR,978-1-4423-7056-2,German 4,17,,,U17-07,07Q_A,N,He’s now at her place.,9781442370562_German_4_QZ_1073.mp3,"7,17"
1074,1074,GR,978-1-4423-7056-2,German 4,17,,,U17-07,07R_A,M,Er ist jetzt bei ihr.,9781442370562_German_4_QZ_1074.mp3,"7,17"
1075,1075,GR,978-1-4423-7056-2,German 4,17,,,U17-07,07Q_B,N,He’s now at our place.,9781442370562_German_4_QZ_1075.mp3,"7,17"
1076,1076,GR,978-1-4423-7056-2,German 4,17,,,U17-07,07R_B,F,Er ist jetzt bei uns.,9781442370562_German_4_QZ_1076.mp3,"7,17"
1077,1077,GR,978-1-4423-7056-2,German 4,17,,,U17-07,07Q_C,N,He’s now at my place.,9781442370562_German_4_QZ_1077.mp3,"7,17"
1078,1078,GR,978-1-4423-7056-2,German 4,17,,,U17-07,07R_C,M,Er ist jetzt bei mir.,9781442370562_German_4_QZ_1078.mp3,"7,17"
1079,1079,GR,978-1-4423-7056-2,German 4,17,,,U17-07,07Q_D,N,He’s now at their place.,9781442370562_German_4_QZ_1079.mp3,"7,17"
1080,1080,GR,978-1-4423-7056-2,German 4,17,,,U17-07,07R_D,F,Er ist jetzt bei ihnen.,9781442370562_German_4_QZ_1080.mp3,"7,17"
1081,1081,GR,978-1-4423-7056-2,German 4,17,,,U17-08,08Q_A,N,Can I give you a piece of cake?,9781442370562_German_4_QZ_1081.mp3,"6,13"
1082,1082,GR,978-1-4423-7056-2,German 4,17,,,U17-08,08R_A,M,Kann ich dir ein Stück Kuchen geben?,9781442370562_German_4_QZ_1082.mp3,"6,13"
1083,1083,GR,978-1-4423-7056-2,German 4,17,,,U17-08,08Q_B,N,Can you give me a piece of cake?,9781442370562_German_4_QZ_1083.mp3,"6,13"
1084,1084,GR,978-1-4423-7056-2,German 4,17,,,U17-08,08R_B,M,Kannst du mir ein Stück Kuchen geben?,9781442370562_German_4_QZ_1084.mp3,"6,13"
1085,1085,GR,978-1-4423-7056-2,German 4,17,,,U17-08,08Q_C,N,Would you give me a piece of cake?,9781442370562_German_4_QZ_1085.mp3,"6,13"
1086,1086,GR,978-1-4423-7056-2,German 4,17,,,U17-08,08R_C,M,Würdest du mir ein Stück Kuchen geben?,9781442370562_German_4_QZ_1086.mp3,"6,13"
1087,1087,GR,978-1-4423-7056-2,German 4,17,,,U17-08,08Q_D,N,Ought I to give you a piece of cake?,9781442370562_German_4_QZ_1087.mp3,6
1088,1088,GR,978-1-4423-7056-2,German 4,17,,,U17-08,08R_D,M,Soll ich dir ein Stück Kuchen geben?,9781442370562_German_4_QZ_1088.mp3,6
1089,1089,GR,978-1-4423-7056-2,German 4,18,,,U18-01,01Q_A,N,I would like to have seen him.,9781442370562_German_4_QZ_1089.mp3,"5,9"
1090,1090,GR,978-1-4423-7056-2,German 4,18,,,U18-01,01R_A,M,Ich hätte ihn gern gesehen.,9781442370562_German_4_QZ_1090.mp3,"5,9"
1091,1091,GR,978-1-4423-7056-2,German 4,18,,,U18-01,01Q_B,N,I saw him yesterday.,9781442370562_German_4_QZ_1091.mp3,"1,17"
1092,1092,GR,978-1-4423-7056-2,German 4,18,,,U18-01,01R_B,F,Ich habe ihn gestern gesehen.,9781442370562_German_4_QZ_1092.mp3,"1,17"
1093,1093,GR,978-1-4423-7056-2,German 4,18,,,U18-01,01Q_C,N,I like seeing him.,9781442370562_German_4_QZ_1093.mp3,"5,13"
1094,1094,GR,978-1-4423-7056-2,German 4,18,,,U18-01,01R_C,M,Ich sehe ihn gern.,9781442370562_German_4_QZ_1094.mp3,"5,13"
1095,1095,GR,978-1-4423-7056-2,German 4,18,,,U18-01,01Q_D,N,I always like seeing him.,9781442370562_German_4_QZ_1095.mp3,"1,17"
1096,1096,GR,978-1-4423-7056-2,German 4,18,,,U18-01,01R_D,F,Ich sehe ihn immer gern.,9781442370562_German_4_QZ_1096.mp3,"1,17"
1097,1097,GR,978-1-4423-7056-2,German 4,18,,,U18-02,02Q_A,N,She has to rest.,9781442370562_German_4_QZ_1097.mp3,"1,8"
1098,1098,GR,978-1-4423-7056-2,German 4,18,,,U18-02,02R_A,M,Sie muss sich ausruhen.,9781442370562_German_4_QZ_1098.mp3,"1,8"
1099,1099,GR,978-1-4423-7056-2,German 4,18,,,U18-02,02Q_B,N,She would like to rest.,9781442370562_German_4_QZ_1099.mp3,"1,8"
1100,1100,GR,978-1-4423-7056-2,German 4,18,,,U18-02,02R_B,F,Sie möchte sich ausruhen.,9781442370562_German_4_QZ_1100.mp3,"1,8"
1101,1101,GR,978-1-4423-7056-2,German 4,18,,,U18-02,02Q_C,N,You have to rest.,9781442370562_German_4_QZ_1101.mp3,"1,8"
1102,1102,GR,978-1-4423-7056-2,German 4,18,,,U18-02,02R_C,M,Du musst dich ausruhen.,9781442370562_German_4_QZ_1102.mp3,"1,8"
1103,1103,GR,978-1-4423-7056-2,German 4,18,,,U18-02,02Q_D,N,You should rest.,9781442370562_German_4_QZ_1103.mp3,"1,8"
1104,1104,GR,978-1-4423-7056-2,German 4,18,,,U18-02,02R_D,F,Du solltest dich ausruhen.,9781442370562_German_4_QZ_1104.mp3,"1,8"
1105,1105,GR,978-1-4423-7056-2,German 4,18,,,U18-03,03Q_A,N,I’m getting a sore throat.,9781442370562_German_4_QZ_1105.mp3,8
1106,1106,GR,978-1-4423-7056-2,German 4,18,,,U18-03,03R_A,M,Ich kriege Halsschmerzen.,9781442370562_German_4_QZ_1106.mp3,8
1107,1107,GR,978-1-4423-7056-2,German 4,18,,,U18-03,03Q_B,N,I’m getting a headache.,9781442370562_German_4_QZ_1107.mp3,8
1108,1108,GR,978-1-4423-7056-2,German 4,18,,,U18-03,03R_B,F,Ich kriege Kopfschmerzen.,9781442370562_German_4_QZ_1108.mp3,8
1109,1109,GR,978-1-4423-7056-2,German 4,18,,,U18-03,03Q_C,N,I had a sore throat.,9781442370562_German_4_QZ_1109.mp3,8
1110,1110,GR,978-1-4423-7056-2,German 4,18,,,U18-03,03R_C,M,Ich hatte Halsschmerzen.,9781442370562_German_4_QZ_1110.mp3,8
1111,1111,GR,978-1-4423-7056-2,German 4,18,,,U18-03,03Q_D,N,I have a headache.,9781442370562_German_4_QZ_1111.mp3,8
1112,1112,GR,978-1-4423-7056-2,German 4,18,,,U18-03,03R_D,F,Ich habe Kopfschmerzen.,9781442370562_German_4_QZ_1112.mp3,8
1113,1113,GR,978-1-4423-7056-2,German 4,18,,,U18-04,04Q_A,N,She would like to have gone hiking with us.,9781442370562_German_4_QZ_1113.mp3,"1,9"
1114,1114,GR,978-1-4423-7056-2,German 4,18,,,U18-04,04R_A,M,Sie wäre gern mit uns gewandert.,9781442370562_German_4_QZ_1114.mp3,"1,9"
1115,1115,GR,978-1-4423-7056-2,German 4,18,,,U18-04,04Q_B,N,She likes going hiking with us.,9781442370562_German_4_QZ_1115.mp3,"1,9"
1116,1116,GR,978-1-4423-7056-2,German 4,18,,,U18-04,04R_B,F,Sie wandert gern mit uns.,9781442370562_German_4_QZ_1116.mp3,"1,9"
1117,1117,GR,978-1-4423-7056-2,German 4,18,,,U18-04,04Q_C,N,She would like to have gone hiking with me.,9781442370562_German_4_QZ_1117.mp3,"1,9"
1118,1118,GR,978-1-4423-7056-2,German 4,18,,,U18-04,04R_C,M,Sie wäre gern mit mir gewandert.,9781442370562_German_4_QZ_1118.mp3,"1,9"
1119,1119,GR,978-1-4423-7056-2,German 4,18,,,U18-04,04Q_D,N,She would like to have gone hiking with him.,9781442370562_German_4_QZ_1119.mp3,"1,9"
1120,1120,GR,978-1-4423-7056-2,German 4,18,,,U18-04,04R_D,F,Sie wäre gern mit ihm gewandert.,9781442370562_German_4_QZ_1120.mp3,"1,9"
1121,1121,GR,978-1-4423-7056-2,German 4,18,,,U18-05,05Q_A,N,My parents-in-law live there.,9781442370562_German_4_QZ_1121.mp3,"5,9"
1122,1122,GR,978-1-4423-7056-2,German 4,18,,,U18-05,05R_A,M,Meine Schwiegereltern wohnen dort.,9781442370562_German_4_QZ_1122.mp3,"5,9"
1123,1123,GR,978-1-4423-7056-2,German 4,18,,,U18-05,05Q_B,N,My parents live there.,9781442370562_German_4_QZ_1123.mp3,"5,9"
1124,1124,GR,978-1-4423-7056-2,German 4,18,,,U18-05,05R_B,F,Meine Eltern wohnen dort.,9781442370562_German_4_QZ_1124.mp3,"5,9"
1125,1125,GR,978-1-4423-7056-2,German 4,18,,,U18-05,05Q_C,N,My parents-in-law lived there.,9781442370562_German_4_QZ_1125.mp3,"5,9"
1126,1126,GR,978-1-4423-7056-2,German 4,18,,,U18-05,05R_C,M,Meine Schwiegereltern haben dort gewohnt.,9781442370562_German_4_QZ_1126.mp3,"5,9"
1127,1127,GR,978-1-4423-7056-2,German 4,18,,,U18-05,05Q_D,N,My parents lived there.,9781442370562_German_4_QZ_1127.mp3,"5,9"
1128,1128,GR,978-1-4423-7056-2,German 4,18,,,U18-05,05R_D,F,Meine Eltern haben dort gewohnt.,9781442370562_German_4_QZ_1128.mp3,"5,9"
1129,1129,GR,978-1-4423-7056-2,German 4,18,,,U18-06,06Q_A,N,"When it’s cool, I’d rather have something hot.",9781442370562_German_4_QZ_1129.mp3,"6,9,19"
1130,1130,GR,978-1-4423-7056-2,German 4,18,,,U18-06,06R_A,M,"Wenn es kühl ist, nehme ich lieber etwas Heißes.",9781442370562_German_4_QZ_1130.mp3,"6,9,19"
1131,1131,GR,978-1-4423-7056-2,German 4,18,,,U18-06,06Q_B,N,"When it’s cool, I’d rather have something hot.",9781442370562_German_4_QZ_1131.mp3,"6,9,19"
1132,1132,GR,978-1-4423-7056-2,German 4,18,,,U18-06,06R_B,F,"Wenn es kühl ist, esse ich lieber etwas Heißes.",9781442370562_German_4_QZ_1132.mp3,"6,9,19"
1133,1133,GR,978-1-4423-7056-2,German 4,18,,,U18-06,06Q_C,N,"When it’s cool, I always have something hot.",9781442370562_German_4_QZ_1133.mp3,"6,17,19"
1134,1134,GR,978-1-4423-7056-2,German 4,18,,,U18-06,06R_C,M,"Wenn es kühl ist, nehme ich immer etwas Heißes.",9781442370562_German_4_QZ_1134.mp3,"6,17,19"
1135,1135,GR,978-1-4423-7056-2,German 4,18,,,U18-06,06Q_D,N,"Because it’s cool, I’d rather have something hot.",9781442370562_German_4_QZ_1135.mp3,"9,19"
1136,1136,GR,978-1-4423-7056-2,German 4,18,,,U18-06,06R_D,F,"Weil es kühl ist, nehme ich lieber etwas Heißes.",9781442370562_German_4_QZ_1136.mp3,"9,19"
1137,1137,GR,978-1-4423-7056-2,German 4,18,,,U18-07,07Q_A,N,I’m going to have an ice cream.,9781442370562_German_4_QZ_1137.mp3,"6,9"
1138,1138,GR,978-1-4423-7056-2,German 4,18,,,U18-07,07R_A,M,Ich nehme ein Eis.,9781442370562_German_4_QZ_1138.mp3,"6,9"
1139,1139,GR,978-1-4423-7056-2,German 4,18,,,U18-07,07Q_B,N,I’m not going to have any ice cream.,9781442370562_German_4_QZ_1139.mp3,"6,9"
1140,1140,GR,978-1-4423-7056-2,German 4,18,,,U18-07,07R_B,F,Ich nehme kein Eis.,9781442370562_German_4_QZ_1140.mp3,"6,9"
1141,1141,GR,978-1-4423-7056-2,German 4,18,,,U18-07,07Q_C,N,I’m going to buy an ice cream.,9781442370562_German_4_QZ_1141.mp3,"6,9,14"
1142,1142,GR,978-1-4423-7056-2,German 4,18,,,U18-07,07R_C,M,Ich kaufe ein Eis.,9781442370562_German_4_QZ_1142.mp3,"6,9,14"
1143,1143,GR,978-1-4423-7056-2,German 4,18,,,U18-07,07Q_D,N,I’m going to order an ice cream.,9781442370562_German_4_QZ_1143.mp3,"6,14"
1144,1144,GR,978-1-4423-7056-2,German 4,18,,,U18-07,07R_D,F,Ich bestelle ein Eis.,9781442370562_German_4_QZ_1144.mp3,"6,14"
1145,1145,GR,978-1-4423-7056-2,German 4,18,,,U18-08,08Q_A,N,"When I was there, I called her.",9781442370562_German_4_QZ_1145.mp3,"1,3,18"
1146,1146,GR,978-1-4423-7056-2,German 4,18,,,U18-08,08R_A,M,"Als ich dort war, habe ich sie angerufen.",9781442370562_German_4_QZ_1146.mp3,"1,3,18"
1147,1147,GR,978-1-4423-7056-2,German 4,18,,,U18-08,08Q_B,N,"When I was there, I visited her.",9781442370562_German_4_QZ_1147.mp3,"1,18"
1148,1148,GR,978-1-4423-7056-2,German 4,18,,,U18-08,08R_B,F,"Als ich dort war, habe ich sie besucht.",9781442370562_German_4_QZ_1148.mp3,"1,18"
1149,1149,GR,978-1-4423-7056-2,German 4,18,,,U18-08,08Q_C,N,"When I’m there, I visit her.",9781442370562_German_4_QZ_1149.mp3,"1,18"
1150,1150,GR,978-1-4423-7056-2,German 4,18,,,U18-08,08R_C,M,"Wenn ich dort bin, besuche ich sie.",9781442370562_German_4_QZ_1150.mp3,"1,18"
1151,1151,GR,978-1-4423-7056-2,German 4,18,,,U18-08,08Q_D,N,"When I was at home, I called her.",9781442370562_German_4_QZ_1151.mp3,"1,3"
1152,1152,GR,978-1-4423-7056-2,German 4,18,,,U18-08,08R_D,F,"Als ich zu Hause war, habe ich sie angerufen.",9781442370562_German_4_QZ_1152.mp3,"1,3"
1153,1153,GR,978-1-4423-7056-2,German 4,19,,,U19-01,01Q_A,N,I scarcely watch television.,9781442370562_German_4_QZ_1153.mp3,"1,3,9"
1154,1154,GR,978-1-4423-7056-2,German 4,19,,,U19-01,01R_A,M,Ich sehe kaum fern.,9781442370562_German_4_QZ_1154.mp3,"1,3,9"
1155,1155,GR,978-1-4423-7056-2,German 4,19,,,U19-01,01Q_B,N,I don’t watch television.,9781442370562_German_4_QZ_1155.mp3,"1,3"
1156,1156,GR,978-1-4423-7056-2,German 4,19,,,U19-01,01R_B,F,Ich sehe nicht fern.,9781442370562_German_4_QZ_1156.mp3,"1,3"
1157,1157,GR,978-1-4423-7056-2,German 4,19,,,U19-01,01Q_C,N,I don’t watch much television.,9781442370562_German_4_QZ_1157.mp3,"3,12"
1158,1158,GR,978-1-4423-7056-2,German 4,19,,,U19-01,01R_C,M,Ich sehe nicht viel fern.,9781442370562_German_4_QZ_1158.mp3,"3,12"
1159,1159,GR,978-1-4423-7056-2,German 4,19,,,U19-01,01Q_D,N,I like watching television.,9781442370562_German_4_QZ_1159.mp3,1
1160,1160,GR,978-1-4423-7056-2,German 4,19,,,U19-01,01R_D,F,Ich sehe gern fern.,9781442370562_German_4_QZ_1160.mp3,1
1161,1161,GR,978-1-4423-7056-2,German 4,19,,,U19-02,02Q_A,N,I saw an interesting TV show.,9781442370562_German_4_QZ_1161.mp3,"1,7"
1162,1162,GR,978-1-4423-7056-2,German 4,19,,,U19-02,02R_A,M,Ich habe eine interessante Fernsehsendung gesehen.,9781442370562_German_4_QZ_1162.mp3,"1,7"
1163,1163,GR,978-1-4423-7056-2,German 4,19,,,U19-02,02Q_B,N,I saw a good TV show.,9781442370562_German_4_QZ_1163.mp3,"1,7"
1164,1164,GR,978-1-4423-7056-2,German 4,19,,,U19-02,02R_B,F,Ich habe eine gute Fernsehsendung gesehen.,9781442370562_German_4_QZ_1164.mp3,"1,7"
1165,1165,GR,978-1-4423-7056-2,German 4,19,,,U19-02,02Q_C,N,I have a good television.,9781442370562_German_4_QZ_1165.mp3,"1,7"
1166,1166,GR,978-1-4423-7056-2,German 4,19,,,U19-02,02R_C,M,Ich habe einen guten Fernseher.,9781442370562_German_4_QZ_1166.mp3,"1,7"
