Rec #,Lang,Course,Lesson,Cluster,Qz #,Spkr,Cue,Transliteration,MP3 Snippet File Name,MP3 Audio ISBN,Premium ISBN
339,HE,Hebrew 2,17 ,,07Q,N,Our daughter has a lot of work.,,9781797114514_Hebrew_2_QZ_339.mp3,9781442330801,9781797114514
340,HE,Hebrew 2,17 ,,07R,F,לבת שלנו יש הרבה עבודה.,La'bat shelanu yesh harbe avoda.,9781797114514_Hebrew_2_QZ_340.mp3,9781442330801,9781797114514
341,HE,Hebrew 2,17 ,,08Q,N,The weather isn’t so good in England..,,9781797114514_Hebrew_2_QZ_341.mp3,9781442330801,9781797114514
342,HE,Hebrew 2,17 ,,08R,F,מזג האויר לא כל כך טוב באנגליה.,Mezeg ha'avir lo kol kach tov be'Anglia.,9781797114514_Hebrew_2_QZ_342.mp3,9781442330801,9781797114514
343,HE,Hebrew 2,17 ,,09Q,N,And also the trip is expensive.,,9781797114514_Hebrew_2_QZ_343.mp3,9781442330801,9781797114514
344,HE,Hebrew 2,17 ,,09R,F,וגם הנסיעה יקרה.,Ve'gam ha'nesi'a ye'kara.,9781797114514_Hebrew_2_QZ_344.mp3,9781442330801,9781797114514
345,HE,Hebrew 2,17 ,,10Q,N,She will stay at home.,,9781797114514_Hebrew_2_QZ_345.mp3,9781442330801,9781797114514
346,HE,Hebrew 2,17 ,,10R,F,היא נשארת בבית.,Hee nisheret ba'bait.,9781797114514_Hebrew_2_QZ_346.mp3,9781442330801,9781797114514
347,HE,Hebrew 2,18 ,,01Q,N,I have to make a call. (m),,9781797114514_Hebrew_2_QZ_347.mp3,9781442330801,9781797114514
348,HE,Hebrew 2,18 ,,01R,M,אני צריך לטלפן.,Ani tzarich le'talfen.,9781797114514_Hebrew_2_QZ_348.mp3,9781442330801,9781797114514
349,HE,Hebrew 2,18 ,,02Q,N,I have to call my daughter. (m),,9781797114514_Hebrew_2_QZ_349.mp3,9781442330801,9781797114514
350,HE,Hebrew 2,18 ,,02R,M,אני צריך לטלפן לבת שלי.,Ani tzarich le'talfen la'bat sheli.,9781797114514_Hebrew_2_QZ_350.mp3,9781442330801,9781797114514
351,HE,Hebrew 2,18 ,,03Q,N,I worked in Haifa.,,9781797114514_Hebrew_2_QZ_351.mp3,9781442330801,9781797114514
352,HE,Hebrew 2,18 ,,03R,M,עבדתי בחיפה.,Avad’ti be'Chaifa.,9781797114514_Hebrew_2_QZ_352.mp3,9781442330801,9781797114514
353,HE,Hebrew 2,18 ,,04Q,N,Was the work interesting?,,9781797114514_Hebrew_2_QZ_353.mp3,9781442330801,9781797114514
354,HE,Hebrew 2,18 ,,04R,M,העבודה היתה מעניינת?,Ha’avoda hayta me’anyenet?,9781797114514_Hebrew_2_QZ_354.mp3,9781442330801,9781797114514
355,HE,Hebrew 2,18 ,,05Q,N,She went to New York in March.,,9781797114514_Hebrew_2_QZ_355.mp3,9781442330801,9781797114514
356,HE,Hebrew 2,18 ,,05R,M,היא נסעה לניו יורק במרץ.,Hee nas’a le'New York be'mertz.,9781797114514_Hebrew_2_QZ_356.mp3,9781442330801,9781797114514
357,HE,Hebrew 2,18 ,,06Q,N,We haven’t seen her since yesterday.,,9781797114514_Hebrew_2_QZ_357.mp3,9781442330801,9781797114514
358,HE,Hebrew 2,18 ,,06R,F,לא ראינו אותה מאתמול.,Lo raeenu ota me’etmol.,9781797114514_Hebrew_2_QZ_358.mp3,9781442330801,9781797114514
359,HE,Hebrew 2,18 ,,07Q,N,A trip to Israel is very expensive!,,9781797114514_Hebrew_2_QZ_359.mp3,9781442330801,9781797114514
360,HE,Hebrew 2,18 ,,07R,F,נסיעה לישראל יקרה מאוד!,Nesi'a le'Israel ye'kara meod!,9781797114514_Hebrew_2_QZ_360.mp3,9781442330801,9781797114514
361,HE,Hebrew 2,18 ,,08Q,N,She has an interesting job.,,9781797114514_Hebrew_2_QZ_361.mp3,9781442330801,9781797114514
362,HE,Hebrew 2,18 ,,08R,F,יש לה עבודה מעניינת.,Yesh la avoda me’anyenet.,9781797114514_Hebrew_2_QZ_362.mp3,9781442330801,9781797114514
363,HE,Hebrew 2,18 ,,09Q,N,We haven’t seen our daughter since February.,,9781797114514_Hebrew_2_QZ_363.mp3,9781442330801,9781797114514
364,HE,Hebrew 2,18 ,,09R,F,לא ראינו את הבת שלנו מפברואר.,Lo raeenu et ha'bat shelanu mi’februar.,9781797114514_Hebrew_2_QZ_364.mp3,9781442330801,9781797114514
365,HE,Hebrew 2,18 ,,10Q,N,"This morning, the weather is bad.",,9781797114514_Hebrew_2_QZ_365.mp3,9781442330801,9781797114514
366,HE,Hebrew 2,18 ,,10R,F,הבוקר מזג האויר גרוע.,"Ha'boker, mezeg ha’avir garu'a.",9781797114514_Hebrew_2_QZ_366.mp3,9781442330801,9781797114514
367,HE,Hebrew 2,19 ,,01Q,N,I want to try one more time. (m),,9781797114514_Hebrew_2_QZ_367.mp3,9781442330801,9781797114514
368,HE,Hebrew 2,19 ,,01R,M,אני רוצה לנסות עוד פעם.,Ani rotze le'nasot od pa’am.,9781797114514_Hebrew_2_QZ_368.mp3,9781442330801,9781797114514
369,HE,Hebrew 2,19 ,,02Q,N,My daughter is at the university.,,9781797114514_Hebrew_2_QZ_369.mp3,9781442330801,9781797114514
370,HE,Hebrew 2,19 ,,02R,M,הבת שלי באוניברסיטה.,Ha'bat sheli baUniversita.,9781797114514_Hebrew_2_QZ_370.mp3,9781442330801,9781797114514
371,HE,Hebrew 2,19 ,,03Q,N,I had a wrong number.,,9781797114514_Hebrew_2_QZ_371.mp3,9781442330801,9781797114514
372,HE,Hebrew 2,19 ,,03R,M,היה לי מספר שגוי.,Haya li mispar shagui.,9781797114514_Hebrew_2_QZ_372.mp3,9781442330801,9781797114514
373,HE,Hebrew 2,19 ,,04Q,N,"She went to Haifa, to the University.",,9781797114514_Hebrew_2_QZ_373.mp3,9781442330801,9781797114514
374,HE,Hebrew 2,19 ,,04R,M,"היא נסעה לחיפה, לאוניברסיטה.","Hee nas’a le'chaifa, la'Universita.",9781797114514_Hebrew_2_QZ_374.mp3,9781442330801,9781797114514
375,HE,Hebrew 2,19 ,,05Q,N,It’s a wrong number.,,9781797114514_Hebrew_2_QZ_375.mp3,9781442330801,9781797114514
376,HE,Hebrew 2,19 ,,05R,M,זה מספר שגוי.,Ze mispar shagui.,9781797114514_Hebrew_2_QZ_376.mp3,9781442330801,9781797114514
377,HE,Hebrew 2,19 ,,06Q,N,Do you want to try one more time?,,9781797114514_Hebrew_2_QZ_377.mp3,9781442330801,9781797114514
378,HE,Hebrew 2,19 ,,06R,F,אתה רוצה לנסות עוד פעם?,Ata rotze le'nasot od pa’am?,9781797114514_Hebrew_2_QZ_378.mp3,9781442330801,9781797114514
379,HE,Hebrew 2,19 ,,07Q,N,How old is your daughter? (pl),,9781797114514_Hebrew_2_QZ_379.mp3,9781442330801,9781797114514
380,HE,Hebrew 2,19 ,,07R,F,בת כמה הבת שלכם?,Bat kama ha'bat shelachem?,9781797114514_Hebrew_2_QZ_380.mp3,9781442330801,9781797114514
381,HE,Hebrew 2,19 ,,08Q,N,She’s twenty-two.,,9781797114514_Hebrew_2_QZ_381.mp3,9781442330801,9781797114514
382,HE,Hebrew 2,19 ,,08R,F,היא בת עשרים ושתיים.,Hee bat esrim ve'sh’tayim.,9781797114514_Hebrew_2_QZ_382.mp3,9781442330801,9781797114514
383,HE,Hebrew 2,19 ,,09Q,N,She’s at the Hebrew University.,,9781797114514_Hebrew_2_QZ_383.mp3,9781442330801,9781797114514
384,HE,Hebrew 2,19 ,,09R,F,היא באוניברסיטה העברית.,Hee ba'Universita ha'Ivrit.,9781797114514_Hebrew_2_QZ_384.mp3,9781442330801,9781797114514
385,HE,Hebrew 2,19 ,,10Q,N,We haven’t seen her since March.,,9781797114514_Hebrew_2_QZ_385.mp3,9781442330801,9781797114514
386,HE,Hebrew 2,19 ,,10R,F,לא ראינו אותה ממרץ.,Lo raeenu ota mi’mertz.,9781797114514_Hebrew_2_QZ_386.mp3,9781442330801,9781797114514
387,HE,Hebrew 2,20 ,,01Q,N,I can send an email.,,9781797114514_Hebrew_2_QZ_387.mp3,9781442330801,9781797114514
388,HE,Hebrew 2,20 ,,01R,M,אני יכול לשלוח אי-מייל.,Ani yachol lish’loach e-mail.,9781797114514_Hebrew_2_QZ_388.mp3,9781442330801,9781797114514
389,HE,Hebrew 2,20 ,,02Q,N,"Excuse me, can I make a phone call? (m)",,9781797114514_Hebrew_2_QZ_389.mp3,9781442330801,9781797114514
390,HE,Hebrew 2,20 ,,02R,M,"סליחה, אני יכול לטלפן?","Slicha, ani yachol le'talfen?",9781797114514_Hebrew_2_QZ_390.mp3,9781442330801,9781797114514
391,HE,Hebrew 2,20 ,,03Q,N,My wife needs a doctor.,,9781797114514_Hebrew_2_QZ_391.mp3,9781442330801,9781797114514
392,HE,Hebrew 2,20 ,,03R,M,אשתי צריכה רופא.,Ishti tzricha rofe.,9781797114514_Hebrew_2_QZ_392.mp3,9781442330801,9781797114514
393,HE,Hebrew 2,20 ,,04Q,N,Is it the correct number?,,9781797114514_Hebrew_2_QZ_393.mp3,9781442330801,9781797114514
394,HE,Hebrew 2,20 ,,04R,M,זה המספר הנכון?,Ze ha'mispar ha'nachon?,9781797114514_Hebrew_2_QZ_394.mp3,9781442330801,9781797114514
395,HE,Hebrew 2,20 ,,05Q,N,Can I send an e-mail? (m),,9781797114514_Hebrew_2_QZ_395.mp3,9781442330801,9781797114514
396,HE,Hebrew 2,20 ,,05R,M,אני יכול לשלוח אי-מייל?,Ani yachol lish’loach e-mail?,9781797114514_Hebrew_2_QZ_396.mp3,9781442330801,9781797114514
397,HE,Hebrew 2,20 ,,06Q,N,"Do you see the street over there, on the right?",,9781797114514_Hebrew_2_QZ_397.mp3,9781442330801,9781797114514
398,HE,Hebrew 2,20 ,,06R,F,"אתה רואה את הרחוב שם, בצד ימין?","Ata ro'e et ha'rechov sham, be'tzad yamin?",9781797114514_Hebrew_2_QZ_398.mp3,9781442330801,9781797114514
399,HE,Hebrew 2,20 ,,07Q,N,Do you know the address? (m),,9781797114514_Hebrew_2_QZ_399.mp3,9781442330801,9781797114514
400,HE,Hebrew 2,20 ,,07R,F,אתה יודע את הכתובת?,Ata yodea et ha'ktovet?,9781797114514_Hebrew_2_QZ_400.mp3,9781442330801,9781797114514
401,HE,Hebrew 2,20 ,,08Q,N,"This time, it’s the correct number.",,9781797114514_Hebrew_2_QZ_401.mp3,9781442330801,9781797114514
402,HE,Hebrew 2,20 ,,08R,F,הפעם זה המספר הנכון.,Ha'pa’am ze ha'mispar ha'nachon.,9781797114514_Hebrew_2_QZ_402.mp3,9781442330801,9781797114514
403,HE,Hebrew 2,20 ,,09Q,N,Here’s the doctor’s e-mail address.,,9781797114514_Hebrew_2_QZ_403.mp3,9781442330801,9781797114514
404,HE,Hebrew 2,20 ,,09R,F,הינה כתובת האי-מייל של הרופא.,hine ktovet ha-e-mail shel ha'rofe.,9781797114514_Hebrew_2_QZ_404.mp3,9781442330801,9781797114514
405,HE,Hebrew 2,20 ,,10Q,N,I think that it’s the correct number. (f),,9781797114514_Hebrew_2_QZ_405.mp3,9781442330801,9781797114514
406,HE,Hebrew 2,20 ,,10R,F,אני חושבת שזה המספר הנכון.,Ani choshevet she'ze ha'mispar ha'nachon.,9781797114514_Hebrew_2_QZ_406.mp3,9781442330801,9781797114514
407,HE,Hebrew 2,20 ,,11Q,N,I have to try later. (m),,9781797114514_Hebrew_2_QZ_407.mp3,9781442330801,9781797114514
408,HE,Hebrew 2,20 ,,11R,M,אני צריך לנסות יותר מאוחר.,Ani tzarich le'nasot yoter meuchar.,9781797114514_Hebrew_2_QZ_408.mp3,9781442330801,9781797114514
409,HE,Hebrew 2,21 ,,01Q,N,Can I send an e-mail from here? (m),,9781797114514_Hebrew_2_QZ_409.mp3,9781442330801,9781797114514
410,HE,Hebrew 2,21 ,,01R,M,אני יכול לשלוח אי-מייל מפה?,Ani yachol lish’loach e-mail mi'po?,9781797114514_Hebrew_2_QZ_410.mp3,9781442330801,9781797114514
411,HE,Hebrew 2,21 ,,02Q,N,You can try to call the doctor. (m),,9781797114514_Hebrew_2_QZ_411.mp3,9781442330801,9781797114514
412,HE,Hebrew 2,21 ,,02R,M,אתה יכול לנסות לטלפן לרופא.,Ata yachol le'nasot le'talfen la'rofe.,9781797114514_Hebrew_2_QZ_412.mp3,9781442330801,9781797114514
413,HE,Hebrew 2,21 ,,03Q,N,Can you help me? (to m),,9781797114514_Hebrew_2_QZ_413.mp3,9781442330801,9781797114514
414,HE,Hebrew 2,21 ,,03R,M,אתה יכול לעזור לי?,Ata yachol la’azor li?,9781797114514_Hebrew_2_QZ_414.mp3,9781442330801,9781797114514
415,HE,Hebrew 2,21 ,,04Q,N,Can you give me a telephone number of a good doctor? (to m),,9781797114514_Hebrew_2_QZ_415.mp3,9781442330801,9781797114514
416,HE,Hebrew 2,21 ,,04R,M,אתה יכול לתת לי את מספר הטלפון של רופא טוב?,Ata yachol latet li et mispar hatelefon shel rofe tov?,9781797114514_Hebrew_2_QZ_416.mp3,9781442330801,9781797114514
417,HE,Hebrew 2,21 ,,05Q,N,Today is a holiday.,,9781797114514_Hebrew_2_QZ_417.mp3,9781442330801,9781797114514
418,HE,Hebrew 2,21 ,,05R,M,היום יום חג.,Ha'yom yom chag.,9781797114514_Hebrew_2_QZ_418.mp3,9781442330801,9781797114514
419,HE,Hebrew 2,21 ,,06Q,N,I know a good doctor. (f),,9781797114514_Hebrew_2_QZ_419.mp3,9781442330801,9781797114514
420,HE,Hebrew 2,21 ,,06R,F,אני מכירה רופא טוב.,Ani makeera rofe tov.,9781797114514_Hebrew_2_QZ_420.mp3,9781442330801,9781797114514
421,HE,Hebrew 2,21 ,,07Q,N,Here’s the doctor’s address.,,9781797114514_Hebrew_2_QZ_421.mp3,9781442330801,9781797114514
422,HE,Hebrew 2,21 ,,07R,F,הינה הכתובת של הרופא.,Hine ha'ktovet shel ha'rofe.,9781797114514_Hebrew_2_QZ_422.mp3,9781442330801,9781797114514
423,HE,Hebrew 2,21 ,,08Q,N,He was a student.,,9781797114514_Hebrew_2_QZ_423.mp3,9781442330801,9781797114514
424,HE,Hebrew 2,21 ,,08R,F,הוא היה סטודנט.,Hu haya student.,9781797114514_Hebrew_2_QZ_424.mp3,9781442330801,9781797114514
425,HE,Hebrew 2,21 ,,09Q,N,What does he do?,,9781797114514_Hebrew_2_QZ_425.mp3,9781442330801,9781797114514
426,HE,Hebrew 2,21 ,,09R,F,מה הוא עושה?,Ma hu ose?,9781797114514_Hebrew_2_QZ_426.mp3,9781442330801,9781797114514
427,HE,Hebrew 2,21 ,,10Q,N,What does your son do? (m),,9781797114514_Hebrew_2_QZ_427.mp3,9781442330801,9781797114514
428,HE,Hebrew 2,21 ,,10R,F,מה עושה הבן שלך?,Ma ose ha'ben shelcha?,9781797114514_Hebrew_2_QZ_428.mp3,9781442330801,9781797114514
429,HE,Hebrew 2,22 ,,01Q,N,"From here, first a turn to the left.",,9781797114514_Hebrew_2_QZ_429.mp3,9781442330801,9781797114514
430,HE,Hebrew 2,22 ,,01R,M,"מפה, קודם פנייה ראשונה שמאלה.","Mipo, kodem pniya reeshona smola.",9781797114514_Hebrew_2_QZ_430.mp3,9781442330801,9781797114514
431,HE,Hebrew 2,22 ,,02Q,N,I’m writing down the address. (f),,9781797114514_Hebrew_2_QZ_431.mp3,9781442330801,9781797114514
432,HE,Hebrew 2,22 ,,02R,F,אני כותבת את הכתובת.,Ani kotevet et ha'ktovet.,9781797114514_Hebrew_2_QZ_432.mp3,9781442330801,9781797114514
433,HE,Hebrew 2,22 ,,03Q,N,I’m looking for the pharmacy. (f),,9781797114514_Hebrew_2_QZ_433.mp3,9781442330801,9781797114514
434,HE,Hebrew 2,22 ,,03R,F,אני מחפשת  את בית המרקחת.,Ani mechapeset et bait-ha'merkachat.,9781797114514_Hebrew_2_QZ_434.mp3,9781442330801,9781797114514
435,HE,Hebrew 2,22 ,,04Q,N,Can you (m) help me?,,9781797114514_Hebrew_2_QZ_435.mp3,9781442330801,9781797114514
436,HE,Hebrew 2,22 ,,04R,M,אתה יכול לעזור לי?,Ata yachol la’azor li?,9781797114514_Hebrew_2_QZ_436.mp3,9781442330801,9781797114514
437,HE,Hebrew 2,22 ,,05Q,N,Do you know where there is an internet café? (m),,9781797114514_Hebrew_2_QZ_437.mp3,9781442330801,9781797114514
438,HE,Hebrew 2,22 ,,05R,M,אתה יודע איפה יש קפה אינטרנט?,Ata yodea efo yesh kafe internet.,9781797114514_Hebrew_2_QZ_438.mp3,9781442330801,9781797114514
439,HE,Hebrew 2,22 ,,06Q,N,Now I’m at an internet café.,,9781797114514_Hebrew_2_QZ_439.mp3,9781442330801,9781797114514
440,HE,Hebrew 2,22 ,,06R,F,עכשיו אני בקפה אינטרנט.,Achshav ani be'kafe internet.,9781797114514_Hebrew_2_QZ_440.mp3,9781442330801,9781797114514
441,HE,Hebrew 2,22 ,,07Q,N,It’s very good.,,9781797114514_Hebrew_2_QZ_441.mp3,9781442330801,9781797114514
442,HE,Hebrew 2,22 ,,07R,F,זה טוב מאוד!,Ze tov meod.,9781797114514_Hebrew_2_QZ_442.mp3,9781442330801,9781797114514
443,HE,Hebrew 2,22 ,,08Q,N,I had to buy something at a pharmacy. (f),,9781797114514_Hebrew_2_QZ_443.mp3,9781442330801,9781797114514
444,HE,Hebrew 2,22 ,,08R,F,הייתי צריכה לקנות משהו בבית מרקחת.,haeeti tzricha liknot mashehu be'beit-merkachat.,9781797114514_Hebrew_2_QZ_444.mp3,9781442330801,9781797114514
445,HE,Hebrew 2,22 ,,09Q,N,I had to go to the doctor. (f),,9781797114514_Hebrew_2_QZ_445.mp3,9781442330801,9781797114514
446,HE,Hebrew 2,22 ,,09R,F,הייתי צריכה ללכת לרופא.,Haeeti tzricha la'lechet la'rofe.,9781797114514_Hebrew_2_QZ_446.mp3,9781442330801,9781797114514
447,HE,Hebrew 2,22 ,,10Q,N,I need something at the pharmacy.,,9781797114514_Hebrew_2_QZ_447.mp3,9781442330801,9781797114514
448,HE,Hebrew 2,22 ,,10R,F,אני צריכה משהו בבית המרקחת.,Ani tzricha mashehu be'beit-ha'merkachat.,9781797114514_Hebrew_2_QZ_448.mp3,9781442330801,9781797114514
449,HE,Hebrew 2,23 ,,01Q,N,I’m writing it down. (f),,9781797114514_Hebrew_2_QZ_449.mp3,9781442330801,9781797114514
450,HE,Hebrew 2,23 ,,01R,F,אני כותבת את זה.,Ani kotevet et ze.,9781797114514_Hebrew_2_QZ_450.mp3,9781442330801,9781797114514
451,HE,Hebrew 2,23 ,,02Q,N,I can take you into town. (m),,9781797114514_Hebrew_2_QZ_451.mp3,9781442330801,9781797114514
452,HE,Hebrew 2,23 ,,02R,M,אני יכול לקחת אותך העירה.,Ani yachol lakchat otach haeera.,9781797114514_Hebrew_2_QZ_452.mp3,9781442330801,9781797114514
453,HE,Hebrew 2,23 ,,03Q,N,Do you see it? (f),,9781797114514_Hebrew_2_QZ_453.mp3,9781442330801,9781797114514
454,HE,Hebrew 2,23 ,,03R,M,את רואה את זה?,At roa et ze?,9781797114514_Hebrew_2_QZ_454.mp3,9781442330801,9781797114514
455,HE,Hebrew 2,23 ,,04Q,N,You drive very fast. (m),,9781797114514_Hebrew_2_QZ_455.mp3,9781442330801,9781797114514
456,HE,Hebrew 2,23 ,,04R,M,אתה נוהג מהר מאוד.,Ata noheg maher meod.,9781797114514_Hebrew_2_QZ_456.mp3,9781442330801,9781797114514
457,HE,Hebrew 2,23 ,,05Q,N,You drive too fast! (m),,9781797114514_Hebrew_2_QZ_457.mp3,9781442330801,9781797114514
458,HE,Hebrew 2,23 ,,05R,M,אתה נוהג יותר מידי מהר!,Ata noheg yoter midai maher!,9781797114514_Hebrew_2_QZ_458.mp3,9781442330801,9781797114514
459,HE,Hebrew 2,23 ,,06Q,N,Can you drive more slowly? (m),,9781797114514_Hebrew_2_QZ_459.mp3,9781442330801,9781797114514
460,HE,Hebrew 2,23 ,,06R,F,אתה יכול לנהוג יותר לאט?,Ata yachol linhog yoter le'at?,9781797114514_Hebrew_2_QZ_460.mp3,9781442330801,9781797114514
461,HE,Hebrew 2,23 ,,07Q,N,I can’t read the numbers. (f),,9781797114514_Hebrew_2_QZ_461.mp3,9781442330801,9781797114514
462,HE,Hebrew 2,23 ,,07R,F,אני לא יכולה לקרוא את המספרים.,Ani lo ye’chola likro et ha'misparim.,9781797114514_Hebrew_2_QZ_462.mp3,9781442330801,9781797114514
463,HE,Hebrew 2,23 ,,08Q,N,What are you doing? (m),,9781797114514_Hebrew_2_QZ_463.mp3,9781442330801,9781797114514
464,HE,Hebrew 2,23 ,,08R,F,מה אתה עושה?,Ma ata ose?,9781797114514_Hebrew_2_QZ_464.mp3,9781442330801,9781797114514
465,HE,Hebrew 2,23 ,,09Q,N,"And then, one more to the right.",,9781797114514_Hebrew_2_QZ_465.mp3,9781442330801,9781797114514
466,HE,Hebrew 2,23 ,,09R,F,"ואחר כך, עוד פעם ימינה.","Ve'achar-kach, od pa’am yamina.",9781797114514_Hebrew_2_QZ_466.mp3,9781442330801,9781797114514
467,HE,Hebrew 2,23 ,,10Q,N,My car isn’t running.,,9781797114514_Hebrew_2_QZ_467.mp3,9781442330801,9781797114514
468,HE,Hebrew 2,23 ,,10R,F,המכונית שלי לא נוסעת.,Ha'mechonit sheli lo nosa’at.,9781797114514_Hebrew_2_QZ_468.mp3,9781442330801,9781797114514
469,HE,Hebrew 2,24 ,,01Q,N,I won’t be going there on foot.,,9781797114514_Hebrew_2_QZ_469.mp3,9781442330801,9781797114514
470,HE,Hebrew 2,24 ,,01R,M,אני לא אלך לשם ברגל.,Ani lo elech le'sham baregel.,9781797114514_Hebrew_2_QZ_470.mp3,9781442330801,9781797114514
471,HE,Hebrew 2,24 ,,02Q,N,I’m sorry. (m),,9781797114514_Hebrew_2_QZ_471.mp3,9781442330801,9781797114514
472,HE,Hebrew 2,24 ,,02R,M,אני מצטער.,Ani mitz’taer.,9781797114514_Hebrew_2_QZ_472.mp3,9781442330801,9781797114514
473,HE,Hebrew 2,24 ,,03Q,N,Can you take me to a bookstore? (to m),,9781797114514_Hebrew_2_QZ_473.mp3,9781442330801,9781797114514
474,HE,Hebrew 2,24 ,,03R,M,אתה יכול לקחת אותי לחנות ספרים?,Ata yachol lakchat oti le'chanut sfarim?,9781797114514_Hebrew_2_QZ_474.mp3,9781442330801,9781797114514
475,HE,Hebrew 2,24 ,,04Q,N,The pharmacy was closed.,,9781797114514_Hebrew_2_QZ_475.mp3,9781442330801,9781797114514
476,HE,Hebrew 2,24 ,,04R,M,בית-המרקחת היה סגור.,Beit-ha'merkachat haya sagur.,9781797114514_Hebrew_2_QZ_476.mp3,9781442330801,9781797114514
477,HE,Hebrew 2,24 ,,05Q,N,How long have you had the car? (m),,9781797114514_Hebrew_2_QZ_477.mp3,9781442330801,9781797114514
478,HE,Hebrew 2,24 ,,05R,M,כמה זמן יש לך את המכונית?,Kama zman yesh lecha et ha'mechonit?,9781797114514_Hebrew_2_QZ_478.mp3,9781442330801,9781797114514
479,HE,Hebrew 2,24 ,,06Q,N,I’ve already had the car ten years.,,9781797114514_Hebrew_2_QZ_479.mp3,9781442330801,9781797114514
480,HE,Hebrew 2,24 ,,06R,F,יש לי את המכונית כבר עשר שנים.,Yesh li et ha'mechonit kvar eser shanim.,9781797114514_Hebrew_2_QZ_480.mp3,9781442330801,9781797114514
481,HE,Hebrew 2,24 ,,07Q,N,There’s another bookstore there.,,9781797114514_Hebrew_2_QZ_481.mp3,9781442330801,9781797114514
482,HE,Hebrew 2,24 ,,07R,F,יש שם עוד חנות ספרים.,Yesh sham od hanut sfarim.,9781797114514_Hebrew_2_QZ_482.mp3,9781442330801,9781797114514
483,HE,Hebrew 2,24 ,,08Q,N,That’s a good idea!,,9781797114514_Hebrew_2_QZ_483.mp3,9781442330801,9781797114514
484,HE,Hebrew 2,24 ,,08R,F,זה רעיון טוב!,Ze ra’ayon tov!,9781797114514_Hebrew_2_QZ_484.mp3,9781442330801,9781797114514
485,HE,Hebrew 2,24 ,,09Q,N,This is a good bookstore.,,9781797114514_Hebrew_2_QZ_485.mp3,9781442330801,9781797114514
486,HE,Hebrew 2,24 ,,09R,F,זאת חנות ספרים טובה.,Zot chanut sfarim tova.,9781797114514_Hebrew_2_QZ_486.mp3,9781442330801,9781797114514
487,HE,Hebrew 2,24 ,,10Q,N,Jaffa Road ... it’s the first turn.,,9781797114514_Hebrew_2_QZ_487.mp3,9781442330801,9781797114514
488,HE,Hebrew 2,24 ,,10R,F,רחוב יפו ... זה הפנייה הראשונה.,Rchov Yafo ... ze hapniya hareeshona.,9781797114514_Hebrew_2_QZ_488.mp3,9781442330801,9781797114514
489,HE,Hebrew 2,25 ,,01Q,N,Where is your office? (f),,9781797114514_Hebrew_2_QZ_489.mp3,9781442330801,9781797114514
490,HE,Hebrew 2,25 ,,01R,M,איפה המשרד שלך?,Efo hamisrad shelach?,9781797114514_Hebrew_2_QZ_490.mp3,9781442330801,9781797114514
491,HE,Hebrew 2,25 ,,02Q,N,It’s at my office.,,9781797114514_Hebrew_2_QZ_491.mp3,9781442330801,9781797114514
492,HE,Hebrew 2,25 ,,02R,M,זה במשרד שלי.,Ze ba'misrad sheli.,9781797114514_Hebrew_2_QZ_492.mp3,9781442330801,9781797114514
493,HE,Hebrew 2,25 ,,03Q,N,I think that the book’s at my office. (m),,9781797114514_Hebrew_2_QZ_493.mp3,9781442330801,9781797114514
494,HE,Hebrew 2,25 ,,03R,M,אני חושב שהספר במשרד שלי.,Ani choshev she ha'sefer ba'misrad sheli.,9781797114514_Hebrew_2_QZ_494.mp3,9781442330801,9781797114514
495,HE,Hebrew 2,25 ,,04Q,N,How long have you had the car? (f),,9781797114514_Hebrew_2_QZ_495.mp3,9781442330801,9781797114514
496,HE,Hebrew 2,25 ,,04R,M,כמה זמן יש לך את המכונית?,Kama zman yesh lach et hamechonit?,9781797114514_Hebrew_2_QZ_496.mp3,9781442330801,9781797114514
497,HE,Hebrew 2,25 ,,05Q,N,My office is on Jaffa Road.,,9781797114514_Hebrew_2_QZ_497.mp3,9781442330801,9781797114514
498,HE,Hebrew 2,25 ,,05R,M,המשרד שלי ברחוב יפו.,Hamisrad sheli b’Rhchov Yafo.,9781797114514_Hebrew_2_QZ_498.mp3,9781442330801,9781797114514
499,HE,Hebrew 2,25 ,,06Q,N,I’ll go to the office on foot.,,9781797114514_Hebrew_2_QZ_499.mp3,9781442330801,9781797114514
500,HE,Hebrew 2,25 ,,06R,F,אני אלך למשרד ברגל.,Ani elech lamisrad baregel.,9781797114514_Hebrew_2_QZ_500.mp3,9781442330801,9781797114514
501,HE,Hebrew 2,25 ,,07Q,N,You still drive too fast. (f),,9781797114514_Hebrew_2_QZ_501.mp3,9781442330801,9781797114514
502,HE,Hebrew 2,25 ,,07R,F,את עדיין נוהגת יותר מידי מהר.,At ada’in noheget yoter midai maher.,9781797114514_Hebrew_2_QZ_502.mp3,9781442330801,9781797114514
503,HE,Hebrew 2,25 ,,08Q,N,I can drive more slowly. (f),,9781797114514_Hebrew_2_QZ_503.mp3,9781442330801,9781797114514
504,HE,Hebrew 2,25 ,,08R,F,אני יכולה לנהוג יותר לאט.,Ani yechola linhog yoter le'at.,9781797114514_Hebrew_2_QZ_504.mp3,9781442330801,9781797114514
505,HE,Hebrew 2,25 ,,09Q,N,I have an important meeting. (f),,9781797114514_Hebrew_2_QZ_505.mp3,9781442330801,9781797114514
506,HE,Hebrew 2,25 ,,09R,F,יש לי פגישה חשובה.,Yesh li pgisha chashuva.,9781797114514_Hebrew_2_QZ_506.mp3,9781442330801,9781797114514
