Rec #,Lang,ISBN-13,Course,Unit Num,start,stop,QZ #,line #,spkr,Cue,#of words,Q or S,Course Name (Source),Snippet Name,SKills
266,FR-Core,9781508256892,French 2,12,N/A,N/A,10R,N/A,M,Est-ce que je peux vous offrir quelque chose?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_266.mp3,"6,13"
267,FR-Core,9781508256892,French 2,12,N/A,N/A,11Q,N/A,N,What can I offer you?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_267.mp3,"6,13"
268,FR-Core,9781508256892,French 2,12,N/A,N/A,11R,N/A,M,Qu’est-ce que je peux vous offrir?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_268.mp3,"6,13"
269,FR-Core,9781508256892,French 2,12,N/A,N/A,12Q,N/A,N,I take some sugar.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_269.mp3,6
270,FR-Core,9781508256892,French 2,12,N/A,N/A,12R,N/A,F,Je prends du sucre.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_270.mp3,6
271,FR-Core,9781508256892,French 2,12,N/A,N/A,13Q,N/A,N,They don’t want to travel together.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_271.mp3,18
272,FR-Core,9781508256892,French 2,12,N/A,N/A,13R,N/A,F,Ils ne veulent pas voyager ensemble.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_272.mp3,18
273,FR-Core,9781508256892,French 2,12,N/A,N/A,14Q,N/A,N,Can you wait a few minutes?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_273.mp3,17
274,FR-Core,9781508256892,French 2,12,N/A,N/A,14R,N/A,F,Est-ce que vous pouvez attendre quelques minutes?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_274.mp3,17
275,FR-Core,9781508256892,French 2,12,N/A,N/A,15Q,N/A,N,Do you want to come to our place?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_275.mp3,7
276,FR-Core,9781508256892,French 2,12,N/A,N/A,15R,N/A,F,Est-ce que vous voulez venir chez nous?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_276.mp3,7
277,FR-Core,9781508256892,French 2,12,N/A,N/A,16Q,N/A,N,Let’s go there together at five after eight.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_277.mp3,"12,17"
278,FR-Core,9781508256892,French 2,12,N/A,N/A,16R,N/A,F,On y va ensemble à huit heures cinq.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_278.mp3,"12,17"
279,FR-Core,9781508256892,French 2,12,N/A,N/A,17Q,N/A,N,Not at the moment.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_279.mp3,7
280,FR-Core,9781508256892,French 2,12,N/A,N/A,17R,N/A,F,Pas en ce moment.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_280.mp3,7
281,FR-Core,9781508256892,French 2,13,N/A,N/A,01Q,N/A,N,Today it’s Thursday.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_281.mp3,17
282,FR-Core,9781508256892,French 2,13,N/A,N/A,01R,N/A,F,"Aujourd’hui, c’est jeudi.",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_282.mp3,17
283,FR-Core,9781508256892,French 2,13,N/A,N/A,02Q,N/A,N,"Tomorrow, it’s Friday.",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_283.mp3,17
284,FR-Core,9781508256892,French 2,13,N/A,N/A,02R,N/A,M,"Demain, c’est vendredi.",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_284.mp3,17
285,FR-Core,9781508256892,French 2,13,N/A,N/A,03Q,N/A,N,That’s her name.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_285.mp3,"10,13,16"
286,FR-Core,9781508256892,French 2,13,N/A,N/A,03R,N/A,M,C’est son nom.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_286.mp3,"10,13,16"
287,FR-Core,9781508256892,French 2,13,N/A,N/A,04Q,N/A,N,This cake is very good.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_287.mp3,6
288,FR-Core,9781508256892,French 2,13,N/A,N/A,04R,N/A,M,Ce gâteau est très bon.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_288.mp3,6
289,FR-Core,9781508256892,French 2,13,N/A,N/A,05Q,N/A,N,She has lived in Paris since January or February.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_289.mp3,"17,18"
290,FR-Core,9781508256892,French 2,13,N/A,N/A,05R,N/A,M,Elle habite à Paris depuis janvier ou février.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_290.mp3,"17,18"
291,FR-Core,9781508256892,French 2,13,N/A,N/A,06Q,N/A,N,Can we come a little later?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_291.mp3,17
292,FR-Core,9781508256892,French 2,13,N/A,N/A,06R,N/A,M,Est-ce qu’on peut venir un peu plus tard?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_292.mp3,17
293,FR-Core,9781508256892,French 2,13,N/A,N/A,07Q,N/A,N,Can I offer you a coffee?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_293.mp3,6
294,FR-Core,9781508256892,French 2,13,N/A,N/A,07R,N/A,M,Est-ce que je peux t’offrir un café?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_294.mp3,6
295,FR-Core,9781508256892,French 2,13,N/A,N/A,08Q,N/A,N,There’s no sugar.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_295.mp3,6
296,FR-Core,9781508256892,French 2,13,N/A,N/A,08R,N/A,M,Il n’y a pas de sucre.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_296.mp3,6
297,FR-Core,9781508256892,French 2,13,N/A,N/A,09Q,N/A,N,I have some good chocolate cake.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_297.mp3,6
298,FR-Core,9781508256892,French 2,13,N/A,N/A,09R,N/A,F,J’ai du bon gâteau au chocolat.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_298.mp3,6
299,FR-Core,9781508256892,French 2,13,N/A,N/A,10Q,N/A,N,I prefer tea.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_299.mp3,6
300,FR-Core,9781508256892,French 2,13,N/A,N/A,10R,N/A,F,Je préfère le thé.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_300.mp3,6
301,FR-Core,9781508256892,French 2,13,N/A,N/A,11Q,N/A,N,"Me, I take my tea without sugar.",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_301.mp3,6
302,FR-Core,9781508256892,French 2,13,N/A,N/A,11R,N/A,F,"Moi, je prends mon thé sans sucre.",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_302.mp3,6
303,FR-Core,9781508256892,French 2,13,N/A,N/A,12Q,N/A,N,We can come after.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_303.mp3,7
304,FR-Core,9781508256892,French 2,13,N/A,N/A,12R,N/A,F,On peut venir après.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_304.mp3,7
305,FR-Core,9781508256892,French 2,13,N/A,N/A,13Q,N/A,N,Without sugar but with a little milk.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_305.mp3,6
306,FR-Core,9781508256892,French 2,13,N/A,N/A,13R,N/A,F,Sans sucre mais avec un peu de lait.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_306.mp3,6
307,FR-Core,9781508256892,French 2,13,N/A,N/A,14Q,N/A,N,Do you have a few minutes?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_307.mp3,17
308,FR-Core,9781508256892,French 2,13,N/A,N/A,14R,N/A,F,Tu as quelques minutes?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_308.mp3,17
309,FR-Core,9781508256892,French 2,13,N/A,N/A,15Q,N/A,N,Do you take milk too?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_309.mp3,6
310,FR-Core,9781508256892,French 2,13,N/A,N/A,15R,N/A,F,Tu prends du lait aussi?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_310.mp3,6
311,FR-Core,9781508256892,French 2,13,N/A,N/A,16Q,N/A,N,You want a piece of cake?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_311.mp3,6
312,FR-Core,9781508256892,French 2,13,N/A,N/A,16R,N/A,M,Tu veux un morceau de gâteau?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_312.mp3,6
313,FR-Core,9781508256892,French 2,14,N/A,N/A,01Q,N/A,N,Have a good trip!,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_313.mp3,18
314,FR-Core,9781508256892,French 2,14,N/A,N/A,01R,N/A,M,Bon voyage!,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_314.mp3,18
315,FR-Core,9781508256892,French 2,14,N/A,N/A,02Q,N/A,N,That’s too bad!,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_315.mp3,7
316,FR-Core,9781508256892,French 2,14,N/A,N/A,02R,N/A,M,C’est dommage!,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_316.mp3,7
317,FR-Core,9781508256892,French 2,14,N/A,N/A,03Q,N/A,N,Never mind!,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_317.mp3,"7,13,16"
318,FR-Core,9781508256892,French 2,14,N/A,N/A,03R,N/A,M,Tant pis!,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_318.mp3,"7,13,16"
319,FR-Core,9781508256892,French 2,14,N/A,N/A,04Q,N/A,N,That’s too bad but never mind.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_319.mp3,"7,16"
320,FR-Core,9781508256892,French 2,14,N/A,N/A,04R,N/A,M,C’est dommage mais tant pis.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_320.mp3,"7,16"
321,FR-Core,9781508256892,French 2,14,N/A,N/A,05Q,N/A,N,I haven’t seen him.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_321.mp3,7
322,FR-Core,9781508256892,French 2,14,N/A,N/A,05R,N/A,M,Je ne l’ai pas vu.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_322.mp3,7
323,FR-Core,9781508256892,French 2,14,N/A,N/A,06Q,N/A,N,I’m not leaving yet.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_323.mp3,18
324,FR-Core,9781508256892,French 2,14,N/A,N/A,06R,N/A,M,Je ne pars pas encore.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_324.mp3,18
325,FR-Core,9781508256892,French 2,14,N/A,N/A,07Q,N/A,N,I never drink cold tea.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_325.mp3,6
326,FR-Core,9781508256892,French 2,14,N/A,N/A,07R,N/A,F,Je ne bois jamais de thé froid.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_326.mp3,6
327,FR-Core,9781508256892,French 2,14,N/A,N/A,08Q,N/A,N,I’m staying there until Saturday.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_327.mp3,"17,18"
328,FR-Core,9781508256892,French 2,14,N/A,N/A,08R,N/A,F,J’y reste jusqu’à samedi.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_328.mp3,"17,18"
329,FR-Core,9781508256892,French 2,14,N/A,N/A,09Q,N/A,N,I prefer honey in my tea.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_329.mp3,6
330,FR-Core,9781508256892,French 2,14,N/A,N/A,09R,N/A,F,Je préfère le miel dans mon thé.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_330.mp3,6
331,FR-Core,9781508256892,French 2,14,N/A,N/A,10Q,N/A,N,I take some lemon.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_331.mp3,6
332,FR-Core,9781508256892,French 2,14,N/A,N/A,10R,N/A,F,Je prends du citron.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_332.mp3,6
333,FR-Core,9781508256892,French 2,14,N/A,N/A,11Q,N/A,N,I prefer the hot tea.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_333.mp3,6
334,FR-Core,9781508256892,French 2,14,N/A,N/A,11R,N/A,F,Je préfère le thé chaud.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_334.mp3,6
335,FR-Core,9781508256892,French 2,14,N/A,N/A,12Q,N/A,N,"Us, we leave Tuesday morning.",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_335.mp3,"17,18"
336,FR-Core,9781508256892,French 2,14,N/A,N/A,12R,N/A,F,"Nous, on part mardi matin.",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_336.mp3,"17,18"
337,FR-Core,9781508256892,French 2,14,N/A,N/A,13Q,N/A,N,We are leaving on vacation.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_337.mp3,18
338,FR-Core,9781508256892,French 2,14,N/A,N/A,13R,N/A,F,On part en vacances.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_338.mp3,18
339,FR-Core,9781508256892,French 2,15,N/A,N/A,01Q,N/A,N,How long are you staying in London?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_339.mp3,18
340,FR-Core,9781508256892,French 2,15,N/A,N/A,01R,N/A,M,Combien de temps est-ce que vous restez à Londres?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_340.mp3,18
341,FR-Core,9781508256892,French 2,15,N/A,N/A,02Q,N/A,N,Is it cold in London?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_341.mp3,"18,19"
342,FR-Core,9781508256892,French 2,15,N/A,N/A,02R,N/A,M,Est-ce qu’il fait froid à Londres?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_342.mp3,"18,19"
343,FR-Core,9781508256892,French 2,15,N/A,N/A,03Q,N/A,N,How’s the weather in London now?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_343.mp3,"18,19"
344,FR-Core,9781508256892,French 2,15,N/A,N/A,03R,N/A,M,Il fait quel temps à Londres maintenant?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_344.mp3,"18,19"
345,FR-Core,9781508256892,French 2,15,N/A,N/A,04Q,N/A,N,It’s very nice.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_345.mp3,13
346,FR-Core,9781508256892,French 2,15,N/A,N/A,04R,N/A,M,Il fait très beau.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_346.mp3,13
347,FR-Core,9781508256892,French 2,15,N/A,N/A,05Q,N/A,N,The weather’s really bad.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_347.mp3,19
348,FR-Core,9781508256892,French 2,15,N/A,N/A,05R,N/A,M,Il fait vraiment mauvais.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_348.mp3,19
349,FR-Core,9781508256892,French 2,15,N/A,N/A,06Q,N/A,N,It’s not cold.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_349.mp3,19
350,FR-Core,9781508256892,French 2,15,N/A,N/A,06R,N/A,M,Il ne fait pas froid.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_350.mp3,19
351,FR-Core,9781508256892,French 2,15,N/A,N/A,07Q,N/A,N,There are a lot of things to discover over there.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_351.mp3,7
352,FR-Core,9781508256892,French 2,15,N/A,N/A,07R,N/A,M,Il y a beaucoup de choses à découvrir là-bas.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_352.mp3,7
353,FR-Core,9781508256892,French 2,15,N/A,N/A,08Q,N/A,N,I like Canada a lot.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_353.mp3,18
354,FR-Core,9781508256892,French 2,15,N/A,N/A,08R,N/A,F,J’aime beaucoup le Canada.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_354.mp3,18
355,FR-Core,9781508256892,French 2,15,N/A,N/A,09Q,N/A,N,I’m waiting for a letter from Canada.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_355.mp3,3
356,FR-Core,9781508256892,French 2,15,N/A,N/A,09R,N/A,F,J’attends une lettre du Canada.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_356.mp3,3
357,FR-Core,9781508256892,French 2,15,N/A,N/A,10Q,N/A,N,I’m going to Canada.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_357.mp3,18
358,FR-Core,9781508256892,French 2,15,N/A,N/A,10R,N/A,F,Je vais au Canada.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_358.mp3,18
359,FR-Core,9781508256892,French 2,15,N/A,N/A,11Q,N/A,N,The letter comes from Canada.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_359.mp3,3
360,FR-Core,9781508256892,French 2,15,N/A,N/A,11R,N/A,F,La lettre vient du Canada.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_360.mp3,3
361,FR-Core,9781508256892,French 2,15,N/A,N/A,12Q,N/A,N,"Canada, it’s beautiful.",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_361.mp3,18
362,FR-Core,9781508256892,French 2,15,N/A,N/A,12R,N/A,F,"Le Canada, c’est beau.",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_362.mp3,18
363,FR-Core,9781508256892,French 2,15,N/A,N/A,13Q,N/A,N,What are you having?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_363.mp3,"6,13"
364,FR-Core,9781508256892,French 2,15,N/A,N/A,13R,N/A,F,Qu’est-ce que tu prends?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_364.mp3,"6,13"
365,FR-Core,9781508256892,French 2,15,N/A,N/A,14Q,N/A,N,What bad weather!,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_365.mp3,19
366,FR-Core,9781508256892,French 2,15,N/A,N/A,14R,N/A,F,Quel mauvais temps!,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_366.mp3,19
367,FR-Core,9781508256892,French 2,15,N/A,N/A,15Q,N/A,N,Your loss! / Never mind for you!,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_367.mp3,7
368,FR-Core,9781508256892,French 2,15,N/A,N/A,15R,N/A,M,Tant pis pour vous!,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_368.mp3,7
369,FR-Core,9781508256892,French 2,16,N/A,N/A,01Q,N/A,N,"Before, it was less expensive.",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_369.mp3,11
370,FR-Core,9781508256892,French 2,16,N/A,N/A,01R,N/A,M,"Avant, c’était moins cher.",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_370.mp3,11
371,FR-Core,9781508256892,French 2,16,N/A,N/A,02Q,N/A,N,It’s more expensive.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_371.mp3,11
372,FR-Core,9781508256892,French 2,16,N/A,N/A,02R,N/A,M,C’est plus cher.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_372.mp3,11
373,FR-Core,9781508256892,French 2,16,N/A,N/A,03Q,N/A,N,That’s too expensive.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_373.mp3,11
374,FR-Core,9781508256892,French 2,16,N/A,N/A,03R,N/A,M,C’est trop cher.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_374.mp3,11
375,FR-Core,9781508256892,French 2,16,N/A,N/A,04Q,N/A,N,It was too complicated.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_375.mp3,7
376,FR-Core,9781508256892,French 2,16,N/A,N/A,04R,N/A,M,C’était trop compliqué.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_376.mp3,7
377,FR-Core,9781508256892,French 2,16,N/A,N/A,05Q,N/A,N,This week and the next week.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_377.mp3,17
378,FR-Core,9781508256892,French 2,16,N/A,N/A,05R,N/A,M,Cette semaine et la semaine prochaine.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_378.mp3,17
379,FR-Core,9781508256892,French 2,16,N/A,N/A,06Q,N/A,N,He’s coming with his two daughters and his son.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_379.mp3,"5,12,18"
380,FR-Core,9781508256892,French 2,16,N/A,N/A,06R,N/A,M,Il vient avec ses deux filles et son fils.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_380.mp3,"5,12,18"
381,FR-Core,9781508256892,French 2,16,N/A,N/A,07Q,N/A,N,It’s not bad (weather).,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_381.mp3,19
382,FR-Core,9781508256892,French 2,16,N/A,N/A,07R,N/A,F,Il ne fait pas mauvais.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_382.mp3,19
383,FR-Core,9781508256892,French 2,16,N/A,N/A,08Q,N/A,N,It’s not hot (weather).,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_383.mp3,19
384,FR-Core,9781508256892,French 2,16,N/A,N/A,08R,N/A,F,Il ne fait pas chaud.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_384.mp3,19
385,FR-Core,9781508256892,French 2,16,N/A,N/A,09Q,N/A,N,They like ice cream a lot.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_385.mp3,6
386,FR-Core,9781508256892,French 2,16,N/A,N/A,09R,N/A,F,Ils aiment beaucoup les glaces.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_386.mp3,6
387,FR-Core,9781508256892,French 2,16,N/A,N/A,10Q,N/A,N,They like lemon sorbets.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_387.mp3,6
388,FR-Core,9781508256892,French 2,16,N/A,N/A,10R,N/A,F,Ils aiment les sorbets au citron.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_388.mp3,6
389,FR-Core,9781508256892,French 2,16,N/A,N/A,11Q,N/A,N,They’re around without their children.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_389.mp3,5
390,FR-Core,9781508256892,French 2,16,N/A,N/A,11R,N/A,F,Ils sont là sans leurs enfants.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_390.mp3,5
391,FR-Core,9781508256892,French 2,16,N/A,N/A,12Q,N/A,N,I’m waiting for the letter since two days!,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_391.mp3,"3,12"
392,FR-Core,9781508256892,French 2,16,N/A,N/A,12R,N/A,F,J’attends la lettre depuis deux jours!,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_392.mp3,"3,12"
393,FR-Core,9781508256892,French 2,16,N/A,N/A,13Q,N/A,N,I believe that it’s too complicated.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_393.mp3,7
394,FR-Core,9781508256892,French 2,16,N/A,N/A,13R,N/A,F,Je crois que c’est trop compliqué.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_394.mp3,7
395,FR-Core,9781508256892,French 2,16,N/A,N/A,14Q,N/A,N,My friend is coming with his 3 children.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_395.mp3,"5,18"
396,FR-Core,9781508256892,French 2,16,N/A,N/A,14R,N/A,M,Mon ami vient avec ses trois enfants.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_396.mp3,"5,18"
397,FR-Core,9781508256892,French 2,16,N/A,N/A,15Q,N/A,N,His son and his two daughters.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_397.mp3,"5,12"
398,FR-Core,9781508256892,French 2,16,N/A,N/A,15R,N/A,M,Son fils et ses deux filles.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_398.mp3,"5,12"
399,FR-Core,9781508256892,French 2,16,N/A,N/A,16Q,N/A,N,When are you leaving?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_399.mp3,18
400,FR-Core,9781508256892,French 2,16,N/A,N/A,16R,N/A,M,Quand est-ce que tu pars?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_400.mp3,18
