Control #,Rec #,Lang,Source Audio ISBN-13,Course,Unit Num,QZ #,Speaker,Cue,Transliteration,#of words,Q or S,Course Name (Source),Snippet Name,Skills
306,306,JP,9781442310223,Japanese 1,14,11R,M,円を少し上げます。,en o sukoshi agemasu.,4,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0306.mp3,"7,11"
307,307,JP,9781442310223,Japanese 1,15,01Q,N,Where to?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0307.mp3,"4,7,9"
308,308,JP,9781442310223,Japanese 1,15,01R,M,どこへ？,doko e?,2,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0308.mp3,"4,7,9"
309,309,JP,9781442310223,Japanese 1,15,02Q,N,I’m leaving.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0309.mp3,"7,18"
310,310,JP,9781442310223,Japanese 1,15,02R,F,行って来ます。,itte kimasu.,2,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0310.mp3,"7,18"
311,311,JP,9781442310223,Japanese 1,15,03Q,N,I can buy sake.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0311.mp3,"6,14"
312,312,JP,9781442310223,Japanese 1,15,03R,F,お酒が買えます。,osake ga kaemasu.,3,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0312.mp3,"6,14"
313,313,JP,9781442310223,Japanese 1,15,04Q,N,"As for sake, I can’t buy any.",,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0313.mp3,"6,14"
314,314,JP,9781442310223,Japanese 1,15,04R,F,お酒は買えません。,osake wa kaemasen.,3,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0314.mp3,"6,14"
315,315,JP,9781442310223,Japanese 1,15,05Q,N,There isn’t any at all.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0315.mp3,"9,11"
316,316,JP,9781442310223,Japanese 1,15,05R,F,全然ありません。,zenzen arimasen.,2,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0316.mp3,"9,11"
317,317,JP,9781442310223,Japanese 1,15,06Q,N,I don’t have any dollars at all.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0317.mp3,"9,11"
318,318,JP,9781442310223,Japanese 1,15,06R,F,ドルを全然持っていません。,doru o zenzen motte imasen.,5,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0318.mp3,"9,11"
319,319,JP,9781442310223,Japanese 1,15,07Q,N,I can’t eat at all.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0319.mp3,"6,16"
320,320,JP,9781442310223,Japanese 1,15,07R,F,全然食べられません。,zenzen taberaremasen.,2,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0320.mp3,"6,16"
321,321,JP,9781442310223,Japanese 1,15,08Q,N,How much is a bottle of beer?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0321.mp3,"6,14"
322,322,JP,9781442310223,Japanese 1,15,08R,M,ビール一本いくらですか。,biiru ippon ikura desu ka.,5,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0322.mp3,"6,14"
323,323,JP,9781442310223,Japanese 1,15,09Q,N,For me?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0323.mp3,"7,9"
324,324,JP,9781442310223,Japanese 1,15,09R,M,わたしに?,watashi ni?,2,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0324.mp3,"7,9"
325,325,JP,9781442310223,Japanese 1,15,10Q,N,For you.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0325.mp3,"7,9"
326,326,JP,9781442310223,Japanese 1,15,10R,M,あなたに。,anata ni.,2,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0326.mp3,"7,9"
327,327,JP,9781442310223,Japanese 1,15,11Q,N,Can you eat now?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0327.mp3,"6,17"
328,328,JP,9781442310223,Japanese 1,15,11R,M,今食べられますか。,ima taberaremasu ka.,3,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0328.mp3,"6,17"
329,329,JP,9781442310223,Japanese 1,16,01Q,N,You’re welcome.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0329.mp3,"7,13,16"
330,330,JP,9781442310223,Japanese 1,16,01R,M,どういたしまして。,do itashimashite.,2,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0330.mp3,"7,13,16"
331,331,JP,9781442310223,Japanese 1,16,02Q,N,What is it?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0331.mp3,"7,9,16"
332,332,JP,9781442310223,Japanese 1,16,02R,F,何ですか。,nan desu ka.,3,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0332.mp3,"7,9,16"
333,333,JP,9781442310223,Japanese 1,16,03Q,N,It’s too much.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0333.mp3,"7,9"
334,334,JP,9781442310223,Japanese 1,16,03R,F,多すぎます。,osugimasu.,1,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0334.mp3,"7,9"
335,335,JP,9781442310223,Japanese 1,16,04Q,N,That’s a lot.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0335.mp3,"7,9"
336,336,JP,9781442310223,Japanese 1,16,04R,F,たくさんです。,takusan desu.,2,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0336.mp3,"7,9"
337,337,JP,9781442310223,Japanese 1,16,05Q,N,It's sushi.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0337.mp3,"6,9"
338,338,JP,9781442310223,Japanese 1,16,05R,F,すしです。,sushi desu.,2,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0338.mp3,"6,9"
341,341,JP,9781442310223,Japanese 1,16,07Q,N,"That’s a lot, isn’t it?",,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0341.mp3,"9,11"
342,342,JP,9781442310223,Japanese 1,16,07R,M,たくさんですね。,takusan desu ne.,3,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0342.mp3,"9,11"
343,343,JP,9781442310223,Japanese 1,16,08Q,N,I have twenty dollars.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0343.mp3,"11,12"
344,344,JP,9781442310223,Japanese 1,16,08R,M,二十ドル持っています。,ni ju doru motte imasu.,5,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0344.mp3,"11,12"
345,345,JP,9781442310223,Japanese 1,16,09Q,N,It’s enough.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0345.mp3,"7,9"
346,346,JP,9781442310223,Japanese 1,16,09R,M,十分です。,jubun desu.,2,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0346.mp3,"7,9"
347,347,JP,9781442310223,Japanese 1,16,10Q,N,It’s not enough.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0347.mp3,"7,9"
348,348,JP,9781442310223,Japanese 1,16,10R,M,十分じゃありません。,jubun ja arimasen.,3,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0348.mp3,"7,9"
349,349,JP,9781442310223,Japanese 1,16,11Q,N,I would like to have thirty dollars.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0349.mp3,"11,12"
350,350,JP,9781442310223,Japanese 1,16,11R,M,三十ドルほしいんですが。,san ju doru hoshii n desu ga.,7,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0350.mp3,"11,12"
351,351,JP,9781442310223,Japanese 1,17,01Q,N,Thanks a lot.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0351.mp3,"7,13,16"
352,352,JP,9781442310223,Japanese 1,17,01R,M,どうもありがとう,domo arigato.,2,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0352.mp3,"7,13,16"
353,353,JP,9781442310223,Japanese 1,17,02Q,N,"In yen, it’s too expensive.",,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0353.mp3,"11,14"
354,354,JP,9781442310223,Japanese 1,17,02R,F,円では高すぎます。,en de wa takasugimasu.,4,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0354.mp3,"11,14"
355,355,JP,9781442310223,Japanese 1,17,03Q,N,Is it too fast?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0355.mp3,"9,15,16"
356,356,JP,9781442310223,Japanese 1,17,03R,F,速すぎますか。,hayasugimasu ka.,2,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0356.mp3,"9,15,16"
357,357,JP,9781442310223,Japanese 1,17,04Q,N,I’m going to speak slowly.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0357.mp3,"15,16"
358,358,JP,9781442310223,Japanese 1,17,04R,F,ゆっくり話します。,yukkuri hanashimasu.,2,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0358.mp3,"15,16"
359,359,JP,9781442310223,Japanese 1,17,05Q,N,I have enough.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0359.mp3,"9,11"
360,360,JP,9781442310223,Japanese 1,17,05R,F,十分持っています。,jubun motte imasu.,3,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0360.mp3,"9,11"
361,361,JP,9781442310223,Japanese 1,17,06Q,N,"Slowly, could you please.",,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0361.mp3,"13,16"
362,362,JP,9781442310223,Japanese 1,17,06R,F,ゆっくりお願いします。,yukkuri onegai shimasu.,3,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0362.mp3,"13,16"
363,363,JP,9781442310223,Japanese 1,17,07Q,N,I would like to have some money.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0363.mp3,"9,11"
364,364,JP,9781442310223,Japanese 1,17,07R,F,お金が欲しいんですが。,okane ga hoshii n desu ga.,5,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0364.mp3,"9,11"
365,365,JP,9781442310223,Japanese 1,17,08Q,N,I would like to shop.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0365.mp3,"9,14"
366,366,JP,9781442310223,Japanese 1,17,08R,M,買い物がしたいんですが。,kaimono ga shitai n desu ga.,5,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0366.mp3,"9,14"
367,367,JP,9781442310223,Japanese 1,17,09Q,N,It’s too expensive.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0367.mp3,"7,9,14"
368,368,JP,9781442310223,Japanese 1,17,09R,M,高すぎます。,takasugimasu.,1,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0368.mp3,"7,9,14"
369,369,JP,9781442310223,Japanese 1,17,10Q,N,Do you have enough money?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0369.mp3,"9,11"
370,370,JP,9781442310223,Japanese 1,17,10R,M,十分お金を持っていますか。,jubun okane o motte imasu ka.,6,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0370.mp3,"9,11"
371,371,JP,9781442310223,Japanese 1,17,11Q,N,"For me, it’s too fast.",,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0371.mp3,"15,16"
372,372,JP,9781442310223,Japanese 1,17,11R,M,私には速すぎます。,watashi ni wa hayasugimasu.,4,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0372.mp3,"15,16"
373,373,JP,9781442310223,Japanese 1,18,01Q,N,Where is your husband?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0373.mp3,"4,5"
374,374,JP,9781442310223,Japanese 1,18,01R,M,ご主人はどこですか。,goshujin wa doko desu ka.,5,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0374.mp3,"4,5"
375,375,JP,9781442310223,Japanese 1,18,02Q,N,"Here, it’s expensive.",,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0375.mp3,"9,11,14"
376,376,JP,9781442310223,Japanese 1,18,02R,F,ここでは高いです。,koko de wa takai desu.,5,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0376.mp3,"9,11,14"
377,377,JP,9781442310223,Japanese 1,18,03Q,N,He would like to drink water.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0377.mp3,"6,9,16"
378,378,JP,9781442310223,Japanese 1,18,03R,F,水を飲みたがっているんですが。,mizu o nomitagatte iru n desu ga.,5,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0378.mp3,"6,9,16"
379,379,JP,9781442310223,Japanese 1,18,04Q,N,It’s more expensive.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0379.mp3,"9,11,14"
380,380,JP,9781442310223,Japanese 1,18,04R,F,もっと高いです。,motto takai desu.,3,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0380.mp3,"9,11,14"
381,381,JP,9781442310223,Japanese 1,18,05Q,N,It’s expensive.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0381.mp3,"7,9,14"
382,382,JP,9781442310223,Japanese 1,18,05R,F,高いです。,takai desu.,2,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0382.mp3,"7,9,14"
383,383,JP,9781442310223,Japanese 1,18,06Q,N,"In dollars, it’s not expensive.",,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0383.mp3,"9,11,14"
384,384,JP,9781442310223,Japanese 1,18,06R,F,ドルでは高くありません。,doru de wa takaku arimasen.,5,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0384.mp3,"9,11,14"
385,385,JP,9781442310223,Japanese 1,18,07Q,N,I would like to have more.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0385.mp3,"7,9,16"
386,386,JP,9781442310223,Japanese 1,18,07R,M,もっと欲しいんですが。,motto hoshii n desu ga.,5,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0386.mp3,"7,9,16"
387,387,JP,9781442310223,Japanese 1,18,08Q,N,Where is my husband?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0387.mp3,"4,5"
388,388,JP,9781442310223,Japanese 1,18,08R,F,主人はどこですか。,shujin wa doko desu ka.,5,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0388.mp3,"4,5"
389,389,JP,9781442310223,Japanese 1,18,09Q,N,Is coffee expensive?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0389.mp3,"6,11,14"
390,390,JP,9781442310223,Japanese 1,18,09R,M,コーヒーは高いですか。,koohii wa takai desu ka.,5,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0390.mp3,"6,11,14"
391,391,JP,9781442310223,Japanese 1,18,10Q,N,Your wife is here.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0391.mp3,"4,5,9"
392,392,JP,9781442310223,Japanese 1,18,10R,M,奥さんはここです。,okusan wa koko desu.,4,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0392.mp3,"4,5,9"
393,393,JP,9781442310223,Japanese 1,18,11Q,N,Where is your wife?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0393.mp3,"4,5"
394,394,JP,9781442310223,Japanese 1,18,11R,M,奥さんはどこですか。,okusan wa doko desu ka.,5,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0394.mp3,"4,5"
395,395,JP,9781442310223,Japanese 1,19,01Q,N,Where do you live?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0395.mp3,"4,7,10"
396,396,JP,9781442310223,Japanese 1,19,01R,M,どこに住んでいますか。,doko ni sunde imasu ka.,5,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0396.mp3,"4,7,10"
397,397,JP,9781442310223,Japanese 1,19,02Q,N,Please come in.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0397.mp3,"7,10,13"
398,398,JP,9781442310223,Japanese 1,19,02R,F,どうぞお入り下さい。,dozo ohairi kudasai.,3,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0398.mp3,"7,10,13"
399,399,JP,9781442310223,Japanese 1,19,03Q,N,Pleased to meet you.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0399.mp3,"7,10,13,16"
400,400,JP,9781442310223,Japanese 1,19,03R,F,どうぞよろしく。,dozo yoroshiku.,2,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0400.mp3,"7,10,13,16"
401,401,JP,9781442310223,Japanese 1,19,04Q,N,How do you do?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0401.mp3,"7,10,13,16"
402,402,JP,9781442310223,Japanese 1,19,04R,F,はじめまして。,hajimemashite?,1,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0402.mp3,"7,10,13,16"
403,403,JP,9781442310223,Japanese 1,19,05Q,N,I’m going to give you one thousand yen.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0403.mp3,"11,12"
404,404,JP,9781442310223,Japanese 1,19,05R,F,千円上げます。,sen en agemasu.,3,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0404.mp3,"11,12"
405,405,JP,9781442310223,Japanese 1,19,06Q,N,Who is that?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0405.mp3,"7,9"
406,406,JP,9781442310223,Japanese 1,19,06R,F,だれですか。,dare desu ka.,3,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0406.mp3,"7,9"
407,407,JP,9781442310223,Japanese 1,19,07Q,N,What is your wife going to drink?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0407.mp3,"5,6,9"
408,408,JP,9781442310223,Japanese 1,19,07R,F,奥さんは何を飲みますか。,okusan wa nani o nomimasu ka.,6,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0408.mp3,"5,6,9"
409,409,JP,9781442310223,Japanese 1,19,08Q,N,I live in Shinjuku.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0409.mp3,"4,7,9"
410,410,JP,9781442310223,Japanese 1,19,08R,M,新宿に住んでいます。,shinjuku ni sunde imasu.,4,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0410.mp3,"4,7,9"
411,411,JP,9781442310223,Japanese 1,19,09Q,N,I also live there.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0411.mp3,"4,7,9"
412,412,JP,9781442310223,Japanese 1,19,09R,M,私もそこに住んでいます。,watashi mo soko ni sunde imasu.,6,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0412.mp3,"4,7,9"
413,413,JP,9781442310223,Japanese 1,19,10Q,N,We live here.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0413.mp3,"4,7,9"
414,414,JP,9781442310223,Japanese 1,19,10R,M,私達はここに住んでいます。,watashitachi wa koko ni sunde imasu.,6,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0414.mp3,"4,7,9"
415,415,JP,9781442310223,Japanese 1,19,11Q,N,We would like to drink something.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0415.mp3,6
416,416,JP,9781442310223,Japanese 1,19,11R,M,私たちは何か飲みたいんですが。,watashitachi wa nanika nomitai n desu ga.,7,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0416.mp3,6
417,417,JP,9781442310223,Japanese 1,20,01Q,N,"Oh, is that so?",,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0417.mp3,"7,16"
418,418,JP,9781442310223,Japanese 1,20,01R,M,あっ、そうですか。,"a, so desu ka.",4,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0418.mp3,"7,16"
419,419,JP,9781442310223,Japanese 1,20,02Q,N,Have you any children?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0419.mp3,"5,9"
420,420,JP,9781442310223,Japanese 1,20,02R,F,子供さんがいますか。,kodomo san ga imasu ka.,5,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0420.mp3,"5,9"
421,421,JP,9781442310223,Japanese 1,20,03Q,N,How many children do you have?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0421.mp3,"5,9"
422,422,JP,9781442310223,Japanese 1,20,03R,F,何人子供さんがいますか。,nan nin kodomo san ga imasu ka.,7,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0422.mp3,"5,9"
423,423,JP,9781442310223,Japanese 1,20,04Q,N,Are the children big?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0423.mp3,"5,9"
424,424,JP,9781442310223,Japanese 1,20,04R,F,子供さんは大きいですか。,kodomo san wa ookii desu ka.,6,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0424.mp3,"5,9"
425,425,JP,9781442310223,Japanese 1,20,05Q,N,I don’t have any boys.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0425.mp3,"5,9"
426,426,JP,9781442310223,Japanese 1,20,05R,F,男の子はいません。,otoko no ko wa imasen.,5,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0426.mp3,"5,9"
427,427,JP,9781442310223,Japanese 1,20,06Q,N,The boys are grown up.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0427.mp3,"5,9"
428,428,JP,9781442310223,Japanese 1,20,06R,F,男の子は大きいです。,otoko no ko wa ookii desu.,6,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0428.mp3,"5,9"
429,429,JP,9781442310223,Japanese 1,20,07Q,N,I have three children.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0429.mp3,"5,12"
430,430,JP,9781442310223,Japanese 1,20,07R,M,三人子供がいます。,san nin kodomo ga imasu.,5,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0430.mp3,"5,12"
431,431,JP,9781442310223,Japanese 1,20,08Q,N,I have three boys.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0431.mp3,"5,12"
432,432,JP,9781442310223,Japanese 1,20,08R,M,三人男の子がいます。,san nin otoko no ko ga imasu.,7,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0432.mp3,"5,12"
433,433,JP,9781442310223,Japanese 1,20,09Q,N,I have three girls.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0433.mp3,"5,12"
434,434,JP,9781442310223,Japanese 1,20,09R,M,三人女の子がいます。,san nin onna no ko ga imasu.,7,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0434.mp3,"5,12"
435,435,JP,9781442310223,Japanese 1,20,10Q,N,He’s with Mr. Ito.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0435.mp3,9
436,436,JP,9781442310223,Japanese 1,20,10R,M,伊藤さんと一緒です。,ito san to issho desu.,5,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0436.mp3,9
437,437,JP,9781442310223,Japanese 1,20,11Q,N,They are with my wife.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0437.mp3,"5,9"
438,438,JP,9781442310223,Japanese 1,20,11R,M,家内と一緒です。,kanai to issho desu.,4,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0438.mp3,"5,9"
439,439,JP,9781442310223,Japanese 1,21,01Q,N,It’s true.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0439.mp3,"7,16"
440,440,JP,9781442310223,Japanese 1,21,01R,M,本当です。,hontoo desu.,2,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0440.mp3,"7,16"
441,441,JP,9781442310223,Japanese 1,21,02Q,N,Is it true?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0441.mp3,"7,9,16"
442,442,JP,9781442310223,Japanese 1,21,02R,F,本当ですか。,hontoo desu ka.,3,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0442.mp3,"7,9,16"
443,443,JP,9781442310223,Japanese 1,21,03Q,N,The family lives in America.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0443.mp3,"5,9"
444,444,JP,9781442310223,Japanese 1,21,03R,F,家族はアメリカに住んでいます。,kazoku wa amerika ni sunde imasu.,6,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0444.mp3,"5,9"
445,445,JP,9781442310223,Japanese 1,21,04Q,N,Where is the bathroom?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0445.mp3,"4,7,9,16"
446,446,JP,9781442310223,Japanese 1,21,04R,F,お手洗いはどこですか。,otearai wa doko desu ka.,5,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0446.mp3,"4,7,9,16"
447,447,JP,9781442310223,Japanese 1,21,05Q,N,Are your children with you?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0447.mp3,"5,9"
448,448,JP,9781442310223,Japanese 1,21,05R,F,子供さんと一緒ですか。,kodomo san to issho desu ka.,6,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0448.mp3,"5,9"
449,449,JP,9781442310223,Japanese 1,21,06Q,N,I have three.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0449.mp3,"5,12"
450,450,JP,9781442310223,Japanese 1,21,06R,F,三人います。,san nin imasu.,3,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0450.mp3,"5,12"
451,451,JP,9781442310223,Japanese 1,21,07Q,N,"As for girls, I don’t have any.",,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0451.mp3,"5,9"
452,452,JP,9781442310223,Japanese 1,21,07R,F,女の子はいません。,onna no ko wa imasen.,5,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0452.mp3,"5,9"
