"Rec #","Lang","ISBN-13","Course","Unit Num","start","stop","QZ #","line #","spkr","Cue","#of words","Q or S","Course Name (Source)","Skills"
"319","IT","978-1-4423-5036-6","Italian 2","16","0:23:34","0:23:36","10Q","250","N","Traveling is more expensive now.","","","Italian Phase 2, units 1 - 30 (2004)","11,14,17,18"
"320","IT","978-1-4423-5036-6","Italian 2","16","0:23:42","0:23:44","10R","251","M","Viaggiare è più caro adesso.","5","S","Italian Phase 2, units 1 - 30 (2004)","11,14,17,18"
"321","IT","978-1-4423-5036-6","Italian 2","17","0:01:48","0:01:50","01Q","28","N","Do you know where the newspaper is?","","","Italian Phase 2, units 1 - 30 (2004)","3,4"
"322","IT","978-1-4423-5036-6","Italian 2","17","0:01:53","0:01:54","01R","29","F","Sa dov’è il giornale?","4","Q","Italian Phase 2, units 1 - 30 (2004)","3,4"
"323","IT","978-1-4423-5036-6","Italian 2","17","0:06:25","0:06:27","02Q","75","N","He’s not leaving without his girlfriend.","","","Italian Phase 2, units 1 - 30 (2004)","5,18"
"324","IT","978-1-4423-5036-6","Italian 2","17","0:06:31","0:06:32","02R","76","M","Non parte senza la sua ragazza.","6","S","Italian Phase 2, units 1 - 30 (2004)","5,18"
"325","IT","978-1-4423-5036-6","Italian 2","17","0:09:12","0:09:13","03Q","102","N","How old is your son?","","","Italian Phase 2, units 1 - 30 (2004)","5"
"326","IT","978-1-4423-5036-6","Italian 2","17","0:09:15","0:09:17","03R","103","F","Quanti anni ha Suo figlio?","5","Q","Italian Phase 2, units 1 - 30 (2004)","5"
"327","IT","978-1-4423-5036-6","Italian 2","17","0:09:59","0:10:01","04Q","110","N","My son is twenty-five.","","","Italian Phase 2, units 1 - 30 (2004)","5,12"
"328","IT","978-1-4423-5036-6","Italian 2","17","0:10:07","0:10:09","04R","111","M","Mio figlio ha venticinque anni.","5","S","Italian Phase 2, units 1 - 30 (2004)","5,12"
"329","IT","978-1-4423-5036-6","Italian 2","17","0:14:25","0:14:27","05Q","155","N","They’re not coming with us.","","","Italian Phase 2, units 1 - 30 (2004)","18"
"330","IT","978-1-4423-5036-6","Italian 2","17","0:14:30","0:14:31","05R","156","M","Non vengono con noi.","4","S","Italian Phase 2, units 1 - 30 (2004)","18"
"331","IT","978-1-4423-5036-6","Italian 2","17","0:14:34","0:14:35","06Q","157","N","We’re leaving without them.","","","Italian Phase 2, units 1 - 30 (2004)","18"
"332","IT","978-1-4423-5036-6","Italian 2","17","0:14:39","0:14:40","06R","158","M","Partiamo senza di loro.","4","S","Italian Phase 2, units 1 - 30 (2004)","18"
"333","IT","978-1-4423-5036-6","Italian 2","17","0:15:09","0:15:10","07Q","164","N","I have time to travel now.","","","Italian Phase 2, units 1 - 30 (2004)","17,18"
"334","IT","978-1-4423-5036-6","Italian 2","17","0:15:14","0:15:15","07R","165","F","Ho tempo di viaggiare adesso.","5","S","Italian Phase 2, units 1 - 30 (2004)","17,18"
"335","IT","978-1-4423-5036-6","Italian 2","17","0:18:58","0:19:00","08Q","199","N","Before, I had an Italian car.","","","Italian Phase 2, units 1 - 30 (2004)","18"
"336","IT","978-1-4423-5036-6","Italian 2","17","0:19:04","0:19:06","08R","200","F","Prima, avevo una macchina italiana.","5","S","Italian Phase 2, units 1 - 30 (2004)","18"
"337","IT","978-1-4423-5036-6","Italian 2","17","0:20:44","0:20:45","09Q","215","N","Where did you work before?","","","Italian Phase 2, units 1 - 30 (2004)","4,20"
"338","IT","978-1-4423-5036-6","Italian 2","17","0:20:48","0:20:50","09R","216","M","Dove ha lavorato prima?","4","Q","Italian Phase 2, units 1 - 30 (2004)","4,20"
"339","IT","978-1-4423-5036-6","Italian 2","17","0:29:14","0:29:15","10Q","305","N","How much time is he spending over there?","","","Italian Phase 2, units 1 - 30 (2004)","12,17"
"340","IT","978-1-4423-5036-6","Italian 2","17","0:29:19","0:29:20","10R","306","F","Quanto tempo passa lì?","4","Q","Italian Phase 2, units 1 - 30 (2004)","12,17"
"341","IT","978-1-4423-5036-6","Italian 2","18","0:03:26","0:03:28","01Q","49","N","It was interesting.","","","Italian Phase 2, units 1 - 30 (2004)","16"
"342","IT","978-1-4423-5036-6","Italian 2","18","0:03:30","0:03:31","01R","50","M","Era interessante.","2","S","Italian Phase 2, units 1 - 30 (2004)","16"
"343","IT","978-1-4423-5036-6","Italian 2","18","0:07:10","0:07:11","02Q","84","N","He has two daughters.","","","Italian Phase 2, units 1 - 30 (2004)","5,12"
"344","IT","978-1-4423-5036-6","Italian 2","18","0:07:13","0:07:14","02R","85","F","Ha due figlie.","3","S","Italian Phase 2, units 1 - 30 (2004)","5,12"
"345","IT","978-1-4423-5036-6","Italian 2","18","0:07:35","0:07:37","03Q","89","N","He always buys many things for them.","","","Italian Phase 2, units 1 - 30 (2004)","12,14"
"346","IT","978-1-4423-5036-6","Italian 2","18","0:07:41","0:07:42","03R","90","F","Compra sempre molte cose per loro.","6","S","Italian Phase 2, units 1 - 30 (2004)","12,14"
"347","IT","978-1-4423-5036-6","Italian 2","18","0:15:18","0:15:20","04Q","166","N","I must make a telephone call.","","","Italian Phase 2, units 1 - 30 (2004)","3,16"
"348","IT","978-1-4423-5036-6","Italian 2","18","0:15:22","0:15:23","04R","167","M","Devo telefonare.","2","S","Italian Phase 2, units 1 - 30 (2004)","3,16"
"349","IT","978-1-4423-5036-6","Italian 2","18","0:18:30","0:18:32","05Q","197","N","I need a newspaper.","","","Italian Phase 2, units 1 - 30 (2004)","3,16"
"350","IT","978-1-4423-5036-6","Italian 2","18","0:18:33","0:18:35","05R","198","F","Ho bisogno d’un giornale.","4","S","Italian Phase 2, units 1 - 30 (2004)","3,16"
"351","IT","978-1-4423-5036-6","Italian 2","18","0:19:53","0:19:54","06Q","210","N","Where is the telephone book?","","","Italian Phase 2, units 1 - 30 (2004)","3,4"
"352","IT","978-1-4423-5036-6","Italian 2","18","0:19:58","0:19:59","06R","211","M","Dov’è l’elenco telefonico?","3","Q","Italian Phase 2, units 1 - 30 (2004)","3,4"
"353","IT","978-1-4423-5036-6","Italian 2","18","0:20:57","0:20:59","07Q","220","N","My cell phone isn’t working.","","","Italian Phase 2, units 1 - 30 (2004)","20"
"354","IT","978-1-4423-5036-6","Italian 2","18","0:21:03","0:21:05","07R","221","M","Il mio cellulare non funziona.","5","S","Italian Phase 2, units 1 - 30 (2004)","20"
"355","IT","978-1-4423-5036-6","Italian 2","18","0:22:49","0:22:51","08Q","236","N","I must telephone once again.","","","Italian Phase 2, units 1 - 30 (2004)","3"
"356","IT","978-1-4423-5036-6","Italian 2","18","0:22:54","0:22:56","08R","237","M","Devo telefonare ancora una volta.","5","S","Italian Phase 2, units 1 - 30 (2004)","3"
"357","IT","978-1-4423-5036-6","Italian 2","18","0:24:26","0:24:28","09Q","254","N","I can telephone again later.","","","Italian Phase 2, units 1 - 30 (2004)","3,17"
"358","IT","978-1-4423-5036-6","Italian 2","18","0:24:32","0:24:34","09R","255","M","Posso telefonare ancora una volta più tardi.","7","S","Italian Phase 2, units 1 - 30 (2004)","3,17"
"359","IT","978-1-4423-5036-6","Italian 2","18","0:29:54","0:29:56","10Q","311","N","This work is very interesting.","","","Italian Phase 2, units 1 - 30 (2004)","20"
"360","IT","978-1-4423-5036-6","Italian 2","18","0:30:00","0:30:02","10R","312","F","Questo lavoro è molto interessante.","5","S","Italian Phase 2, units 1 - 30 (2004)","20"
"361","IT","978-1-4423-5036-6","Italian 2","19","0:06:24","0:06:25","01Q","77","N","How old are your children?","","","Italian Phase 2, units 1 - 30 (2004)","5"
"362","IT","978-1-4423-5036-6","Italian 2","19","0:06:28","0:06:29","01R","78","F","Quanti anni hanno i Suoi figli?","6","Q","Italian Phase 2, units 1 - 30 (2004)","5"
"363","IT","978-1-4423-5036-6","Italian 2","19","0:08:53","0:08:53","02Q","100","N","What do they do?","","","Italian Phase 2, units 1 - 30 (2004)","20"
"364","IT","978-1-4423-5036-6","Italian 2","19","0:08:56","0:08:57","02R","101","F","Che cosa fanno?","3","Q","Italian Phase 2, units 1 - 30 (2004)","20"
"365","IT","978-1-4423-5036-6","Italian 2","19","0:10:40","0:10:43","03Q","117","N","My daughter is at the university.","","","Italian Phase 2, units 1 - 30 (2004)","5"
"366","IT","978-1-4423-5036-6","Italian 2","19","0:10:45","0:10:47","03R","118","M","Mia figlia è all’università.","4","S","Italian Phase 2, units 1 - 30 (2004)","5"
"367","IT","978-1-4423-5036-6","Italian 2","19","0:10:50","0:10:51","04Q","119","N","What does she study?","","","Italian Phase 2, units 1 - 30 (2004)","1,20"
"368","IT","978-1-4423-5036-6","Italian 2","19","0:10:54","0:10:54","04R","120","F","Che cosa studia?","3","Q","Italian Phase 2, units 1 - 30 (2004)","1,20"
"369","IT","978-1-4423-5036-6","Italian 2","19","0:11:02","0:11:03","05Q","121","N","She’s studying medicine.","","","Italian Phase 2, units 1 - 30 (2004)","20"
"370","IT","978-1-4423-5036-6","Italian 2","19","0:11:06","0:11:08","05R","122","M","Studia medicina.","2","S","Italian Phase 2, units 1 - 30 (2004)","20"
"371","IT","978-1-4423-5036-6","Italian 2","19","0:16:44","0:16:46","06Q","179","N","Can I make a telephone call?","","","Italian Phase 2, units 1 - 30 (2004)","3,16"
"372","IT","978-1-4423-5036-6","Italian 2","19","0:16:48","0:16:49","06R","180","F","Posso telefonare?","2","Q","Italian Phase 2, units 1 - 30 (2004)","3,16"
"373","IT","978-1-4423-5036-6","Italian 2","19","0:17:31","0:17:32","07Q","187","N","Is it the right number?","","","Italian Phase 2, units 1 - 30 (2004)","3,12"
"374","IT","978-1-4423-5036-6","Italian 2","19","0:17:35","0:17:36","07R","188","M","È il numero giusto?","4","Q","Italian Phase 2, units 1 - 30 (2004)","3,12"
"375","IT","978-1-4423-5036-6","Italian 2","19","0:17:41","0:17:42","08Q","189","N","I need another number.","","","Italian Phase 2, units 1 - 30 (2004)","3,12"
"376","IT","978-1-4423-5036-6","Italian 2","19","0:17:45","0:17:47","08R","190","F","Ho bisogno d’un altro numero.","5","S","Italian Phase 2, units 1 - 30 (2004)","3,12"
"377","IT","978-1-4423-5036-6","Italian 2","19","0:18:01","0:18:03","09Q","192","N","I can phone once again later.","","","Italian Phase 2, units 1 - 30 (2004)","3,17"
"378","IT","978-1-4423-5036-6","Italian 2","19","0:18:06","0:18:10","09R","193","F","Posso telefonare ancora una volta più tardi.","7","S","Italian Phase 2, units 1 - 30 (2004)","3,17"
"379","IT","978-1-4423-5036-6","Italian 2","19","0:18:41","0:18:43","10Q","200","N","I’m looking for the post office.","","","Italian Phase 2, units 1 - 30 (2004)","4,20"
"380","IT","978-1-4423-5036-6","Italian 2","19","0:18:45","0:18:46","10R","201","F","Cerco la posta.","3","S","Italian Phase 2, units 1 - 30 (2004)","4,20"
"381","IT","978-1-4423-5036-6","Italian 2","19","0:23:14","0:23:15","11Q","247","N","My son goes to school.","","","Italian Phase 2, units 1 - 30 (2004)","5,20"
"382","IT","978-1-4423-5036-6","Italian 2","19","0:23:18","0:23:20","11R","248","F","Mio figlio va a scuola.","5","S","Italian Phase 2, units 1 - 30 (2004)","5,20"
"383","IT","978-1-4423-5036-6","Italian 2","20","0:01:28","0:01:29","01Q","25","N","I have a letter for my daughter.","","","Italian Phase 2, units 1 - 30 (2004)","3,5"
"384","IT","978-1-4423-5036-6","Italian 2","20","0:01:32","0:01:34","01R","26","M","Ho una lettera per mia figlia.","6","S","Italian Phase 2, units 1 - 30 (2004)","3,5"
"385","IT","978-1-4423-5036-6","Italian 2","20","0:01:38","0:01:39","02Q","27","N","You’re looking for the post office?","","","Italian Phase 2, units 1 - 30 (2004)","4,20"
"386","IT","978-1-4423-5036-6","Italian 2","20","0:01:41","0:01:42","02R","28","F","Cerca la posta?","3","Q","Italian Phase 2, units 1 - 30 (2004)","4,20"
"387","IT","978-1-4423-5036-6","Italian 2","20","0:01:48","0:01:50","03Q","29","N","Do you see the street over there on the right?","","","Italian Phase 2, units 1 - 30 (2004)","4"
"388","IT","978-1-4423-5036-6","Italian 2","20","0:01:53","0:01:55","03R","30","F","Vede la strada lì a destra?","6","Q","Italian Phase 2, units 1 - 30 (2004)","4"
"389","IT","978-1-4423-5036-6","Italian 2","20","0:02:53","0:02:54","04Q","40","N","It’s not far from here.","","","Italian Phase 2, units 1 - 30 (2004)","4"
"390","IT","978-1-4423-5036-6","Italian 2","20","0:02:57","0:02:58","04R","41","M","Non è lontano da qui.","5","S","Italian Phase 2, units 1 - 30 (2004)","4"
"391","IT","978-1-4423-5036-6","Italian 2","20","0:07:07","0:07:08","05Q","82","N","Just a moment.","","","Italian Phase 2, units 1 - 30 (2004)","16"
"392","IT","978-1-4423-5036-6","Italian 2","20","0:07:11","0:07:12","05R","83","F","Un momento.","2","S","Italian Phase 2, units 1 - 30 (2004)","16"
"393","IT","978-1-4423-5036-6","Italian 2","20","0:08:51","0:08:52","06Q","102","N","My wife writes a lot of letters.","","","Italian Phase 2, units 1 - 30 (2004)","3,5,12"
"394","IT","978-1-4423-5036-6","Italian 2","20","0:08:55","0:08:57","06R","103","M","Mia moglie scrive molte lettere.","5","S","Italian Phase 2, units 1 - 30 (2004)","3,5,12"
"395","IT","978-1-4423-5036-6","Italian 2","20","0:10:00","0:10:02","07Q","115","N","She writes a lot of e-mails to our children.","","","Italian Phase 2, units 1 - 30 (2004)","3,5,12"
"396","IT","978-1-4423-5036-6","Italian 2","20","0:10:06","0:10:09","07R","116","M","Scrive molte e-mail ai nostri figli.","6","S","Italian Phase 2, units 1 - 30 (2004)","3,5,12"
"397","IT","978-1-4423-5036-6","Italian 2","20","0:23:48","0:23:50","08Q","250","N","Do you have the telephone number of a doctor?","","","Italian Phase 2, units 1 - 30 (2004)","3,12,16"
"398","IT","978-1-4423-5036-6","Italian 2","20","0:23:54","0:23:56","08R","251","M","Ha il numero di telefono d’un dottore?","7","Q","Italian Phase 2, units 1 - 30 (2004)","3,12,16"
"399","IT","978-1-4423-5036-6","Italian 2","21","0:08:11","0:08:12","01Q","95","N","Can I help you?","","","Italian Phase 2, units 1 - 30 (2004)","13,14,16"
"400","IT","978-1-4423-5036-6","Italian 2","21","0:08:15","0:08:16","01R","96","M","La posso aiutare?","3","Q","Italian Phase 2, units 1 - 30 (2004)","13,14,16"
"401","IT","978-1-4423-5036-6","Italian 2","21","0:10:29","0:10:31","02Q","118","N","I think that my husband needs a doctor.","","","Italian Phase 2, units 1 - 30 (2004)","5,16"
"402","IT","978-1-4423-5036-6","Italian 2","21","0:10:36","0:10:38","02R","119","F","Credo che mio marito ha bisogno di un dottore.","9","S","Italian Phase 2, units 1 - 30 (2004)","5,16"
"403","IT","978-1-4423-5036-6","Italian 2","21","0:12:32","0:12:32","03Q","135","N","How come?","","","Italian Phase 2, units 1 - 30 (2004)","18"
"404","IT","978-1-4423-5036-6","Italian 2","21","0:12:34","0:12:35","03R","136","F","Come mai?","2","Q","Italian Phase 2, units 1 - 30 (2004)","18"
"405","IT","978-1-4423-5036-6","Italian 2","21","0:13:50","0:13:51","04Q","148","N","Everything’s closed today.","","","Italian Phase 2, units 1 - 30 (2004)","14,16,17"
"406","IT","978-1-4423-5036-6","Italian 2","21","0:13:55","0:13:56","04R","149","M","Tutto è chiuso oggi.","4","S","Italian Phase 2, units 1 - 30 (2004)","14,16,17"
"407","IT","978-1-4423-5036-6","Italian 2","21","0:14:52","0:14:53","05Q","158","N","Because it’s a holiday?","","","Italian Phase 2, units 1 - 30 (2004)","1,7"
"408","IT","978-1-4423-5036-6","Italian 2","21","0:14:56","0:14:58","05R","159","F","Perchè è un giorno festivo?","5","Q","Italian Phase 2, units 1 - 30 (2004)","1,7"
"409","IT","978-1-4423-5036-6","Italian 2","21","0:16:13","0:16:14","06Q","171","N","Is the pharmacy open?","","","Italian Phase 2, units 1 - 30 (2004)","14,16"
"410","IT","978-1-4423-5036-6","Italian 2","21","0:16:18","0:16:19","06R","172","F","La farmacia è aperta?","4","Q","Italian Phase 2, units 1 - 30 (2004)","14,16"
"411","IT","978-1-4423-5036-6","Italian 2","21","0:19:32","0:19:33","07Q","202","N","Do you know the address?","","","Italian Phase 2, units 1 - 30 (2004)","4,16"
"412","IT","978-1-4423-5036-6","Italian 2","21","0:19:39","0:19:40","07R","203","F","Conosce l’indirizzo?","2","Q","Italian Phase 2, units 1 - 30 (2004)","4,16"
"413","IT","978-1-4423-5036-6","Italian 2","21","0:22:52","0:22:54","08Q","234","N","Perhaps five minutes by taxi.","","","Italian Phase 2, units 1 - 30 (2004)","12,17"
"414","IT","978-1-4423-5036-6","Italian 2","21","0:22:57","0:22:59","08R","235","M","Forse cinque minuti in taxi.","5","S","Italian Phase 2, units 1 - 30 (2004)","12,17"
"415","IT","978-1-4423-5036-6","Italian 2","21","0:25:05","0:25:07","09Q","254","N","I can wait a few minutes only.","","","Italian Phase 2, units 1 - 30 (2004)","12,17"
"416","IT","978-1-4423-5036-6","Italian 2","21","0:25:11","0:25:13","09R","255","M","Posso aspettare qualche minuto solamente.","5","S","Italian Phase 2, units 1 - 30 (2004)","12,17"
"417","IT","978-1-4423-5036-6","Italian 2","22","0:02:39","0:02:40","01Q","42","N","Can you read it?","","","Italian Phase 2, units 1 - 30 (2004)","3"
"418","IT","978-1-4423-5036-6","Italian 2","22","0:02:45","0:02:46","01R","43","M","Lo può leggere?","3","Q","Italian Phase 2, units 1 - 30 (2004)","3"
"419","IT","978-1-4423-5036-6","Italian 2","22","0:08:32","0:08:34","02Q","106","N","Can you take these letters to the post office?","","","Italian Phase 2, units 1 - 30 (2004)","3"
"420","IT","978-1-4423-5036-6","Italian 2","22","0:08:37","0:08:39","02R","107","F","Può portare queste lettere alla posta?","6","Q","Italian Phase 2, units 1 - 30 (2004)","3"
"421","IT","978-1-4423-5036-6","Italian 2","22","0:14:44","0:14:47","03Q","167","N","I must take these letters to the post office.","","","Italian Phase 2, units 1 - 30 (2004)","3"
"422","IT","978-1-4423-5036-6","Italian 2","22","0:14:51","0:14:53","03R","168","M","Devo portare queste lettere alla posta.","6","S","Italian Phase 2, units 1 - 30 (2004)","3"
"423","IT","978-1-4423-5036-6","Italian 2","22","0:16:35","0:16:37","04Q","184","N","I don’t like the highway in Italy.","","","Italian Phase 2, units 1 - 30 (2004)","18"
"424","IT","978-1-4423-5036-6","Italian 2","22","0:16:40","0:16:42","04R","185","M","Non mi piace l’autostrada in Italia.","6","S","Italian Phase 2, units 1 - 30 (2004)","18"
"425","IT","978-1-4423-5036-6","Italian 2","22","0:21:24","0:21:26","05Q","228","N","Not more than two euros per liter.","","","Italian Phase 2, units 1 - 30 (2004)","11,12"
"426","IT","978-1-4423-5036-6","Italian 2","22","0:21:30","0:21:31","05R","229","M","Non più di due euro al litro.","7","S","Italian Phase 2, units 1 - 30 (2004)","11,12"
"427","IT","978-1-4423-5036-6","Italian 2","22","0:22:22","0:22:24","06Q","236","N","But these roads are not very good.","","","Italian Phase 2, units 1 - 30 (2004)","4,18"
"428","IT","978-1-4423-5036-6","Italian 2","22","0:22:27","0:22:29","06R","237","M","Ma queste strade non sono molto buone.","7","S","Italian Phase 2, units 1 - 30 (2004)","4,18"
"429","IT","978-1-4423-5036-6","Italian 2","22","0:23:20","0:23:21","07Q","245","N","The gas is more expensive.","","","Italian Phase 2, units 1 - 30 (2004)","11,14,18"
"430","IT","978-1-4423-5036-6","Italian 2","22","0:23:27","0:23:29","07R","246","M","La benzina è più cara.","5","S","Italian Phase 2, units 1 - 30 (2004)","11,14,18"
"431","IT","978-1-4423-5036-6","Italian 2","22","0:25:09","0:25:11","08Q","260","N","If you want, I can go more slowly.","","","Italian Phase 2, units 1 - 30 (2004)","7"
"432","IT","978-1-4423-5036-6","Italian 2","22","0:25:16","0:25:18","08R","261","F","Se vuoi, posso andare più piano.","6","S","Italian Phase 2, units 1 - 30 (2004)","7"
"433","IT","978-1-4423-5036-6","Italian 2","22","0:26:17","0:26:19","09Q","270","N","You’re still speeding too much.","","","Italian Phase 2, units 1 - 30 (2004)","12,18"
"434","IT","978-1-4423-5036-6","Italian 2","22","0:26:22","0:26:23","09R","271","M","Corri ancora troppo.","3","S","Italian Phase 2, units 1 - 30 (2004)","12,18"
"435","IT","978-1-4423-5036-6","Italian 2","22","0:26:56","0:26:57","10Q","276","N","These roads aren’t very good.","","","Italian Phase 2, units 1 - 30 (2004)","4,18"
"436","IT","978-1-4423-5036-6","Italian 2","22","0:27:01","0:27:03","10R","277","M","Queste strade non sono molto buone.","6","S","Italian Phase 2, units 1 - 30 (2004)","4,18"
"437","IT","978-1-4423-5036-6","Italian 2","23","0:10:10","0:10:11","01Q","119","N","Can you slow down, please?","","","Italian Phase 2, units 1 - 30 (2004)","13,16,18"
"438","IT","978-1-4423-5036-6","Italian 2","23","0:10:15","0:10:16","01R","120","F","Puoi rallentare, per piacere?","4","Q","Italian Phase 2, units 1 - 30 (2004)","13,16,18"
"439","IT","978-1-4423-5036-6","Italian 2","23","0:11:30","0:11:31","02Q","134","N","I’ll wait over there.","","","Italian Phase 2, units 1 - 30 (2004)","4,16"
"440","IT","978-1-4423-5036-6","Italian 2","23","0:11:35","0:11:36","02R","135","M","Aspetto lì.","2","S","Italian Phase 2, units 1 - 30 (2004)","4,16"
"441","IT","978-1-4423-5036-6","Italian 2","23","0:12:24","0:12:25","03Q","143","N","What are you buying?","","","Italian Phase 2, units 1 - 30 (2004)","14"
"442","IT","978-1-4423-5036-6","Italian 2","23","0:12:28","0:12:28","03R","144","M","Che cosa compri?","3","Q","Italian Phase 2, units 1 - 30 (2004)","14"
"443","IT","978-1-4423-5036-6","Italian 2","23","0:13:18","0:13:20","04Q","152","N","Can you take me to the department store?","","","Italian Phase 2, units 1 - 30 (2004)","14"
"444","IT","978-1-4423-5036-6","Italian 2","23","0:13:24","0:13:27","04R","153","F","Mi puoi accompagnare al grande magazino?","6","Q","Italian Phase 2, units 1 - 30 (2004)","14"
"445","IT","978-1-4423-5036-6","Italian 2","23","0:13:52","0:13:53","05Q","158","N","I’m waiting until ten o’clock.","","","Italian Phase 2, units 1 - 30 (2004)","12,17"
"446","IT","978-1-4423-5036-6","Italian 2","23","0:13:56","0:13:58","05R","159","F","Aspetto fino alle dieci.","4","S","Italian Phase 2, units 1 - 30 (2004)","12,17"
"447","IT","978-1-4423-5036-6","Italian 2","23","0:17:18","0:17:19","06Q","190","N","Where can I find a pharmacy that’s open?","","","Italian Phase 2, units 1 - 30 (2004)","4,14"
"448","IT","978-1-4423-5036-6","Italian 2","23","0:17:25","0:17:27","06R","191","M","Dove posso trovare una farmacia che è aperta?","8","Q","Italian Phase 2, units 1 - 30 (2004)","4,14"
"449","IT","978-1-4423-5036-6","Italian 2","23","0:17:42","0:17:43","07Q","194","N","What are you looking for?","","","Italian Phase 2, units 1 - 30 (2004)","4"
"450","IT","978-1-4423-5036-6","Italian 2","23","0:17:45","0:17:46","07R","195","F","Che cosa cerchi?","3","Q","Italian Phase 2, units 1 - 30 (2004)","4"
"451","IT","978-1-4423-5036-6","Italian 2","23","0:20:13","0:20:15","08Q","217","N","I must buy some red wine.","","","Italian Phase 2, units 1 - 30 (2004)","6,14"
"452","IT","978-1-4423-5036-6","Italian 2","23","0:20:19","0:20:21","08R","218","F","Devo comprare del vino rosso.","5","S","Italian Phase 2, units 1 - 30 (2004)","6,14"
"453","IT","978-1-4423-5036-6","Italian 2","23","0:26:46","0:26:48","09Q","277","N","I want to buy another car.","","","Italian Phase 2, units 1 - 30 (2004)","14,18"
"454","IT","978-1-4423-5036-6","Italian 2","23","0:26:51","0:26:53","09R","278","F","Voglio comprare un’altra macchina.","4","S","Italian Phase 2, units 1 - 30 (2004)","14,18"
"455","IT","978-1-4423-5036-6","Italian 2","23","0:28:46","0:28:47","10Q","295","N","I can take you to the store.","","","Italian Phase 2, units 1 - 30 (2004)","14"
"456","IT","978-1-4423-5036-6","Italian 2","23","0:28:51","0:28:52","10R","296","M","Ti posso accompagnare al negozio.","5","S","Italian Phase 2, units 1 - 30 (2004)","14"
"457","IT","978-1-4423-5036-6","Italian 2","24","0:02:20","0:02:22","01Q","41","N","I can take you to town with my car.","","","Italian Phase 2, units 1 - 30 (2004)","18"
"458","IT","978-1-4423-5036-6","Italian 2","24","0:02:27","0:02:29","01R","42","M","Ti posso accompagnare in città con la mia macchina.","9","S","Italian Phase 2, units 1 - 30 (2004)","18"
"459","IT","978-1-4423-5036-6","Italian 2","24","0:02:44","0:02:44","02Q","44","N","Great!","","","Italian Phase 2, units 1 - 30 (2004)","13,16"
"460","IT","978-1-4423-5036-6","Italian 2","24","0:02:47","0:02:48","02R","45","F","Fantastico!","1","S","Italian Phase 2, units 1 - 30 (2004)","13,16"
"461","IT","978-1-4423-5036-6","Italian 2","24","0:06:50","0:06:52","03Q","88","N","One drives fast here.","","","Italian Phase 2, units 1 - 30 (2004)","18"
"462","IT","978-1-4423-5036-6","Italian 2","24","0:06:55","0:06:57","03R","89","F","Si guida velocemente qui.","4","S","Italian Phase 2, units 1 - 30 (2004)","18"
"463","IT","978-1-4423-5036-6","Italian 2","24","0:13:08","0:13:10","04Q","149","N","Why don’t you buy some candy?","","","Italian Phase 2, units 1 - 30 (2004)","14"
"464","IT","978-1-4423-5036-6","Italian 2","24","0:13:14","0:13:16","04R","150","F","Perché non compri delle caramelle?","5","Q","Italian Phase 2, units 1 - 30 (2004)","14"
"465","IT","978-1-4423-5036-6","Italian 2","24","0:13:21","0:13:22","05Q","151","N","That’s a good idea.","","","Italian Phase 2, units 1 - 30 (2004)","7"
"466","IT","978-1-4423-5036-6","Italian 2","24","0:13:24","0:13:25","05R","152","M","È una buon’idea.","3","S","Italian Phase 2, units 1 - 30 (2004)","7"
"467","IT","978-1-4423-5036-6","Italian 2","24","0:15:10","0:15:12","06Q","169","N","Are you going to town by bicycle?","","","Italian Phase 2, units 1 - 30 (2004)","1,18"
"468","IT","978-1-4423-5036-6","Italian 2","24","0:15:16","0:15:17","06R","170","M","Vai in città in bicicletta?","5","Q","Italian Phase 2, units 1 - 30 (2004)","1,18"
"469","IT","978-1-4423-5036-6","Italian 2","24","0:15:50","0:15:53","07Q","177","N","It takes more time by bicycle than by car.","","","Italian Phase 2, units 1 - 30 (2004)","17,18"
"470","IT","978-1-4423-5036-6","Italian 2","24","0:15:58","0:16:00","07R","178","F","Ci vuole più tempo in bicicletta che in macchina.","9","S","Italian Phase 2, units 1 - 30 (2004)","17,18"
"471","IT","978-1-4423-5036-6","Italian 2","24","0:17:12","0:17:13","08Q","190","N","Can we play tennis?","","","Italian Phase 2, units 1 - 30 (2004)","1,12"
"472","IT","978-1-4423-5036-6","Italian 2","24","0:17:16","0:17:18","08R","191","M","Possiamo giocare a tennis?","4","Q","Italian Phase 2, units 1 - 30 (2004)","1,12"
"473","IT","978-1-4423-5036-6","Italian 2","24","0:25:12","0:25:13","09Q","265","N","You play tennis very well.","","","Italian Phase 2, units 1 - 30 (2004)","1,12"
"474","IT","978-1-4423-5036-6","Italian 2","24","0:25:17","0:25:18","09R","266","F","Giochi a tennis molto bene!","5","S","Italian Phase 2, units 1 - 30 (2004)","1,12"
"475","IT","978-1-4423-5036-6","Italian 2","24","0:25:46","0:25:47","10Q","271","N","It takes too much time.","","","Italian Phase 2, units 1 - 30 (2004)","12,17"
"476","IT","978-1-4423-5036-6","Italian 2","24","0:25:49","0:25:50","10R","272","M","Ci vuole troppo tempo.","4","S","Italian Phase 2, units 1 - 30 (2004)","12,17"
"477","IT","978-1-4423-5036-6","Italian 2","25","0:07:18","0:07:20","01Q","84","N","Why don’t we play tennis at two o’clock?","","","Italian Phase 2, units 1 - 30 (2004)","1,12,17"
