Control #,Rec #,Lang,Source Audio ISBN-13,Course,Unit Num,QZ #,Speaker,Cue,#of words,Q or S,Course Name (Source),Snippet Name,Skills
322,322,ESL_SP,9781442328686,,16,07R,F,What is it?,3,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_322.mp3,7
323,323,ESL_SP,9781442328686,,16,08Q,N,Usted me debe cinco dólares.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_323.mp3,"11,12"
324,324,ESL_SP,9781442328686,,16,08R,M,You owe me five dollars.,5,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_324.mp3,"11,12"
325,325,ESL_SP,9781442328686,,16,09Q,N,Es demasiado.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_325.mp3,"7,11,14"
326,326,ESL_SP,9781442328686,,16,09R,M,It's too much.,3,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_326.mp3,"7,11,14"
327,327,ESL_SP,9781442328686,,16,10Q,N,¿Es suficiente?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_327.mp3,"7,11,14"
328,328,ESL_SP,9781442328686,,16,10R,M,Is it enough?,3,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_328.mp3,"7,11,14"
329,329,ESL_SP,9781442328686,,17,01Q,N,Buenos días.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_329.mp3,"13,16,17"
330,330,ESL_SP,9781442328686,,17,01R,F,Good morning.,2,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_330.mp3,"13,16,17"
331,331,ESL_SP,9781442328686,,17,02Q,N,¿Adónde va usted?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_331.mp3,4
332,332,ESL_SP,9781442328686,,17,02R,F,Where are you going?,4,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_332.mp3,4
333,333,ESL_SP,9781442328686,,17,03Q,N,Puedo darle algo de dinero.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_333.mp3,"11,12"
334,334,ESL_SP,9781442328686,,17,03R,F,I can give you some money.,6,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_334.mp3,"11,12"
335,335,ESL_SP,9781442328686,,17,04Q,N,Tengo suficientes dólares.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_335.mp3,"11,12"
336,336,ESL_SP,9781442328686,,17,04R,F,I have enough dollars.,4,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_336.mp3,"11,12"
337,337,ESL_SP,9781442328686,,17,05Q,N,Es demasiado caro.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_337.mp3,"11,14"
338,338,ESL_SP,9781442328686,,17,05R,M,It's too expensive.,3,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_338.mp3,"11,14"
339,339,ESL_SP,9781442328686,,17,06Q,N,Es muy caro.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_339.mp3,"11,14"
340,340,ESL_SP,9781442328686,,17,06R,M,It's very expensive.,3,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_340.mp3,"11,14"
341,341,ESL_SP,9781442328686,,17,07Q,N,Usted habla muy rápido.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_341.mp3,"15,16"
342,342,ESL_SP,9781442328686,,17,07R,M,You speak very fast.,4,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_342.mp3,"15,16"
343,343,ESL_SP,9781442328686,,17,08Q,N,Usted habla demasiado rápido.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_343.mp3,"15,16"
344,344,ESL_SP,9781442328686,,17,08R,M,You speak too fast.,4,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_344.mp3,"15,16"
345,345,ESL_SP,9781442328686,,18,01Q,N,Aquí es más caro.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_345.mp3,"11,14"
346,346,ESL_SP,9781442328686,,18,01R,M,Here it's more expensive.,4,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_346.mp3,"11,14"
347,347,ESL_SP,9781442328686,,18,02Q,N,¿Quién es?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_347.mp3,7
348,348,ESL_SP,9781442328686,,18,02R,M,Who's that?,2,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_348.mp3,7
349,349,ESL_SP,9781442328686,,18,03Q,N,Ése es mi esposo.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_349.mp3,5
350,350,ESL_SP,9781442328686,,18,03R,F,That's my husband.,3,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_350.mp3,5
351,351,ESL_SP,9781442328686,,18,04Q,N,Ésa es mi esposa.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_351.mp3,5
352,352,ESL_SP,9781442328686,,18,04R,M,That's my wife.,3,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_352.mp3,5
353,353,ESL_SP,9781442328686,,18,05Q,N,Mi esposa está allá.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_353.mp3,4
354,354,ESL_SP,9781442328686,,18,05R,M,My wife is over there.,5,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_354.mp3,4
355,355,ESL_SP,9781442328686,,18,06Q,N,"A mi esposo, le gustaría tomar algo de agua.",,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_355.mp3,"5,6"
356,356,ESL_SP,9781442328686,,18,06R,F,My husband would like to have some water.,8,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_356.mp3,"5,6"
357,357,ESL_SP,9781442328686,,18,07Q,N,"A mi esposa, le gustaría algo de agua.",,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_357.mp3,"5,6"
358,358,ESL_SP,9781442328686,,18,07R,M,My wife would like some water.,6,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_358.mp3,"5,6"
359,359,ESL_SP,9781442328686,,18,08Q,N,Su esposa está aquí.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_359.mp3,5
360,360,ESL_SP,9781442328686,,18,08R,F,Your wife is here.,4,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_360.mp3,5
361,361,ESL_SP,9781442328686,,18,09Q,N,¿Qué quiere hacer su esposa?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_361.mp3,"1,5"
362,362,ESL_SP,9781442328686,,18,09R,F,What does your wife want to do?,7,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_362.mp3,"1,5"
363,363,ESL_SP,9781442328686,,18,10Q,N,Su esposo no está aquí.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_363.mp3,5
364,364,ESL_SP,9781442328686,,18,10R,M,Your husband isn't here.,4,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_364.mp3,5
365,365,ESL_SP,9781442328686,,18,11Q,N,¿Quién está allá?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_365.mp3,4
366,366,ESL_SP,9781442328686,,18,11R,F,Who's over there?,3,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_366.mp3,4
367,367,ESL_SP,9781442328686,,18,12Q,N,¿Su esposa quiere beber algo?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_367.mp3,"5,6"
368,368,ESL_SP,9781442328686,,18,12R,F,Does your wife want to have something to drink?,9,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_368.mp3,"5,6"
369,369,ESL_SP,9781442328686,,19,01Q,N,¿Su esposo también habla rápido?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_369.mp3,"5,15"
370,370,ESL_SP,9781442328686,,19,01R,M,Does your husband speak fast too?,6,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_370.mp3,"5,15"
371,371,ESL_SP,9781442328686,,19,02Q,N,¿Está ella allá?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_371.mp3,4
372,372,ESL_SP,9781442328686,,19,02R,F,Is she over there?,4,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_372.mp3,4
373,373,ESL_SP,9781442328686,,19,03Q,N,Mucho gusto en conocerlo.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_373.mp3,"10,13,16"
374,374,ESL_SP,9781442328686,,19,03R,F,Pleased to meet you.,4,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_374.mp3,"10,13,16"
375,375,ESL_SP,9781442328686,,19,04Q,N,A nosotros nos gustaría beber algo.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_375.mp3,6
376,376,ESL_SP,9781442328686,,19,04R,M,We’d like to have something to drink.,7,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_376.mp3,6
377,377,ESL_SP,9781442328686,,19,05Q,N,¿Dónde viven ustedes?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_377.mp3,"10,16"
378,378,ESL_SP,9781442328686,,19,05R,F,Where do you live?,4,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_378.mp3,"10,16"
379,379,ESL_SP,9781442328686,,19,06Q,N,Le voy a dar cincuenta y tres dólares.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_379.mp3,"11,12"
380,380,ESL_SP,9781442328686,,19,06R,F,I’m going to give you fifty-three dollars.,7,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_380.mp3,"11,12"
381,381,ESL_SP,9781442328686,,19,07Q,N,Él está allá.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_381.mp3,4
382,382,ESL_SP,9781442328686,,19,07R,F,He's over there.,3,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_382.mp3,4
383,383,ESL_SP,9781442328686,,19,08Q,N,Ella no está allá.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_383.mp3,4
384,384,ESL_SP,9781442328686,,19,08R,M,She's not over there.,4,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_384.mp3,4
385,385,ESL_SP,9781442328686,,19,09Q,N,A él le gustaría algo de café.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_385.mp3,6
386,386,ESL_SP,9781442328686,,19,09R,F,He'd like some coffee.,4,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_386.mp3,6
387,387,ESL_SP,9781442328686,,19,10Q,N,A ella le gustaría algo de agua.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_387.mp3,6
388,388,ESL_SP,9781442328686,,19,10R,M,She'd like some water.,4,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_388.mp3,6
389,389,ESL_SP,9781442328686,,19,11Q,N,Pase.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_389.mp3,"13,16"
390,390,ESL_SP,9781442328686,,19,11R,F,Come in.,2,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_390.mp3,"13,16"
391,391,ESL_SP,9781442328686,,19,12Q,N,¿Su esposo también vive aquí?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_391.mp3,"5,9"
392,392,ESL_SP,9781442328686,,19,12R,M,Does your husband live here too?,6,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_392.mp3,"5,9"
393,393,ESL_SP,9781442328686,,19,13Q,N,Nosotros vivimos aquí.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_393.mp3,9
394,394,ESL_SP,9781442328686,,19,13R,F,We live here.,3,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_394.mp3,9
395,395,ESL_SP,9781442328686,,20,01Q,N,Qué tiene usted?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_395.mp3,9
396,396,ESL_SP,9781442328686,,20,01R,F,What do you have?,4,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_396.mp3,9
397,397,ESL_SP,9781442328686,,20,02Q,N,¿Qué quiere beber su esposo?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_397.mp3,"5,6"
398,398,ESL_SP,9781442328686,,20,02R,M,What does your husband want to drink?,7,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_398.mp3,"5,6"
399,399,ESL_SP,9781442328686,,20,03Q,N,Ella está con su esposo.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_399.mp3,"5,9"
400,400,ESL_SP,9781442328686,,20,03R,M,She's with your husband.,4,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_400.mp3,"5,9"
401,401,ESL_SP,9781442328686,,20,04Q,N,Nosotros vivimos en México.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_401.mp3,"9,18"
402,402,ESL_SP,9781442328686,,20,04R,M,We live in Mexico.,4,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_402.mp3,"9,18"
403,403,ESL_SP,9781442328686,,20,05Q,N,¿Tienen ustedes hijos?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_403.mp3,"5,10"
404,404,ESL_SP,9781442328686,,20,05R,F,Do you have any children?,5,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_404.mp3,"5,10"
405,405,ESL_SP,9781442328686,,20,06Q,N,No tenemos hijos.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_405.mp3,"5,10"
406,406,ESL_SP,9781442328686,,20,06R,F,We don't have any children.,5,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_406.mp3,"5,10"
407,407,ESL_SP,9781442328686,,20,07Q,N,¿Cuántos hijos tienen ustedes?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_407.mp3,"5,10"
408,408,ESL_SP,9781442328686,,20,07R,F,How many children do you have?,6,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_408.mp3,"5,10"
409,409,ESL_SP,9781442328686,,20,08Q,N,Tenemos dos niños y una niña.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_409.mp3,"5,10,12"
410,410,ESL_SP,9781442328686,,20,08R,M,We have two boys and one girl.,7,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_410.mp3,"5,10,12"
411,411,ESL_SP,9781442328686,,20,09Q,N,Nos gustaría un niño.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_411.mp3,5
412,412,ESL_SP,9781442328686,,20,09R,M,We'd like a boy.,4,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_412.mp3,5
413,413,ESL_SP,9781442328686,,20,10Q,N,Los niños son grandes.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_413.mp3,5
414,414,ESL_SP,9781442328686,,20,10R,M,The boys are big.,4,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_414.mp3,5
415,415,ESL_SP,9781442328686,,20,10Q,N,¿Están ellos aquí?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_415.mp3,5
416,416,ESL_SP,9781442328686,,20,10R,F,Are they here?,3,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_416.mp3,5
417,417,ESL_SP,9781442328686,,20,12Q,N,Ellos no están allá.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_417.mp3,"4,9"
418,418,ESL_SP,9781442328686,,20,12R,M,They're not over there.,4,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_418.mp3,"4,9"
419,419,ESL_SP,9781442328686,,20,13Q,N,Ellos son grandes.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_419.mp3,"5,9"
420,420,ESL_SP,9781442328686,,20,13R,M,They are big.,3,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_420.mp3,"5,9"
421,421,ESL_SP,9781442328686,,21,01Q,N,Nuestro niño no es grande.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_421.mp3,"5,9"
422,422,ESL_SP,9781442328686,,21,01R,M,Our boy isn't big.,4,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_422.mp3,"5,9"
423,423,ESL_SP,9781442328686,,21,02Q,N,Ella está aquí con nosotros.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_423.mp3,"5,9"
424,424,ESL_SP,9781442328686,,21,02R,M,She's here with us.,4,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_424.mp3,"5,9"
425,425,ESL_SP,9781442328686,,21,03Q,N,Las niñas son grandes.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_425.mp3,"5,9"
426,426,ESL_SP,9781442328686,,21,03R,F,The girls are big.,4,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_426.mp3,"5,9"
427,427,ESL_SP,9781442328686,,21,04Q,N,Espere.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_427.mp3,"7,9"
428,428,ESL_SP,9781442328686,,21,04R,F,Wait.,1,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_428.mp3,"7,9"
429,429,ESL_SP,9781442328686,,21,05Q,N,Podemos esperar.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_429.mp3,"7,9"
430,430,ESL_SP,9781442328686,,21,05R,M,We can wait.,3,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_430.mp3,"7,9"
431,431,ESL_SP,9781442328686,,21,06Q,N,Tiene una familia grande.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_431.mp3,"5,9"
432,432,ESL_SP,9781442328686,,21,06R,M,You have a big family.,5,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_432.mp3,"5,9"
433,433,ESL_SP,9781442328686,,21,07Q,N,Queremos muchos hijos.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_433.mp3,"5,9,12"
434,434,ESL_SP,9781442328686,,21,07R,M,We want lot of children.,5,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_434.mp3,"5,9,12"
435,435,ESL_SP,9781442328686,,21,08Q,N,¿Tiene usted niñas?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_435.mp3,5
436,436,ESL_SP,9781442328686,,21,08R,M,Do you have any girls?,5,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_436.mp3,5
437,437,ESL_SP,9781442328686,,21,09Q,N,¿Puede usted esperar?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_437.mp3,"7,9"
438,438,ESL_SP,9781442328686,,21,09R,M,Can you wait?,3,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_438.mp3,"7,9"
439,439,ESL_SP,9781442328686,,21,10Q,N,No queremos muchos hijos.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_439.mp3,"5,12"
440,440,ESL_SP,9781442328686,,21,10R,F,We don't want a lot of children.,7,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_440.mp3,"5,12"
441,441,ESL_SP,9781442328686,,21,11Q,N,La niña grande está aquí.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_441.mp3,4
442,442,ESL_SP,9781442328686,,21,11R,F,The big girl is here.,5,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_442.mp3,4
443,443,ESL_SP,9781442328686,,21,12Q,N,Nuestro niño es pequeño.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_443.mp3,"5,9"
444,444,ESL_SP,9781442328686,,21,12R,M,Our boy is little.,4,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_444.mp3,"5,9"
445,445,ESL_SP,9781442328686,,21,13Q,N,¿De verdad?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_445.mp3,7
446,446,ESL_SP,9781442328686,,21,13R,F,Really?,1,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_446.mp3,7
447,447,ESL_SP,9781442328686,,21,14Q,N,¿Dónde queda el baño?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_447.mp3,"4,16"
448,448,ESL_SP,9781442328686,,21,14R,M,Where's the bathroom?,3,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_448.mp3,"4,16"
449,449,ESL_SP,9781442328686,,22,01Q,N,¿Tiene suficiente gasolina?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_449.mp3,"12,18"
450,450,ESL_SP,9781442328686,,22,01R,F,Do you have enough gas?,5,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_450.mp3,"12,18"
451,451,ESL_SP,9781442328686,,22,02Q,N,¿Cuántas personas hay?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_451.mp3,5
452,452,ESL_SP,9781442328686,,22,02R,F,How many people are there?,5,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_452.mp3,5
453,453,ESL_SP,9781442328686,,22,03Q,N,¿Cuánta gasolina?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_453.mp3,"12,18"
454,454,ESL_SP,9781442328686,,22,03R,F,How much gas?,3,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_454.mp3,"12,18"
455,455,ESL_SP,9781442328686,,22,04Q,N,Son sesenta millas.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_455.mp3,"12,18"
456,456,ESL_SP,9781442328686,,22,04R,M,It's sixty miles.,3,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_456.mp3,"12,18"
457,457,ESL_SP,9781442328686,,22,05Q,N,Mi familia está en los Estados Unidos.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_457.mp3,"5,18"
458,458,ESL_SP,9781442328686,,22,05R,M,My family is in the United States.,7,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_458.mp3,"5,18"
459,459,ESL_SP,9781442328686,,22,06Q,N,¿Cuántas personas hay en su familia?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_459.mp3,"5,12"
460,460,ESL_SP,9781442328686,,22,06R,F,How many people are there in your family?,8,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_460.mp3,"5,12"
461,461,ESL_SP,9781442328686,,22,07Q,N,Hay tres personas en mi familia.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_461.mp3,"5,12"
462,462,ESL_SP,9781442328686,,22,07R,M,There are three people in my family.,7,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_462.mp3,"5,12"
463,463,ESL_SP,9781442328686,,22,08Q,N,Nos gustaría algo de gasolina.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_463.mp3,"7,18"
464,464,ESL_SP,9781442328686,,22,08R,M,We'd like some gas.,4,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_464.mp3,"7,18"
465,465,ESL_SP,9781442328686,,22,09Q,N,Mi coche es suficientemente grande para nuestra familia.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_465.mp3,"5,9"
466,466,ESL_SP,9781442328686,,22,09R,M,My car is big enough for my family.,8,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_466.mp3,"5,9"
467,467,ESL_SP,9781442328686,,22,10Q,N,Si usted quiere.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_467.mp3,7
468,468,ESL_SP,9781442328686,,22,10R,M,If you want.,3,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_468.mp3,7
469,469,ESL_SP,9781442328686,,22,11Q,N,¿Cuántos galones?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_469.mp3,"12,18"
470,470,ESL_SP,9781442328686,,22,11R,F,How many gallons?,3,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_470.mp3,"12,18"
471,471,ESL_SP,9781442328686,,22,12Q,N,Eso es mucha gasolina.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_471.mp3,"12,18"
472,472,ESL_SP,9781442328686,,22,12R,F,That's a lot of gas.,5,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_472.mp3,"12,18"
473,473,ESL_SP,9781442328686,,22,13Q,N,Por favor déme diez dólares de gasolina.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_473.mp3,"11,12"
474,474,ESL_SP,9781442328686,,22,13R,M,Please give me ten dollars’ worth of gas.,8,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_474.mp3,"11,12"
475,475,ESL_SP,9781442328686,,23,01Q,N,¿Queda lejos Long Island?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_475.mp3,"4,18"
476,476,ESL_SP,9781442328686,,23,01R,M,Is Long Island far?,4,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_476.mp3,"4,18"
477,477,ESL_SP,9781442328686,,23,02Q,N,¿Es éste el camino a Long Island?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_477.mp3,"4,18"
478,478,ESL_SP,9781442328686,,23,02R,F,Is this the road to Long Island?,7,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_478.mp3,"4,18"
479,479,ESL_SP,9781442328686,,23,03Q,N,Queda lejos.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_479.mp3,"4,18"
480,480,ESL_SP,9781442328686,,23,03R,F,It's far.,2,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_480.mp3,"4,18"
481,481,ESL_SP,9781442328686,,23,04Q,N,Queda todo derecho.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_481.mp3,4
482,482,ESL_SP,9781442328686,,23,04R,M,It's straight ahead.,3,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_482.mp3,4
