Rec #,Lang,Source Audio ISBN_13,Course,Unit Num,start,stop,QZ #,line #,Speaker,Cue,#of words,_Q_or_S,Course Name _Source_,Skills
328,GR,978-1-4423-5035-9,German 3,16,0:28:23,0:28:25,10R,296,F,Im Moment ist er nicht im Büro.,7,S,"German Phase 3, Units 1-30 (2006)","17,20"
329,GR,978-1-4423-5035-9,German 3,17,0:06:23,0:06:25,01Q,79,N,She’ll call back in half an hour.,,,"German Phase 3, Units 1-30 (2006)","3,12,17"
330,GR,978-1-4423-5035-9,German 3,17,0:06:29,0:06:31,01R,80,F,Sie ruft in einer halben Stunde zurück.,7,S,"German Phase 3, Units 1-30 (2006)","3,12,17"
331,GR,978-1-4423-5035-9,German 3,17,0:07:36,0:07:39,02Q,92,N,I believe the meeting is going to last a long time.,,,"German Phase 3, Units 1-30 (2006)","9,17,20"
332,GR,978-1-4423-5035-9,German 3,17,0:07:43,0:07:44,02R,93,M,Ich glaube die Besprechung dauert lange.,6,S,"German Phase 3, Units 1-30 (2006)","9,17,20"
333,GR,978-1-4423-5035-9,German 3,17,0:14:42,0:14:44,03Q,164,N,We would enjoy inviting you for dinner.,,,"German Phase 3, Units 1-30 (2006)","1,6"
334,GR,978-1-4423-5035-9,German 3,17,0:14:48,0:14:51,03R,165,F,Wir würden Sie gern zum Abendessen einladen.,7,S,"German Phase 3, Units 1-30 (2006)","1,6"
335,GR,978-1-4423-5035-9,German 3,17,0:15:18,0:15:20,04Q,169,N,Our new customer is coming too.,,,"German Phase 3, Units 1-30 (2006)","9,20"
336,GR,978-1-4423-5035-9,German 3,17,0:15:24,0:15:26,04R,170,F,Unser neuer Kunde kommt auch.,5,S,"German Phase 3, Units 1-30 (2006)","9,20"
337,GR,978-1-4423-5035-9,German 3,17,0:17:59,0:18:00,05Q,195,N,I won’t be here Saturday.,,,"German Phase 3, Units 1-30 (2006)","9,17"
338,GR,978-1-4423-5035-9,German 3,17,0:18:03,0:18:05,05R,196,M,Ich bin Samstag nicht da.,5,S,"German Phase 3, Units 1-30 (2006)","9,17"
339,GR,978-1-4423-5035-9,German 3,17,0:20:41,0:20:44,06Q,227,N,I’m invited for the weekend at some friends’ place.,,,"German Phase 3, Units 1-30 (2006)","1,5,17"
340,GR,978-1-4423-5035-9,German 3,17,0:20:48,0:20:51,06R,228,M,Ich bin fürs Wochenende bei Freunden eingeladen.,7,S,"German Phase 3, Units 1-30 (2006)","1,5,17"
341,GR,978-1-4423-5035-9,German 3,17,0:21:34,0:21:36,07Q,236,N,I’m invited for the weekend at their place.,,,"German Phase 3, Units 1-30 (2006)","1,17,18"
342,GR,978-1-4423-5035-9,German 3,17,0:21:40,0:21:43,07R,237,M,Ich bin fürs Wochenende bei ihnen eingeladen.,7,S,"German Phase 3, Units 1-30 (2006)","1,17,18"
343,GR,978-1-4423-5035-9,German 3,17,0:23:38,0:23:41,08Q,260,N,We would enjoy inviting you to the concert Sunday.,,,"German Phase 3, Units 1-30 (2006)","1,5,17"
344,GR,978-1-4423-5035-9,German 3,17,0:23:47,0:23:50,08R,261,F,Wir würden Sie gern Sonntag ins Konzert einladen.,8,S,"German Phase 3, Units 1-30 (2006)","1,5,17"
345,GR,978-1-4423-5035-9,German 3,17,0:26:26,0:26:28,09Q,289,N,At the moment I’m in the restaurant.,,,"German Phase 3, Units 1-30 (2006)","5,17"
346,GR,978-1-4423-5035-9,German 3,17,0:26:31,0:26:33,09R,290,M,Im Moment bin ich im Restaurant.,6,S,"German Phase 3, Units 1-30 (2006)","5,17"
347,GR,978-1-4423-5035-9,German 3,17,0:26:47,0:26:48,10Q,293,N,We have still half an hour.,,,"German Phase 3, Units 1-30 (2006)","12,17"
348,GR,978-1-4423-5035-9,German 3,17,0:26:52,0:26:53,10R,294,M,Wir haben noch eine halbe Stunde.,6,S,"German Phase 3, Units 1-30 (2006)","12,17"
349,GR,978-1-4423-5035-9,German 3,18,0:02:40,0:02:43,01Q,41,N,This afternoon he won’t be in the office.,,,"German Phase 3, Units 1-30 (2006)","17,20"
350,GR,978-1-4423-5035-9,German 3,18,0:02:46,0:02:48,01R,42,M,Heute Nachmittag ist er nicht im Büro.,7,S,"German Phase 3, Units 1-30 (2006)","17,20"
351,GR,978-1-4423-5035-9,German 3,18,0:02:58,0:03:00,02Q,44,N,"I have to call him now, right away.",,,"German Phase 3, Units 1-30 (2006)","1,3,17"
352,GR,978-1-4423-5035-9,German 3,18,0:03:04,0:03:05,02R,45,M,Ich muss ihn jetzt sofort anrufen.,6,S,"German Phase 3, Units 1-30 (2006)","1,3,17"
353,GR,978-1-4423-5035-9,German 3,18,0:08:13,0:08:15,03Q,98,N,I’m going to spend the weekend at their place.,,,"German Phase 3, Units 1-30 (2006)","1,17,18"
354,GR,978-1-4423-5035-9,German 3,18,0:08:19,0:08:21,03R,99,F,Ich verbringe das Wochenende bei ihnen.,6,S,"German Phase 3, Units 1-30 (2006)","1,17,18"
355,GR,978-1-4423-5035-9,German 3,18,0:10:13,0:10:14,04Q,116,N,Where’s the waiter?,,,"German Phase 3, Units 1-30 (2006)",6
356,GR,978-1-4423-5035-9,German 3,18,0:10:18,0:10:19,04R,118,F,Wo ist der Kellner?,4,Q,"German Phase 3, Units 1-30 (2006)",6
357,GR,978-1-4423-5035-9,German 3,18,0:15:31,0:15:33,05Q,170,N,My niece likes to travel.,,,"German Phase 3, Units 1-30 (2006)","5,18"
358,GR,978-1-4423-5035-9,German 3,18,0:15:36,0:15:38,05R,171,M,Meine Nichte reist gern.,4,S,"German Phase 3, Units 1-30 (2006)","5,18"
359,GR,978-1-4423-5035-9,German 3,18,0:16:16,0:16:18,06Q,178,N,She’s going to spend two weeks at our place.,,,"German Phase 3, Units 1-30 (2006)","12,17,18"
360,GR,978-1-4423-5035-9,German 3,18,0:16:22,0:16:24,06R,179,M,Sie verbringt zwei Wochen bei uns.,6,S,"German Phase 3, Units 1-30 (2006)","12,17,18"
361,GR,978-1-4423-5035-9,German 3,18,0:18:07,0:18:08,07Q,195,N,She finished her studies.,,,"German Phase 3, Units 1-30 (2006)","5,9,20"
362,GR,978-1-4423-5035-9,German 3,18,0:18:18,0:18:20,07R,196,M,Sie hat ihr Studium abgeschlossen.,5,S,"German Phase 3, Units 1-30 (2006)","5,9,20"
363,GR,978-1-4423-5035-9,German 3,18,0:20:33,0:20:36,08Q,218,N,Her friend also just finished her studies.,,,"German Phase 3, Units 1-30 (2006)","5,20"
364,GR,978-1-4423-5035-9,German 3,18,0:20:41,0:20:43,08R,219,M,Ihre Freundin hat auch ihr Studium gerade abgeschlossen.,8,S,"German Phase 3, Units 1-30 (2006)","5,20"
365,GR,978-1-4423-5035-9,German 3,18,0:24:27,0:24:28,09Q,261,N,All our colleagues are coming to the meeting.,,,"German Phase 3, Units 1-30 (2006)","9,20"
366,GR,978-1-4423-5035-9,German 3,18,0:24:33,0:24:35,09R,262,F,Alle unsere Kollegen kommen zur Besprechung.,6,S,"German Phase 3, Units 1-30 (2006)","9,20"
367,GR,978-1-4423-5035-9,German 3,18,0:25:49,0:25:51,10Q,274,N,"Unfortunately, I can’t come to the meeting.",,,"German Phase 3, Units 1-30 (2006)","9,20"
368,GR,978-1-4423-5035-9,German 3,18,0:25:55,0:25:57,10R,275,F,Leider kann ich nicht zur Besprechung kommen.,7,S,"German Phase 3, Units 1-30 (2006)","9,20"
369,GR,978-1-4423-5035-9,German 3,19,0:01:22,0:01:24,01Q,26,N,My niece just finished her studies.,,,"German Phase 3, Units 1-30 (2006)","5,20"
370,GR,978-1-4423-5035-9,German 3,19,0:01:28,0:01:31,01R,27,F,Meine Nichte hat ihr Studium gerade abgeschlossen.,7,S,"German Phase 3, Units 1-30 (2006)","5,20"
371,GR,978-1-4423-5035-9,German 3,19,0:02:11,0:02:13,02Q,34,N,They are spending the weekend at my place.,,,"German Phase 3, Units 1-30 (2006)","9,17,18"
372,GR,978-1-4423-5035-9,German 3,19,0:02:17,0:02:19,02R,35,F,Sie verbringen das Wochenende bei mir.,6,S,"German Phase 3, Units 1-30 (2006)","9,17,18"
373,GR,978-1-4423-5035-9,German 3,19,0:02:56,0:02:58,03Q,42,N,She’s coming together with a girlfriend.,,,"German Phase 3, Units 1-30 (2006)","1,5,18"
374,GR,978-1-4423-5035-9,German 3,19,0:03:02,0:03:03,03R,43,F,Sie kommt zusammen mit einer Freundin.,6,S,"German Phase 3, Units 1-30 (2006)","1,5,18"
375,GR,978-1-4423-5035-9,German 3,19,0:08:57,0:08:58,04Q,100,N,Please do sit down.,,,"German Phase 3, Units 1-30 (2006)",13
376,GR,978-1-4423-5035-9,German 3,19,0:09:02,0:09:03,04R,101,M,Bitte setzen Sie sich doch.,5,S,"German Phase 3, Units 1-30 (2006)",13
377,GR,978-1-4423-5035-9,German 3,19,0:13:09,0:13:11,05Q,144,N,We were just speaking about the States.,,,"German Phase 3, Units 1-30 (2006)","15,18"
378,GR,978-1-4423-5035-9,German 3,19,0:13:16,0:13:18,05R,145,F,Wir haben gerade über die Staaten gesprochen.,7,S,"German Phase 3, Units 1-30 (2006)","15,18"
379,GR,978-1-4423-5035-9,German 3,19,0:16:06,0:16:08,06Q,171,N,My sister is flying for two weeks to the States.,,,"German Phase 3, Units 1-30 (2006)","5,12,17,18"
380,GR,978-1-4423-5035-9,German 3,19,0:16:13,0:16:16,06R,172,F,Meine Schwester fliegt für zwei Wochen in die Staaten.,9,S,"German Phase 3, Units 1-30 (2006)","5,12,17,18"
381,GR,978-1-4423-5035-9,German 3,19,0:17:55,0:17:56,07Q,186,N,In my opinion.,,,"German Phase 3, Units 1-30 (2006)","7,13"
382,GR,978-1-4423-5035-9,German 3,19,0:17:59,0:18:00,07R,187,M,Meiner Meinung nach.,3,S,"German Phase 3, Units 1-30 (2006)","7,13"
383,GR,978-1-4423-5035-9,German 3,19,0:18:51,0:18:53,08Q,196,N,Which cities would they like to tour?,,,"German Phase 3, Units 1-30 (2006)","1,18"
384,GR,978-1-4423-5035-9,German 3,19,0:18:57,0:18:58,08R,197,M,Welche Städte möchten sie besichtigen?,5,Q,"German Phase 3, Units 1-30 (2006)","1,18"
385,GR,978-1-4423-5035-9,German 3,19,0:22:33,0:22:36,09Q,231,N,My nephew and my niece are flying along.,,,"German Phase 3, Units 1-30 (2006)","5,18"
386,GR,978-1-4423-5035-9,German 3,19,0:22:40,0:22:42,09R,231,F,Mein Neffe und meine Nichte fliegen mit.,7,S,"German Phase 3, Units 1-30 (2006)","5,18"
387,GR,978-1-4423-5035-9,German 3,19,0:24:29,0:24:31,10Q,249,N,Can they tour these three cities?,,,"German Phase 3, Units 1-30 (2006)","12,18"
388,GR,978-1-4423-5035-9,German 3,19,0:24:35,0:24:37,10R,250,F,Können sie diese drei Städte besichtigen?,6,Q,"German Phase 3, Units 1-30 (2006)","12,18"
389,GR,978-1-4423-5035-9,German 3,20,0:02:18,0:02:19,01Q,40,N,She’s coming to visit me.,,,"German Phase 3, Units 1-30 (2006)",18
390,GR,978-1-4423-5035-9,German 3,20,0:02:23,0:02:24,01R,41,F,Sie kommt mich besuchen.,4,S,"German Phase 3, Units 1-30 (2006)",18
391,GR,978-1-4423-5035-9,German 3,20,0:05:00,0:05:03,02Q,68,N,We were just speaking about my niece’s car.,,,"German Phase 3, Units 1-30 (2006)","5,15,18"
392,GR,978-1-4423-5035-9,German 3,20,0:05:08,0:05:11,02R,69,F,Wir haben gerade über das Auto meiner Nichte gesprochen.,9,S,"German Phase 3, Units 1-30 (2006)","5,15,18"
393,GR,978-1-4423-5035-9,German 3,20,0:06:26,0:06:27,03Q,81,N,They are coming to visit me here in Berlin.,,,"German Phase 3, Units 1-30 (2006)","1,9,18"
394,GR,978-1-4423-5035-9,German 3,20,0:06:32,0:06:34,03R,82,F,Sie kommen mich hier in Berlin besuchen.,7,S,"German Phase 3, Units 1-30 (2006)","1,9,18"
395,GR,978-1-4423-5035-9,German 3,20,0:16:48,0:16:50,04Q,185,N,For four weeks or longer.,,,"German Phase 3, Units 1-30 (2006)","12,17"
396,GR,978-1-4423-5035-9,German 3,20,0:16:54,0:16:55,04R,186,F,Für vier Wochen oder länger.,5,S,"German Phase 3, Units 1-30 (2006)","12,17"
397,GR,978-1-4423-5035-9,German 3,20,0:18:58,0:18:59,05Q,204,N,How was your business trip?,,,"German Phase 3, Units 1-30 (2006)","18,20"
398,GR,978-1-4423-5035-9,German 3,20,0:19:02,0:19:04,05R,205,F,Wie war Ihre Geschäftsreise?,4,Q,"German Phase 3, Units 1-30 (2006)","18,20"
399,GR,978-1-4423-5035-9,German 3,20,0:19:09,0:19:10,06Q,206,N,That went all very well.,,,"German Phase 3, Units 1-30 (2006)",7
400,GR,978-1-4423-5035-9,German 3,20,0:19:14,0:19:16,06R,207,M,Das ist alles sehr gut gegangen.,6,S,"German Phase 3, Units 1-30 (2006)",7
401,GR,978-1-4423-5035-9,German 3,20,0:19:32,0:19:33,07Q,210,N,The meeting lasted a long time.,,,"German Phase 3, Units 1-30 (2006)","17,20"
402,GR,978-1-4423-5035-9,German 3,20,0:19:37,0:19:39,07R,211,M,Die Besprechung hat lange gedauert.,5,S,"German Phase 3, Units 1-30 (2006)","17,20"
403,GR,978-1-4423-5035-9,German 3,20,0:21:06,0:21:08,08Q,225,N,It lasted a very long time.,,,"German Phase 3, Units 1-30 (2006)",17
404,GR,978-1-4423-5035-9,German 3,20,0:21:11,0:21:13,08R,226,M,Sie hat sehr lange gedauert.,5,S,"German Phase 3, Units 1-30 (2006)",17
405,GR,978-1-4423-5035-9,German 3,20,0:23:58,0:23:59,09Q,250,N,Next time I would like to stay longer.,,,"German Phase 3, Units 1-30 (2006)","17,18"
406,GR,978-1-4423-5035-9,German 3,20,0:24:03,0:24:05,09R,251,M,Nächstes Mal möchte ich länger bleiben.,6,S,"German Phase 3, Units 1-30 (2006)","17,18"
407,GR,978-1-4423-5035-9,German 3,20,0:26:06,0:26:07,10Q,272,N,Did everything go well?,,,"German Phase 3, Units 1-30 (2006)",7
408,GR,978-1-4423-5035-9,German 3,20,0:26:12,0:26:13,10R,273,F,Ist alles gut gegangen?,4,Q,"German Phase 3, Units 1-30 (2006)",7
409,GR,978-1-4423-5035-9,German 3,21,0:05:37,0:05:37,01Q,65,N,Did you fly?,,,"German Phase 3, Units 1-30 (2006)","1,18"
410,GR,978-1-4423-5035-9,German 3,21,0:05:40,0:05:41,01R,66,M,Sind Sie geflogen?,3,Q,"German Phase 3, Units 1-30 (2006)","1,18"
411,GR,978-1-4423-5035-9,German 3,21,0:06:11,0:06:12,02Q,72,N,"This time, I went by car.",,,"German Phase 3, Units 1-30 (2006)","1,17,18"
412,GR,978-1-4423-5035-9,German 3,21,0:06:17,0:06:20,02R,73,F,Diesmal bin ich mit dem Auto gefahren.,7,S,"German Phase 3, Units 1-30 (2006)","1,17,18"
413,GR,978-1-4423-5035-9,German 3,21,0:06:31,0:06:32,03Q,75,N,I didn’t fly.,,,"German Phase 3, Units 1-30 (2006)","1,9,18"
414,GR,978-1-4423-5035-9,German 3,21,0:06:37,0:06:39,03R,76,F,Ich bin nicht geflogen.,4,S,"German Phase 3, Units 1-30 (2006)","1,9,18"
415,GR,978-1-4423-5035-9,German 3,21,0:09:08,0:09:11,04Q,101,N,Perhaps my nephew and his wife are going to fly along.,,,"German Phase 3, Units 1-30 (2006)","5,9,18"
416,GR,978-1-4423-5035-9,German 3,21,0:09:21,0:09:23,04R,103,F,Vielleicht fliegen mein Neffe und seine Frau mit.,8,S,"German Phase 3, Units 1-30 (2006)","5,9,18"
417,GR,978-1-4423-5035-9,German 3,21,0:10:49,0:10:52,05Q,117,N,This time he’s spending four weeks in the States.,,,"German Phase 3, Units 1-30 (2006)","9,12,17,18"
418,GR,978-1-4423-5035-9,German 3,21,0:10:57,0:11:00,05R,118,F,Diesmal verbringt er vier Wochen in den Staaten.,8,S,"German Phase 3, Units 1-30 (2006)","9,12,17,18"
419,GR,978-1-4423-5035-9,German 3,21,0:19:01,0:19:03,06Q,198,N,On the highway is always a lot of traffic.,,,"German Phase 3, Units 1-30 (2006)","9,12,18"
420,GR,978-1-4423-5035-9,German 3,21,0:19:09,0:19:11,06R,199,F,Auf der Autobahn ist immer viel Verkehr.,7,S,"German Phase 3, Units 1-30 (2006)","9,12,18"
421,GR,978-1-4423-5035-9,German 3,21,0:19:17,0:19:19,07Q,200,N,Especially in the afternoon at five o’clock.,,,"German Phase 3, Units 1-30 (2006)","9,12,17"
422,GR,978-1-4423-5035-9,German 3,21,0:19:24,0:19:26,07R,201,F,Besonders nachmittags um fünf Uhr.,5,S,"German Phase 3, Units 1-30 (2006)","9,12,17"
423,GR,978-1-4423-5035-9,German 3,21,0:21:10,0:21:12,08Q,218,N,Most cars drive pretty fast.,,,"German Phase 3, Units 1-30 (2006)","9,18"
424,GR,978-1-4423-5035-9,German 3,21,0:21:17,0:21:19,08R,219,M,Die meisten Autos fahren ziemlich schnell.,6,S,"German Phase 3, Units 1-30 (2006)","9,18"
425,GR,978-1-4423-5035-9,German 3,21,0:21:25,0:21:28,09Q,220,N,Today was especially a lot of traffic on the highway.,,,"German Phase 3, Units 1-30 (2006)","9,17,18"
426,GR,978-1-4423-5035-9,German 3,21,0:21:33,0:21:36,09R,221,M,Heute war besonders viel Verkehr auf der Autobahn.,8,S,"German Phase 3, Units 1-30 (2006)","9,17,18"
427,GR,978-1-4423-5035-9,German 3,21,0:27:05,0:27:08,10Q,276,N,Faster than one hundred five kilometers an hour.,,,"German Phase 3, Units 1-30 (2006)","12,17"
428,GR,978-1-4423-5035-9,German 3,21,0:27:13,0:27:15,10R,277,M,Schneller als einhundertfünf Kilometer in der Stunde.,7,S,"German Phase 3, Units 1-30 (2006)","12,17"
429,GR,978-1-4423-5035-9,German 3,22,0:00:44,0:00:45,01Q,16,N,Did you drive on the highway?,,,"German Phase 3, Units 1-30 (2006)","1,18"
430,GR,978-1-4423-5035-9,German 3,22,0:00:49,0:00:51,01R,17,F,Sind Sie auf der Autobahn gefahren?,6,Q,"German Phase 3, Units 1-30 (2006)","1,18"
431,GR,978-1-4423-5035-9,German 3,22,0:04:21,0:04:23,02Q,52,N,"Usually, there is a lot of traffic.",,,"German Phase 3, Units 1-30 (2006)","12,18"
432,GR,978-1-4423-5035-9,German 3,22,0:04:29,0:04:30,02R,54,M,Meistens ist viel Verkehr.,4,S,"German Phase 3, Units 1-30 (2006)","12,18"
433,GR,978-1-4423-5035-9,German 3,22,0:04:59,0:05:00,03Q,59,N,I don’t like to drive in traffic.,,,"German Phase 3, Units 1-30 (2006)","9,18"
434,GR,978-1-4423-5035-9,German 3,22,0:05:04,0:05:06,03R,60,M,Ich fahre nicht gern im Verkehr.,6,S,"German Phase 3, Units 1-30 (2006)","9,18"
435,GR,978-1-4423-5035-9,German 3,22,0:07:34,0:07:36,04Q,85,N,This time I didn’t go by car.,,,"German Phase 3, Units 1-30 (2006)","1,9,17,18"
436,GR,978-1-4423-5035-9,German 3,22,0:07:42,0:07:44,04R,86,M,Diesmal bin ich nicht mit dem Auto gefahren.,8,S,"German Phase 3, Units 1-30 (2006)","1,9,17,18"
437,GR,978-1-4423-5035-9,German 3,22,0:11:08,0:11:10,05Q,121,N,"Usually, we take an outing together.",,,"German Phase 3, Units 1-30 (2006)",1
438,GR,978-1-4423-5035-9,German 3,22,0:11:15,0:11:17,05R,122,F,Meistens machen wir einen Ausflug zusammen.,6,S,"German Phase 3, Units 1-30 (2006)",1
439,GR,978-1-4423-5035-9,German 3,22,0:13:22,0:13:23,06Q,142,N,Too bad!,,,"German Phase 3, Units 1-30 (2006)",7
440,GR,978-1-4423-5035-9,German 3,22,0:13:28,0:13:28,06R,143,F,Schade!,1,S,"German Phase 3, Units 1-30 (2006)",7
441,GR,978-1-4423-5035-9,German 3,22,0:13:32,0:13:34,07Q,144,N,Perhaps you’ll come along next time.,,,"German Phase 3, Units 1-30 (2006)",7
442,GR,978-1-4423-5035-9,German 3,22,0:13:42,0:13:44,07R,146,F,Vielleicht kommen Sie nächstes Mal mit.,6,S,"German Phase 3, Units 1-30 (2006)",7
443,GR,978-1-4423-5035-9,German 3,22,0:15:59,0:16:00,07Q,170,N,That I didn’t know.,,,"German Phase 3, Units 1-30 (2006)",7
444,GR,978-1-4423-5035-9,German 3,22,0:15:53,0:15:54,07R,171,F,Das habe ich nicht gewusst.,5,S,"German Phase 3, Units 1-30 (2006)",7
445,GR,978-1-4423-5035-9,German 3,22,0:18:35,0:18:35,08Q,199,N,Me neither.,,,"German Phase 3, Units 1-30 (2006)",7
446,GR,978-1-4423-5035-9,German 3,22,0:18:38,0:18:38,08R,200,M,Ich auch nicht.,3,S,"German Phase 3, Units 1-30 (2006)",7
447,GR,978-1-4423-5035-9,German 3,22,0:18:42,0:18:44,09Q,201,N,I found that out only yesterday.,,,"German Phase 3, Units 1-30 (2006)",17
448,GR,978-1-4423-5035-9,German 3,22,0:18:46,0:18:48,09R,202,M,Ich habe das erst gestern erfahren.,6,S,"German Phase 3, Units 1-30 (2006)",17
449,GR,978-1-4423-5035-9,German 3,22,0:20:05,0:20:07,10Q,215,N,Our project is completed.,,,"German Phase 3, Units 1-30 (2006)","9,20"
450,GR,978-1-4423-5035-9,German 3,22,0:20:10,0:20:12,10R,216,M,Unser Projekt ist abgeschlossen.,4,S,"German Phase 3, Units 1-30 (2006)","9,20"
451,GR,978-1-4423-5035-9,German 3,23,0:04:14,0:04:17,01Q,55,N,One hundred twenty kilometers an hour or still faster.,,,"German Phase 3, Units 1-30 (2006)","12,17"
452,GR,978-1-4423-5035-9,German 3,23,0:04:22,0:04:25,01R,56,M,Einhundertzwanzig Kilometer in der Stunde oder noch schneller.,8,S,"German Phase 3, Units 1-30 (2006)","12,17"
453,GR,978-1-4423-5035-9,German 3,23,0:05:53,0:05:56,02Q,72,N,Most cars drive ninety-five kilometers an hour.,,,"German Phase 3, Units 1-30 (2006)","12,17,18"
454,GR,978-1-4423-5035-9,German 3,23,0:06:02,0:06:05,02R,73,M,Die meisten Autos fahren fünfundneunzig Kilometer in der Stunde.,9,S,"German Phase 3, Units 1-30 (2006)","12,17,18"
455,GR,978-1-4423-5035-9,German 3,23,0:06:33,0:06:35,03Q,77,N,I heard you’re leaving soon.,,,"German Phase 3, Units 1-30 (2006)","17,18"
456,GR,978-1-4423-5035-9,German 3,23,0:06:37,0:06:39,03R,78,F,"Ich habe gehört, Sie fahren bald weg.",7,S,"German Phase 3, Units 1-30 (2006)","17,18"
457,GR,978-1-4423-5035-9,German 3,23,0:12:47,0:12:49,04Q,143,N,Thank you for the beautiful flowers!,,,"German Phase 3, Units 1-30 (2006)","13,16"
458,GR,978-1-4423-5035-9,German 3,23,0:12:52,0:12:54,04R,145,F,Danke für die schönen Blumen!,5,S,"German Phase 3, Units 1-30 (2006)","13,16"
459,GR,978-1-4423-5035-9,German 3,23,0:16:17,0:16:18,05Q,183,N,He is still upstairs.,,,"German Phase 3, Units 1-30 (2006)","5,9"
460,GR,978-1-4423-5035-9,German 3,23,0:16:21,0:16:22,05R,184,F,Er ist noch oben.,4,S,"German Phase 3, Units 1-30 (2006)","5,9"
461,GR,978-1-4423-5035-9,German 3,23,0:16:25,0:16:26,06Q,185,N,He’s still with the children.,,,"German Phase 3, Units 1-30 (2006)",5
462,GR,978-1-4423-5035-9,German 3,23,0:16:29,0:16:31,06R,186,F,Er ist noch bei den Kindern.,6,S,"German Phase 3, Units 1-30 (2006)",5
463,GR,978-1-4423-5035-9,German 3,23,0:18:28,0:18:30,07Q,207,N,I was upstairs with the children.,,,"German Phase 3, Units 1-30 (2006)",5
464,GR,978-1-4423-5035-9,German 3,23,0:18:33,0:18:34,07R,209,M,Ich war oben bei den Kindern.,6,S,"German Phase 3, Units 1-30 (2006)",5
465,GR,978-1-4423-5035-9,German 3,23,0:20:18,0:20:20,08Q,226,N,May I bring you another glass of wine?,,,"German Phase 3, Units 1-30 (2006)",6
466,GR,978-1-4423-5035-9,German 3,23,0:20:24,0:20:26,08R,228,F,Darf ich Ihnen noch ein Glas Wein bringen?,8,Q,"German Phase 3, Units 1-30 (2006)",6
467,GR,978-1-4423-5035-9,German 3,23,0:21:48,0:21:50,09Q,245,N,May I bring you something to drink?,,,"German Phase 3, Units 1-30 (2006)",6
468,GR,978-1-4423-5035-9,German 3,23,0:21:55,0:21:57,09R,246,F,Darf ich Ihnen etwas zu trinken bringen?,7,Q,"German Phase 3, Units 1-30 (2006)",6
469,GR,978-1-4423-5035-9,German 3,23,0:22:37,0:22:39,10Q,253,N,The project here is almost completed.,,,"German Phase 3, Units 1-30 (2006)","9,20"
470,GR,978-1-4423-5035-9,German 3,23,0:22:44,0:22:46,10R,254,M,Das Projekt hier ist fast abgeschlossen.,6,S,"German Phase 3, Units 1-30 (2006)","9,20"
471,GR,978-1-4423-5035-9,German 3,24,0:03:26,0:03:27,01Q,50,N,We took an outing.,,,"German Phase 3, Units 1-30 (2006)","1,9"
472,GR,978-1-4423-5035-9,German 3,24,0:03:31,0:03:33,01R,51,M,Wir haben einen Ausflug gemacht.,5,S,"German Phase 3, Units 1-30 (2006)","1,9"
473,GR,978-1-4423-5035-9,German 3,24,0:06:06,0:06:08,02Q,79,N,I found that out only today.,,,"German Phase 3, Units 1-30 (2006)","9,17"
474,GR,978-1-4423-5035-9,German 3,24,0:06:12,0:06:13,02R,80,M,Ich habe das erst heute erfahren.,6,S,"German Phase 3, Units 1-30 (2006)","9,17"
475,GR,978-1-4423-5035-9,German 3,24,0:07:16,0:07:18,03Q,91,N,He’s flying back already tomorrow.,,,"German Phase 3, Units 1-30 (2006)","9,17,18"
476,GR,978-1-4423-5035-9,German 3,24,0:07:21,0:07:23,03R,92,M,Er fliegt schon morgen zurück.,5,S,"German Phase 3, Units 1-30 (2006)","9,17,18"
477,GR,978-1-4423-5035-9,German 3,24,0:08:17,0:08:18,04Q,102,N,That’s a beautiful church.,,,"German Phase 3, Units 1-30 (2006)","9,18"
478,GR,978-1-4423-5035-9,German 3,24,0:08:22,0:08:23,04R,103,M,Das ist eine schöne Kirche.,5,S,"German Phase 3, Units 1-30 (2006)","9,18"
479,GR,978-1-4423-5035-9,German 3,24,0:10:10,0:10:12,05Q,120,N,Would you feel like touring the church?,,,"German Phase 3, Units 1-30 (2006)",18
480,GR,978-1-4423-5035-9,German 3,24,0:10:16,0:10:18,05R,121,F,"Hätten Sie Lust, die Kirche zu besichtigen?",7,Q,"German Phase 3, Units 1-30 (2006)",18
481,GR,978-1-4423-5035-9,German 3,24,0:11:10,0:11:12,06Q,129,N,"That is really a beautiful, old church.",,,"German Phase 3, Units 1-30 (2006)","9,18"
482,GR,978-1-4423-5035-9,German 3,24,0:11:17,0:11:19,06R,130,F,"Das ist wirklich eine schöne, alte Kirche.",7,S,"German Phase 3, Units 1-30 (2006)","9,18"
483,GR,978-1-4423-5035-9,German 3,24,0:13:11,0:13:13,07Q,149,N,Would you feel like touring the old church now?,,,"German Phase 3, Units 1-30 (2006)","17,18"
484,GR,978-1-4423-5035-9,German 3,24,0:13:19,0:13:22,07R,151,F,"Hätten Sie Lust, die alte Kirche jetzt zu besichtigen?",9,Q,"German Phase 3, Units 1-30 (2006)","17,18"
485,GR,978-1-4423-5035-9,German 3,24,0:13:46,0:13:48,08Q,155,N,What do you like to do in your free time?,,,"German Phase 3, Units 1-30 (2006)","1,17"
486,GR,978-1-4423-5035-9,German 3,24,0:13:50,0:13:52,08R,157,F,Was machen Sie gern in Ihrer Freizeit?,7,Q,"German Phase 3, Units 1-30 (2006)","1,17"
487,GR,978-1-4423-5035-9,German 3,24,0:14:52,0:14:53,09Q,167,N,Do you like to do sports?,,,"German Phase 3, Units 1-30 (2006)","1,14"
