Control#,Rec #,Lang,Source Audio ISBN-13,Course,Unit Num,Start,Stop,QZ #,line #,Speaker,Cue,Transliteration,#of words,Q or S,Course Name (Source),Snippet Name,Skills
278,278,RU,9781442312838,Russian 2,14,,,04R,,F,Мне больше нравится без молока.,Mne bol’she nravtisa bez moloka.,5,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_278.mp3,"6,9"
279,279,RU,9781442312838,Russian 2,14,,,05Q,,N,That’s a pity.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_279.mp3,"7,9,16"
280,280,RU,9781442312838,Russian 2,14,,,05R,,M,Очень жаль.,Ochen’ zhal’.,2,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_280.mp3,"7,9,16"
281,281,RU,9781442312838,Russian 2,14,,,06Q,,N,You don’t want to have a cup of coffee with me?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_281.mp3,"1,6"
282,282,RU,9781442312838,Russian 2,14,,,06R,,M,Ты не хочешь выпить со мной чашку кофе?,Ty ne hochesh vypit’ so mnoy chashku kofe?,8,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_282.mp3,"1,6"
283,283,RU,9781442312838,Russian 2,14,,,07Q,,N,I like coffee.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_283.mp3,"6,7,9"
284,284,RU,9781442312838,Russian 2,14,,,07R,,M,Мне нравится кофе.,Mne nravitsa kofe.,3,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_284.mp3,"6,7,9"
285,285,RU,9781442312838,Russian 2,14,,,08Q,,N,With sugar?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_285.mp3,"6,9"
286,286,RU,9781442312838,Russian 2,14,,,08R,,M,С сахаром?,S saharom?,2,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_286.mp3,"6,9"
287,287,RU,9781442312838,Russian 2,14,,,09Q,,N,My son lives in Kiev.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_287.mp3,"5,9"
288,288,RU,9781442312838,Russian 2,14,,,09R,,F,Мой сын живёт в Киеве.,Moy syn zhivyot v Kiyeve.,5,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_288.mp3,"5,9"
289,289,RU,9781442312838,Russian 2,14,,,10Q,,N,He prefers to stay at home.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_289.mp3,"1,9,18"
290,290,RU,9781442312838,Russian 2,14,,,10R,,F,Ему больше нравится остаться дома.,Yemu bol’she nravitsa ostatsa doma.,5,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_290.mp3,"1,9,18"
291,291,RU,9781442312838,Russian 2,15,,,01Q,,N,I received a letter from him. (m.),,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_291.mp3,"3,9"
292,292,RU,9781442312838,Russian 2,15,,,01R,,M,Я получил его письмо.,Ya poluchil yevo pis’mo.,4,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_292.mp3,"3,9"
293,293,RU,9781442312838,Russian 2,15,,,02Q,,N,How are you?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_293.mp3,"7,10,13,16"
294,294,RU,9781442312838,Russian 2,15,,,02R,,M,Как ваши дела?,Kak vashi dela?,3,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_294.mp3,"7,10,13,16"
295,295,RU,9781442312838,Russian 2,15,,,03Q,,N,How’s the weather now?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_295.mp3,"9,16,17,19"
296,296,RU,9781442312838,Russian 2,15,,,03R,,F,Какая сейчас погода?,Kakaya seychas pogoda?,3,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_296.mp3,"9,16,17,19"
297,297,RU,9781442312838,Russian 2,15,,,04Q,,N,To where?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_297.mp3,"7,9,16"
298,298,RU,9781442312838,Russian 2,15,,,04R,,F,Куда?,Kuda?,1,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_298.mp3,"7,9,16"
299,299,RU,9781442312838,Russian 2,15,,,05Q,,N,"Thanks, everything is normal.",,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_299.mp3,"7,13,16"
300,300,RU,9781442312838,Russian 2,15,,,05R,,M,"Спасибо, всё нормально.","Spasibo, vsyo normal’no.",3,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_300.mp3,"7,13,16"
301,301,RU,9781442312838,Russian 2,15,,,06Q,,N,If I have the time on Friday.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_301.mp3,17
302,302,RU,9781442312838,Russian 2,15,,,06R,,F,Если у меня будет время в пятницу.,Yesli u menya budet vremya v pyatnitsu.,7,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_302.mp3,17
303,303,RU,9781442312838,Russian 2,15,,,07Q,,N,I have to leave soon.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_303.mp3,"7,9,17"
304,304,RU,9781442312838,Russian 2,15,,,07R,,M,Я скоро должен уехать.,Ya skoro dolzhen uyehat’.,4,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_304.mp3,"7,9,17"
305,305,RU,9781442312838,Russian 2,15,,,08Q,,N,This week?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_305.mp3,"9,17"
306,306,RU,9781442312838,Russian 2,15,,,08R,,M,На этой неделе?,Na etoy nedele?,3,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_306.mp3,"9,17"
307,307,RU,9781442312838,Russian 2,15,,,09Q,,N,Now it’s good weather.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_307.mp3,"7,17,19"
308,308,RU,9781442312838,Russian 2,15,,,09R,,M,Сейчас хорошая погода.,Seychas horoshaya pogoda.,3,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_308.mp3,"7,17,19"
309,309,RU,9781442312838,Russian 2,15,,,10Q,,N,I’m leaving next week.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_309.mp3,"9,17,18"
310,310,RU,9781442312838,Russian 2,15,,,10R,,M,Я уезжаю на следующей неделе.,Ya uyezzhayu na sleduyushey nedele.,5,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_310.mp3,"9,17,18"
311,311,RU,9781442312838,Russian 2,16,,,01Q,,N,At half past nine.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_311.mp3,"9,12,17"
312,312,RU,9781442312838,Russian 2,16,,,01R,,F,В полдесятого.,V poldesyatovo.,3,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_312.mp3,"9,12,17"
313,313,RU,9781442312838,Russian 2,16,,,02Q,,N,I received a letter from my son. (f.),,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_313.mp3,"3,5,9"
314,314,RU,9781442312838,Russian 2,16,,,02R,,F,Я получила письмо от сына.,Ya poluchila pis’mo ot syna.,5,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_314.mp3,"3,5,9"
315,315,RU,9781442312838,Russian 2,16,,,03Q,,N,I soon need to be going.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_315.mp3,"7,17"
316,316,RU,9781442312838,Russian 2,16,,,03R,,F,Мне скоро надо ехать.,Mne skoro nado yehat’.,4,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_316.mp3,"7,17"
317,317,RU,9781442312838,Russian 2,16,,,04Q,,N,From whom?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_317.mp3,"7,9"
318,318,RU,9781442312838,Russian 2,16,,,04R,,F,От кого?,Ot kovo?,2,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_318.mp3,"7,9"
319,319,RU,9781442312838,Russian 2,16,,,05Q,,N,From my son.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_319.mp3,"5,7,9"
320,320,RU,9781442312838,Russian 2,16,,,05R,,M,От сына.,Ot syna.,2,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_320.mp3,"5,7,9"
321,321,RU,9781442312838,Russian 2,16,,,06Q,,N,I will soon be in Ukraine.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_321.mp3,"17,18"
322,322,RU,9781442312838,Russian 2,16,,,06R,,F,Я скоро буду на Украине.,Ya skoro budu na Ukraine.,5,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_322.mp3,"17,18"
323,323,RU,9781442312838,Russian 2,16,,,07Q,,N,Next week it will be cold.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_323.mp3,"9,17,19"
324,324,RU,9781442312838,Russian 2,16,,,07R,,F,На следующей неделе будет холодно.,Na sleduyushey nedele budet holodno.,5,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_324.mp3,"9,17,19"
325,325,RU,9781442312838,Russian 2,16,,,08Q,,N,"At ten minutes past nine, I need to be going.",,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_325.mp3,"9,12,17"
326,326,RU,9781442312838,Russian 2,16,,,08R,,F,"В десять минут десятого, мне надо ехать.","V desyat’ minut desyatovo, mne nado yehat’.",7,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_326.mp3,"9,12,17"
327,327,RU,9781442312838,Russian 2,16,,,09Q,,N,I need to be going to the store.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_327.mp3,"1,14"
328,328,RU,9781442312838,Russian 2,16,,,09R,,F,Мне надо ехать в магазин.,Mne nado yehat’ v magazin.,5,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_328.mp3,"1,14"
329,329,RU,9781442312838,Russian 2,17,,,01Q,,N,I often have to travel. (m.),,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_329.mp3,"9,18"
330,330,RU,9781442312838,Russian 2,17,,,01R,,M,Я часто должен ездить.,Ya chasto dolzhen yezdit’.,4,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_330.mp3,"9,18"
331,331,RU,9781442312838,Russian 2,17,,,02Q,,N,To where will you drive?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_331.mp3,"9,18"
332,332,RU,9781442312838,Russian 2,17,,,02R,,F,Куда вы поедете?,Kuda vy poyedete?,3,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_332.mp3,"9,18"
333,333,RU,9781442312838,Russian 2,17,,,03Q,,N,Tomorrow my wife and I will drive there.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_333.mp3,"5,17,18"
334,334,RU,9781442312838,Russian 2,17,,,03R,,M,Завтра мы с женой туда поедем.,Zaftra my s zhenoy tuda poyedem.,6,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_334.mp3,"5,17,18"
335,335,RU,9781442312838,Russian 2,17,,,04Q,,N,How old is he?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_335.mp3,"5,9"
336,336,RU,9781442312838,Russian 2,17,,,04R,,M,Сколько ему лет?,Skol’ko yemu let?,3,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_336.mp3,"5,9"
337,337,RU,9781442312838,Russian 2,17,,,05Q,,N,"Over there, now, it’s not bad weather.",,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_337.mp3,"4,9,17,19"
338,338,RU,9781442312838,Russian 2,17,,,05R,,M,Там сейчас неплохая погода.,Tam seychas neplohaya pogoda.,4,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_338.mp3,"4,9,17,19"
339,339,RU,9781442312838,Russian 2,17,,,06Q,,N,Does he have a lot of work?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_339.mp3,"9,20"
340,340,RU,9781442312838,Russian 2,17,,,06R,,F,У него много работы?,U nevo mnogo raboty?,4,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_340.mp3,"9,20"
341,341,RU,9781442312838,Russian 2,17,,,07Q,,N,"Over there, there’s a lot to see.",,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_341.mp3,"1,4,9"
342,342,RU,9781442312838,Russian 2,17,,,07R,,F,Там есть что посмотреть.,Tam yest’ shto posmotret’.,4,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_342.mp3,"1,4,9"
343,343,RU,9781442312838,Russian 2,17,,,08Q,,N,"Over there, now, it’s warm.",,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_343.mp3,"9,17,19"
344,344,RU,9781442312838,Russian 2,17,,,08R,,M,Там сейчас тепло.,Tam seychas teplo.,3,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_344.mp3,"9,17,19"
345,345,RU,9781442312838,Russian 2,17,,,09Q,,N,He’s soon arriving in Ukraine.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_345.mp3,"9,17,18"
346,346,RU,9781442312838,Russian 2,17,,,09R,,F,Он скоро приезжает на Украину.,On skoro priyezzhayet na Ukrainu.,5,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_346.mp3,"9,17,18"
347,347,RU,9781442312838,Russian 2,17,,,10Q,,N,He’s twenty-seven years old.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_347.mp3,"9,12"
348,348,RU,9781442312838,Russian 2,17,,,10R,,F,Ему двадцать семь лет.,Yemu dvatsat’ sem’ let.,4,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_348.mp3,"9,12"
349,349,RU,9781442312838,Russian 2,18,,,01Q,,N,She has a very interesting job.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_349.mp3,"9,20"
350,350,RU,9781442312838,Russian 2,18,,,01R,,F,У неё очень интересная работа.,U neyo ochen’ interesnaya rabota.,5,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_350.mp3,"9,20"
351,351,RU,9781442312838,Russian 2,18,,,02Q,,N,Where’s the telephone?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_351.mp3,"3,4,9"
352,352,RU,9781442312838,Russian 2,18,,,02R,,M,Где телефон?,Gde telefon?,4,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_352.mp3,"3,4,9"
353,353,RU,9781442312838,Russian 2,18,,,03Q,,N,We will go there by car.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_353.mp3,"9,18"
354,354,RU,9781442312838,Russian 2,18,,,03R,,M,Мы туда поедем на машине.,My tuda poyedem na mashine.,5,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_354.mp3,"9,18"
355,355,RU,9781442312838,Russian 2,18,,,04Q,,N,It’s not bad. (f.),,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_355.mp3,7
356,356,RU,9781442312838,Russian 2,18,,,04R,,F,Она неплохая.,Ona neplohaya.,2,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_356.mp3,7
357,357,RU,9781442312838,Russian 2,18,,,05Q,,N,Why do you need to be going?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_357.mp3,"9,18"
358,358,RU,9781442312838,Russian 2,18,,,05R,,F,Почему вам надо ехать?,Pochemu vam nado yehat’?,4,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_358.mp3,"9,18"
359,359,RU,9781442312838,Russian 2,18,,,06Q,,N,Why do you need to call him?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_359.mp3,"3,9"
360,360,RU,9781442312838,Russian 2,18,,,06R,,F,Почему вам надо ему позвонить?,Pochemu vam nado yemu pozvonit’?,5,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_360.mp3,"3,9"
361,361,RU,9781442312838,Russian 2,18,,,07Q,,N,How old is she?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_361.mp3,"5,7"
362,362,RU,9781442312838,Russian 2,18,,,07R,,M,Сколько ей лет?,Skol’ko yey let?,3,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_362.mp3,"5,7"
363,363,RU,9781442312838,Russian 2,18,,,08Q,,N,She’s thirty years old.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_363.mp3,"9,12"
364,364,RU,9781442312838,Russian 2,18,,,08R,,F,Ей тридцать лет.,Yey trittsat’ let.,3,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_364.mp3,"9,12"
365,365,RU,9781442312838,Russian 2,18,,,09Q,,N,How old is your daughter?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_365.mp3,"5,9"
366,366,RU,9781442312838,Russian 2,18,,,09R,,M,Сколько лет вашей дочери?,Skol’ko let vashey docheri?,4,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_366.mp3,"5,9"
367,367,RU,9781442312838,Russian 2,18,,,10Q,,N,She has a good job.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_367.mp3,"9,20"
368,368,RU,9781442312838,Russian 2,18,,,10R,,F,У неё хорошая работа.,U neyo horoshaya rabota.,4,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_368.mp3,"9,20"
369,369,RU,9781442312838,Russian 2,18,,,11Q,,N,"Excuse me, please, where’s the telephone?",,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_369.mp3,"3,10,13,16"
370,370,RU,9781442312838,Russian 2,18,,,11R,,M,"Извините, пожалуйста, где телефон?","Izvinite, pozhalusta, gde telefon?",4,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_370.mp3,"3,10,13,16"
371,371,RU,9781442312838,Russian 2,19,,,01Q,,N,I haven’t seen him in a long time.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_371.mp3,"9,17"
372,372,RU,9781442312838,Russian 2,19,,,01R,,M,Я его долго не видел.,Ya yevo dolgo ne videl.,5,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_372.mp3,"9,17"
373,373,RU,9781442312838,Russian 2,19,,,02Q,,N,I don’t know it. (m.),,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_373.mp3,"7,16"
374,374,RU,9781442312838,Russian 2,19,,,02R,,M,Я его не знаю.,Ya yevo ne znayu.,4,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_374.mp3,"7,16"
375,375,RU,9781442312838,Russian 2,19,,,03Q,,N,Can I make a call from here?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_375.mp3,"3,16"
376,376,RU,9781442312838,Russian 2,19,,,03R,,M,Я могу позвонить отсюда?,Ya mogu pozvonit’ otsyuda?,4,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_376.mp3,"3,16"
377,377,RU,9781442312838,Russian 2,19,,,04Q,,N,Do you have a phone book?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_377.mp3,"3,9"
378,378,RU,9781442312838,Russian 2,19,,,04R,,M,У вас есть телефонная книга?,U vas yest’ telefonnaya kniga?,5,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_378.mp3,"3,9"
379,379,RU,9781442312838,Russian 2,19,,,05Q,,N,She’s a college student.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_379.mp3,9
380,380,RU,9781442312838,Russian 2,19,,,05R,,M,Она студентка университета.,Ona studentka universiteta.,3,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_380.mp3,9
381,381,RU,9781442312838,Russian 2,19,,,06Q,,N,The telephone isn’t working now.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_381.mp3,"3,17"
382,382,RU,9781442312838,Russian 2,19,,,06R,,F,Телефон сейчас не работает.,Telefon seychas ne rabotayet.,4,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_382.mp3,"3,17"
383,383,RU,9781442312838,Russian 2,19,,,07Q,,N,Do you know his telephone?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_383.mp3,"3,9"
384,384,RU,9781442312838,Russian 2,19,,,07R,,F,Вы знаете его телефон?,Vy znayete yevo telefon?,4,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_384.mp3,"3,9"
385,385,RU,9781442312838,Russian 2,19,,,08Q,,N,Do you need to make a call?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_385.mp3,"3,7"
386,386,RU,9781442312838,Russian 2,19,,,08R,,F,Вам надо позвонить?,Vam nado pozvonit’?,3,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_386.mp3,"3,7"
387,387,RU,9781442312838,Russian 2,19,,,09Q,,N,Sometimes my son has to travel to Moscow.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_387.mp3,"5,9,18"
388,388,RU,9781442312838,Russian 2,19,,,09R,,M,Иногда мой сын должен ездить в Москву.,Inogda moy syn dolzhen yezdit’ v Moskvu.,7,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_388.mp3,"5,9,18"
389,389,RU,9781442312838,Russian 2,19,,,10Q,,N,You have to go to the post office.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_389.mp3,"1,9"
390,390,RU,9781442312838,Russian 2,19,,,10R,,F,Вы должны пойти на почту.,Vy dolzhny poyti na pochtu.,5,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_390.mp3,"1,9"
391,391,RU,9781442312838,Russian 2,19,,,11Q,,N,My daughter is twenty years old.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_391.mp3,"5,9,12"
392,392,RU,9781442312838,Russian 2,19,,,11R,,M,Моей дочери двадцать лет.,Moyey docheri dvattsat’ let.,4,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_392.mp3,"5,9,12"
393,393,RU,9781442312838,Russian 2,20,,,01Q,,N,"Yes, I see it.",,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_393.mp3,"7,9"
394,394,RU,9781442312838,Russian 2,20,,,01R,,M,"Да, вижу.","Da, vizhu.",2,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_394.mp3,"7,9"
395,395,RU,9781442312838,Russian 2,20,,,02Q,,N,Until what time is the post office working?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_395.mp3,"9,17"
396,396,RU,9781442312838,Russian 2,20,,,02R,,M,До которого часа работает почта?,Do kotorovo chasa rabotyet pochta?,5,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_396.mp3,"9,17"
397,397,RU,9781442312838,Russian 2,20,,,03Q,,N,I think that there is.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_397.mp3,"7,9"
398,398,RU,9781442312838,Russian 2,20,,,03R,,F,Я думаю что есть.,Ya dumayu shto yest’.,4,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_398.mp3,"7,9"
399,399,RU,9781442312838,Russian 2,20,,,04Q,,N,I’d like to have lunch with her.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_399.mp3,"1,6"
400,400,RU,9781442312838,Russian 2,20,,,04R,,M,Я хотел бы пообедать с ней.,Ya hotel by poobedat’ s ney.,6,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_400.mp3,"1,6"
401,401,RU,9781442312838,Russian 2,20,,,05Q,,N,"No, I don’t know her telephone.",,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_401.mp3,"3,9"
402,402,RU,9781442312838,Russian 2,20,,,05R,,M,"Нет, я не знаю её телефона.","Net, ya ne znayu yeyo telefona.",5,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_402.mp3,"3,9"
403,403,RU,9781442312838,Russian 2,20,,,06Q,,N,I need a phone book.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_403.mp3,"3,9"
404,404,RU,9781442312838,Russian 2,20,,,06R,,M,Мне нужна телефонная книга.,Mne nuzhna telefonnaya kniga.,4,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_404.mp3,"3,9"
405,405,RU,9781442312838,Russian 2,20,,,07Q,,N,I need to make a call.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_405.mp3,"3,9"
406,406,RU,9781442312838,Russian 2,20,,,07R,,M,Мне надо позвонить.,Mne nado pozvonit’.,3,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_406.mp3,"3,9"
407,407,RU,9781442312838,Russian 2,20,,,08Q,,N,She has been working there a long time.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_407.mp3,"9,17,20"
408,408,RU,9781442312838,Russian 2,20,,,08R,,M,Она долго там работает.,Ona dolgo tam rabotayet.,4,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_408.mp3,"9,17,20"
409,409,RU,9781442312838,Russian 2,20,,,09Q,,N,Do you see the street over there?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_409.mp3,4
410,410,RU,9781442312838,Russian 2,20,,,09R,,F,Вы видите там улицу?,Vy vidite tam ulitsu?,4,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_410.mp3,4
411,411,RU,9781442312838,Russian 2,20,,,10Q,,N,You don’t know where there is a telephone here?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_411.mp3,"3,4"
412,412,RU,9781442312838,Russian 2,20,,,10R,,M,"Вы не знаете, где здесь телефон?","Vy ne znayete, gde zdes’ telefon?",6,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_412.mp3,"3,4"
413,413,RU,9781442312838,Russian 2,20,,,11Q,,N,I received a letter from my daughter yesterday.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_413.mp3,"3,5,9,17"
414,414,RU,9781442312838,Russian 2,20,,,11R,,M,Я вчера получил письмо от дочери.,Ya vchera poluchil pis’mo ot docheri.,6,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_414.mp3,"3,5,9,17"
415,415,RU,9781442312838,Russian 2,21,,,01Q,,N,Can’t you help me?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_415.mp3,"7,16"
416,416,RU,9781442312838,Russian 2,21,,,01R,,M,Вы не можете мне помочь?,Vy ne mozhete mne pomoch’?,5,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_416.mp3,"7,16"
417,417,RU,9781442312838,Russian 2,21,,,02Q,,N,I need a telephone.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_417.mp3,"3,16"
418,418,RU,9781442312838,Russian 2,21,,,02R,,M,Мне нужен телефон.,Mne nuzhen telefon.,3,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_418.mp3,"3,16"
