Control #,Rec #,Lang,Source Audio ISBN-13,Course,Unit Num,QZ #,Speaker,Cue,#of words,Q or S,Course Name (Source),Snippet Name,Skills
296,296,ESL_SP,9781442329058,,14,06R,M,Is your coffee cold?,4,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_296.mp3,6
297,297,ESL_SP,9781442329058,,14,07Q,N,Realmente es una lástima.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_297.mp3,"7,9"
298,298,ESL_SP,9781442329058,,14,07R,M,It's really too bad.,4,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_298.mp3,"7,9"
299,299,ESL_SP,9781442329058,,14,08Q,N,Es una lástima que no podamos ir juntos al concierto.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_299.mp3,"1,7"
300,300,ESL_SP,9781442329058,,14,08R,M,It's too bad we can't go to the concert together.,10,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_300.mp3,"1,7"
301,301,ESL_SP,9781442329058,,14,09Q,N,Viene frecuentemente a nuestra casa.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_301.mp3,"5,9,18"
302,302,ESL_SP,9781442329058,,14,09R,F,She often comes to our place.,6,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_302.mp3,"5,9,18"
303,303,ESL_SP,9781442329058,,14,10Q,N,Qué lástima.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_303.mp3,"7,9"
304,304,ESL_SP,9781442329058,,14,10R,M,That's too bad.,3,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_304.mp3,"7,9"
305,305,ESL_SP,9781442329058,,14,11Q,N,Hay muchas películas buenas ahora.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_305.mp3,"1,17"
306,306,ESL_SP,9781442329058,,14,11R,M,There are a lot of good movies now.,8,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_306.mp3,"1,17"
307,307,ESL_SP,9781442329058,,15,01Q,N,Aquí está una carta suya.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_307.mp3,"3,7"
308,308,ESL_SP,9781442329058,,15,01R,M,Here's a letter from him.,5,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_308.mp3,"3,7"
309,309,ESL_SP,9781442329058,,15,02Q,N,No hace demasiado calor.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_309.mp3,"9,19"
310,310,ESL_SP,9781442329058,,15,02R,M,It's not too hot.,4,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_310.mp3,"9,19"
311,311,ESL_SP,9781442329058,,15,03Q,N,El tiempo está bonito.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_311.mp3,"9,19"
312,312,ESL_SP,9781442329058,,15,03R,M,The weather is beautiful.,4,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_312.mp3,"9,19"
313,313,ESL_SP,9781442329058,,15,04Q,N,No muy bien.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_313.mp3,"8,9"
314,314,ESL_SP,9781442329058,,15,04R,M,Not very well.,3,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_314.mp3,"8,9"
315,315,ESL_SP,9781442329058,,15,05Q,N,Hay mucho que ver allí.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_315.mp3,"9,18"
316,316,ESL_SP,9781442329058,,15,05R,M,There's a lot to see there.,6,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_316.mp3,"9,18"
317,317,ESL_SP,9781442329058,,15,06Q,N,Me voy la semana próxima.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_317.mp3,"17,18"
318,318,ESL_SP,9781442329058,,15,06R,M,I'm leaving next week.,4,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_318.mp3,"17,18"
319,319,ESL_SP,9781442329058,,15,07Q,N,¿Cómo está el tiempo?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_319.mp3,"7,16,19"
320,320,ESL_SP,9781442329058,,15,07R,F,How's the weather?,3,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_320.mp3,"7,16,19"
321,321,ESL_SP,9781442329058,,15,08Q,N,El tiempo está muy agradable.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_321.mp3,19
322,322,ESL_SP,9781442329058,,15,08R,M,The weather is very nice.,5,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_322.mp3,19
323,323,ESL_SP,9781442329058,,15,09Q,N,No hace frío.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_323.mp3,19
324,324,ESL_SP,9781442329058,,15,09R,M,It's not cold.,3,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_324.mp3,19
325,325,ESL_SP,9781442329058,,16,01Q,N,No sé si ella viene el viernes.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_325.mp3,"17,18"
326,326,ESL_SP,9781442329058,,16,01R,F,I don't know if she's coming on Tuesday.,8,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_326.mp3,"17,18"
327,327,ESL_SP,9781442329058,,16,02Q,N,Conozco muy bien a la mayor.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_327.mp3,"5,9"
328,328,ESL_SP,9781442329058,,16,02R,F,I know the older one very well.,7,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_328.mp3,"5,9"
329,329,ESL_SP,9781442329058,,16,03Q,N,Hace mucho calor.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_329.mp3,19
330,330,ESL_SP,9781442329058,,16,03R,F,It's very hot.,3,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_330.mp3,19
331,331,ESL_SP,9781442329058,,16,04Q,N,¿Vienen también los hijos de su colega?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_331.mp3,"5,18,20"
332,332,ESL_SP,9781442329058,,16,04R,M,"Are your colleague's children coming, too?",6,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_332.mp3,"5,18,20"
333,333,ESL_SP,9781442329058,,16,05Q,N,Va a visitar a su familia.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_333.mp3,"1,5,18"
334,334,ESL_SP,9781442329058,,16,05R,F,She's going to visit her family.,6,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_334.mp3,"1,5,18"
335,335,ESL_SP,9781442329058,,16,06Q,N,Está bien.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_335.mp3,7
336,336,ESL_SP,9781442329058,,16,06R,M,That's fine.,2,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_336.mp3,7
337,337,ESL_SP,9781442329058,,16,07Q,N,Tiene dos niñas.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_337.mp3,"5,12"
338,338,ESL_SP,9781442329058,,16,07R,F,He has two girls.,4,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_338.mp3,"5,12"
339,339,ESL_SP,9781442329058,,16,08Q,N,Solía ser meno caro.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_339.mp3,14
340,340,ESL_SP,9781442329058,,16,08R,M,It used to be less expensive.,6,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_340.mp3,14
341,341,ESL_SP,9781442329058,,16,09Q,N,Su esposo cree que hace demasiado calor.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_341.mp3,"5,19"
342,342,ESL_SP,9781442329058,,16,09R,F,Her husband thinks it's too hot.,6,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_342.mp3,"5,19"
343,343,ESL_SP,9781442329058,,16,10Q,N,Va sin sus hijos.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_343.mp3,"5,18"
344,344,ESL_SP,9781442329058,,16,10R,F,She's going without their children.,5,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_344.mp3,"5,18"
345,345,ESL_SP,9781442329058,,17,01Q,N,Éste es un helado muy bueno.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_345.mp3,"6,9"
346,346,ESL_SP,9781442329058,,17,01R,F,This is very good ice cream.,6,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_346.mp3,"6,9"
347,347,ESL_SP,9781442329058,,17,02Q,N,Me gustaría un helado grande.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_347.mp3,6
348,348,ESL_SP,9781442329058,,17,02R,F,I'd like a big dish of ice cream.,8,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_348.mp3,6
349,349,ESL_SP,9781442329058,,17,03Q,N,Viajar solía ser menos caro.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_349.mp3,"14,18"
350,350,ESL_SP,9781442329058,,17,03R,M,Traveling used to be less expensive.,6,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_350.mp3,"14,18"
351,351,ESL_SP,9781442329058,,17,04Q,N,¿Cuántos años tiene su hijo?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_351.mp3,"5,7"
352,352,ESL_SP,9781442329058,,17,04R,F,How old is your son?,5,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_352.mp3,"5,7"
353,353,ESL_SP,9781442329058,,17,05Q,N,Tiene veintiuno.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_353.mp3,12
354,354,ESL_SP,9781442329058,,17,05R,M,He's twenty-one.,2,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_354.mp3,12
355,355,ESL_SP,9781442329058,,17,06Q,N,Mi hija tiene diecinueve.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_355.mp3,"5,12"
356,356,ESL_SP,9781442329058,,17,06R,M,My daughter's nineteen.,3,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_356.mp3,"5,12"
357,357,ESL_SP,9781442329058,,17,07Q,N,Van sin ellos.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_357.mp3,"9,18"
358,358,ESL_SP,9781442329058,,17,07R,F,You're going without them.,4,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_358.mp3,"9,18"
359,359,ESL_SP,9781442329058,,17,08Q,N,Solía tener coche.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_359.mp3,9
360,360,ESL_SP,9781442329058,,17,08R,F,I used to have a car.,6,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_360.mp3,9
361,361,ESL_SP,9781442329058,,17,09Q,N,¿Quién sabe?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_361.mp3,7
362,362,ESL_SP,9781442329058,,17,09R,M,Who knows?,2,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_362.mp3,7
363,363,ESL_SP,9781442329058,,17,10Q,N,Es muy caro viajar.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_363.mp3,"7,18"
364,364,ESL_SP,9781442329058,,17,10R,M,Traveling is very expensive.,4,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_364.mp3,"7,18"
365,365,ESL_SP,9781442329058,,18,01Q,N,Su empleo no era muy interesante.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_365.mp3,"9,20"
366,366,ESL_SP,9781442329058,,18,01R,F,His job wasn't very interesting.,5,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_366.mp3,"9,20"
367,367,ESL_SP,9781442329058,,18,02Q,N,No los veo frecuentemente.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_367.mp3,"9,17"
368,368,ESL_SP,9781442329058,,18,02R,F,I don't see them often.,5,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_368.mp3,"9,17"
369,369,ESL_SP,9781442329058,,18,03Q,N,Tengo que llamar otra vez más tarde.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_369.mp3,"3,17"
370,370,ESL_SP,9781442329058,,18,03R,F,I have to call again later.,6,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_370.mp3,"3,17"
371,371,ESL_SP,9781442329058,,18,04Q,N,Era interesante.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_371.mp3,7
372,372,ESL_SP,9781442329058,,18,04R,M,It was interesting.,3,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_372.mp3,7
373,373,ESL_SP,9781442329058,,18,05Q,N,Hacía mucho frío.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_373.mp3,19
374,374,ESL_SP,9781442329058,,18,05R,M,It was very cold.,4,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_374.mp3,19
375,375,ESL_SP,9781442329058,,18,06Q,N,¿Dónde hay un teléfono?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_375.mp3,"3,4,16"
376,376,ESL_SP,9781442329058,,18,06R,F,Where's a telephone?,3,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_376.mp3,"3,4,16"
377,377,ESL_SP,9781442329058,,18,07Q,N,Vivo allí desde hace tres años.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_377.mp3,"9,12,17"
378,378,ESL_SP,9781442329058,,18,07R,M,I've lived there for three years.,6,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_378.mp3,"9,12,17"
379,379,ESL_SP,9781442329058,,18,08Q,N,Mi trabajo era muy interesante.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_379.mp3,"9,20"
380,380,ESL_SP,9781442329058,,18,08R,M,My work was very interesting.,5,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_380.mp3,"9,20"
381,381,ESL_SP,9781442329058,,18,09Q,N,Tiene un empleo realmente interesante.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_381.mp3,"9,20"
382,382,ESL_SP,9781442329058,,18,09R,F,He has a really interesting job.,6,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_382.mp3,"9,20"
383,383,ESL_SP,9781442329058,,18,10Q,N,Él siempre compra muchas cosas para ellos.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_383.mp3,"14,17"
384,384,ESL_SP,9781442329058,,18,10R,F,He always buys a lot of things for them.,9,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_384.mp3,"14,17"
385,385,ESL_SP,9781442329058,,18,11Q,N,Era el número equivocado.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_385.mp3,3
386,386,ESL_SP,9781442329058,,18,11R,F,It was the wrong number.,5,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_386.mp3,3
387,387,ESL_SP,9781442329058,,19,01Q,N,¿Tiene empleo?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_387.mp3,20
388,388,ESL_SP,9781442329058,,19,01R,F,Does she have a job?,5,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_388.mp3,20
389,389,ESL_SP,9781442329058,,19,02Q,N,Tengo que llamar a mi hija.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_389.mp3,"3,5"
390,390,ESL_SP,9781442329058,,19,02R,F,I have to call my daughter.,6,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_390.mp3,"3,5"
391,391,ESL_SP,9781442329058,,19,03Q,N,Qué interesante.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_391.mp3,"7,9"
392,392,ESL_SP,9781442329058,,19,03R,F,That's interesting.,2,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_392.mp3,"7,9"
393,393,ESL_SP,9781442329058,,19,04Q,N,El teléfono está allá.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_393.mp3,"3,4"
394,394,ESL_SP,9781442329058,,19,04R,M,The telephone is over there.,5,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_394.mp3,"3,4"
395,395,ESL_SP,9781442329058,,19,05Q,N,Esta carta es para un amigo mío.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_395.mp3,"3,5"
396,396,ESL_SP,9781442329058,,19,05R,F,This letter is to a friend of mine.,8,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_396.mp3,"3,5"
397,397,ESL_SP,9781442329058,,19,06Q,N,Solíamos trabajar juntos.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_397.mp3,"9,20"
398,398,ESL_SP,9781442329058,,19,06R,F,We used to work together.,5,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_398.mp3,"9,20"
399,399,ESL_SP,9781442329058,,19,07Q,N,Voy a tratar otra vez.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_399.mp3,9
400,400,ESL_SP,9781442329058,,19,07R,F,I'm going to try again.,5,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_400.mp3,9
401,401,ESL_SP,9781442329058,,19,08Q,N,Voy a llamar otra vez.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_401.mp3,3
402,402,ESL_SP,9781442329058,,19,08R,F,I'm going to call again.,5,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_402.mp3,3
403,403,ESL_SP,9781442329058,,19,09Q,N,Mi hijo tiene diez años.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_403.mp3,"5,12,17"
404,404,ESL_SP,9781442329058,,19,09R,M,My son is ten years old.,6,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_404.mp3,"5,12,17"
405,405,ESL_SP,9781442329058,,19,10Q,N,Lo veo.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_405.mp3,7
406,406,ESL_SP,9781442329058,,19,10R,F,I see it.,3,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_406.mp3,7
407,407,ESL_SP,9781442329058,,19,11Q,N,Está allá a la izquierda.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_407.mp3,4
408,408,ESL_SP,9781442329058,,19,11R,M,It's over there on the left.,6,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_408.mp3,4
409,409,ESL_SP,9781442329058,,19,12Q,N,Estaba de vacaciones.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_409.mp3,"9,18"
410,410,ESL_SP,9781442329058,,19,12R,M,I was on vacation.,4,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_410.mp3,"9,18"
411,411,ESL_SP,9781442329058,,19,13Q,N,No lo tengo conmigo.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_411.mp3,"7,9"
412,412,ESL_SP,9781442329058,,19,13R,F,I don't have it with me.,6,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_412.mp3,"7,9"
413,413,ESL_SP,9781442329058,,20,01Q,N,No tengo correo electrónico.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_413.mp3,"3,9"
414,414,ESL_SP,9781442329058,,20,01R,F,I don't have e-mail.,4,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_414.mp3,"3,9"
415,415,ESL_SP,9781442329058,,20,02Q,N,Prefiero enviar correo electrónico.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_415.mp3,"3,9"
416,416,ESL_SP,9781442329058,,20,02R,M,I'd rather e-mail.,3,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_416.mp3,"3,9"
417,417,ESL_SP,9781442329058,,20,03Q,N,Tratamos de llamarla ayer.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_417.mp3,"3,17"
418,418,ESL_SP,9781442329058,,20,03R,F,We tried to call her yesterday.,5,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_418.mp3,"3,17"
419,419,ESL_SP,9781442329058,,20,04Q,N,¿Qué hacen?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_419.mp3,"1,9"
420,420,ESL_SP,9781442329058,,20,04R,F,What do they do?,4,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_420.mp3,"1,9"
421,421,ESL_SP,9781442329058,,20,05Q,N,¿Sabe usted la dirección?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_421.mp3,"3,4,16"
422,422,ESL_SP,9781442329058,,20,05R,M,Do you know the address?,5,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_422.mp3,"3,4,16"
423,423,ESL_SP,9781442329058,,20,06Q,N,No sé la dirección.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_423.mp3,"3,4"
424,424,ESL_SP,9781442329058,,20,06R,F,I don't know the address.,5,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_424.mp3,"3,4"
425,425,ESL_SP,9781442329058,,20,07Q,N,Mi esposa escribe muchas cartas.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_425.mp3,"1,3,5"
426,426,ESL_SP,9781442329058,,20,07R,M,My wife writes a lot of letters.,7,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_426.mp3,"1,3,5"
427,427,ESL_SP,9781442329058,,20,08Q,N,¿Me puede dar el número de teléfono del doctor?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_427.mp3,"3,8"
428,428,ESL_SP,9781442329058,,20,08R,M,Can you give me the doctor's phone number?,8,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_428.mp3,"3,8"
429,429,ESL_SP,9781442329058,,20,09Q,N,Viene a casa frecuentemente.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_429.mp3,"9,18"
430,430,ESL_SP,9781442329058,,20,09R,F,He often comes home.,4,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_430.mp3,"9,18"
431,431,ESL_SP,9781442329058,,21,01Q,N,¿Puedo servirle en algo?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_431.mp3,"7,10,16"
432,432,ESL_SP,9781442329058,,21,01R,M,Can I help you?,4,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_432.mp3,"7,10,16"
433,433,ESL_SP,9781442329058,,21,02Q,N,No creo que esté en su consultorio hoy.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_433.mp3,"17,20"
434,434,ESL_SP,9781442329058,,21,02R,M,I don't think he's in his office today.,8,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_434.mp3,"17,20"
435,435,ESL_SP,9781442329058,,21,03Q,N,Mi esposa le escribe muchas cartas a nuestra hija.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_435.mp3,"3,5"
436,436,ESL_SP,9781442329058,,21,03R,M,My wife writes a lot of letters to our daughter.,10,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_436.mp3,"3,5"
437,437,ESL_SP,9781442329058,,21,04Q,N,Envía mucho correo electrónico.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_437.mp3,"3,12"
438,438,ESL_SP,9781442329058,,21,04R,M,She e-mails a lot.,4,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_438.mp3,"3,12"
439,439,ESL_SP,9781442329058,,21,05Q,N,No hemos visto mucho.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_439.mp3,"7,9"
440,440,ESL_SP,9781442329058,,21,05R,F,We haven't seen much.,4,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_440.mp3,"7,9"
441,441,ESL_SP,9781442329058,,21,06Q,N,Traté de ir ayer pero estaba cerrado.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_441.mp3,"14,17"
442,442,ESL_SP,9781442329058,,21,06R,M,I tried to go yesterday but it was closed.,9,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_442.mp3,"14,17"
443,443,ESL_SP,9781442329058,,21,07Q,N,¿Puede darme el número de teléfono de un buen doctor?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_443.mp3,"3,8,16"
444,444,ESL_SP,9781442329058,,21,07R,F,Can you give me the phone number of a good doctor?,11,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_444.mp3,"3,8,16"
