"Control#","Rec #","Lang","Audio Source ISBN-13","Course","Unit Num","start","stop","QZ #","line #","spkr","Cue","#of words","Q or S","Course Name (Source)","Snippet Name","Skills"
"261","261","BP","9781442312081","BrazPort 3","13","","","09Q","","N","Yesterday’s meeting lasted five hours.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_261.mp3","12,17,20"
"262","262","BP","9781442312081","BrazPort 3","13","","","09R","295","M","A reunião de ontem durou cinco horas.","5","Q","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_262.mp3","12,17,20"
"263","263","BP","9781442312081","BrazPort 3","13","","","10Q","","N","Why weren’t you there?","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_263.mp3","1,7"
"264","264","BP","9781442312081","BrazPort 3","13","","","10R","271","M","Por que você não estava lá?","5","Q","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_264.mp3","1,7"
"265","265","BP","9781442312081","BrazPort 3","14","","","01Q","","N","She’s not the best client.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_265.mp3","20"
"266","266","BP","9781442312081","BrazPort 3","14","","","01R","171","F","Ela não é a melhor cliente.","6","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_266.mp3","20"
"267","267","BP","9781442312081","BrazPort 3","14","","","02Q","","N","He is our best client.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_267.mp3","20"
"268","268","BP","9781442312081","BrazPort 3","14","","","02R","151","M","Ele é o nosso melhor cliente.","5","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_268.mp3","20"
"269","269","BP","9781442312081","BrazPort 3","14","","","03Q","","N","I can’t understand him.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_269.mp3","15"
"270","270","BP","9781442312081","BrazPort 3","14","","","03R","264","M","Eu não posso entendê-lo.","4","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_270.mp3","15"
"271","271","BP","9781442312081","BrazPort 3","14","","","04Q","","N","We should get an interpreter.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_271.mp3","15,16"
"272","272","BP","9781442312081","BrazPort 3","14","","","04R","229","M","Nós deveríamos arrumar um intérprete.","5","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_272.mp3","15,16"
"273","273","BP","9781442312081","BrazPort 3","14","","","05Q","","N","Maybe a little less.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_273.mp3","7,12"
"274","274","BP","9781442312081","BrazPort 3","14","","","05R","89","F","Talvez um pouco menos.","4","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_274.mp3","7,12"
"275","275","BP","9781442312081","BrazPort 3","14","","","06Q","","N","Can you get me a translation?","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_275.mp3","15,16"
"276","276","BP","9781442312081","BrazPort 3","14","","","06R","273","M","Você pode me arrumar uma tradução?","6","Q","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_276.mp3","15,16"
"277","277","BP","9781442312081","BrazPort 3","14","","","07Q","","N","It’s important to understand him.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_277.mp3","15"
"278","278","BP","9781442312081","BrazPort 3","14","","","07R","222","F","É importante entendê-lo.","3","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_278.mp3","15"
"279","279","BP","9781442312081","BrazPort 3","14","","","08Q","","N","I need a translation of this report.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_279.mp3","3,15,20"
"280","280","BP","9781442312081","BrazPort 3","14","","","08R","294","M","Eu preciso da tradução deste relatório.","6","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_280.mp3","3,15,20"
"281","281","BP","9781442312081","BrazPort 3","14","","","09Q","","N","You told me that.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_281.mp3","7"
"282","282","BP","9781442312081","BrazPort 3","14","","","09R","203","F","Você me disse isso.","4","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_282.mp3","7"
"283","283","BP","9781442312081","BrazPort 3","15","","","01Q","","N","It’s a shame that you can’t go.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_283.mp3","1,7"
"284","284","BP","9781442312081","BrazPort 3","15","","","01R","182","M","É uma pena que você não possa ir.","8","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_284.mp3","1,7"
"285","285","BP","9781442312081","BrazPort 3","15","","","02Q","","N","She is going to get married.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_285.mp3","1,5"
"286","286","BP","9781442312081","BrazPort 3","15","","","02R","196","F","Ela vai se casar.","4","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_286.mp3","1,5"
"287","287","BP","9781442312081","BrazPort 3","15","","","03Q","","N","He is divorced.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_287.mp3","5,9"
"288","288","BP","9781442312081","BrazPort 3","15","","","03R","255","F","Ele é divorciado.","3","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_288.mp3","5,9"
"289","289","BP","9781442312081","BrazPort 3","15","","","04Q","","N","Perhaps I can.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_289.mp3","1,7,13"
"290","290","BP","9781442312081","BrazPort 3","15","","","04R","174","F","Talvez eu possa.","3","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_290.mp3","1,7,13"
"291","291","BP","9781442312081","BrazPort 3","15","","","05Q","","N","Hopefully you can come.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_291.mp3","1,7,13"
"292","292","BP","9781442312081","BrazPort 3","15","","","05R","165","M","Tomara que você possa vir.","5","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_292.mp3","1,7,13"
"293","293","BP","9781442312081","BrazPort 3","15","","","06Q","","N","I went to her wedding.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_293.mp3","1,5,7"
"294","294","BP","9781442312081","BrazPort 3","15","","","06R","282","F","Eu fui ao casamento dela.","5","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_294.mp3","1,5,7"
"295","295","BP","9781442312081","BrazPort 3","15","","","07Q","","N","I was invited for a wedding.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_295.mp3","1,7"
"296","296","BP","9781442312081","BrazPort 3","15","","","07R","192","F","Eu fui convidada para um casamento.","6","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_296.mp3","1,7"
"297","297","BP","9781442312081","BrazPort 3","15","","","08Q","","N","Well, maybe another day.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_297.mp3","7,17"
"298","298","BP","9781442312081","BrazPort 3","15","","","08R","226","M","Bem, talvez num outro dia.","5","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_298.mp3","7,17"
"299","299","BP","9781442312081","BrazPort 3","15","","","09Q","","N","He didn’t get married again.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_299.mp3","1,5"
"300","300","BP","9781442312081","BrazPort 3","15","","","09R","265","F","Ele não se casou de novo.","6","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_300.mp3","1,5"
"301","301","BP","9781442312081","BrazPort 3","15","","","10Q","","N","Maybe he too can get married soon.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_301.mp3","1,5"
"302","302","BP","9781442312081","BrazPort 3","15","","","10R","295","F","Talvez ele também possa se casar logo.","6","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_302.mp3","1,5"
"303","303","BP","9781442312081","BrazPort 3","15","","","11Q","","N","I’m going to a wedding.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_303.mp3","1,5"
"304","304","BP","9781442312081","BrazPort 3","15","","","11R","185","F","Eu vou a um casamento.","5","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_304.mp3","1,5"
"305","305","BP","9781442312081","BrazPort 3","16","","","01Q","","N","She just got married.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_305.mp3","1,5"
"306","306","BP","9781442312081","BrazPort 3","16","","","01R","154","F","Ela acaba de se casar.","5","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_306.mp3","1,5"
"307","307","BP","9781442312081","BrazPort 3","16","","","02Q","","N","The trip is a great gift.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_307.mp3","14,18"
"308","308","BP","9781442312081","BrazPort 3","16","","","02R","293","F","A viagem è um òtimo presente.","5","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_308.mp3","14,18"
"309","309","BP","9781442312081","BrazPort 3","16","","","03Q","","N","She just completed her studies.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_309.mp3","5,20"
"310","310","BP","9781442312081","BrazPort 3","16","","","03R","255","F","Ela acaba de terminar os seus estudos.","7","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_310.mp3","5,20"
"311","311","BP","9781442312081","BrazPort 3","16","","","04Q","","N","She studied engineering.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_311.mp3","5,20"
"312","312","BP","9781442312081","BrazPort 3","16","","","04R","258","F","Ela estudou engenharia.","3","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_312.mp3","5,20"
"313","313","BP","9781442312081","BrazPort 3","16","","","05Q","","N","She got married to a colleague.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_313.mp3","9,20"
"314","314","BP","9781442312081","BrazPort 3","16","","","05R","162","F","Ela se casou com um colega.","5","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_314.mp3","9,20"
"315","315","BP","9781442312081","BrazPort 3","16","","","06Q","","N","She’s lucky.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_315.mp3","7,9"
"316","316","BP","9781442312081","BrazPort 3","16","","","06R","276","M","Ela tem sorte.","3","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_316.mp3","7,9"
"317","317","BP","9781442312081","BrazPort 3","16","","","07Q","","N","She’s going to travel to various countries.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_317.mp3","18,20"
"318","318","BP","9781442312081","BrazPort 3","16","","","07R","211","F","Ela vai viajar para vários países.","6","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_318.mp3","18,20"
"319","319","BP","9781442312081","BrazPort 3","16","","","08Q","","N","I have two brothers and one sister.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_319.mp3","5,12"
"320","320","BP","9781442312081","BrazPort 3","16","","","08R","170","F","Eu tenho dois irmãos e uma irmã.","7","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_320.mp3","5,12"
"321","321","BP","9781442312081","BrazPort 3","16","","","09Q","","N","They all live in other countries.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_321.mp3","5,18"
"322","322","BP","9781442312081","BrazPort 3","16","","","09R","175","F","Todos eles vivem em outros países.","6","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_322.mp3","5,18"
"323","323","BP","9781442312081","BrazPort 3","16","","","10Q","","N","My sister’s daughter will come for a visit.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_323.mp3","5,18"
"324","324","BP","9781442312081","BrazPort 3","16","","","10R","204","M","A filha da minha irmã virá de visita.","6","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_324.mp3","5,18"
"325","325","BP","9781442312081","BrazPort 3","17","","","01Q","","N","She just completed the first year.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_325.mp3","9,17,20"
"326","326","BP","9781442312081","BrazPort 3","17","","","01R","174","F","Ela acaba de terminar o primeiro ano.","7","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_326.mp3","9,17,20"
"327","327","BP","9781442312081","BrazPort 3","17","","","02Q","","N","Sit down in order to have a cup of coffee.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_327.mp3","1,6"
"328","328","BP","9781442312081","BrazPort 3","17","","","02R","224","F","Sente-se para tomar um cafezinho.","5","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_328.mp3","1,6"
"329","329","BP","9781442312081","BrazPort 3","17","","","03Q","","N","Sit down, please.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_329.mp3","7,13"
"330","330","BP","9781442312081","BrazPort 3","17","","","03R","218","F","Sente-se, por favor.","3","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_330.mp3","7,13"
"331","331","BP","9781442312081","BrazPort 3","17","","","04Q","","N","What are you talking about?","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_331.mp3","7,15"
"332","332","BP","9781442312081","BrazPort 3","17","","","04R","244","F","Sobre o que vocês estão conversando?","5","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_332.mp3","7,15"
"333","333","BP","9781442312081","BrazPort 3","17","","","05Q","","N","She’s an excellent student.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_333.mp3","9,20"
"334","334","BP","9781442312081","BrazPort 3","17","","","05R","196","F","Ela é uma ótima estudante.","5","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_334.mp3","9,20"
"335","335","BP","9781442312081","BrazPort 3","17","","","06Q","","N","You want to hear my opinion?","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_335.mp3","7,15"
"336","336","BP","9781442312081","BrazPort 3","17","","","06R","280","M","Vocês querem ouvir a minha opinião?","6","Q","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_336.mp3","7,15"
"337","337","BP","9781442312081","BrazPort 3","17","","","07Q","","N","We are talking.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_337.mp3","1,9,15"
"338","338","BP","9781442312081","BrazPort 3","17","","","07R","226","F","Nós estamos conversando.","3","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_338.mp3","1,9,15"
"339","339","BP","9781442312081","BrazPort 3","17","","","08Q","","N","What are you talking about?","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_339.mp3","1,15"
"340","340","BP","9781442312081","BrazPort 3","17","","","08R","244","F","Sobre o que vocês estão conversando?","5","Q","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_340.mp3","1,15"
"341","341","BP","9781442312081","BrazPort 3","17","","","09Q","","N","We want your opinion.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_341.mp3","7,15"
"342","342","BP","9781442312081","BrazPort 3","17","","","09R","271","F","Nós queremos a sua opinião.","4","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_342.mp3","7,15"
"343","343","BP","9781442312081","BrazPort 3","17","","","10Q","","N","She wants to change.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_343.mp3","9,14"
"344","344","BP","9781442312081","BrazPort 3","17","","","10R","205","M","Ela quer mudar.","3","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_344.mp3","9,14"
"345","345","BP","9781442312081","BrazPort 3","18","","","01Q","","N","The trip went well.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_345.mp3","18,20"
"346","346","BP","9781442312081","BrazPort 3","18","","","01R","180","F","A viagem foi bem.","4","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_346.mp3","18,20"
"347","347","BP","9781442312081","BrazPort 3","18","","","02Q","","N","You can answer them.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_347.mp3","15"
"348","348","BP","9781442312081","BrazPort 3","18","","","02R","213","F","Você pode respondê-las.","4","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_348.mp3","15"
"349","349","BP","9781442312081","BrazPort 3","18","","","03Q","","N","How did your trip go?","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_349.mp3","18,20"
"350","350","BP","9781442312081","BrazPort 3","18","","","03R","174","M","Como foi a sua viagem?","4","Q","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_350.mp3","18,20"
"351","351","BP","9781442312081","BrazPort 3","18","","","04Q","","N","Did you go to a meeting?","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_351.mp3","1,20"
"352","352","BP","9781442312081","BrazPort 3","18","","","04R","178","M","Você foi a uma reunião?","4","Q","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_352.mp3","1,20"
"353","353","BP","9781442312081","BrazPort 3","18","","","05Q","","N","They asked questions.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_353.mp3","15,20"
"354","354","BP","9781442312081","BrazPort 3","18","","","05R","250","F","Eles fizeram perguntas.","3","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_354.mp3","15,20"
"355","355","BP","9781442312081","BrazPort 3","18","","","06Q","","N","I just returned.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_355.mp3","18,20"
"356","356","BP","9781442312081","BrazPort 3","18","","","06R","165","F","Eu acabo de voltar.","4","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_356.mp3","18,20"
"357","357","BP","9781442312081","BrazPort 3","18","","","07Q","","N","I had to take a business trip.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_357.mp3","18,20"
"358","358","BP","9781442312081","BrazPort 3","18","","","07R","171","F","Eu tive que fazer uma viagem de negócios.","8","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_358.mp3","18,20"
"359","359","BP","9781442312081","BrazPort 3","18","","","08Q","","N","I’m going to ask you questions.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_359.mp3","15"
"360","360","BP","9781442312081","BrazPort 3","18","","","08R","206","M","Eu vou te fazer perguntas.","5","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_360.mp3","15"
"361","361","BP","9781442312081","BrazPort 3","18","","","09Q","","N","It went well.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_361.mp3","7,20"
"362","362","BP","9781442312081","BrazPort 3","18","","","09R","184","F","Foi bem.","2","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_362.mp3","7,20"
"363","363","BP","9781442312081","BrazPort 3","18","","","10Q","","N","Have you already been in Salavador before?","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_363.mp3","9,18"
"364","364","BP","9781442312081","BrazPort 3","18","","","10R","217","M","Você já esteve em Salvador antes?","6","Q","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_364.mp3","9,18"
"365","365","BP","9781442312081","BrazPort 3","19","","","01Q","","N","At how many miles per hour?","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_365.mp3","17,18"
"366","366","BP","9781442312081","BrazPort 3","19","","","01R","261","M","A quantas milhas por hora?","5","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_366.mp3","17,18"
"367","367","BP","9781442312081","BrazPort 3","19","","","02Q","","N","He just got a job.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_367.mp3","5,20"
"368","368","BP","9781442312081","BrazPort 3","19","","","02R","171","F","Ele acaba de conseguir um emprego.","6","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_368.mp3","5,20"
"369","369","BP","9781442312081","BrazPort 3","19","","","03Q","","N","I drive relatively fast.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_369.mp3","1,18"
"370","370","BP","9781442312081","BrazPort 3","19","","","03R","247","M","Eu dirijo relativamente rápido.","4","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_370.mp3","1,18"
"371","371","BP","9781442312081","BrazPort 3","19","","","04Q","","N","I had problems on the highways.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_371.mp3","18"
"372","372","BP","9781442312081","BrazPort 3","19","","","04R","213","M","Eu tive problemas nas estradas.","5","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_372.mp3","18"
"373","373","BP","9781442312081","BrazPort 3","19","","","05Q","","N","There’s too much traffic.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_373.mp3","12,18"
"374","374","BP","9781442312081","BrazPort 3","19","","","05R","230","M","Há tráfego demais.","3","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_374.mp3","12,18"
"375","375","BP","9781442312081","BrazPort 3","19","","","06Q","","N","What is it that he sells?","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_375.mp3","9,14"
"376","376","BP","9781442312081","BrazPort 3","19","","","06R","182","M","O que é que ele vende?","5","Q","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_376.mp3","9,14"
"377","377","BP","9781442312081","BrazPort 3","19","","","07Q","","N","What else?","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_377.mp3","7"
"378","378","BP","9781442312081","BrazPort 3","19","","","07R","184","F","Que mais?","2","Q","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_378.mp3","7"
"379","379","BP","9781442312081","BrazPort 3","19","","","08Q","","N","Do you drive fast?","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_379.mp3","1,18"
"380","380","BP","9781442312081","BrazPort 3","19","","","08R","236","F","Você dirige rápido?","3","Q","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_380.mp3","1,18"
"381","381","BP","9781442312081","BrazPort 3","19","","","09Q","","N","He’s a salesman.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_381.mp3","5,14,20"
"382","382","BP","9781442312081","BrazPort 3","19","","","09R","180","F","Ele é vendedor.","3","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_382.mp3","5,14,20"
"383","383","BP","9781442312081","BrazPort 3","19","","","10Q","","N","Do you drive a lot on the highways?","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_383.mp3","18"
"384","384","BP","9781442312081","BrazPort 3","19","","","10R","219","F","Você dirige muito nas estradas?","5","Q","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_384.mp3","18"
"385","385","BP","9781442312081","BrazPort 3","20","","","01Q","","N","They are friends of mine.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_385.mp3","5"
"386","386","BP","9781442312081","BrazPort 3","20","","","01R","213","F","Elas são amigas minhas.","4","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_386.mp3","5"
"387","387","BP","9781442312081","BrazPort 3","20","","","02Q","","N","I just finished my project.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_387.mp3","1,20"
"388","388","BP","9781442312081","BrazPort 3","20","","","02R","257","M","Eu acabo de terminar o meu projeto.","6","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_388.mp3","1,20"
"389","389","BP","9781442312081","BrazPort 3","20","","","03Q","","N","We’d like to go on an outing.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_389.mp3","1,18"
"390","390","BP","9781442312081","BrazPort 3","20","","","03R","168","F","Nós gostaríamos de fazer um passeio.","6","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_390.mp3","1,18"
