Control #,Rec #,Lang,Source Audio ISBN_13,Course,Unit Num,start,stop,QZ #,line #,Speaker,Cue,Transliteration,#of words,_Q_or_S,Course Name _Source_,Snippet Name,Skills
284,284,RU,9781442313200,Russian 3,14,,,05R,,F,Вам звонил президент компании.,Vam zvonil prezident kompanii.,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_284.mp3,"3,20"
285,285,RU,9781442313200,Russian 3,14,,,06Q,,N,Who called?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_285.mp3,"3,7,16"
286,286,RU,9781442313200,Russian 3,14,,,06R,,M,Кто звонил?,Kto zvonil?,2,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_286.mp3,"3,7,16"
287,287,RU,9781442313200,Russian 3,14,,,07Q,,N,When did he call?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_287.mp3,"3,9"
288,288,RU,9781442313200,Russian 3,14,,,07R,,M,Когда он звонил?,Kogda on zvonil?,3,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_288.mp3,"3,9"
289,289,RU,9781442313200,Russian 3,14,,,08Q,,N,Someone called you half an hour ago.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_289.mp3,"3,17"
290,290,RU,9781442313200,Russian 3,14,,,08R,,F,Вам кто-то звонил полчаса назад.,Vam kto-to zvonil polchasa nazad.,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_290.mp3,"3,17"
291,291,RU,9781442313200,Russian 3,14,,,09Q,,N,It’s time for you to call him back.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_291.mp3,"3,9,17"
292,292,RU,9781442313200,Russian 3,14,,,09R,,F,Вам пора ему перезвонить.,Vam pora emu perezvonit’.,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_292.mp3,"3,9,17"
293,293,RU,9781442313200,Russian 3,15,,,01Q,,N,"I think, yes.",,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_293.mp3,"7,16"
294,294,RU,9781442313200,Russian 3,15,,,01R,,F,"Я думаю, что да.","Ya dumayu, chto da.",4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_294.mp3,"7,16"
295,295,RU,9781442313200,Russian 3,15,,,02Q,,N,I forgot (m.) when it begins.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_295.mp3,"1,9"
296,296,RU,9781442313200,Russian 3,15,,,02R,,M,Я забыл когда она начинается.,Ya zabyl kogda ona nachinayetsa.,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_296.mp3,"1,9"
297,297,RU,9781442313200,Russian 3,15,,,03Q,,N,I forgot. (f.),,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_297.mp3,"7,16"
298,298,RU,9781442313200,Russian 3,15,,,03R,,F,Я забыла.,Ya zabyla.,2,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_298.mp3,"7,16"
299,299,RU,9781442313200,Russian 3,15,,,04Q,,N,Is it time for me to be going to the meeting?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_299.mp3,"9,17,20"
300,300,RU,9781442313200,Russian 3,15,,,04R,,M,Мне пора идти на встречу?,Mne pora idti na vstrechu?,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_300.mp3,"9,17,20"
301,301,RU,9781442313200,Russian 3,15,,,05Q,,N,We would like to invite you for dinner.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_301.mp3,"1,6"
302,302,RU,9781442313200,Russian 3,15,,,05R,,F,Мы хотели бы пригласить Вас на ужин.,My hoteli by priglasit’ Vas na uzhin.,7,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_302.mp3,"1,6"
303,303,RU,9781442313200,Russian 3,15,,,06Q,,N,It’s soon time to be going to the meeting.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_303.mp3,"9,17,20"
304,304,RU,9781442313200,Russian 3,15,,,06R,,F,Скоро пора идти на встречу.,Skoro pora idti na vstrechu.,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_304.mp3,"9,17,20"
305,305,RU,9781442313200,Russian 3,15,,,07Q,,N,Thank you for the invitation.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_305.mp3,"7,13,16"
306,306,RU,9781442313200,Russian 3,15,,,07R,,M,Спасибо за приглашение.,Spasbo za priglasheniye.,3,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_306.mp3,"7,13,16"
307,307,RU,9781442313200,Russian 3,15,,,08Q,,N,The president of the company will be there.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_307.mp3,"9,20"
308,308,RU,9781442313200,Russian 3,15,,,08R,,M,Там будет президент компании.,Tam budet prezident kompanii.,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_308.mp3,"9,20"
309,309,RU,9781442313200,Russian 3,15,,,09Q,,N,Will you need an interpreter?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_309.mp3,"7,16"
310,310,RU,9781442313200,Russian 3,15,,,09R,,F,Вам будет нужен переводчик?,Vam budet nuzhen perevodchik?,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_310.mp3,"7,16"
311,311,RU,9781442313200,Russian 3,15,,,10Q,,N,Will you be able to come?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_311.mp3,7
312,312,RU,9781442313200,Russian 3,15,,,10R,,F,Вы сможете прийти?,Vy smozhete priyti?,3,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_312.mp3,7
313,313,RU,9781442313200,Russian 3,16,,,01Q,,N,Earlier is better.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_313.mp3,7
314,314,RU,9781442313200,Russian 3,16,,,01R,,F,Лучше раньше.,Luchshe ran’she.,2,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_314.mp3,7
315,315,RU,9781442313200,Russian 3,16,,,02Q,,N,It’s time for me to be going to the meeting.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_315.mp3,"17,20"
316,316,RU,9781442313200,Russian 3,16,,,02R,,M,Мне пора идти на встречу.,Mne pora idti na vstrechu.,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_316.mp3,"17,20"
317,317,RU,9781442313200,Russian 3,16,,,03Q,,N,I’m supposed to have an important meeting with a client.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_317.mp3,"9,20"
318,318,RU,9781442313200,Russian 3,16,,,03R,,M,У меня должна быть важная встреча с клиентом.,U menya dolzhna byt’ vazhnaya vstrecha s klientom.,8,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_318.mp3,"9,20"
319,319,RU,9781442313200,Russian 3,16,,,04Q,,N,We’d like to invite you to our place to visit.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_319.mp3,"1,18"
320,320,RU,9781442313200,Russian 3,16,,,04R,,F,Мы хотели бы пригласить Вас к нам в гости.,My hoteli by priglasit’ Vas k nam v gosti.,9,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_320.mp3,"1,18"
321,321,RU,9781442313200,Russian 3,16,,,05Q,,N,We’d like to invite you to our place for lunch.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_321.mp3,"1,6"
322,322,RU,9781442313200,Russian 3,16,,,05R,,F,Мы хотели бы пригласить Вас к нам на обед.,My hoteli by priglasit’ Vas k nam na obed.,9,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_322.mp3,"1,6"
323,323,RU,9781442313200,Russian 3,16,,,06Q,,N,In half an hour.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_323.mp3,17
324,324,RU,9781442313200,Russian 3,16,,,06R,,M,Через полчаса.,Cherez polchasa.,2,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_324.mp3,17
325,325,RU,9781442313200,Russian 3,16,,,07Q,,N,Doesn’t the president speak English?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_325.mp3,"9,15"
326,326,RU,9781442313200,Russian 3,16,,,07R,,F,Президент не говорит по-английски?,Prezident ne govorit po-angliyski?,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_326.mp3,"9,15"
327,327,RU,9781442313200,Russian 3,16,,,08Q,,N,Now it’s already half past one.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_327.mp3,"9,12,17"
328,328,RU,9781442313200,Russian 3,16,,,08R,,M,Сейчас уже полвторого.,Seychas uzhe polvtorovo.,3,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_328.mp3,"9,12,17"
329,329,RU,9781442313200,Russian 3,16,,,09Q,,N,Wouldn’t you be able to come to our place after work?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_329.mp3,"1,13,20"
330,330,RU,9781442313200,Russian 3,16,,,09R,,F,Не могли бы Вы прийти к нам после работы?,Ne mogli by Vy priyti k nam posle raboty?,9,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_330.mp3,"1,13,20"
331,331,RU,9781442313200,Russian 3,17,,,01Q,,N,When does the meeting end?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_331.mp3,20
332,332,RU,9781442313200,Russian 3,17,,,01R,,F,Когда закончится встреча?,Kogda zakonchitsa vstrecha?,3,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_332.mp3,20
333,333,RU,9781442313200,Russian 3,17,,,02Q,,N,We’re talking about the U.S.A.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_333.mp3,"1,9"
334,334,RU,9781442313200,Russian 3,17,,,02R,,F,Мы говорим о США.,My govorim o SSHA.,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_334.mp3,"1,9"
335,335,RU,9781442313200,Russian 3,17,,,03Q,,N,Wouldn’t you be able to come over earlier?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_335.mp3,"13,17"
336,336,RU,9781442313200,Russian 3,17,,,03R,,F,Не могли бы Вы прийти раньше?,Ne mogli by Vy priyti ran’she?,6,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_336.mp3,"13,17"
337,337,RU,9781442313200,Russian 3,17,,,04Q,,N,There will be five people in the office.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_337.mp3,"9,12,20"
338,338,RU,9781442313200,Russian 3,17,,,04R,,M,Пять человек будет в офисе.,Pyat’ chelovek budet v ofise.,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_338.mp3,"9,12,20"
339,339,RU,9781442313200,Russian 3,17,,,05Q,,N,"Sit down, please.",,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_339.mp3,"7,13,16"
340,340,RU,9781442313200,Russian 3,17,,,05R,,F,"Садитесь, пожалуйста.","Sadites’, pozhalusta.",2,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_340.mp3,"7,13,16"
341,341,RU,9781442313200,Russian 3,17,,,06Q,,N,How many people will be in the office?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_341.mp3,"7,12,20"
342,342,RU,9781442313200,Russian 3,17,,,06R,,F,Сколько человек будет в офисе?,Skol’ko chelovek budet v ofise?,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_342.mp3,"7,12,20"
343,343,RU,9781442313200,Russian 3,17,,,07Q,,N,There will be a lot of people there.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_343.mp3,9
344,344,RU,9781442313200,Russian 3,17,,,07R,,M,Там будет много людей.,Tam budet mnogo lyudey.,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_344.mp3,9
345,345,RU,9781442313200,Russian 3,17,,,08Q,,N,All the rest will be at the meeting.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_345.mp3,"9,20"
346,346,RU,9781442313200,Russian 3,17,,,08R,,M,Все остальные будут на встрече.,Vse ostal’niye budut na vstreche.,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_346.mp3,"9,20"
347,347,RU,9781442313200,Russian 3,17,,,09Q,,N,I’ll be able to come over to your place after work.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_347.mp3,"1,20"
348,348,RU,9781442313200,Russian 3,17,,,09R,,M,Я смогу прийти к Вам после работы.,Ya smogu priyti k Vam posle raboty.,7,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_348.mp3,"1,20"
349,349,RU,9781442313200,Russian 3,18,,,01Q,,N,I have to get the meeting ready.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_349.mp3,"9,20"
350,350,RU,9781442313200,Russian 3,18,,,01R,,F,Я должна подготовить встречу.,Ya dolzhna podgotovit’ vstrechu.,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_350.mp3,"9,20"
351,351,RU,9781442313200,Russian 3,18,,,02Q,,N,I can help you.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_351.mp3,"7,16"
352,352,RU,9781442313200,Russian 3,18,,,02R,,M,Я могу Вам помочь.,Ya mogu Vam pomoch’.,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_352.mp3,"7,16"
353,353,RU,9781442313200,Russian 3,18,,,03Q,,N,How did your trip go?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_353.mp3,"9,18"
354,354,RU,9781442313200,Russian 3,18,,,03R,,F,Как прошла Ваша поездка?,Kak proshla Vasha poezdka?,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_354.mp3,"9,18"
355,355,RU,9781442313200,Russian 3,18,,,04Q,,N,I had to get the meeting ready. (m.),,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_355.mp3,"9,20"
356,356,RU,9781442313200,Russian 3,18,,,04R,,M,Я должен был подготовить встречу.,Ya dolzhen byl podgotovit’ vstrechu.,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_356.mp3,"9,20"
357,357,RU,9781442313200,Russian 3,18,,,05Q,,N,It (f.) went beautifully.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_357.mp3,"7,9"
358,358,RU,9781442313200,Russian 3,18,,,05R,,M,Она прошла прекрасно.,Ona proshla prekrasno.,3,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_358.mp3,"7,9"
359,359,RU,9781442313200,Russian 3,18,,,06Q,,N,The president of the company is coming to our place for lunch.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_359.mp3,"6,9,20"
360,360,RU,9781442313200,Russian 3,18,,,06R,,F,Президент компании приезжает к нам на обед.,Prezident kompanii priyezhayet k nam na obed.,7,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_360.mp3,"6,9,20"
361,361,RU,9781442313200,Russian 3,18,,,07Q,,N,The meeting was successful.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_361.mp3,"9,20"
362,362,RU,9781442313200,Russian 3,18,,,07R,,M,Встреча была успешной.,Vstrecha byla uspeshnoy.,3,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_362.mp3,"9,20"
363,363,RU,9781442313200,Russian 3,18,,,08Q,,N,The meeting is supposed to be in the restaurant.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_363.mp3,"9,20"
364,364,RU,9781442313200,Russian 3,18,,,08R,,F,Встреча должна быть в ресторане.,Vstrecha dolzhna byt’ v restorane.,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_364.mp3,"9,20"
365,365,RU,9781442313200,Russian 3,18,,,09Q,,N,I’m supposed to be at the meeting. (f.),,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_365.mp3,"9,20"
366,366,RU,9781442313200,Russian 3,18,,,09R,,F,Я должна быть на встрече.,Ya dolzhna byt’ na vstreche.,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_366.mp3,"9,20"
367,367,RU,9781442313200,Russian 3,19,,,01Q,,N,No one else is here.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_367.mp3,9
368,368,RU,9781442313200,Russian 3,19,,,01R,,F,Никого ещё нет.,Nikovo yeshio net.,3,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_368.mp3,9
369,369,RU,9781442313200,Russian 3,19,,,02Q,,N,I have not yet finished.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_369.mp3,9
370,370,RU,9781442313200,Russian 3,19,,,02R,,M,Я ещё не закончил.,Ya yeshio ne zakonchil.,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_370.mp3,9
371,371,RU,9781442313200,Russian 3,19,,,03Q,,N,Our colleagues don’t speak English.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_371.mp3,"9,15,20"
372,372,RU,9781442313200,Russian 3,19,,,03R,,M,Наши коллеги не говорят по-английски.,Nashi kollegi ne govoryat po-angliyski.,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_372.mp3,"9,15,20"
373,373,RU,9781442313200,Russian 3,19,,,04Q,,N,Wouldn’t you be able to get the meeting ready?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_373.mp3,20
374,374,RU,9781442313200,Russian 3,19,,,04R,,F,Не могли бы Вы подготовить встречу?,Ne mogli by Vy podgotovit’ vstrechu?,6,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_374.mp3,20
375,375,RU,9781442313200,Russian 3,19,,,05Q,,N,Will a lot of people be here?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_375.mp3,9
376,376,RU,9781442313200,Russian 3,19,,,05R,,M,Здесь будет много людей?,Zdes’ budet mnogo lyudey?,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_376.mp3,9
377,377,RU,9781442313200,Russian 3,19,,,06Q,,N,Now it’s still early.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_377.mp3,"9,17"
378,378,RU,9781442313200,Russian 3,19,,,06R,,F,Сейчас ещё рано.,Seychas yeshio rano.,3,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_378.mp3,"9,17"
379,379,RU,9781442313200,Russian 3,19,,,07Q,,N,On Tuesday you had a meeting with our new client.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_379.mp3,"9,17,20"
380,380,RU,9781442313200,Russian 3,19,,,07R,,F,Во вторник у Вас была встреча с нашим новым клиентом.,Vo vtornik u Vas byla vstrecha s nashim novym klientom.,10,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_380.mp3,"9,17,20"
381,381,RU,9781442313200,Russian 3,19,,,08Q,,N,I had a meeting with him.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_381.mp3,"9,20"
382,382,RU,9781442313200,Russian 3,19,,,08R,,M,У меня была встреча с ним.,U menya byla vstrecha s nim.,6,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_382.mp3,"9,20"
383,383,RU,9781442313200,Russian 3,19,,,09Q,,N,It was very difficult to get ready for this meeting.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_383.mp3,"9,20"
384,384,RU,9781442313200,Russian 3,19,,,09R,,M,Было очень трудно подготовить эту встречу.,Bylo ochen’ trudno podgotovit’ ètu vstrechu.,6,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_384.mp3,"9,20"
385,385,RU,9781442313200,Russian 3,19,,,10Q,,N,Today’s meeting begins after lunch.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_385.mp3,"6,9,17,20"
386,386,RU,9781442313200,Russian 3,19,,,10R,,M,Сегодняшняя встреча начинается после обеда.,Sevodniashniaya vstrecha nachinayetsa posle obeda.,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_386.mp3,"6,9,17,20"
387,387,RU,9781442313200,Russian 3,20,,,01Q,,N,It was impossible.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_387.mp3,"7,16"
388,388,RU,9781442313200,Russian 3,20,,,01R,,F,Было невозможно.,Bylo nevozmozhno.,2,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_388.mp3,"7,16"
389,389,RU,9781442313200,Russian 3,20,,,02Q,,N,I (f.) didn’t know that.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_389.mp3,"7,9,16"
390,390,RU,9781442313200,Russian 3,20,,,02R,,F,Я этого не знала.,Ya ètovo ne znala.,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_390.mp3,"7,9,16"
391,391,RU,9781442313200,Russian 3,20,,,03Q,,N,I would have been able to get it ready. (f.),,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_391.mp3,"7,20"
392,392,RU,9781442313200,Russian 3,20,,,03R,,F,Я могла бы подготовить её.,Ya mogla by podgotovit’ yeyo.,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_392.mp3,"7,20"
393,393,RU,9781442313200,Russian 3,20,,,04Q,,N,I (f.) arrived on time.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_393.mp3,"9,17,18"
394,394,RU,9781442313200,Russian 3,20,,,04R,,F,Я приехала вовремя.,Ya priyehala vovremia.,3,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_394.mp3,"9,17,18"
395,395,RU,9781442313200,Russian 3,20,,,05Q,,N,"Excuse me, that I (f.) wasn’t able to help you.",,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_395.mp3,"10,13,16"
396,396,RU,9781442313200,Russian 3,20,,,05R,,F,"Извините, что я не могла Вам помочь.","Izvinite, chto ya ne mogla Vam pomoch’.",7,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_396.mp3,"10,13,16"
397,397,RU,9781442313200,Russian 3,20,,,06Q,,N,How did the project go?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_397.mp3,"7,9,20"
398,398,RU,9781442313200,Russian 3,20,,,06R,,F,Как прошёл проект?,Kak proshiol proekt?,3,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_398.mp3,"7,9,20"
399,399,RU,9781442313200,Russian 3,20,,,07Q,,N,The meeting was unsuccessful.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_399.mp3,"9,20"
400,400,RU,9781442313200,Russian 3,20,,,07R,,F,Встреча не была успешной.,Vstrecha ne byla uspeshnoy.,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_400.mp3,"9,20"
401,401,RU,9781442313200,Russian 3,20,,,08Q,,N,There was no one there.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_401.mp3,9
402,402,RU,9781442313200,Russian 3,20,,,08R,,F,Там никого не было.,Tam nikovo ne bylo.,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_402.mp3,9
403,403,RU,9781442313200,Russian 3,20,,,09Q,,N,I was supposed to have a meeting with him.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_403.mp3,"9,20"
404,404,RU,9781442313200,Russian 3,20,,,09R,,F,У меня должна была быть встреча с ним.,U menya dolzhna byla byt’ vstrecha s nim.,8,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_404.mp3,"9,20"
405,405,RU,9781442313200,Russian 3,20,,,10Q,,N,Was the trip successful?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_405.mp3,"9,18"
406,406,RU,9781442313200,Russian 3,20,,,10R,,M,Поездка была успешной?,Poezdka byla uspeshnoy?,3,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_406.mp3,"9,18"
407,407,RU,9781442313200,Russian 3,20,,,11Q,,N,Our new client was supposed to get the meeting ready.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_407.mp3,"9,20"
408,408,RU,9781442313200,Russian 3,20,,,11R,,F,Наш новый клиент должен был подготовить встречу.,Nash noviy klient dolzhen byl podgotovit’ vstrechu.,7,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_408.mp3,"9,20"
409,409,RU,9781442313200,Russian 3,21,,,01Q,,N,I wanted to finish on time.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_409.mp3,17
410,410,RU,9781442313200,Russian 3,21,,,01R,,M,Я хотел закончить вовремя.,Ya hotel zakonchit’ vovremia.,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_410.mp3,17
411,411,RU,9781442313200,Russian 3,21,,,02Q,,N,I can show you the documents.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_411.mp3,"9,20"
412,412,RU,9781442313200,Russian 3,21,,,02R,,M,Я могу показать Вам документы.,Ya mogu pokazat’ Vam dokumenty.,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_412.mp3,"9,20"
413,413,RU,9781442313200,Russian 3,21,,,03Q,,N,I still need to find out how to finish the project.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_413.mp3,"9,20"
414,414,RU,9781442313200,Russian 3,21,,,03R,,M,"Мне ещё надо узнать, как закончить проект.","Mne eshio nado uznat’, kak zakonchit’ proekt.",7,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_414.mp3,"9,20"
415,415,RU,9781442313200,Russian 3,21,,,04Q,,N,I was told about that.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_415.mp3,"7,9"
416,416,RU,9781442313200,Russian 3,21,,,04R,,F,Мне говорили об этом.,Mne govorili ob ètom.,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_416.mp3,"7,9"
417,417,RU,9781442313200,Russian 3,21,,,05Q,,N,Our new project is almost finished.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_417.mp3,"9,20"
418,418,RU,9781442313200,Russian 3,21,,,05R,,M,Наш новый проект почти закончен.,Nash noviy proekt pochti zakonchen.,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_418.mp3,"9,20"
419,419,RU,9781442313200,Russian 3,21,,,06Q,,N,He wanted to have a look at the documents.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_419.mp3,"9,20"
420,420,RU,9781442313200,Russian 3,21,,,06R,,F,Он хотел посмотреть документы.,On hotel posmotret’ dokumenty.,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_420.mp3,"9,20"
421,421,RU,9781442313200,Russian 3,21,,,07Q,,N,"He wanted to find out, how the project went.",,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_421.mp3,"9,20"
422,422,RU,9781442313200,Russian 3,21,,,07R,,F,"Он хотел узнать, как прошёл проект.","On hotel uznat’, kak proshiol proekt.",6,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_422.mp3,"9,20"
