Rec #,Lang,Source Audio ISBN_13,Course,Unit Num,start,stop,QZ #,line #,Speaker,Cue,#of words,_Q_or_S,Course Name _Source_,Skills
320,SP,978-1-4423-5039-7,Spanish 3,14,0:26:55,0:26:59,11R,254,M,Es el mejor restaurante cerca de aquí.,7,S,"Spanish Phase 3, Units 1-30 (2004)","4,6"
321,SP,978-1-4423-5039-7,Spanish 3,15,0:01:28,0:01:30,01Q,28,N,I’m trying to read a report.,,,"Spanish Phase 3, Units 1-30 (2004)",1
322,SP,978-1-4423-5039-7,Spanish 3,15,0:01:33,0:01:37,01R,29,F,Estoy tratando de leer un informe.,6,S,"Spanish Phase 3, Units 1-30 (2004)",1
323,SP,978-1-4423-5039-7,Spanish 3,15,0:09:39,0:09:42,02Q,104,N,Hopefully you can go.,,,"Spanish Phase 3, Units 1-30 (2004)",7
324,SP,978-1-4423-5039-7,Spanish 3,15,0:09:35,0:09:37,02R,105,M,Ojalá pueda ir.,3,S,"Spanish Phase 3, Units 1-30 (2004)",7
325,SP,978-1-4423-5039-7,Spanish 3,15,0:10:36,0:10:38,03Q,112,N,Maybe I can.,,,"Spanish Phase 3, Units 1-30 (2004)",7
326,SP,978-1-4423-5039-7,Spanish 3,15,0:10:40,0:10:43,03R,113,F,Quizás pueda.,2,S,"Spanish Phase 3, Units 1-30 (2004)",7
327,SP,978-1-4423-5039-7,Spanish 3,15,0:11:16,0:11:18,04Q,118,N,A shame that you can’t go.,,,"Spanish Phase 3, Units 1-30 (2004)",9
328,SP,978-1-4423-5039-7,Spanish 3,15,0:11:23,0:11:26,04R,119,M,Lástima que no pueda ir.,5,S,"Spanish Phase 3, Units 1-30 (2004)",9
329,SP,978-1-4423-5039-7,Spanish 3,15,0:12:13,0:12:15,05Q,126,N,I’m going to a wedding.,,,"Spanish Phase 3, Units 1-30 (2004)",9
330,SP,978-1-4423-5039-7,Spanish 3,15,0:12:17,0:12:20,05R,127,F,Voy a una boda.,4,S,"Spanish Phase 3, Units 1-30 (2004)",9
331,SP,978-1-4423-5039-7,Spanish 3,15,0:13:28,0:13:31,06Q,136,N,My best friend (f) is getting married.,,,"Spanish Phase 3, Units 1-30 (2004)",5
332,SP,978-1-4423-5039-7,Spanish 3,15,0:13:34,0:13:36,06R,137,F,Mi mejor amiga se casa.,5,S,"Spanish Phase 3, Units 1-30 (2004)",5
333,SP,978-1-4423-5039-7,Spanish 3,15,0:17:57,0:17:59,07Q,179,N,He’s divorced.,,,"Spanish Phase 3, Units 1-30 (2004)",9
334,SP,978-1-4423-5039-7,Spanish 3,15,0:18:01,0:18:03,07R,180,F,Está divorciado.,2,S,"Spanish Phase 3, Units 1-30 (2004)",9
335,SP,978-1-4423-5039-7,Spanish 3,15,0:18:59,0:19:01,08Q,191,N,Hopefully he can meet someone else.,,,"Spanish Phase 3, Units 1-30 (2004)",9
336,SP,978-1-4423-5039-7,Spanish 3,15,0:19:08,0:19:12,08R,192,M,Ojalá él pueda conocer a otra persona.,7,S,"Spanish Phase 3, Units 1-30 (2004)",9
337,SP,978-1-4423-5039-7,Spanish 3,15,0:20:16,0:20:17,09Q,201,N,Take care.,,,"Spanish Phase 3, Units 1-30 (2004)",7
338,SP,978-1-4423-5039-7,Spanish 3,15,0:20:18,0:20:20,09R,204,M,Que le vaya bien.,4,S,"Spanish Phase 3, Units 1-30 (2004)",7
339,SP,978-1-4423-5039-7,Spanish 3,15,0:24:38,0:24:41,10Q,244,N,She got married on Saturday.,,,"Spanish Phase 3, Units 1-30 (2004)",17
340,SP,978-1-4423-5039-7,Spanish 3,15,0:24:43,0:24:45,10R,245,F,Se casó el sábado.,4,S,"Spanish Phase 3, Units 1-30 (2004)",17
341,SP,978-1-4423-5039-7,Spanish 3,15,0:28:31,0:28:33,11Q,282,N,It’s almost six o’clock.,,,"Spanish Phase 3, Units 1-30 (2004)","12,17"
342,SP,978-1-4423-5039-7,Spanish 3,15,0:28:36,0:28:38,11R,283,M,Son casi las seis.,4,S,"Spanish Phase 3, Units 1-30 (2004)","12,17"
343,SP,978-1-4423-5039-7,Spanish 3,16,0:05:44,0:05:46,01Q,70,N,He married an American.,,,"Spanish Phase 3, Units 1-30 (2004)",9
344,SP,978-1-4423-5039-7,Spanish 3,16,0:05:52,0:05:56,01R,71,F,Se casó con una norteamericana.,5,S,"Spanish Phase 3, Units 1-30 (2004)",9
345,SP,978-1-4423-5039-7,Spanish 3,16,0:07:08,0:07:10,02Q,78,N,She just finished the university.,,,"Spanish Phase 3, Units 1-30 (2004)",9
346,SP,978-1-4423-5039-7,Spanish 3,16,0:07:16,0:07:19,02R,79,M,Acaba de terminar la universidad.,5,S,"Spanish Phase 3, Units 1-30 (2004)",9
347,SP,978-1-4423-5039-7,Spanish 3,16,0:08:07,0:08:09,03Q,90,N,They all live in other countries.,,,"Spanish Phase 3, Units 1-30 (2004)",9
348,SP,978-1-4423-5039-7,Spanish 3,16,0:08:11,0:08:15,03R,91,F,Todos viven en otros países.,5,S,"Spanish Phase 3, Units 1-30 (2004)",9
349,SP,978-1-4423-5039-7,Spanish 3,16,0:09:01,0:09:03,04Q,97,N,Do you have siblings?,,,"Spanish Phase 3, Units 1-30 (2004)",5
350,SP,978-1-4423-5039-7,Spanish 3,16,0:09:07,0:09:09,04R,98,F,¿Tiene hermanos?,2,Q,"Spanish Phase 3, Units 1-30 (2004)",5
351,SP,978-1-4423-5039-7,Spanish 3,16,0:14:55,0:14:58,05Q,149,N,I have good news.,,,"Spanish Phase 3, Units 1-30 (2004)",7
352,SP,978-1-4423-5039-7,Spanish 3,16,0:15:00,0:15:03,05R,150,F,Tengo buenas noticias.,3,S,"Spanish Phase 3, Units 1-30 (2004)",7
353,SP,978-1-4423-5039-7,Spanish 3,16,0:15:05,0:15:08,06Q,151,N,My niece is coming on a visit.,,,"Spanish Phase 3, Units 1-30 (2004)","5,18"
354,SP,978-1-4423-5039-7,Spanish 3,16,0:15:28,0:15:32,06R,154,F,Mi sobrina viene de visita.,5,S,"Spanish Phase 3, Units 1-30 (2004)","5,18"
355,SP,978-1-4423-5039-7,Spanish 3,16,0:16:25,0:16:26,07Q,164,N,What a good piece of news.,,,"Spanish Phase 3, Units 1-30 (2004)",7
356,SP,978-1-4423-5039-7,Spanish 3,16,0:16:29,0:16:31,07R,165,M,Qué buena noticia.,3,S,"Spanish Phase 3, Units 1-30 (2004)",7
357,SP,978-1-4423-5039-7,Spanish 3,16,0:16:58,0:17:00,08Q,169,N,She just called me.,,,"Spanish Phase 3, Units 1-30 (2004)","7,17"
358,SP,978-1-4423-5039-7,Spanish 3,16,0:17:02,0:17:05,08R,170,F,Acaba de llamarme.,3,S,"Spanish Phase 3, Units 1-30 (2004)","7,17"
359,SP,978-1-4423-5039-7,Spanish 3,16,0:18:44,0:18:46,09Q,186,N,She just finished her studies.,,,"Spanish Phase 3, Units 1-30 (2004)",9
360,SP,978-1-4423-5039-7,Spanish 3,16,0:18:50,0:18:53,09R,187,F,Acaba de terminar sus estudios.,5,S,"Spanish Phase 3, Units 1-30 (2004)",9
361,SP,978-1-4423-5039-7,Spanish 3,16,0:21:31,0:21:34,10Q,215,N,My parents live there.,,,"Spanish Phase 3, Units 1-30 (2004)",5
362,SP,978-1-4423-5039-7,Spanish 3,16,0:21:36,0:21:39,10R,216,F,Mis padres viven allí.,4,S,"Spanish Phase 3, Units 1-30 (2004)",5
363,SP,978-1-4423-5039-7,Spanish 3,16,0:23:48,0:23:51,11Q,233,N,Hopefully she has enough credit cards.,,,"Spanish Phase 3, Units 1-30 (2004)","11,14"
364,SP,978-1-4423-5039-7,Spanish 3,16,0:23:55,0:23:59,11R,234,M,Ojalá ella tenga suficientes tarjetas.,5,S,"Spanish Phase 3, Units 1-30 (2004)","11,14"
365,SP,978-1-4423-5039-7,Spanish 3,16,0:25:21,0:25:24,12Q,247,N,"Yes, it is an extremely good gift.",,,"Spanish Phase 3, Units 1-30 (2004)",14
366,SP,978-1-4423-5039-7,Spanish 3,16,0:25:28,0:25:32,12R,248,M,"Sí, es un regalo buenísimo.",5,S,"Spanish Phase 3, Units 1-30 (2004)",14
367,SP,978-1-4423-5039-7,Spanish 3,16,0:26:44,0:26:46,13Q,258,N,She was an extremely good student.,,,"Spanish Phase 3, Units 1-30 (2004)",9
368,SP,978-1-4423-5039-7,Spanish 3,16,0:26:50,0:26:53,13R,259,F,Fue una estudiante buenísima.,4,S,"Spanish Phase 3, Units 1-30 (2004)",9
369,SP,978-1-4423-5039-7,Spanish 3,16,0:27:50,0:27:52,14Q,267,N,My niece just got a job.,,,"Spanish Phase 3, Units 1-30 (2004)","5,20"
370,SP,978-1-4423-5039-7,Spanish 3,16,0:27:59,0:28:03,14R,268,F,Mi sobrina acaba de conseguir trabajo.,6,S,"Spanish Phase 3, Units 1-30 (2004)","5,20"
371,SP,978-1-4423-5039-7,Spanish 3,17,0:02:46,0:02:49,01Q,35,N,I just returned from Nicaragua.,,,"Spanish Phase 3, Units 1-30 (2004)",18
372,SP,978-1-4423-5039-7,Spanish 3,17,0:02:52,0:02:56,01R,37,M,Acabo de regresar de Nicaragua.,5,S,"Spanish Phase 3, Units 1-30 (2004)",18
373,SP,978-1-4423-5039-7,Spanish 3,17,0:13:08,0:13:09,02Q,133,N,"Sit down, please.",,,"Spanish Phase 3, Units 1-30 (2004)","7,13"
374,SP,978-1-4423-5039-7,Spanish 3,17,0:12:54,0:12:57,02R,134,F,"Siéntese, por favor.",3,S,"Spanish Phase 3, Units 1-30 (2004)","7,13"
375,SP,978-1-4423-5039-7,Spanish 3,17,0:13:25,0:13:28,03Q,137,N,Sit down to have a coffee.,,,"Spanish Phase 3, Units 1-30 (2004)","6,13"
376,SP,978-1-4423-5039-7,Spanish 3,17,0:13:30,0:13:33,03R,138,F,Siéntese a tomar un café.,5,S,"Spanish Phase 3, Units 1-30 (2004)","6,13"
377,SP,978-1-4423-5039-7,Spanish 3,17,0:15:08,0:15:11,04Q,151,N,We’re talking about something interesting.,,,"Spanish Phase 3, Units 1-30 (2004)",9
378,SP,978-1-4423-5039-7,Spanish 3,17,0:15:14,0:15:18,04R,152,F,Estamos hablando de algo interesante.,5,S,"Spanish Phase 3, Units 1-30 (2004)",9
379,SP,978-1-4423-5039-7,Spanish 3,17,0:15:35,0:15:37,05Q,155,N,What are you talking about?,,,"Spanish Phase 3, Units 1-30 (2004)",7
380,SP,978-1-4423-5039-7,Spanish 3,17,0:15:41,0:15:44,05R,157,M,¿De qué están hablando?,4,Q,"Spanish Phase 3, Units 1-30 (2004)",7
381,SP,978-1-4423-5039-7,Spanish 3,17,0:17:12,0:17:14,06Q,172,N,We want your opinion.,,,"Spanish Phase 3, Units 1-30 (2004)",7
382,SP,978-1-4423-5039-7,Spanish 3,17,0:17:16,0:17:18,06R,173,F,Queremos su opinión.,3,S,"Spanish Phase 3, Units 1-30 (2004)",7
383,SP,978-1-4423-5039-7,Spanish 3,17,0:17:42,0:17:44,07Q,176,N,Hopefully you have an opinion.,,,"Spanish Phase 3, Units 1-30 (2004)",7
384,SP,978-1-4423-5039-7,Spanish 3,17,0:17:48,0:17:51,07R,177,F,Ojalá usted tenga una opinión.,5,S,"Spanish Phase 3, Units 1-30 (2004)",7
385,SP,978-1-4423-5039-7,Spanish 3,17,0:18:59,0:19:02,08Q,187,N,The languages are important.,,,"Spanish Phase 3, Units 1-30 (2004)",9
386,SP,978-1-4423-5039-7,Spanish 3,17,0:19:05,0:19:09,08R,188,M,Los idiomas son importantes.,4,S,"Spanish Phase 3, Units 1-30 (2004)",9
387,SP,978-1-4423-5039-7,Spanish 3,17,0:21:02,0:21:04,09Q,206,N,We’d like to know your opinion.,,,"Spanish Phase 3, Units 1-30 (2004)",7
388,SP,978-1-4423-5039-7,Spanish 3,17,0:21:07,0:21:11,09R,207,F,Nos gustaría saber su opinión.,5,S,"Spanish Phase 3, Units 1-30 (2004)",7
389,SP,978-1-4423-5039-7,Spanish 3,17,0:21:40,0:21:43,10Q,211,N,The climate is an important difference.,,,"Spanish Phase 3, Units 1-30 (2004)",9
390,SP,978-1-4423-5039-7,Spanish 3,17,0:21:46,0:21:50,10R,212,M,El clima es una diferencia importante.,6,S,"Spanish Phase 3, Units 1-30 (2004)",9
391,SP,978-1-4423-5039-7,Spanish 3,17,0:23:18,0:23:20,11Q,229,N,Both are important.,,,"Spanish Phase 3, Units 1-30 (2004)",9
392,SP,978-1-4423-5039-7,Spanish 3,17,0:23:23,0:23:26,11R,230,M,Ambos son importantes.,3,S,"Spanish Phase 3, Units 1-30 (2004)",9
393,SP,978-1-4423-5039-7,Spanish 3,18,0:07:19,0:07:21,01Q,82,N,How did your trip go?,,,"Spanish Phase 3, Units 1-30 (2004)",18
394,SP,978-1-4423-5039-7,Spanish 3,18,0:06:45,0:06:48,01R,76,M,¿Cómo le fue en el viaje?,6,Q,"Spanish Phase 3, Units 1-30 (2004)",18
395,SP,978-1-4423-5039-7,Spanish 3,18,0:07:00,0:07:02,02Q,79,N,It went well for me.,,,"Spanish Phase 3, Units 1-30 (2004)",7
396,SP,978-1-4423-5039-7,Spanish 3,18,0:07:03,0:07:06,02R,80,F,Me fue bien.,3,S,"Spanish Phase 3, Units 1-30 (2004)",7
397,SP,978-1-4423-5039-7,Spanish 3,18,0:07:37,0:07:39,03Q,86,N,The trip was a success.,,,"Spanish Phase 3, Units 1-30 (2004)",18
398,SP,978-1-4423-5039-7,Spanish 3,18,0:07:41,0:07:44,03R,87,F,El viaje fue un éxito.,5,S,"Spanish Phase 3, Units 1-30 (2004)",18
399,SP,978-1-4423-5039-7,Spanish 3,18,0:08:41,0:08:43,04Q,96,N,I like both.,,,"Spanish Phase 3, Units 1-30 (2004)",7
400,SP,978-1-4423-5039-7,Spanish 3,18,0:08:44,0:08:47,04R,97,F,Me gustan ambos.,3,S,"Spanish Phase 3, Units 1-30 (2004)",7
401,SP,978-1-4423-5039-7,Spanish 3,18,0:10:59,0:11:02,05Q,116,N,It went well for you on the trip?,,,"Spanish Phase 3, Units 1-30 (2004)",18
402,SP,978-1-4423-5039-7,Spanish 3,18,0:11:03,0:11:06,05R,117,M,¿Le fue bien en el viaje?,6,Q,"Spanish Phase 3, Units 1-30 (2004)",18
403,SP,978-1-4423-5039-7,Spanish 3,18,0:13:36,0:13:39,06Q,145,N,They asked me questions.,,,"Spanish Phase 3, Units 1-30 (2004)",7
404,SP,978-1-4423-5039-7,Spanish 3,18,0:13:59,0:14:02,06R,146,F,Me hicieron preguntas.,3,S,"Spanish Phase 3, Units 1-30 (2004)",7
405,SP,978-1-4423-5039-7,Spanish 3,18,0:14:41,0:14:44,07Q,151,N,Questions about what?,,,"Spanish Phase 3, Units 1-30 (2004)",7
406,SP,978-1-4423-5039-7,Spanish 3,18,0:14:46,0:14:49,07R,152,M,¿Preguntas sobre qué?,3,Q,"Spanish Phase 3, Units 1-30 (2004)",7
407,SP,978-1-4423-5039-7,Spanish 3,18,0:17:03,0:17:07,08Q,172,N,The salesmen asked me many questions.,,,"Spanish Phase 3, Units 1-30 (2004)",14
408,SP,978-1-4423-5039-7,Spanish 3,18,0:17:11,0:17:15,08R,173,M,Los vendedores me hicieron muchas preguntas.,6,S,"Spanish Phase 3, Units 1-30 (2004)",14
409,SP,978-1-4423-5039-7,Spanish 3,18,0:18:37,0:18:40,09Q,185,N,I didn’t have time to see my niece.,,,"Spanish Phase 3, Units 1-30 (2004)","5,17"
410,SP,978-1-4423-5039-7,Spanish 3,18,0:18:48,0:18:51,09R,186,M,No tuve tiempo para ver a mi sobrina.,8,S,"Spanish Phase 3, Units 1-30 (2004)","5,17"
411,SP,978-1-4423-5039-7,Spanish 3,18,0:29:32,0:29:34,10Q,283,N,Maybe your sister will be luckier.,,,"Spanish Phase 3, Units 1-30 (2004)",5
412,SP,978-1-4423-5039-7,Spanish 3,18,0:29:41,0:29:45,10R,284,M,Quizás su hermana tenga más suerte.,6,S,"Spanish Phase 3, Units 1-30 (2004)",5
413,SP,978-1-4423-5039-7,Spanish 3,19,0:03:15,0:03:17,01Q,42,N,My parents are very happy there.,,,"Spanish Phase 3, Units 1-30 (2004)",5
414,SP,978-1-4423-5039-7,Spanish 3,19,0:03:21,0:03:25,01R,43,F,Mis padres están muy contentos allí.,6,S,"Spanish Phase 3, Units 1-30 (2004)",5
415,SP,978-1-4423-5039-7,Spanish 3,19,0:05:30,0:05:32,02Q,62,N,They like languages.,,,"Spanish Phase 3, Units 1-30 (2004)",9
416,SP,978-1-4423-5039-7,Spanish 3,19,0:05:35,0:05:38,02R,63,F,Les gustan los idiomas.,4,S,"Spanish Phase 3, Units 1-30 (2004)",9
417,SP,978-1-4423-5039-7,Spanish 3,19,0:06:02,0:06:05,03Q,66,N,I had a meeting with our salesmen.,,,"Spanish Phase 3, Units 1-30 (2004)","14,20"
418,SP,978-1-4423-5039-7,Spanish 3,19,0:06:08,0:06:12,03R,67,F,Tuve una reunión con nuestros vendedores.,6,S,"Spanish Phase 3, Units 1-30 (2004)","14,20"
419,SP,978-1-4423-5039-7,Spanish 3,19,0:09:44,0:09:47,04Q,99,N,"Say, “My brother just got a position.”",,,"Spanish Phase 3, Units 1-30 (2004)","5,20"
420,SP,978-1-4423-5039-7,Spanish 3,19,0:09:51,0:09:54,04R,100,F,Mi hermano acaba de conseguir un puesto.,7,S,"Spanish Phase 3, Units 1-30 (2004)","5,20"
421,SP,978-1-4423-5039-7,Spanish 3,19,0:12:33,0:12:34,05Q,125,N,Half hour by car.,,,"Spanish Phase 3, Units 1-30 (2004)","17,18"
422,SP,978-1-4423-5039-7,Spanish 3,19,0:12:40,0:12:43,05R,126,M,A media hora en coche.,4,S,"Spanish Phase 3, Units 1-30 (2004)","17,18"
423,SP,978-1-4423-5039-7,Spanish 3,19,0:13:22,0:13:24,06Q,133,N,He needs my car.,,,"Spanish Phase 3, Units 1-30 (2004)",18
424,SP,978-1-4423-5039-7,Spanish 3,19,0:13:27,0:13:29,06R,134,M,Necesita mi coche.,3,S,"Spanish Phase 3, Units 1-30 (2004)",18
425,SP,978-1-4423-5039-7,Spanish 3,19,0:16:15,0:16:18,07Q,160,N,Do you drive a lot on the highway?,,,"Spanish Phase 3, Units 1-30 (2004)",18
426,SP,978-1-4423-5039-7,Spanish 3,19,0:16:21,0:16:25,07R,161,M,¿Maneja mucho en la autopista?,5,Q,"Spanish Phase 3, Units 1-30 (2004)",18
427,SP,978-1-4423-5039-7,Spanish 3,19,0:18:20,0:18:22,08Q,180,N,When there’s not much traffic.,,,"Spanish Phase 3, Units 1-30 (2004)","9,18"
428,SP,978-1-4423-5039-7,Spanish 3,19,0:18:24,0:18:27,08R,181,M,Cuando no hay mucho tráfico.,5,S,"Spanish Phase 3, Units 1-30 (2004)","9,18"
429,SP,978-1-4423-5039-7,Spanish 3,19,0:18:37,0:18:40,09Q,183,N,How many kilometers per hour?,,,"Spanish Phase 3, Units 1-30 (2004)","17,18"
430,SP,978-1-4423-5039-7,Spanish 3,19,0:18:42,0:18:45,09R,184,F,¿A cuántos kilómetros por hora?,5,Q,"Spanish Phase 3, Units 1-30 (2004)","17,18"
431,SP,978-1-4423-5039-7,Spanish 3,19,0:21:35,0:21:38,10Q,209,N,I drive at fifty-five miles per hour.,,,"Spanish Phase 3, Units 1-30 (2004)","12,17,18"
432,SP,978-1-4423-5039-7,Spanish 3,19,0:21:42,0:21:46,10R,210,F,Yo manejo a cincuenta y cinco millas por hora.,9,S,"Spanish Phase 3, Units 1-30 (2004)","12,17,18"
433,SP,978-1-4423-5039-7,Spanish 3,19,0:22:47,0:22:50,11Q,220,N,It’s relatively slow.,,,"Spanish Phase 3, Units 1-30 (2004)",9
434,SP,978-1-4423-5039-7,Spanish 3,19,0:22:53,0:22:56,11R,221,M,Es relativemente despacio.,3,S,"Spanish Phase 3, Units 1-30 (2004)",9
435,SP,978-1-4423-5039-7,Spanish 3,19,0:25:25,0:25:29,12Q,245,N,I believe that it’s going to be relatively expensive.,,,"Spanish Phase 3, Units 1-30 (2004)","9,14"
436,SP,978-1-4423-5039-7,Spanish 3,19,0:25:32,0:25:36,12R,246,F,Creo que va a ser relativamente caro.,7,S,"Spanish Phase 3, Units 1-30 (2004)","9,14"
437,SP,978-1-4423-5039-7,Spanish 3,20,0:04:01,0:04:03,01Q,49,N,Especially on the highway.,,,"Spanish Phase 3, Units 1-30 (2004)",9
438,SP,978-1-4423-5039-7,Spanish 3,20,0:04:06,0:04:10,01R,50,M,Especialmente en la autopista.,4,S,"Spanish Phase 3, Units 1-30 (2004)",9
439,SP,978-1-4423-5039-7,Spanish 3,20,0:10:11,0:10:13,02Q,109,N,How long does it take to get there?,,,"Spanish Phase 3, Units 1-30 (2004)","16,18"
440,SP,978-1-4423-5039-7,Spanish 3,20,0:10:16,0:10:19,02R,110,F,¿Cuánto tiempo para llegar?,4,Q,"Spanish Phase 3, Units 1-30 (2004)","16,18"
441,SP,978-1-4423-5039-7,Spanish 3,20,0:12:40,0:12:43,03Q,133,N,We’re going to take a day trip.,,,"Spanish Phase 3, Units 1-30 (2004)",18
442,SP,978-1-4423-5039-7,Spanish 3,20,0:12:46,0:12:49,03R,134,F,Vamos a hacer una excursión.,5,S,"Spanish Phase 3, Units 1-30 (2004)",18
443,SP,978-1-4423-5039-7,Spanish 3,20,0:13:35,0:13:37,04Q,140,N,We’re going to go to a national park.,,,"Spanish Phase 3, Units 1-30 (2004)",18
444,SP,978-1-4423-5039-7,Spanish 3,20,0:13:41,0:13:44,04R,141,F,Vamos a ir a un parque nacional.,7,S,"Spanish Phase 3, Units 1-30 (2004)",18
445,SP,978-1-4423-5039-7,Spanish 3,20,0:13:49,0:13:51,05Q,142,N,It’s a fun day trip.,,,"Spanish Phase 3, Units 1-30 (2004)",18
446,SP,978-1-4423-5039-7,Spanish 3,20,0:13:56,0:13:59,05R,143,F,Es una excursión divertida.,4,S,"Spanish Phase 3, Units 1-30 (2004)",18
447,SP,978-1-4423-5039-7,Spanish 3,20,0:15:15,0:15:17,06Q,155,N,At about sixty miles.,,,"Spanish Phase 3, Units 1-30 (2004)",12
448,SP,978-1-4423-5039-7,Spanish 3,20,0:15:24,0:15:27,06R,157,F,A unas sesenta millas.,3,S,"Spanish Phase 3, Units 1-30 (2004)",12
449,SP,978-1-4423-5039-7,Spanish 3,20,0:17:44,0:17:46,07Q,177,N,The project just ended.,,,"Spanish Phase 3, Units 1-30 (2004)",20
450,SP,978-1-4423-5039-7,Spanish 3,20,0:17:49,0:17:52,07R,178,M,El proyecto acaba de terminar.,5,S,"Spanish Phase 3, Units 1-30 (2004)",20
451,SP,978-1-4423-5039-7,Spanish 3,20,0:18:47,0:18:49,08Q,188,N,The project here was a success.,,,"Spanish Phase 3, Units 1-30 (2004)",20
452,SP,978-1-4423-5039-7,Spanish 3,20,0:18:52,0:18:56,08R,189,M,El proyecto aquí fue un éxito.,6,S,"Spanish Phase 3, Units 1-30 (2004)",20
453,SP,978-1-4423-5039-7,Spanish 3,20,0:19:57,0:20:00,09Q,197,N,You’re going to miss the day trip.,,,"Spanish Phase 3, Units 1-30 (2004)",18
454,SP,978-1-4423-5039-7,Spanish 3,20,0:20:02,0:20:05,09R,198,F,Vas a perderte la excursión.,5,S,"Spanish Phase 3, Units 1-30 (2004)",18
455,SP,978-1-4423-5039-7,Spanish 3,20,0:21:20,0:21:21,10Q,209,N,I’m going to miss it (f).,,,"Spanish Phase 3, Units 1-30 (2004)",7
456,SP,978-1-4423-5039-7,Spanish 3,20,0:21:24,0:21:26,10R,210,M,Voy a perdérmela.,3,S,"Spanish Phase 3, Units 1-30 (2004)",7
457,SP,978-1-4423-5039-7,Spanish 3,20,0:23:59,0:24:01,11Q,231,N,Maybe we’ll go on Saturday.,,,"Spanish Phase 3, Units 1-30 (2004)",17
458,SP,978-1-4423-5039-7,Spanish 3,20,0:24:04,0:24:07,11R,232,F,Quizás vayamos el sábado.,4,S,"Spanish Phase 3, Units 1-30 (2004)",17
459,SP,978-1-4423-5039-7,Spanish 3,20,0:24:10,0:24:12,12Q,233,N,Then you don’t have to miss the day trip.,,,"Spanish Phase 3, Units 1-30 (2004)",18
460,SP,978-1-4423-5039-7,Spanish 3,20,0:24:16,0:24:20,12R,234,F,Entonces no tienes que perderte la excursión.,7,S,"Spanish Phase 3, Units 1-30 (2004)",18
461,SP,978-1-4423-5039-7,Spanish 3,20,0:27:08,0:27:11,13Q,264,N,At a hundred kilometers from here.,,,"Spanish Phase 3, Units 1-30 (2004)","4,12,18"
462,SP,978-1-4423-5039-7,Spanish 3,20,0:27:13,0:27:17,13R,265,M,A cien kilómetros de aquí.,4,S,"Spanish Phase 3, Units 1-30 (2004)","4,12,18"
463,SP,978-1-4423-5039-7,Spanish 3,21,0:01:33,0:01:35,01Q,27,N,And there’s a lot to see.,,,"Spanish Phase 3, Units 1-30 (2004)",7
464,SP,978-1-4423-5039-7,Spanish 3,21,0:01:37,0:01:40,01R,28,M,Y hay mucho que ver.,5,S,"Spanish Phase 3, Units 1-30 (2004)",7
465,SP,978-1-4423-5039-7,Spanish 3,21,0:02:00,0:02:03,02Q,31,N,I don’t want to miss anything.,,,"Spanish Phase 3, Units 1-30 (2004)",7
466,SP,978-1-4423-5039-7,Spanish 3,21,0:02:06,0:02:10,02R,32,M,No quiero perderme nada.,4,S,"Spanish Phase 3, Units 1-30 (2004)",7
467,SP,978-1-4423-5039-7,Spanish 3,21,0:02:29,0:02:32,03Q,36,N,My project here is going to finish soon.,,,"Spanish Phase 3, Units 1-30 (2004)",20
468,SP,978-1-4423-5039-7,Spanish 3,21,0:02:37,0:02:40,03R,37,M,Mi proyecto aquí va a terminar pronto.,7,S,"Spanish Phase 3, Units 1-30 (2004)",20
469,SP,978-1-4423-5039-7,Spanish 3,21,0:07:35,0:07:37,04Q,83,N,You don’t want to miss it (m).,,,"Spanish Phase 3, Units 1-30 (2004)",7
470,SP,978-1-4423-5039-7,Spanish 3,21,0:07:40,0:07:43,04R,84,M,No quieres perdértelo.,3,S,"Spanish Phase 3, Units 1-30 (2004)",7
471,SP,978-1-4423-5039-7,Spanish 3,21,0:09:18,0:09:21,05Q,98,N,It was a very pleasant day.,,,"Spanish Phase 3, Units 1-30 (2004)",7
472,SP,978-1-4423-5039-7,Spanish 3,21,0:09:23,0:09:26,05R,99,M,Fue un día muy agradable.,5,S,"Spanish Phase 3, Units 1-30 (2004)",7
473,SP,978-1-4423-5039-7,Spanish 3,21,0:11:03,0:11:05,06Q,113,N,What beautiful flowers.,,,"Spanish Phase 3, Units 1-30 (2004)",9
474,SP,978-1-4423-5039-7,Spanish 3,21,0:11:46,0:11:49,06R,119,F,Qué flores más bonitas.,4,S,"Spanish Phase 3, Units 1-30 (2004)",9
475,SP,978-1-4423-5039-7,Spanish 3,21,0:13:38,0:13:41,07Q,135,N,My husband is upstairs.,,,"Spanish Phase 3, Units 1-30 (2004)",5
476,SP,978-1-4423-5039-7,Spanish 3,21,0:13:43,0:13:46,07R,136,F,Mi esposo está arriba.,4,S,"Spanish Phase 3, Units 1-30 (2004)",5
477,SP,978-1-4423-5039-7,Spanish 3,21,0:13:52,0:13:54,08Q,137,N,In the meantime.,,,"Spanish Phase 3, Units 1-30 (2004)",7
478,SP,978-1-4423-5039-7,Spanish 3,21,0:14:11,0:14:13,08R,138,F,Mientras tanto.,2,S,"Spanish Phase 3, Units 1-30 (2004)",7
479,SP,978-1-4423-5039-7,Spanish 3,21,0:14:24,0:14:26,09Q,142,N,Would you like to drink something?,,,"Spanish Phase 3, Units 1-30 (2004)",6
480,SP,978-1-4423-5039-7,Spanish 3,21,0:14:31,0:14:34,09R,144,F,¿Le gustaría tomar algo?,4,Q,"Spanish Phase 3, Units 1-30 (2004)",6
